target_id	length	eff_length	est_counts	tpm
rna-XM_035809314.1	4367	4168	84	1.03919
rna-XM_035809311.1	7960	7761	426	2.83033
rna-XM_035809312.1	2231	2032	10	0.253759
rna-XM_035809927.1	1635	1436	1	0.0359079
rna-XM_035843980.1	1957	1758	90.1694	2.64475
rna-XM_035843291.1	2870	2671	2028	39.1506
rna-XM_035843288.1	8290	8091	37793	240.854
rna-XM_035842700.1	6972	6773	5663	43.1132
rna-XM_035844125.1	7002	6803	6735.15	51.0495
rna-XR_004833096.1	2378	2179	37.9754	0.898649
rna-XM_035844220.1	1276	1077	29	1.38844
rna-XR_004833035.1	888	689	0	0
rna-XM_035843555.1	7535	7336	15228	107.036
rna-XM_035843558.1	1785	1586	648.62	21.0878
rna-XR_004833034.1	1816	1617	368.193	11.7411
rna-XM_035844186.1	2399	2200	5	0.11719
rna-XM_035843121.1	9611	9412	5	0.0273926
rna-XM_035843648.1	681	482	0	0
rna-XM_035844039.1	1277	1078	0	0
rna-XM_035843054.1	2787	2588	1045	20.8208
rna-XM_035843051.1	4058	3859	270	3.60773
rna-XM_035842353.1	3636	3437	5679	85.1995
rna-XM_035842345.1	2562	2363	1224.22	26.714
rna-XM_035842347.1	2561	2362	1492.6	32.5842
rna-XR_004832958.1	1734	1535	22.3392	0.75042
rna-XR_004832955.1	2424	2225	332.911	7.71513
rna-Trnad-guc-16	72	3.52559	0	0
rna-XM_035844096.1	1046	847	0	0
rna-XM_035843374.1	8247	8048	5348	34.2648
rna-XM_035843375.1	7869	7670	11	0.0739506
rna-XM_035843378.1	5092	4893	2277	23.9956
rna-XM_035843376.1	1108	909	0	0
rna-XM_035844147.1	4071	3872	2860.33	38.0913
rna-XM_035844146.1	5380	5181	10820	107.686
rna-XR_004833092.1	1294	1095	2.08549	0.0982059
rna-XR_004833093.1	941	742	1.03157	0.0716865
rna-XM_035843651.1	2352	2153	8.28633	0.198455
rna-XM_035843693.1	1602	1403	3	0.110257
rna-XM_035843699.1	1894	1695	1351.38	41.1104
rna-XM_035843654.1	519	320	166	26.7487
rna-XR_004833074.1	339	140	110	40.5144
rna-XM_035843941.1	1880	1681	735.265	22.5538
rna-XR_004833047.1	1692	1493	0	0
rna-XM_035843767.1	721	522	0	0
rna-XM_035843655.1	1210	1011	0	0
rna-XM_035843037.1	997	798	0	0
rna-XM_035843038.1	487	288	0	0
gene-LOC118432129	2806	2607	28.4627	0.562963
rna-XM_035843033.1	1491	1292	94.6044	3.77567
rna-XM_035843036.1	844	645	1	0.0799438
rna-XM_035843039.1	476	277	8.62756	1.60603
rna-XM_035843032.1	789	590	0	0
rna-XM_035843034.1	931	732	1.10917e-05	7.81323e-07
rna-XM_035843035.1	906	707	0	0
rna-XM_035843041.1	487	288	0	0
rna-XM_035844128.1	2060	1861	123.01	3.4083
rna-XM_035843657.1	1111	912	238.697	13.4957
rna-XM_035843624.1	2698	2499	99.7762	2.05876
rna-XM_035844189.1	1731	1532	9	0.30292
rna-XM_035843659.1	2798	2599	0	0
rna-XM_035844048.1	3748	3549	1	0.0145291
rna-XM_035844265.1	409	210	0	0
rna-XM_035844256.1	799	600	0	0
rna-XM_035844245.1	1615	1416	29.089	1.05928
rna-XM_035844269.1	405	206	11.3509	2.84123
rna-XM_035844248.1	719	520	14.2749	1.41551
rna-XM_035844262.1	841	642	2	0.160635
rna-XM_035843660.1	1019	820	0.131707	0.00828207
rna-XR_004833110.1	1293	1094	0	0
rna-XM_035844231.1	2144	1945	1086.16	28.795
rna-XM_035843661.1	2803	2604	3067.62	60.7443
rna-XM_035844249.1	1418	1219	4443.05	187.941
rna-XM_035843662.1	5465	5266	351.77	3.44447
rna-XR_004833109.1	363	164	0	0
rna-XM_035844246.1	2248	2049	946	23.8064
rna-XM_035844230.1	4579	4380	10268	120.881
rna-XR_004833108.1	1249	1050	933.456	45.8405
rna-XM_035844234.1	2145	1946	1	0.0264973
rna-XM_035844235.1	2197	1998	1	0.0258077
rna-XM_035844236.1	2061	1862	2350.81	65.1002
rna-XM_035844229.1	2417	2218	6	0.139487
rna-XM_035844247.1	1181	982	5	0.262545
rna-XM_035844228.1	4695	4496	2969.59	34.0577
rna-XM_035844232.1	2074	1875	2024.11	55.6645
rna-Trnaa-agc-3	73	3.5471	0	0
rna-XM_035844243.1	812	613	0	0
rna-XM_035843667.1	1246	1047	10.7441	0.529135
rna-XM_035844259.1	823	624	0	0
rna-XM_035844258.1	894	695	0	0
rna-XM_035844266.1	416	217	0	0
rna-XM_035843668.1	2536	2337	43.5532	0.960962
gene-LOC118432614	1378	1179	0	0
rna-XM_035844238.1	905	706	6.21672	0.454048
rna-XM_035844237.1	1349	1150	56.6626	2.54064
rna-XM_035843669.1	949	750	427.224	29.3723
rna-Trnaa-agc-4	73	3.5471	0	0
rna-XM_035844241.1	1241	1042	0	0
rna-XM_035844253.1	966	767	4.89209	0.328885
rna-XM_035844261.1	502	303	0	0
rna-XM_035844267.1	606	407	0.00477624	0.000605112
