#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_11_promoters/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_11_promoters/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_11_promoters/0.678247162214578.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_11_promoters/target.clean..pos
BGTCONS_00025811	Scaffold_1_1_contigs	60597677	60598076	-	0.000	0.000	TCONS_00025811
BGTCONS_00025829	Scaffold_1_1_contigs	61290453	61290852	-	0.000	0.000	TCONS_00025829
BGTCONS_00025910	Scaffold_20_1_contigs	929239	929638	+	0.000	0.000	TCONS_00025910
BGTCONS_00025917	Scaffold_20_1_contigs	1286189	1286588	+	0.000	0.000	TCONS_00025917
BGTCONS_00025995	Scaffold_20_1_contigs	4063331	4063730	+	0.000	0.000	TCONS_00025995
BGTCONS_00026008	Scaffold_20_1_contigs	4366188	4366587	+	0.000	0.000	TCONS_00026008
BGTCONS_00026059	Scaffold_20_1_contigs	5820152	5820551	+	0.000	0.000	TCONS_00026059
BGTCONS_00026061	Scaffold_20_1_contigs	5967060	5967459	+	0.000	0.000	TCONS_00026061
BGTCONS_00026083	Scaffold_20_1_contigs	6425491	6425890	+	0.000	0.000	TCONS_00026083
BGTCONS_00026127	Scaffold_20_1_contigs	8161669	8162068	+	0.000	0.000	TCONS_00026127
BGTCONS_00026217	Scaffold_20_1_contigs	11143461	11143860	+	0.000	0.000	TCONS_00026217
BGTCONS_00026234	Scaffold_20_1_contigs	11467258	11467657	+	0.000	0.000	TCONS_00026234
BGTCONS_00026259	Scaffold_20_1_contigs	12320121	12320520	+	0.000	0.000	TCONS_00026259
BGTCONS_00026294	Scaffold_20_1_contigs	14221167	14221566	+	0.000	0.000	TCONS_00026294
BGTCONS_00026338	Scaffold_20_1_contigs	15317967	15318366	+	0.000	0.000	TCONS_00026338
BGTCONS_00026339	Scaffold_20_1_contigs	15320861	15321260	+	0.000	0.000	TCONS_00026339
BGTCONS_00026343	Scaffold_20_1_contigs	15510103	15510502	+	0.000	0.000	TCONS_00026343
BGTCONS_00026365	Scaffold_20_1_contigs	16257895	16258294	+	0.000	0.000	TCONS_00026365
BGTCONS_00026369	Scaffold_20_1_contigs	16429623	16430022	+	0.000	0.000	TCONS_00026369
BGTCONS_00026487	Scaffold_20_1_contigs	20880032	20880431	+	0.000	0.000	TCONS_00026487
BGTCONS_00026535	Scaffold_20_1_contigs	23254746	23255145	+	0.000	0.000	TCONS_00026535
BGTCONS_00026612	Scaffold_20_1_contigs	25564267	25564666	+	0.000	0.000	TCONS_00026612
BGTCONS_00026627	Scaffold_20_1_contigs	26704395	26704794	+	0.000	0.000	TCONS_00026627
BGTCONS_00026663	Scaffold_20_1_contigs	28417082	28417481	+	0.000	0.000	TCONS_00026663
BGTCONS_00026664	Scaffold_20_1_contigs	28423667	28424066	+	0.000	0.000	TCONS_00026664
BGTCONS_00026854	Scaffold_20_1_contigs	34796426	34796825	+	0.000	0.000	TCONS_00026854
BGTCONS_00026909	Scaffold_20_1_contigs	36880148	36880547	+	0.000	0.000	TCONS_00026909
BGTCONS_00026922	Scaffold_20_1_contigs	38293581	38293980	+	0.000	0.000	TCONS_00026922
BGTCONS_00026946	Scaffold_20_1_contigs	716248	716647	-	0.000	0.000	TCONS_00026946
BGTCONS_00026956	Scaffold_20_1_contigs	853160	853559	-	0.000	0.000	TCONS_00026956
BGTCONS_00026987	Scaffold_20_1_contigs	2019922	2020321	-	0.000	0.000	TCONS_00026987
BGTCONS_00027021	Scaffold_20_1_contigs	3747340	3747739	-	0.000	0.000	TCONS_00027021
BGTCONS_00027051	Scaffold_20_1_contigs	5090685	5091084	-	0.000	0.000	TCONS_00027051
BGTCONS_00027094	Scaffold_20_1_contigs	7695902	7696301	-	0.000	0.000	TCONS_00027094
BGTCONS_00027170	Scaffold_20_1_contigs	10446415	10446814	-	0.000	0.000	TCONS_00027170
BGTCONS_00027201	Scaffold_20_1_contigs	11867453	11867852	-	0.000	0.000	TCONS_00027201
BGTCONS_00027215	Scaffold_20_1_contigs	12243719	12244118	-	0.000	0.000	TCONS_00027215
BGTCONS_00027232	Scaffold_20_1_contigs	12891146	12891545	-	0.000	0.000	TCONS_00027232
BGTCONS_00027242	Scaffold_20_1_contigs	13241199	13241598	-	0.000	0.000	TCONS_00027242
BGTCONS_00027300	Scaffold_20_1_contigs	16332354	16332753	-	0.000	0.000	TCONS_00027300
BGTCONS_00027336	Scaffold_20_1_contigs	17998493	17998892	-	0.000	0.000	TCONS_00027336
BGTCONS_00027362	Scaffold_20_1_contigs	19091669	19092068	-	0.000	0.000	TCONS_00027362
BGTCONS_00027384	Scaffold_20_1_contigs	19787108	19787507	-	0.000	0.000	TCONS_00027384
BGTCONS_00027427	Scaffold_20_1_contigs	21311691	21312090	-	0.000	0.000	TCONS_00027427
BGTCONS_00027437	Scaffold_20_1_contigs	22155656	22156055	-	0.000	0.000	TCONS_00027437
BGTCONS_00027528	Scaffold_20_1_contigs	25882745	25883144	-	0.000	0.000	TCONS_00027528
BGTCONS_00027541	Scaffold_20_1_contigs	26057271	26057670	-	0.000	0.000	TCONS_00027541
BGTCONS_00027562	Scaffold_20_1_contigs	26578209	26578608	-	0.000	0.000	TCONS_00027562
BGTCONS_00027563	Scaffold_20_1_contigs	26645403	26645802	-	0.000	0.000	TCONS_00027563
BGTCONS_00027604	Scaffold_20_1_contigs	28085287	28085686	-	0.000	0.000	TCONS_00027604
BGTCONS_00027615	Scaffold_20_1_contigs	28429021	28429420	-	0.000	0.000	TCONS_00027615
BGTCONS_00027772	Scaffold_20_1_contigs	35018652	35019051	-	0.000	0.000	TCONS_00027772
BGTCONS_00027783	Scaffold_20_1_contigs	35359870	35360269	-	0.000	0.000	TCONS_00027783
BGTCONS_00027792	Scaffold_20_1_contigs	35862313	35862712	-	0.000	0.000	TCONS_00027792
BGTCONS_00027805	Scaffold_20_1_contigs	36044434	36044833	-	0.000	0.000	TCONS_00027805
BGTCONS_00027831	Scaffold_20_1_contigs	37467062	37467461	-	0.000	0.000	TCONS_00027831
BGTCONS_00027851	Scaffold_20_1_contigs	39052085	39052484	-	0.000	0.000	TCONS_00027851
BGTCONS_00027867	Scaffold_21_1_contigs	711667	712066	+	0.000	0.000	TCONS_00027867
BGTCONS_00027901	Scaffold_21_1_contigs	1224377	1224776	+	0.000	0.000	TCONS_00027901
