resid	log2FoldChange	padj
TCONS_00038702	-4.34175254705533	7.99347690156007e-38
TCONS_00038645	2.73046157103119	2.63476265749944e-11
TCONS_00038647	-0.821641232025373	7.47782145810209e-05
TCONS_00038726	-1.27938768969109	1.98836919755111e-06
TCONS_00038727	-1.95078619486287	1.05171007136815e-30
TCONS_00038650	0.645557358879739	0.0072105108812264
TCONS_00038733	2.24298720250937	0.0011746756776377
TCONS_00038738	-1.93996123516792	0.000600661167262787
TCONS_00038761	4.29109638708251	2.20276766305123e-09
TCONS_00038686	1.2296532129172	3.51717039829541e-05
TCONS_00038763	6.8491687547051	0.000397783504818342
TCONS_00038764	9.00589776865217	4.67206119211514e-40
TCONS_00038765	8.57478121008159	2.3930376144471e-98
TCONS_00038769	9.37884806615548	3.75449865103347e-19
TCONS_00038770	4.658771162817	0.00384487769525163
TCONS_00038690	6.14936138226229	1.42480805145394e-11
TCONS_00038692	-1.07512221831036	1.67078207359616e-11
TCONS_00041502	-2.42853183126461	2.75230736867031e-44
TCONS_00052359	-2.44623368232355	6.5501868235314e-05
TCONS_00039134	4.44822795001212	2.37584705118795e-06
TCONS_00039152	4.44120901196298	1.12509803266567e-27
TCONS_00039153	6.75287368366186	5.14869769389619e-15
TCONS_00039155	-1.5149814686496	0.00916874612863184
TCONS_00039126	1.38232579309741	0.000177435280290941
TCONS_00032143	2.45633264340296	0.000113726250869719
TCONS_00032146	3.8525560408177	0.00121758506951631
TCONS_00032147	2.67023848550961	0.00514778449394398
TCONS_00031538	-1.28087672567056	1.61550650652406e-06
TCONS_00031597	-1.36527123111779	0.00181985360006406
TCONS_00032242	2.11382356854985	0.000380892192619875
TCONS_00031600	-1.08705302641489	3.93288444534568e-05
TCONS_00032253	1.21019408821854	4.48645091370145e-05
TCONS_00031613	-6.84443797996961	1.34815787503678e-05
TCONS_00031622	10.3049094482584	3.84730242071998e-31
TCONS_00032267	3.27175025522459	8.54210009885273e-05
TCONS_00032270	9.17482292634634	1.72743599502959e-08
TCONS_00032272	7.1670025387426	0.00652372842679656
TCONS_00031629	1.96949603692568	0.000178764639967071
TCONS_00032273	-1.2071369029661	4.36307436058161e-06
TCONS_00032274	-1.46030417222318	1.36080528707551e-11
TCONS_00032279	-1.44390896170795	0.00021588753968913
TCONS_00031635	-1.42163115711878	0.00164857192768251
TCONS_00032295	5.35622260671432	1.83956676219731e-09
TCONS_00032297	4.19341084403684	7.68620365293292e-16
TCONS_00032303	2.20637834474357	0.00262815262141767
TCONS_00032330	-2.01187705958621	0.000374063476906503
TCONS_00032332	-1.41380549191242	7.52622003950546e-06
TCONS_00031673	-1.22006324447082	0.00220086621880044
TCONS_00031680	-1.36710971065511	0.000106255490120989
TCONS_00031687	-1.68471476835422	2.28210456486685e-17
TCONS_00032341	2.75106717919046	1.15468882001544e-09
TCONS_00032342	-1.87152672368292	1.05016041914225e-15
TCONS_00031691	-1.64105229128619	3.46462286232716e-13
TCONS_00031694	5.31726739929816	0.00173983130019826
TCONS_00032347	-2.01771876221263	2.0097926837162e-05
TCONS_00032349	-1.67161515623352	0.00438601418051159
TCONS_00031698	-0.697867973781706	0.00157620460910934
TCONS_00031699	-1.61571765108687	1.46030669827117e-07
TCONS_00032366	2.83187751684108	4.4664197326491e-06
TCONS_00032372	-2.01295616842746	2.18414371551519e-24
TCONS_00031706	-0.895342128836096	0.00435258404365793
TCONS_00032408	1.6785302726014	0.00248295104966703
TCONS_00032413	-5.93852459393178	1.16310407236636e-85
TCONS_00031729	3.86056197041781	6.37372105760532e-39
TCONS_00031733	2.2913837169573	6.97000891586135e-06
TCONS_00031760	6.66639983489329	0.00679402428642777
TCONS_00031765	-12.3869443830564	1.58086406629853e-46
TCONS_00032441	1.39984048055694	0.00451771199769685
TCONS_00032455	-3.01711286787704	3.64474364116757e-16
TCONS_00032463	-2.62348300969423	0.000169559421987824
TCONS_00032467	7.72269897889561	0.000905113581434217
TCONS_00032472	5.87361047683498	4.06472567026238e-10
TCONS_00031787	12.7622718021143	0.00438538823336313
TCONS_00032479	-2.65587784908632	3.9994265735609e-34
TCONS_00031802	7.35818307562758	2.84975517843198e-35
TCONS_00032484	-3.08922688537718	5.92613402318045e-13
TCONS_00032491	-1.31174741108588	2.37243926639756e-07
TCONS_00031834	-1.1962420267961	0.00318859892201859
TCONS_00031837	4.78234111070099	5.06561160794509e-25
TCONS_00031838	2.32248059563642	3.91261962843755e-07
TCONS_00031841	4.40233668339654	3.53040916026822e-10
TCONS_00031843	-1.73744975585945	1.04490772353028e-12
TCONS_00031847	0.362593470527003	0.00497258050421157
TCONS_00032508	1.12728954224638	0.0006363088557358
TCONS_00032512	7.34751495299276	2.33776795923773e-38
TCONS_00031849	3.61351545747787	6.23860433103342e-08
TCONS_00032513	7.34184511463234	1.02561116324832e-19
TCONS_00032514	7.98052030160633	0.000277645281232781
TCONS_00031853	9.07519902799794	9.62531562590611e-09
TCONS_00032517	9.55814130066707	9.65793579667266e-17
TCONS_00031857	7.98792201327245	9.68564088880156e-16
TCONS_00031859	6.45093154487687	0.00233673651141959
TCONS_00031874	-0.649774888477055	0.000195204025981275
TCONS_00031876	-1.3283664382197	2.97951179753948e-05
TCONS_00032526	-1.43908012098439	0.000161288251163407
TCONS_00032533	3.22299897767085	8.54089249261089e-05
TCONS_00032538	-1.67689028156873	3.63511858267145e-12
TCONS_00031884	2.19742628043886	1.33267225925157e-56
TCONS_00032548	2.97741995193285	4.46458921468055e-12
TCONS_00031919	1.26823564457787	0.00199572201231025
TCONS_00032563	-1.64259780755073	4.23277734253831e-16
TCONS_00031944	1.5728177225096	3.38896741034828e-07
TCONS_00032587	-2.40201585452965	2.49417897676157e-05
TCONS_00031984	-1.96337798520119	7.53297747628242e-16
TCONS_00031985	-1.92131009718322	0.00404515797238159
TCONS_00031997	4.54881100454195	0.000287874547448014
TCONS_00032607	-1.70294194764414	1.08266718621691e-07
TCONS_00032013	-1.22935689683518	7.54041908111518e-06
TCONS_00032648	8.62939745634649	4.90616479816002e-08
TCONS_00032030	7.50041784740978	3.52340049082188e-73
TCONS_00032650	8.82959590963379	1.35263142792814e-175
TCONS_00032651	-1.44182190503987	0.0061921318386234
TCONS_00032031	7.13070199953815	0
