target_id	length	eff_length	est_counts	tpm
rna-XM_035809314.1	4367	4168	5005.38	55.7407
rna-XM_035809311.1	7960	7761	10395.6	62.172
rna-XM_035809312.1	2231	2032	424	9.68514
rna-XM_035809927.1	1635	1436	1710.24	55.2797
rna-XM_035843980.1	1957	1758	83.0968	2.19396
rna-XM_035843291.1	2870	2671	3492	60.6826
rna-XM_035843288.1	8290	8091	6751	38.7284
rna-XM_035842700.1	6972	6773	808	5.53725
rna-XM_035844125.1	7002	6803	3344.14	22.8164
rna-XR_004833096.1	2378	2179	723.558	15.4127
rna-XM_035844220.1	1276	1077	875	37.71
rna-XR_004833035.1	888	689	6	0.404199
rna-XM_035843555.1	7535	7336	1438	9.09836
rna-XM_035843558.1	1785	1586	532.466	15.583
rna-XR_004833034.1	1816	1617	524.419	15.0533
rna-XM_035844186.1	2399	2200	266	5.61206
rna-XM_035843121.1	9611	9412	789.988	3.89585
rna-XM_035843648.1	681	482	0	0
rna-XM_035844039.1	1277	1078	2	0.0861142
rna-XM_035843054.1	2787	2588	1639.49	29.4042
rna-XM_035843051.1	4058	3859	698	8.39546
rna-XM_035842353.1	3636	3437	17188	232.118
rna-XM_035842345.1	2562	2363	636.496	12.5025
rna-XM_035842347.1	2561	2362	4201	82.5537
rna-XR_004832958.1	1734	1535	37.3111	1.12822
rna-XR_004832955.1	2424	2225	5.99479	0.125057
rna-Trnad-guc-16	72	3.52559	0	0
rna-XM_035844096.1	1046	847	11414	625.487
rna-XM_035843374.1	8247	8048	3232	18.64
rna-XM_035843375.1	7869	7670	370	2.23908
rna-XM_035843378.1	5092	4893	586	5.55886
rna-XM_035843376.1	1108	909	85	4.34029
rna-XM_035844147.1	4071	3872	1106.65	13.2659
rna-XM_035844146.1	5380	5181	1314	11.7719
rna-XR_004833092.1	1294	1095	24.5661	1.04132
rna-XR_004833093.1	941	742	1	0.0625547
rna-XM_035843651.1	2352	2153	507.259	10.9358
rna-XM_035843693.1	1602	1403	889	29.4109
rna-XM_035843699.1	1894	1695	75.1756	2.05859
rna-XM_035843654.1	519	320	6.23908	0.90497
rna-XR_004833074.1	339	140	10	3.3154
rna-XM_035843941.1	1880	1681	44.2592	1.22208
rna-XR_004833047.1	1692	1493	57	1.77206
rna-XM_035843767.1	721	522	0	0
rna-XM_035843655.1	1210	1011	0	0
rna-XM_035843037.1	997	798	0	0
rna-XM_035843038.1	487	288	0	0
gene-LOC118432129	2806	2607	0	0
rna-XM_035843033.1	1491	1292	0	0
rna-XM_035843036.1	844	645	0	0
rna-XM_035843039.1	476	277	0	0
rna-XM_035843032.1	789	590	0	0
rna-XM_035843034.1	931	732	8.57825	0.543941
rna-XM_035843035.1	906	707	0	0
rna-XM_035843041.1	487	288	0	0
rna-XM_035844128.1	2060	1861	223.198	5.56683
rna-XM_035843657.1	1111	912	25.0052	1.27262
rna-XM_035843624.1	2698	2499	134.344	2.49526
rna-XM_035844189.1	1731	1532	60.1767	1.8232
rna-XM_035843659.1	2798	2599	119.184	2.12851
rna-XM_035844048.1	3748	3549	79.6626	1.04187
rna-XM_035844265.1	409	210	0	0
rna-XM_035844256.1	799	600	0	0
rna-XM_035844245.1	1615	1416	0	0
rna-XM_035844269.1	405	206	3	0.675955
rna-XM_035844248.1	719	520	0	0
rna-XM_035844262.1	841	642	0	0
rna-XM_035843660.1	1019	820	4	0.226417
rna-XR_004833110.1	1293	1094	10.1392	0.430182
rna-XM_035844231.1	2144	1945	129.644	3.09383
rna-XM_035843661.1	2803	2604	161.585	2.88021
rna-XM_035844249.1	1418	1219	323.788	12.3288
rna-XM_035843662.1	5465	5266	297.564	2.62279
rna-XR_004833109.1	363	164	2	0.566043
rna-XM_035844246.1	2248	2049	717.555	16.2546
rna-XM_035844230.1	4579	4380	5495	58.2314
rna-XR_004833108.1	1249	1050	2908.38	128.566
rna-XM_035844234.1	2145	1946	385	9.18294
rna-XM_035844235.1	2197	1998	765	17.7717
rna-XM_035844236.1	2061	1862	173.577	4.32688
rna-XM_035844229.1	2417	2218	18	0.376682
rna-XM_035844247.1	1181	982	59	2.78872
rna-XM_035844228.1	4695	4496	777.651	8.02827
rna-XM_035844232.1	2074	1875	138.581	3.43056
rna-Trnaa-agc-3	73	3.5471	0	0
rna-XM_035844243.1	812	613	0	0
rna-XM_035843667.1	1246	1047	0	0
rna-XM_035844259.1	823	624	0	0
rna-XM_035844258.1	894	695	0	0
rna-XM_035844266.1	416	217	0	0
rna-XM_035843668.1	2536	2337	0	0
gene-LOC118432614	1378	1179	0	0
rna-XM_035844238.1	905	706	0	0
rna-XM_035844237.1	1349	1150	36.9083	1.48967
rna-XM_035843669.1	949	750	34.5109	2.13579
rna-Trnaa-agc-4	73	3.5471	0	0
rna-XM_035844241.1	1241	1042	0	0
rna-XM_035844253.1	966	767	0	0
rna-XM_035844261.1	502	303	0	0
rna-XM_035844267.1	606	407	0	0
rna-XM_035844270.1	1373	1174	0	0
rna-XM_035844240.1	1400	1201	0	0
rna-XM_035844257.1	841	642	0	0
rna-XM_035844268.1	603	404	0	0
rna-XM_035844242.1	1362	1163	0	0
rna-XM_035844252.1	965	766	0	0
rna-XM_035844260.1	894	695	0	0
rna-XM_035844263.1	602	403	0	0
rna-XM_035843670.1	2044	1845	0	0
rna-XM_035844239.1	1379	1180	0	0
gene-LOC118432631	619	420	0	0
rna-XM_035844255.1	793	594	1	0.0781407
rna-XM_035844029.1	560	361	0	0
rna-XM_035843671.1	3400	3201	146.459	2.12371
rna-XR_004833040.1	873	674	10.1163	0.696668
rna-XM_035843643.1	2059	1860	9	0.224591
rna-XM_035843672.1	735	536	32.0078	2.77175
rna-XM_035844288.1	1096	897	31	1.60411
rna-XM_035843674.1	501	302	3.06795	0.471525
