target_id	length	eff_length	est_counts	tpm
BL61971_cuf3	3279	3105.36	2	0.0609968
BL20828_cuf0	402	230.267	1	0.411298
BL20825_cuf0	589	415.505	5	1.13968
BL20824_cuf0	216	68.556	4	5.5259
BL20827_cuf0	5602	5428.36	643.942	11.2348
BL20826_evm0	1244	1070.36	0	0
BL20821_evm1	874	700.356	2	0.270458
BL20820_evm0	1221	1047.36	10.4176	0.942022
BL20822_cuf1	2019	1845.36	2	0.102645
BL09205_cuf1	351	181.664	2	1.04268
BL09206_cuf9	4026	3852.36	712.476	17.5159
BL09207_evm0	1189	1015.36	216.455	20.1901
BL09200_evm0	681	507.408	1	0.186652
BL09201_cuf0	3942	3768.36	21	0.527784
BL09202_evm3	3098	2924.36	1906.63	61.7484
BL09203_evm0	1775	1601.36	1	0.0591426
BL09208_evm0	2300	2126.36	307.934	13.7154
BL09209_evm1	3501	3327.36	802.155	22.8322
BL12125_cuf0	3516	3342.36	388	10.9943
BL12124_evm0	4709	4535.36	992.952	20.7351
BL12127_cuf0	2242	2068.36	86.2747	3.95045
BL12121_cuf0	666	492.408	43.038	8.27783
BL12120_cuf0	1768	1594.36	3	0.178207
BL12123_cuf0	829	655.356	387.957	56.0654
BL12122_cuf0	3021	2847.36	2124	70.6482
BL12129_evm0	2139	1965.36	346	16.6734
BL12128_evm3	3083	2909.36	950.322	30.9359
BL13654_cuf0	3748	3574.36	4932	130.681
BL13655_evm0	1580	1406.36	1521	102.429
BL13656_cuf0	2326	2152.36	61.3581	2.69989
BL13657_cuf1	256	98.4493	0	0
BL13650_cuf5	3170	2996.36	817	25.8236
BL13651_cuf0	1268	1094.36	0	0
BL19276_evm18	873	699.356	29	3.92725
BL13653_cuf0	1477	1303.36	0	0
BL19278_evm0	258	100.023	1.37292	1.29997
BL13658_cuf0	163	36.7423	0	0
BL13659_evm0	3078	2904.36	6590.99	214.926
BL26939_evm0	422	249.791	0	0
BL28959_evm0	675	501.408	1	0.188885
BL26289_evm0	258	100.023	20.4238	19.3385
BL26288_evm0	7877	7703.36	0	0
BL26283_evm0	1287	1113.36	0	0
BL26282_evm0	1085	911.356	43.4593	4.51631
BL26281_evm0	444	271.33	0	0
BL26280_evm0	1056	882.356	0	0
BL26287_evm0	375	204.351	0	0
BL26286_evm0	306	140.582	0	0
BL26285_evm0	207	62.5767	0	0
BL26284_evm0	901	727.356	4.66149	0.606969
BL25956_evm0	441	268.393	2.43093	0.85781
BL25957_evm0	2055	1881.36	0	0
BL25954_evm0	270	109.807	0	0
BL25955_evm0	402	230.267	0	0
BL25952_evm0	303	137.92	0	0
BL25953_evm0	552	378.558	0	0
BL25950_evm0	1290	1116.36	0	0
BL20829_cuf0	1316	1142.36	216	17.9077
BL25958_evm0	243	88.2766	0	0
BL25959_evm0	537	363.625	3	0.781368
BL60005_cuf0	1407	1233.36	1	0.0767892
BL21392_evm0	1191	1017.36	58	5.39938
BL21393_cuf0	7086	6912.36	60.7556	0.832433
BL21394_cuf3	1643	1469.36	3970	255.889
BL21395_cuf1	1295	1121.36	75.6406	6.38851
BL21396_evm7	2878	2704.36	1734	60.7259
BL21398_cuf1	5644	5470.36	349.47	6.05039
BL21399_cuf0	2975	2801.36	145.045	4.90369
BL03046_evm1	1044	870.356	6	0.652894
BL02957_cuf0	2710	2536.36	13	0.485425
BL03047_evm0	6367	6193.36	0	0
BL02951_cuf8	2687	2513.36	116.607	4.39398
BL23507_evm0	3265	3091.36	11	0.337002
BL23506_cuf0	2684	2510.36	1	0.0377271
BL23505_cuf0	248	92.1392	0	0
BL23504_evm1	3706	3532.36	135.598	3.63562
BL23503_cuf1	1278	1104.36	1	0.0857589
BL23502_evm0	1068	894.356	6	0.635374
BL23501_cuf0	2997	2823.36	179.595	6.02444
BL23500_cuf4	4772	4598.36	888	18.2894
BL23509_cuf5	4710	4536.36	260	5.42819
BL23508_cuf0	1000	826.356	18	2.06297
BL11458_cuf6	8723	8549.36	342.75	3.79693
BL84988_cuf0	1466	1292.36	13.9831	1.02473
BL07349_cuf7	3533	3359.36	143	4.03152
BL07348_cuf0	1570	1396.36	197	13.3616
BL07347_evm2	1942	1768.36	83.6135	4.47811
BL07346_cuf0	4685	4511.36	1460	30.6503
BL07345_evm0	1686	1512.36	91	5.6987
BL07344_cuf0	1970	1796.36	0	0
BL07343_cuf5	3249	3075.36	1459	44.9312
BL07342_cuf2	4526	4352.36	167	3.63396
BL07340_cuf0	2085	1911.36	10.2264	0.506722
BL23594_evm1	1551	1377.36	2685	184.623
BL23595_cuf3	1248	1074.36	190	16.7492
BL23596_cuf0	4468	4294.36	182.944	4.03467
BL23590_cuf1	3984	3810.36	12.8854	0.320274
BL23591_cuf0	2773	2599.36	7.85224	0.286099
BL23592_cuf3	423	250.77	104	39.2777
BL71308_cuf0	2289	2115.36	8.73081	0.390895
BL27578_evm0	918	744.356	1	0.127235
BL27579_evm0	294	130.062	0	0
BL27576_evm0	288	124.884	0	0
BL27577_evm0	747	573.398	16.6279	2.74644
BL27574_evm0	921	747.356	1.03169	0.130741
BL27575_evm0	492	318.832	0	0
BL27573_evm0	426	253.72	0	0
BL27570_evm0	363	192.936	5	2.45439
BL27571_evm0	249	92.9369	1	1.01906
BL33326_cuf0	13387	13213.4	848.832	6.08411
BL45779_cuf0	3104	2930.36	1.49183	0.0482157
BL34678_cuf0	1883	1709.36	80.2478	4.4462
BL36292_cuf0	696	522.408	0	0
BL19270_evm0	183	47.6241	2	3.97733
BL19271_evm0	569	395.532	11.3311	2.71317
BL19272_evm0	2527	2353.36	13	0.523172
BL19273_cuf0	9883	9709.36	2586.21	25.2268
BL80723_cuf1	5023	4849.36	236.142	4.61187
BL19274_evm1	4845	4671.36	3162.06	64.1085
BL19275_cuf8	374	203.393	0	0
BL19277_evm0	639	465.432	0	0
BL00636_evm0	1983	1809.36	64.4908	3.37569
BL00637_cuf2	232	79.9561	2	2.36901
BL00634_evm1	2352	2178.36	3	0.130431
BL00635_evm5	2616	2442.36	7	0.271442
BL00632_cuf3	3900	3726.36	161.388	4.1018
BL00633_cuf3	3199	3025.36	5898.73	184.659
BL00630_evm1	3364	3190.36	194.929	5.78663
BL00631_cuf1	3107	2933.36	8731	281.895
BL00638_cuf0	1178	1004.36	0	0
BL00639_evm0	1419	1245.36	13	0.98864
BL29259_evm0	294	130.062	0	0
BL29258_evm0	1215	1041.36	0	0
BL29250_evm0	261	102.403	0	0
BL29253_evm0	255	97.6623	0	0
BL29252_evm0	426	253.72	0	0
BL29255_evm0	1113	939.356	0	0
BL29254_evm0	345	176.009	0	0
BL29257_evm0	465	292.106	0	0
BL15707_cuf0	237	83.7425	5	5.65474
BL97249_cuf8	2748	2574.36	8	0.294313
BL97248_cuf7	782	608.398	2	0.311337
BL97247_cuf6	429	256.669	0	0
BL97246_cuf5	529	355.637	0	0
BL97245_cuf4	827	653.367	0	0
BL97244_cuf3	337	168.588	0	0
BL97243_cuf1	880	706.356	5	0.670401
BL97242_cuf0	670	496.408	0	0
BL97241_cuf5	2298	2124.36	9.18922	0.409675
BL97240_cuf2	456	283.168	0	0
BL02671_cuf0	2378	2204.36	38	1.63264
BL02672_cuf0	2771	2597.36	257	9.37109
BL02674_cuf0	2372	2198.36	18864.4	812.704
BL02675_cuf0	582	408.505	0	0
BL02676_evm0	745	571.398	2.14094	0.354858
BL02677_evm2	5549	5375.36	94.0186	1.65651
BL02678_evm0	3207	3033.36	0	0
BL02679_evm0	500	326.762	2	0.579678
BL27671_evm0	1680	1506.36	2	0.125745
BL19543_cuf0	738	564.398	6826	1145.43
BL27673_evm0	894	720.356	0	0
BL02094_evm0	462	289.12	65.5894	21.4854
BL02095_cuf0	1266	1092.36	24.4816	2.12258
BL02096_cuf0	1122	948.356	222.173	22.1875
