#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_01_promoters/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_01_promoters/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_01_promoters/0.448652277774276.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_01_promoters/target.clean..pos
BGpeak73492	Scaffold_7_1_contigs	27927574	27927828	+	0.000	0.000	TCONS_00051760
BGpeak73652	Scaffold_7_1_contigs	31702562	31702864	+	0.000	0.000	TCONS_00051863
BGpeak2002	Scaffold_10_1_contigs	30270397	30271077	+	0.000	0.000	TCONS_00002026
BGpeak21306	Scaffold_14_1_contigs	34389544	34389728	+	0.000	0.000	TCONS_00010577
BGpeak21861	Scaffold_14_1_contigs	39878118	39878385	+	0.000	0.000	TCONS_00012170
BGpeak21862	Scaffold_14_1_contigs	39878398	39878615	+	0.000	0.000	TCONS_00012170
BGpeak74327	Scaffold_7_1_contigs	38210222	38210401	+	0.000	0.000	TCONS_00052021
BGpeak3077	Scaffold_10_1_contigs	41675953	41676147	+	0.000	0.000	TCONS_00002347
BGpeak3132	Scaffold_10_1_contigs	42162762	42163143	+	0.000	0.000	TCONS_00002373
BGpeak22037	Scaffold_15_1_contigs	352806	353358	+	0.000	0.000	TCONS_00013378
BGpeak22055	Scaffold_15_1_contigs	448052	448242	+	0.000	0.000	TCONS_00013380
BGpeak22349	Scaffold_15_1_contigs	3016987	3017201	+	0.000	0.000	TCONS_00012313
BGpeak22744	Scaffold_15_1_contigs	5791852	5792033	+	0.000	0.000	TCONS_00013568
BGpeak4547	Scaffold_11_1_contigs	13592219	13592518	+	0.000	0.000	TCONS_00003821
BGpeak23102	Scaffold_15_1_contigs	10518354	10518618	+	0.000	0.000	TCONS_00012490
BGpeak23504	Scaffold_15_1_contigs	14487761	14488054	+	0.000	0.000	TCONS_00012618
BGpeak23624	Scaffold_15_1_contigs	15422075	15422556	+	0.000	0.000	TCONS_00013877
BGpeak76430	Scaffold_8_1_contigs	14860014	14860389	+	0.000	0.000	TCONS_00053959
BGpeak76538	Scaffold_8_1_contigs	15746623	15746858	+	0.000	0.000	TCONS_00052923
BGpeak24362	Scaffold_15_1_contigs	23159535	23159798	+	0.000	0.000	TCONS_00012885
BGpeak24424	Scaffold_15_1_contigs	23765622	23765927	+	0.000	0.000	TCONS_00012906
BGpeak24434	Scaffold_15_1_contigs	23824207	23825080	+	0.000	0.000	TCONS_00014142
BGpeak5975	Scaffold_11_1_contigs	30978522	30978725	+	0.000	0.000	TCONS_00003251
BGpeak5976	Scaffold_11_1_contigs	30978765	30979186	+	0.000	0.000	TCONS_00003251
BGpeak24805	Scaffold_15_1_contigs	28224735	28225228	+	0.000	0.000	TCONS_00014240
BGpeak77099	Scaffold_8_1_contigs	25165351	25165616	+	0.000	0.000	TCONS_00054205
BGpeak77189	Scaffold_8_1_contigs	25933141	25933574	+	0.000	0.000	TCONS_00054223
BGpeak77659	Scaffold_8_1_contigs	30066921	30067146	+	0.000	0.000	TCONS_00053219
BGpeak6401	Scaffold_11_1_contigs	41341823	41341987	+	0.000	0.000	TCONS_00004472
BGpeak6420	Scaffold_11_1_contigs	41488570	41489437	+	0.000	0.000	TCONS_00004476
