target_id	length	eff_length	est_counts	tpm
BL61971_cuf3	3279	3075.82	8.85567	0.345872
BL20828_cuf0	402	202.656	2	1.18556
BL20825_cuf0	589	386.089	4	1.24459
BL20824_cuf0	216	54.0471	5	11.1135
BL20827_cuf0	5602	5398.82	399.706	8.89399
BL20826_evm0	1244	1040.82	0	0
BL20821_evm1	874	670.862	0	0
BL20820_evm0	1221	1017.82	2.06757	0.24403
BL20822_cuf1	2019	1815.82	3.0066	0.198911
BL09205_cuf1	351	155.742	0	0
BL09206_cuf9	4026	3822.82	334.391	10.5081
BL09207_evm0	1189	985.821	325	39.6041
BL09200_evm0	681	477.936	4.13311	1.03887
BL09201_cuf0	3942	3738.82	227	7.29367
BL09202_evm3	3098	2894.82	1257	52.1637
BL09203_evm0	1775	1571.82	24	1.83427
BL09208_evm0	2300	2096.82	1127.9	64.6194
BL09209_evm1	3501	3297.82	599.613	21.8423
BL12125_cuf0	3516	3312.82	108	3.91634
BL12124_evm0	4709	4505.82	539	14.3704
BL12127_cuf0	2242	2038.82	23	1.3552
BL12121_cuf0	666	462.963	25.099	6.51277
BL12120_cuf0	1768	1564.82	38	2.91725
BL12123_cuf0	829	625.862	20.007	3.84024
BL12122_cuf0	3021	2817.82	651	27.7538
BL12129_evm0	2139	1935.82	1919	119.087
BL12128_evm3	3083	2879.82	2696.93	112.502
BL13654_cuf0	3748	3544.82	1217	41.2431
BL13655_evm0	1580	1376.82	394	34.3775
BL13656_cuf0	2326	2122.82	16.2949	0.92213
BL13657_cuf1	256	79.1038	0	0
BL13650_cuf5	3170	2966.82	553	22.3918
BL13651_cuf0	1268	1064.82	0	0
BL19276_evm18	873	669.862	281	50.3937
BL13653_cuf0	1477	1273.82	0	0
BL19278_evm0	258	80.4723	0	0
BL13658_cuf0	163	29.5994	0.789076	3.20252
BL13659_evm0	3078	2874.82	437.604	18.2863
BL26939_evm0	422	221.666	0	0
BL28959_evm0	675	471.936	1	0.254549
BL26289_evm0	258	80.4723	28.3561	42.3307
BL26288_evm0	7877	7673.82	0	0
BL26283_evm0	1287	1083.82	2	0.221681
BL26282_evm0	1085	881.821	6.54377	0.891463
BL26281_evm0	444	242.816	0	0
BL26280_evm0	1056	852.821	0	0
BL26287_evm0	375	177.432	0	0
BL26286_evm0	306	117.005	0	0
BL26285_evm0	207	49.0819	0.883102	2.16145
BL26284_evm0	901	697.852	4	0.688575
BL25956_evm0	441	239.899	0	0
BL25957_evm0	2055	1851.82	0	0
BL25954_evm0	270	89.0713	0	0
BL25955_evm0	402	202.656	0	0
BL25952_evm0	303	114.565	0	0
BL25953_evm0	552	349.23	0	0
BL25950_evm0	1290	1086.82	0	0
BL20829_cuf0	1316	1112.82	222	23.9653
BL25958_evm0	243	70.3503	0	0
BL25959_evm0	537	334.338	23	8.26413
BL60005_cuf0	1407	1203.82	21	2.09562
BL21392_evm0	1191	987.821	55	6.68867
BL21393_cuf0	7086	6882.82	158.793	2.77153
BL21394_cuf3	1643	1439.82	876	73.0888
BL21395_cuf1	1295	1091.82	85.7064	9.43011
BL21396_evm7	2878	2674.82	919	41.2739
BL21398_cuf1	5644	5440.82	176.622	3.89974
BL21399_cuf0	2975	2771.82	569.133	24.6663
BL03046_evm1	1044	840.821	1	0.142873
BL02957_cuf0	2710	2506.82	1	0.0479217
BL03047_evm0	6367	6163.82	0	0
BL02951_cuf8	2687	2483.82	367	17.7501
BL23507_evm0	3265	3061.82	4	0.156941
BL23506_cuf0	2684	2480.82	14.8869	0.72088
BL23505_cuf0	248	73.6514	0	0
BL23504_evm1	3706	3502.82	355	12.1749
BL23503_cuf1	1278	1074.82	0.156559	0.0174984
BL23502_evm0	1068	864.821	58	8.0567
BL23501_cuf0	2997	2793.82	123.723	5.31996
BL23500_cuf4	4772	4568.82	2532	66.5755
BL23509_cuf5	4710	4506.82	556	14.8204
BL23508_cuf0	1000	796.821	8.22002	1.23927
BL11458_cuf6	8723	8519.82	1369.7	19.3131
BL84988_cuf0	1466	1262.82	18.2027	1.7316
BL07349_cuf7	3533	3329.82	519.237	18.7327
BL07348_cuf0	1570	1366.82	1524	133.946
BL07347_evm2	1942	1738.82	21.0614	1.45508
BL07346_cuf0	4685	4481.82	1275	34.1752
BL07345_evm0	1686	1482.82	1173	95.0308
BL07344_cuf0	1970	1766.82	0	0
BL07343_cuf5	3249	3045.82	1338	52.7724
