target_id	length	eff_length	est_counts	tpm
rna-XM_035809314.1	4367	4168	765	7.6604
rna-XM_035809311.1	7960	7761	1845	9.92193
rna-XM_035809312.1	2231	2032	1182	24.2779
rna-XM_035809927.1	1635	1436	546	15.8692
rna-XM_035843980.1	1957	1758	121.192	2.87721
rna-XM_035843291.1	2870	2671	3645	56.9562
rna-XM_035843288.1	8290	8091	7105	36.6505
rna-XM_035842700.1	6972	6773	494	3.04413
rna-XM_035844125.1	7002	6803	2889.19	17.7253
rna-XR_004833096.1	2378	2179	415.129	7.95139
rna-XM_035844220.1	1276	1077	698	27.0494
rna-XR_004833035.1	888	689	5	0.302878
rna-XM_035843555.1	7535	7336	3598	20.4701
rna-XM_035843558.1	1785	1586	528.982	13.9205
rna-XR_004833034.1	1816	1617	314.239	8.11087
rna-XM_035844186.1	2399	2200	21	0.398395
rna-XM_035843121.1	9611	9412	494.046	2.1908
rna-XM_035843648.1	681	482	3	0.259772
rna-XM_035844039.1	1277	1078	18	0.696901
rna-XM_035843054.1	2787	2588	1662.99	26.819
rna-XM_035843051.1	4058	3859	567	6.13234
rna-XM_035842353.1	3636	3437	10302	125.101
rna-XM_035842345.1	2562	2363	265.5	4.68942
rna-XM_035842347.1	2561	2362	3639	64.3013
rna-XR_004832958.1	1734	1535	6.78749	0.184552
rna-XR_004832955.1	2424	2225	2.92252	0.0548208
rna-Trnad-guc-16	72	3.52559	0	0
rna-XM_035844096.1	1046	847	1663	81.9458
rna-XM_035843374.1	8247	8048	2956	15.3297
rna-XM_035843375.1	7869	7670	43	0.233986
rna-XM_035843378.1	5092	4893	978	8.34221
rna-XM_035843376.1	1108	909	14	0.642809
rna-XM_035844147.1	4071	3872	1309.73	14.1177
rna-XM_035844146.1	5380	5181	7866	63.3662
rna-XR_004833092.1	1294	1095	17.2987	0.659352
rna-XR_004833093.1	941	742	1	0.0562489
rna-XM_035843651.1	2352	2153	83.701	1.62257
rna-XM_035843693.1	1602	1403	165	4.90844
rna-XM_035843699.1	1894	1695	102.308	2.51916
rna-XM_035843654.1	519	320	3	0.391281
rna-XR_004833074.1	339	140	6	1.78871
rna-XM_035843941.1	1880	1681	68.9889	1.71289
rna-XR_004833047.1	1692	1493	35.8123	1.00113
rna-XM_035843767.1	721	522	0	0
rna-XM_035843655.1	1210	1011	0	0
rna-XM_035843037.1	997	798	0	0
rna-XM_035843038.1	487	288	0	0
gene-LOC118432129	2806	2607	4.13338	0.0661732
rna-XM_035843033.1	1491	1292	0	0
rna-XM_035843036.1	844	645	0	0
rna-XM_035843039.1	476	277	0	0
rna-XM_035843032.1	789	590	0	0
rna-XM_035843034.1	931	732	0	0
rna-XM_035843035.1	906	707	0.510069	0.0301112
rna-XM_035843041.1	487	288	0	0
rna-XM_035844128.1	2060	1861	232.679	5.21829
rna-XM_035843657.1	1111	912	6.54034	0.299311
rna-XM_035843624.1	2698	2499	91.5163	1.52844
rna-XM_035844189.1	1731	1532	190.532	5.19071
rna-XM_035843659.1	2798	2599	41.6188	0.668345
rna-XM_035844048.1	3748	3549	35	0.411604
rna-XM_035844265.1	409	210	0	0
rna-XM_035844256.1	799	600	0	0
rna-XM_035844245.1	1615	1416	0	0
rna-XM_035844269.1	405	206	5.30102	1.07401
rna-XM_035844248.1	719	520	0	0
rna-XM_035844262.1	841	642	0	0
rna-XM_035843660.1	1019	820	1	0.0508984
rna-XR_004833110.1	1293	1094	17.6262	0.672447
rna-XM_035844231.1	2144	1945	177.421	3.80718
rna-XM_035843661.1	2803	2604	176.692	2.83201
rna-XM_035844249.1	1418	1219	251.584	8.61384
rna-XM_035843662.1	5465	5266	415.843	3.29584
rna-XR_004833109.1	363	164	1	0.254492
rna-XM_035844246.1	2248	2049	988.655	20.1382
rna-XM_035844230.1	4579	4380	8036	76.5744
rna-XR_004833108.1	1249	1050	2334.43	92.7917
