#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_20_promoters/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_20_promoters/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_20_promoters/0.282599023849802.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_20_promoters/target.clean..pos
BGTCONS_00025807	Scaffold_1_1_contigs	60469154	60469553	-	0.000	0.000	TCONS_00025807
BGTCONS_00025840	Scaffold_1_1_contigs	61555394	61555793	-	0.000	0.000	TCONS_00025840
BGTCONS_00025939	Scaffold_20_1_contigs	1557043	1557442	+	0.000	0.000	TCONS_00025939
BGTCONS_00026013	Scaffold_20_1_contigs	4437580	4437979	+	0.000	0.000	TCONS_00026013
BGTCONS_00026163	Scaffold_20_1_contigs	8693117	8693516	+	0.000	0.000	TCONS_00026163
BGTCONS_00026209	Scaffold_20_1_contigs	10713015	10713414	+	0.000	0.000	TCONS_00026209
BGTCONS_00026274	Scaffold_20_1_contigs	12966176	12966575	+	0.000	0.000	TCONS_00026274
BGTCONS_00026279	Scaffold_20_1_contigs	13442968	13443367	+	0.000	0.000	TCONS_00026279
BGTCONS_00026286	Scaffold_20_1_contigs	13958627	13959026	+	0.000	0.000	TCONS_00026286
BGTCONS_00026316	Scaffold_20_1_contigs	15099347	15099746	+	0.000	0.000	TCONS_00026316
BGTCONS_00026382	Scaffold_20_1_contigs	17644746	17645145	+	0.000	0.000	TCONS_00026382
BGTCONS_00026385	Scaffold_20_1_contigs	17826465	17826864	+	0.000	0.000	TCONS_00026385
BGTCONS_00026409	Scaffold_20_1_contigs	18570264	18570663	+	0.000	0.000	TCONS_00026409
BGTCONS_00026497	Scaffold_20_1_contigs	21420178	21420577	+	0.000	0.000	TCONS_00026497
BGTCONS_00026530	Scaffold_20_1_contigs	23044926	23045325	+	0.000	0.000	TCONS_00026530
BGTCONS_00026533	Scaffold_20_1_contigs	23116093	23116492	+	0.000	0.000	TCONS_00026533
BGTCONS_00026534	Scaffold_20_1_contigs	23145617	23146016	+	0.000	0.000	TCONS_00026534
BGTCONS_00026546	Scaffold_20_1_contigs	23743639	23744038	+	0.000	0.000	TCONS_00026546
BGTCONS_00026577	Scaffold_20_1_contigs	24606178	24606577	+	0.000	0.000	TCONS_00026577
BGTCONS_00026598	Scaffold_20_1_contigs	25083176	25083575	+	0.000	0.000	TCONS_00026598
BGTCONS_00026636	Scaffold_20_1_contigs	27176993	27177392	+	0.000	0.000	TCONS_00026636
BGTCONS_00026666	Scaffold_20_1_contigs	28774175	28774574	+	0.000	0.000	TCONS_00026666
BGTCONS_00026751	Scaffold_20_1_contigs	30860830	30861229	+	0.000	0.000	TCONS_00026751
BGTCONS_00026755	Scaffold_20_1_contigs	30907548	30907947	+	0.000	0.000	TCONS_00026755
BGTCONS_00026863	Scaffold_20_1_contigs	35063502	35063901	+	0.000	0.000	TCONS_00026863
BGTCONS_00026871	Scaffold_20_1_contigs	35234828	35235227	+	0.000	0.000	TCONS_00026871
BGTCONS_00026874	Scaffold_20_1_contigs	35260154	35260553	+	0.000	0.000	TCONS_00026874
BGTCONS_00026951	Scaffold_20_1_contigs	753924	754323	-	0.000	0.000	TCONS_00026951
BGTCONS_00026983	Scaffold_20_1_contigs	1557193	1557592	-	0.000	0.000	TCONS_00025939
BGTCONS_00027074	Scaffold_20_1_contigs	6666525	6666924	-	0.000	0.000	TCONS_00027074
BGTCONS_00027075	Scaffold_20_1_contigs	6725678	6726077	-	0.000	0.000	TCONS_00027075
BGTCONS_00027190	Scaffold_20_1_contigs	11096893	11097292	-	0.000	0.000	TCONS_00027190
BGTCONS_00027277	Scaffold_20_1_contigs	14853006	14853405	-	0.000	0.000	TCONS_00027277
BGTCONS_00027309	Scaffold_20_1_contigs	17018714	17019113	-	0.000	0.000	TCONS_00027309
BGTCONS_00027310	Scaffold_20_1_contigs	17076465	17076864	-	0.000	0.000	TCONS_00027310
BGTCONS_00027313	Scaffold_20_1_contigs	17130590	17130989	-	0.000	0.000	TCONS_00027313
BGTCONS_00027314	Scaffold_20_1_contigs	17153878	17154277	-	0.000	0.000	TCONS_00027314
BGTCONS_00027338	Scaffold_20_1_contigs	18008135	18008534	-	0.000	0.000	TCONS_00027338
BGTCONS_00027381	Scaffold_20_1_contigs	19733267	19733666	-	0.000	0.000	TCONS_00027381
BGTCONS_00027401	Scaffold_20_1_contigs	20066761	20067160	-	0.000	0.000	TCONS_00027401
BGTCONS_00027402	Scaffold_20_1_contigs	20118204	20118603	-	0.000	0.000	TCONS_00027402
BGTCONS_00027415	Scaffold_20_1_contigs	20706026	20706425	-	0.000	0.000	TCONS_00027415
BGTCONS_00027418	Scaffold_20_1_contigs	20718447	20718846	-	0.000	0.000	TCONS_00027418
BGTCONS_00027419	Scaffold_20_1_contigs	20736851	20737250	-	0.000	0.000	TCONS_00027419
BGTCONS_00027432	Scaffold_20_1_contigs	21478920	21479319	-	0.000	0.000	TCONS_00027432
BGTCONS_00027479	Scaffold_20_1_contigs	24169605	24170004	-	0.000	0.000	TCONS_00027479
BGTCONS_00027482	Scaffold_20_1_contigs	24355550	24355949	-	0.000	0.000	TCONS_00027482
BGTCONS_00027484	Scaffold_20_1_contigs	24369711	24370110	-	0.000	0.000	TCONS_00027484
BGTCONS_00027488	Scaffold_20_1_contigs	24428740	24429139	-	0.000	0.000	TCONS_00027488
BGTCONS_00027495	Scaffold_20_1_contigs	24573435	24573834	-	0.000	0.000	TCONS_00027495
BGTCONS_00027496	Scaffold_20_1_contigs	24595211	24595610	-	0.000	0.000	TCONS_00027496
BGTCONS_00027522	Scaffold_20_1_contigs	25806841	25807240	-	0.000	0.000	TCONS_00027522
BGTCONS_00027577	Scaffold_20_1_contigs	27206997	27207396	-	0.000	0.000	TCONS_00027577
BGTCONS_00027599	Scaffold_20_1_contigs	27791686	27792085	-	0.000	0.000	TCONS_00027599
BGTCONS_00027600	Scaffold_20_1_contigs	27854557	27854956	-	0.000	0.000	TCONS_00027600
BGTCONS_00027635	Scaffold_20_1_contigs	29121125	29121524	-	0.000	0.000	TCONS_00027635
BGTCONS_00027683	Scaffold_20_1_contigs	30942488	30942887	-	0.000	0.000	TCONS_00027683
BGTCONS_00027777	Scaffold_20_1_contigs	35200460	35200859	-	0.000	0.000	TCONS_00027777
BGTCONS_00027780	Scaffold_20_1_contigs	35244092	35244491	-	0.000	0.000	TCONS_00027780
BGTCONS_00027807	Scaffold_20_1_contigs	36177985	36178384	-	0.000	0.000	TCONS_00027807
BGTCONS_00027896	Scaffold_21_1_contigs	1177614	1178013	+	0.000	0.000	TCONS_00027896
BGTCONS_00010004	Scaffold_14_1_contigs	16721707	16722106	+	0.000	0.000	TCONS_00010004
BGTCONS_00010011	Scaffold_14_1_contigs	17019980	17020379	+	0.000	0.000	TCONS_00010011
BGTCONS_00010023	Scaffold_14_1_contigs	17299031	17299430	+	0.000	0.000	TCONS_00010023
BGTCONS_00010155	Scaffold_14_1_contigs	21902357	21902756	+	0.000	0.000	TCONS_00010155
BGTCONS_00010158	Scaffold_14_1_contigs	21927753	21928152	+	0.000	0.000	TCONS_00010158
BGTCONS_00010160	Scaffold_14_1_contigs	21988171	21988570	+	0.000	0.000	TCONS_00010160
BGTCONS_00010224	Scaffold_14_1_contigs	24087695	24088094	+	0.000	0.000	TCONS_00010224
BGTCONS_00010232	Scaffold_14_1_contigs	24310366	24310765	+	0.000	0.000	TCONS_00010232
BGTCONS_00010249	Scaffold_14_1_contigs	24886823	24887222	+	0.000	0.000	TCONS_00010249
BGTCONS_00010259	Scaffold_14_1_contigs	25423335	25423734	+	0.000	0.000	TCONS_00010259
BGTCONS_00010267	Scaffold_14_1_contigs	25570577	25570976	+	0.000	0.000	TCONS_00010267
