target_id	length	eff_length	est_counts	tpm
rna-XM_035809314.1	4367	4168	22.8731	0.253129
rna-XM_035809311.1	7960	7761	179	1.06385
rna-XM_035809312.1	2231	2032	17	0.385896
rna-XM_035809927.1	1635	1436	0	0
rna-XM_035843980.1	1957	1758	14.1797	0.372042
rna-XM_035843291.1	2870	2671	1740	30.0483
rna-XM_035843288.1	8290	8091	2682	15.2898
rna-XM_035842700.1	6972	6773	4796	32.662
rna-XM_035844125.1	7002	6803	4239.5	28.7448
rna-XR_004833096.1	2378	2179	19.4701	0.412151
rna-XM_035844220.1	1276	1077	9	0.385453
rna-XR_004833035.1	888	689	0	0
rna-XM_035843555.1	7535	7336	7836	49.2697
rna-XM_035843558.1	1785	1586	29.1417	0.847533
rna-XR_004833034.1	1816	1617	37.8583	1.07993
rna-XM_035844186.1	2399	2200	10	0.209663
rna-XM_035843121.1	9611	9412	0	0
rna-XM_035843648.1	681	482	0	0
rna-XM_035844039.1	1277	1078	0	0
rna-XM_035843054.1	2787	2588	966	17.217
rna-XM_035843051.1	4058	3859	1347	16.1004
rna-XM_035842353.1	3636	3437	669	8.97825
rna-XM_035842345.1	2562	2363	405.6	7.91734
rna-XM_035842347.1	2561	2362	504.268	9.84752
rna-XR_004832958.1	1734	1535	58.555	1.75955
rna-XR_004832955.1	2424	2225	1296.24	26.8719
rna-Trnad-guc-16	72	3.52559	0	0
rna-XM_035844096.1	1046	847	0	0
rna-XM_035843374.1	8247	8048	1142	6.5452
rna-XM_035843375.1	7869	7670	1	0.00601381
rna-XM_035843378.1	5092	4893	59	0.556188
rna-XM_035843376.1	1108	909	0	0
rna-XM_035844147.1	4071	3872	49.8012	0.593266
rna-XM_035844146.1	5380	5181	6599	58.7502
rna-XR_004833092.1	1294	1095	112.715	4.74803
rna-XR_004833093.1	941	742	2.03117	0.126266
rna-XM_035843651.1	2352	2153	3	0.0642721
rna-XM_035843693.1	1602	1403	2	0.0657533
rna-XM_035843699.1	1894	1695	19.0316	0.517905
rna-XM_035843654.1	519	320	2	0.288287
