#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_22_promoters/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_22_promoters/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_22_promoters/0.33746952733873.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_22_promoters/target.clean..pos
BGpeak38926	Scaffold_19_1_contigs	30200439	30200633	+	0.000	0.000	TCONS_00022722
BGpeak21668	Scaffold_14_1_contigs	38340012	38340351	+	0.000	0.000	TCONS_00012107
BGpeak3229	Scaffold_10_1_contigs	43366536	43367069	+	0.000	0.000	TCONS_00002405
BGpeak3423	Scaffold_11_1_contigs	1597391	1598029	+	0.000	0.000	TCONS_00002568
BGpeak22958	Scaffold_15_1_contigs	8234715	8235224	+	0.000	0.000	TCONS_00013644
BGpeak4758	Scaffold_11_1_contigs	15606275	15606550	+	0.000	0.000	TCONS_00003861
BGpeak76231	Scaffold_8_1_contigs	12953081	12953379	+	0.000	0.000	TCONS_00053897
BGpeak24499	Scaffold_15_1_contigs	24383384	24383770	+	0.000	0.000	TCONS_00012926
BGpeak25562	Scaffold_15_1_contigs	35648940	35649229	+	0.000	0.000	TCONS_00013252
BGpeak7490	Scaffold_1_1_contigs	18075107	18075416	+	0.000	0.000	TCONS_00024820
BGpeak26566	Scaffold_16_1_contigs	4995747	4995931	+	0.000	0.000	TCONS_00014768
BGpeak26798	Scaffold_16_1_contigs	7026655	7027061	+	0.000	0.000	TCONS_00015865
BGpeak62550	Scaffold_4_1_contigs	38710504	38711015	+	0.000	0.000	TCONS_00043912
BGpeak10146	Scaffold_12_1_contigs	4118853	4119336	+	0.000	0.000	TCONS_00006010
BGpeak28145	Scaffold_16_1_contigs	20463785	20463958	+	0.000	0.000	TCONS_00016215
BGpeak28672	Scaffold_16_1_contigs	26593119	26593537	+	0.000	0.000	TCONS_00016415
BGpeak29068	Scaffold_16_1_contigs	31998997	31999203	+	0.000	0.000	TCONS_00016551
BGpeak15692	Scaffold_13_1_contigs	24204046	24204580	+	0.000	0.000	TCONS_00007741
BGpeak15785	Scaffold_13_1_contigs	24722274	24722513	+	0.000	0.000	TCONS_00008979
BGpeak68644	Scaffold_6_1_contigs	13472559	13472864	+	0.000	0.000	TCONS_00048881
BGpeak17319	Scaffold_13_1_contigs	41215281	41215751	+	0.000	0.000	TCONS_00008222
BGpeak52829	Scaffold_22_1_contigs	27681121	27681370	+	0.000	0.000	TCONS_00030488
BGpeak891	Scaffold_10_1_contigs	11604559	11605001	+	0.000	0.000	TCONS_00000414
BGpeak56313	Scaffold_25_1_contigs	13351867	13352089	+	0.000	0.000	TCONS_00034033
BGpeak57519	Scaffold_3_1_contigs	3335271	3335425	+	0.000	0.000	TCONS_00040223
BGpeak45597	Scaffold_21_1_contigs	14762167	14762397	+	0.000	0.000	TCONS_00028277
BGpeak82232	Scaffold_9_1_contigs	40259985	40260337	+	0.000	0.000	TCONS_00057147
BGpeak30686	Scaffold_17_1_contigs	11058420	11058669	+	0.000	0.000	TCONS_00018154
BGpeak31614	Scaffold_17_1_contigs	19640789	19641084	+	0.000	0.000	TCONS_00018399
BGpeak33894	Scaffold_18_1_contigs	11460160	11460362	+	0.000	0.000	TCONS_00020101
BGpeak35710	Scaffold_18_1_contigs	30955297	30955677	+	0.000	0.000	TCONS_00019588
BGpeak37530	Scaffold_19_1_contigs	13604010	13604479	+	0.000	0.000	TCONS_00021132
BGpeak20463	Scaffold_14_1_contigs	26015551	26016313	+	0.000	0.000	TCONS_00011649
