gene	iso	locus	peakname	pair.id	RNA_EB	RNA_EG	RNA_MG	RNA_LG	ATAC_EB	ATAC_EG	ATAC_MG	ATAC_LG	peak.Chromosome	peak.Start	peak.End
foxa1	TCONS_00009611	XLOC_006868	peak17782	peak17782_TCONS_00009611	-0.603015660451832	0.0992186756308494	0.517469478897974	0.588224227042912	-0.974213397595987	-0.614263065954096	0.340387813617875	1.24808864993221	Scaffold_14_1_contigs	3860795	3861000
foxa1	TCONS_00009611	XLOC_006868	peak17783	peak17783_TCONS_00009611	-0.603015660451832	0.0992186756308494	0.517469478897974	0.588224227042912	-1.37950455200268	0.970656570787377	0.0157249223544347	0.393123058860867	Scaffold_14_1_contigs	3863558	3863882
foxa1	TCONS_00009611	XLOC_006868	peak17786	peak17786_TCONS_00009611	-0.603015660451832	0.0992186756308494	0.517469478897974	0.588224227042912	-1.30570539904185	1.12368672321525	0.1801613423998	0.00185733342680206	Scaffold_14_1_contigs	3871351	3871714
foxa1	TCONS_00009611	XLOC_006868	peak17787	peak17787_TCONS_00009611	-0.603015660451832	0.0992186756308494	0.517469478897974	0.588224227042912	-1.43320262707863	0.265266531509893	0.272900100761976	0.895035994806761	Scaffold_14_1_contigs	3872855	3873361
foxa1	TCONS_00009611	XLOC_006868	peak17788	peak17788_TCONS_00009611	-0.603015660451832	0.0992186756308494	0.517469478897974	0.588224227042912	-1.43077371934905	0.826000198453113	0.0929413852459128	0.511832135650027	Scaffold_14_1_contigs	3873471	3873735
foxa1	TCONS_00009611	XLOC_006868	peak17789	peak17789_TCONS_00009611	-0.603015660451832	0.0992186756308494	0.517469478897974	0.588224227042912	-1.46347011478151	0.283252280280292	0.388160532235955	0.79205730226526	Scaffold_14_1_contigs	3873852	3874239
foxa1	TCONS_00009611	XLOC_006868	peak17790	peak17790_TCONS_00009611	-0.603015660451832	0.0992186756308494	0.517469478897974	0.588224227042912	1.49444399583281	-0.417950797596173	-0.617415630889304	-0.459077567347334	Scaffold_14_1_contigs	3877490	3877887
foxa1	TCONS_00009611	XLOC_006868	peak17797	peak17797_TCONS_00009611	-0.603015660451832	0.0992186756308494	0.517469478897974	0.588224227042912	1.16498936713179	0.500129193278233	-0.776164890458504	-0.888953669951518	Scaffold_14_1_contigs	3888082	3888402
foxa1	TCONS_00009611	XLOC_006868	peak17798	peak17798_TCONS_00009611	-0.603015660451832	0.0992186756308494	0.517469478897974	0.588224227042912	-1.05918112570982	1.3523124335631	-0.0898936010750036	-0.203237706778269	Scaffold_14_1_contigs	3892511	3893119
slc25a21a	TCONS_00009612	XLOC_006869	peak17819	peak17819_TCONS_00009612	1.40408690443927	-0.269768908755744	-0.367067536575961	-0.870268520858294	1.48685133651892	-0.345592472812506	-0.667073842870651	-0.474185020835764	Scaffold_14_1_contigs	3989726	3989982
msxlx	TCONS_00009626	XLOC_006875	peak17835	peak17835_TCONS_00009626	-0.554653157165684	1.39632774971963	-0.260587016140258	-0.17705693501394	0.782196780387447	0.945354391020411	-0.897366858481304	-0.830184312926554	Scaffold_14_1_contigs	4230977	4231427
msxlx	TCONS_00009626	XLOC_006875	peak17841	peak17841_TCONS_00009626	-0.554653157165684	1.39632774971963	-0.260587016140258	-0.17705693501394	1.17056168927007	0.492604419878273	-0.786497226314124	-0.876668882834215	Scaffold_14_1_contigs	4254254	4254743
