target_id	length	eff_length	est_counts	tpm
rna-XM_035809314.1	4367	4168	224	2.51675
rna-XM_035809311.1	7960	7761	844	5.09266
rna-XM_035809312.1	2231	2032	10786	248.574
rna-XM_035809927.1	1635	1436	36	1.174
rna-XM_035843980.1	1957	1758	63.1647	1.68258
rna-XM_035843291.1	2870	2671	476	8.34551
rna-XM_035843288.1	8290	8091	9355	54.1454
rna-XM_035842700.1	6972	6773	307	2.12264
rna-XM_035844125.1	7002	6803	2589.08	17.8223
rna-XR_004833096.1	2378	2179	18.2951	0.393186
rna-XM_035844220.1	1276	1077	72	3.13066
rna-XR_004833035.1	888	689	97.6104	6.63432
rna-XM_035843555.1	7535	7336	4651	29.6898
rna-XM_035843558.1	1785	1586	820.988	24.2412
rna-XR_004833034.1	1816	1617	688.29	19.9334
rna-XM_035844186.1	2399	2200	6	0.127717
rna-XM_035843121.1	9611	9412	347.575	1.72937
rna-XM_035843648.1	681	482	0	0
rna-XM_035844039.1	1277	1078	2	0.0868822
rna-XM_035843054.1	2787	2588	2286	41.3649
rna-XM_035843051.1	4058	3859	304	3.68908
rna-XM_035842353.1	3636	3437	30721	418.577
rna-XM_035842345.1	2562	2363	284.974	5.64758
rna-XM_035842347.1	2561	2362	509.426	10.1
rna-XR_004832958.1	1734	1535	87.1348	2.65829
rna-XR_004832955.1	2424	2225	193.083	4.06381
rna-Trnad-guc-16	72	3.52559	0	0
rna-XM_035844096.1	1046	847	1	0.0552887
rna-XM_035843374.1	8247	8048	500	2.90939
rna-XM_035843375.1	7869	7670	25	0.152639
rna-XM_035843378.1	5092	4893	1125	10.7671
rna-XM_035843376.1	1108	909	736	37.917
rna-XM_035844147.1	4071	3872	317.942	3.84532
rna-XM_035844146.1	5380	5181	10694	96.6599
rna-XR_004833092.1	1294	1095	183.371	7.84215
rna-XR_004833093.1	941	742	0	0
rna-XM_035843651.1	2352	2153	199.95	4.34909
rna-XM_035843693.1	1602	1403	294	9.81317
rna-XM_035843699.1	1894	1695	94.6789	2.61579
rna-XM_035843654.1	519	320	11.222	1.64225
rna-XR_004833074.1	339	140	11	3.67946
rna-XM_035843941.1	1880	1681	60.8976	1.69649
rna-XR_004833047.1	1692	1493	0	0
rna-XM_035843767.1	721	522	0	0
rna-XM_035843655.1	1210	1011	0	0
rna-XM_035843037.1	997	798	5.21569	0.306075
rna-XM_035843038.1	487	288	1.55069e-06	2.52146e-07
gene-LOC118432129	2806	2607	49.0063	0.8803
rna-XM_035843033.1	1491	1292	31.4122	1.13856
rna-XM_035843036.1	844	645	7.67176	0.557
rna-XM_035843039.1	476	277	46.3749	7.84013
rna-XM_035843032.1	789	590	7.23299	0.574097
rna-XM_035843034.1	931	732	22.7686	1.45661
rna-XM_035843035.1	906	707	0	0
rna-XM_035843041.1	487	288	1.55069e-06	2.52146e-07
rna-XM_035844128.1	2060	1861	100.691	2.53376
rna-XM_035843657.1	1111	912	31.6983	1.62765
rna-XM_035843624.1	2698	2499	282.631	5.29631
rna-XM_035844189.1	1731	1532	13	0.397378
rna-XM_035843659.1	2798	2599	4	0.0720731
rna-XM_035844048.1	3748	3549	22	0.290293
rna-XM_035844265.1	409	210	0	0
rna-XM_035844256.1	799	600	1.90504	0.148687
rna-XM_035844245.1	1615	1416	10.8103	0.357516
rna-XM_035844269.1	405	206	31.971	7.26789
rna-XM_035844248.1	719	520	50.0009	4.50292
rna-XM_035844262.1	841	642	44.7466	3.26396
rna-XM_035843660.1	1019	820	12.8099	0.731561
rna-XR_004833110.1	1293	1094	4	0.171223
rna-XM_035844231.1	2144	1945	99.8697	2.40455
rna-XM_035843661.1	2803	2604	320.099	5.75656
rna-XM_035844249.1	1418	1219	248.705	9.55433
rna-XM_035843662.1	5465	5266	7347.51	65.34
rna-XR_004833109.1	363	164	211	60.2502
rna-XM_035844246.1	2248	2049	683.457	15.6203
rna-XM_035844230.1	4579	4380	7813	83.534
rna-XR_004833108.1	1249	1050	1232.86	54.9851
rna-XM_035844234.1	2145	1946	0	0
rna-XM_035844235.1	2197	1998	349	8.17993
rna-XM_035844236.1	2061	1862	602.56	15.1545
rna-XM_035844229.1	2417	2218	11	0.232247
rna-XM_035844247.1	1181	982	13773	656.807
rna-XM_035844228.1	4695	4496	4202.05	43.7677
rna-XM_035844232.1	2074	1875	388.689	9.70779
rna-Trnaa-agc-3	73	3.5471	0	0
rna-XM_035844243.1	812	613	0	0
rna-XM_035843667.1	1246	1047	44.8222	2.00478
rna-XM_035844259.1	823	624	0	0
rna-XM_035844258.1	894	695	14.4146	0.971264
rna-XM_035844266.1	416	217	11.0227	2.37874
rna-XM_035843668.1	2536	2337	114.737	2.29913
gene-LOC118432614	1378	1179	0	0
rna-XM_035844238.1	905	706	44.0575	2.92237
rna-XM_035844237.1	1349	1150	58.5637	2.38479
rna-XM_035843669.1	949	750	90.7475	5.66622
rna-Trnaa-agc-4	73	3.5471	0	0
rna-XM_035844241.1	1241	1042	24.6466	1.10767
rna-XM_035844253.1	966	767	20.331	1.24132
rna-XM_035844261.1	502	303	5.44856	0.84209
rna-XM_035844267.1	606	407	0.0557331	0.00641266
rna-XM_035844270.1	1373	1174	106.189	4.23574
rna-XM_035844240.1	1400	1201	8.30714	0.323913
rna-XM_035844257.1	841	642	28.9269	2.11002
rna-XM_035844268.1	603	404	85.1608	9.87139
rna-XM_035844242.1	1362	1163	0	0
rna-XM_035844252.1	965	766	74.0721	4.52841
rna-XM_035844260.1	894	695	4.93219	0.332334
rna-XM_035844263.1	602	403	0	0
rna-XM_035843670.1	2044	1845	8.4256	0.213857
rna-XM_035844239.1	1379	1180	46.0435	1.82728
gene-LOC118432631	619	420	0	0
rna-XM_035844255.1	793	594	1.7451	0.13758
rna-XM_035844029.1	560	361	1.41516	0.183576
rna-XM_035843671.1	3400	3201	5.03057	0.0735955
rna-XR_004833040.1	873	674	0	0
rna-XM_035843643.1	2059	1860	0	0
rna-XM_035843672.1	735	536	1	0.0873685
rna-XM_035844288.1	1096	897	38.2878	1.99888
rna-XM_035843674.1	501	302	3.1458	0.487803
rna-XM_035842344.1	826	627	36.6694	2.73877
rna-XM_035843568.1	1595	1396	46.9094	1.5736
rna-XM_035843566.1	1992	1793	120.487	3.14688
rna-XR_004833113.1	1795	1596	134.219	3.93823
rna-XR_004833111.1	154	7.38779	1.6	10.142
rna-XR_004833114.1	3891	3692	62.3339	0.790646
rna-XM_035843563.1	3856	3657	289.872	3.71194
rna-XM_035843565.1	2398	2199	50.9459	1.08494
rna-XM_035843569.1	2245	2046	24.956	0.5712
rna-XM_035844043.1	928	729	7.5105	0.48246
rna-XM_035844073.1	1785	1586	171.966	5.07759
rna-XR_004832965.1	870	671	2	0.139581
rna-XM_035843340.1	2045	1846	5.30078	0.134471
rna-XM_035844184.1	1632	1433	0	0
rna-XM_035842343.1	5554	5355	7	0.0612151
rna-XM_035844127.1	7039	6840	4	0.0273857
rna-XM_035843637.1	3606	3407	1	0.0137451
rna-XM_035843642.1	1130	931	0	0
rna-XM_035843639.1	1743	1544	0	0
rna-XM_035842412.1	1090	891	0	0
rna-XR_004832964.1	471	272	1	0.172167
rna-XM_035842427.1	1472	1273	20.3293	0.747849
rna-XM_035843675.1	1038	839	0	0
rna-XM_035843676.1	3452	3253	1.14689	0.0165104
rna-XM_035843895.1	1922	1723	46.4401	1.2622
rna-XR_004833062.1	984	785	2.14412	0.127909
rna-XR_004833054.1	760	561	12.6533	1.05623
rna-XM_035843678.1	927	728	0	0
rna-XM_035843680.1	1143	944	0	0
rna-XM_035843890.1	1915	1716	866.631	23.6503
rna-XM_035843886.1	937	738	12852.2	815.534
rna-XM_035843869.1	1049	850	437	24.0759
rna-XM_035843681.1	7270	7071	2277	15.08
rna-XM_035843682.1	1344	1145	86	3.51733
rna-XM_035843683.1	10252	10053	943.754	4.39625
rna-XM_035843684.1	1136	937	12	0.599738
rna-XM_035843856.1	2402	2203	33.2464	0.706725
rna-XM_035843685.1	1665	1466	18	0.574987
rna-XM_035843686.1	3033	2834	14	0.231339
rna-XM_035843688.1	2386	2187	992	21.2414
rna-Trnas-aga-4	82	3.75521	0	0
rna-XM_035843689.1	2448	2249	2	0.0416448
rna-XM_035843690.1	5148	4949	1334	12.6229
rna-XM_035843882.1	4833	4634	939.881	9.4981
rna-XR_004833064.1	2504	2305	18.1189	0.368113
rna-XM_035843868.1	1557	1358	115.846	3.99484
rna-XM_035843860.1	1779	1580	118.252	3.50486
rna-XR_004833059.1	2173	1974	509.551	12.0882
rna-XM_035843691.1	6438	6239	1046.75	7.85684
rna-XM_035843881.1	1137	938	500	24.9624
rna-XM_035843853.1	4413	4214	32	0.355611
rna-XM_035843692.1	2610	2411	0	0
rna-XM_035843694.1	2010	1811	0	0
rna-XR_004833066.1	1044	845	14	0.775874
rna-XM_035843878.1	1019	820	2.35616	0.134559
rna-XM_035843888.1	664	465	17.7882	1.79143
rna-XR_004833057.1	1137	938	49.7826	2.48539
rna-XM_035843865.1	2966	2767	256.769	4.34563
rna-XR_004833056.1	1838	1639	74.9197	2.14061
rna-XR_004833071.1	986	787	179.207	10.6635
rna-XM_035843892.1	628	429	94.0029	10.2613
rna-XR_004833051.1	1094	895	232.049	12.1416
rna-XM_035843695.1	1102	903	89.1547	4.62355
rna-XM_035843696.1	2580	2381	1	0.019668
rna-XM_035843893.1	535	336	0	0
rna-XM_035843875.1	1192	993	0	0
rna-XM_035843697.1	360	161	0	0
rna-XM_035843700.1	747	548	0	0
rna-XM_035843701.1	1397	1198	0	0
rna-XM_035843702.1	471	272	0	0
rna-XM_035843703.1	1061	862	0	0
rna-XR_004833055.1	735	536	48.2768	4.21787
rna-XM_035843857.1	2817	2618	13077	233.915
rna-XM_035843704.1	1527	1328	27.8756	0.982984
rna-XM_035843705.1	1692	1493	1	0.0313661
rna-XM_035843706.1	1302	1103	0	0
rna-XM_035843707.1	813	614	0	0
rna-XM_035843709.1	1236	1037	0	0
rna-XM_035843711.1	588	389	0	0
rna-XM_035843887.1	1243	1044	0	0
rna-XM_035843712.1	693	494	0	0
rna-XM_035843889.1	673	474	0	0
rna-XM_035843713.1	1779	1580	55	1.63014
rna-XM_035843861.1	1943	1744	0	0
rna-XM_035843870.1	1772	1573	19.7711	0.588603
rna-XM_035843714.1	734	535	18.2374	1.59635
rna-XM_035843715.1	1104	905	1.85311	0.0958898
rna-XR_004833063.1	373	174	1	0.269135
rna-XM_035843716.1	3573	3374	1	0.0138795
rna-XM_035843859.1	2068	1869	4	0.100224
rna-XM_035843880.1	1623	1424	88.6993	2.91696
rna-XM_035843717.1	1735	1536	3	0.0914639
rna-XM_035843867.1	2601	2402	3.13756	0.06117
rna-XR_004833067.1	738	539	0	0
rna-XM_035843719.1	636	437	0	0
rna-XM_035843894.1	569	370	0	0
rna-XM_035843722.1	2325	2126	3	0.0660812
rna-XM_035843723.1	628	429	12	1.30992
rna-XM_035843885.1	3020	2821	1803.48	29.9384
rna-XM_035843724.1	711	512	203.632	18.625
rna-XM_035843725.1	861	662	1	0.0707395
rna-XM_035843726.1	1170	971	0	0
gene-LOC118432198	1634	1435	1	0.0326338
rna-XM_035843727.1	1182	983	0	0
rna-XM_035843729.1	1338	1139	0	0
rna-XM_035843730.1	4421	4222	7.35264	0.0815539
rna-XM_035843731.1	1038	839	0	0
rna-XM_035843732.1	1008	809	0	0
rna-XR_004833070.1	3087	2888	114.573	1.85783
rna-XM_035843864.1	2689	2490	9.28863	0.174692
rna-XR_004833058.1	366	167	0	0
rna-XR_004833061.1	325	126	1.40196	0.521055
rna-XM_035843851.1	6043	5844	101	0.80934
rna-XM_035843733.1	1840	1641	2	0.0570744
rna-XM_035843873.1	1336	1137	1	0.0411869
rna-XM_035843734.1	1260	1061	1	0.0441372
rna-XM_035843735.1	831	632	5	0.370487
rna-XM_035843737.1	1503	1304	2	0.0718244
rna-XR_004833069.1	407	208	0	0
rna-XM_035843872.1	1340	1141	24.4972	1.00543
rna-XM_035843858.1	1817	1618	0	0
rna-XR_004833068.1	424	225	0	0
rna-XM_035843738.1	1062	863	0	0
rna-XR_004833065.1	438	239	0	0
rna-XM_035843740.1	1422	1223	0	0
rna-XM_035843879.1	1064	865	23.6479	1.28025
rna-XM_035844272.1	865	666	0	0
rna-XM_035843741.1	1908	1709	52.6451	1.44257
rna-XM_035843742.1	2376	2177	2.11512	0.0454984
rna-XM_035843746.1	3816	3617	843.171	10.9166
rna-XM_035843283.1	3536	3337	3012	42.2687
rna-XM_035844049.1	892	693	695.117	46.9726
rna-XR_004833037.1	1150	951	13.4378	0.661709
rna-XM_035843306.1	1223	1024	419	19.1617
rna-XM_035843303.1	1903	1704	4370	120.097
rna-XM_035843305.1	1461	1262	15	0.556611
rna-XM_035843061.1	1076	877	3	0.160192
rna-XM_035843064.1	1096	897	329	17.176
rna-XM_035843062.1	2301	2102	1162.09	25.8897
rna-XM_035843067.1	1491	1292	9	0.326212
rna-XM_035843066.1	1152	953	109	5.35616
rna-XM_035843134.1	4012	3813	5530	67.9169
rna-XM_035843137.1	1389	1190	287	11.2942
rna-XM_035843130.1	2260	2061	80.3584	1.82588
rna-XR_004833008.1	3411	3212	976.364	14.2349
rna-XM_035843400.1	2593	2394	38	0.743326
rna-XM_035843401.1	1305	1106	31	1.31258
rna-XR_004833022.1	364	165	4	1.13526
rna-XM_035844291.1	1924	1725	4	0.10859
