#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_09_promoters/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_09_promoters/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_09_promoters/0.762689736978249.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_09_promoters/target.clean..pos
BGTCONS_00026345	Scaffold_20_1_contigs	15614944	15615343	+	0.000	0.000	TCONS_00026345
BGTCONS_00026346	Scaffold_20_1_contigs	15627841	15628240	+	0.000	0.000	TCONS_00026346
BGTCONS_00026965	Scaffold_20_1_contigs	1290828	1291227	-	0.000	0.000	TCONS_00026965
BGTCONS_00027152	Scaffold_20_1_contigs	9652438	9652837	-	0.000	0.000	TCONS_00027152
BGTCONS_00027266	Scaffold_20_1_contigs	14422207	14422606	-	0.000	0.000	TCONS_00027266
BGTCONS_00027661	Scaffold_20_1_contigs	29863016	29863415	-	0.000	0.000	TCONS_00027661
BGTCONS_00010121	Scaffold_14_1_contigs	20354527	20354926	+	0.000	0.000	TCONS_00010121
BGTCONS_00010483	Scaffold_14_1_contigs	30796706	30797105	+	0.000	0.000	TCONS_00010483
BGTCONS_00010621	Scaffold_14_1_contigs	35910956	35911355	+	0.000	0.000	TCONS_00010621
BGTCONS_00010722	Scaffold_14_1_contigs	38705424	38705823	+	0.000	0.000	TCONS_00010722
BGTCONS_00010972	Scaffold_14_1_contigs	5771459	5771858	-	0.000	0.000	TCONS_00010972
BGTCONS_00028007	Scaffold_21_1_contigs	5008093	5008492	+	0.000	0.000	TCONS_00028007
BGTCONS_00011190	Scaffold_14_1_contigs	11692366	11692765	-	0.000	0.000	TCONS_00011190
BGTCONS_00011259	Scaffold_14_1_contigs	13651633	13652032	-	0.000	0.000	TCONS_00011259
BGTCONS_00011379	Scaffold_14_1_contigs	16933788	16934187	-	0.000	0.000	TCONS_00011379
BGTCONS_00011599	Scaffold_14_1_contigs	23399868	23400267	-	0.000	0.000	TCONS_00011599
BGTCONS_00011919	Scaffold_14_1_contigs	32870030	32870429	-	0.000	0.000	TCONS_00011919
BGTCONS_00011928	Scaffold_14_1_contigs	33132230	33132629	-	0.000	0.000	TCONS_00011928
BGTCONS_00029169	Scaffold_21_1_contigs	10099370	10099769	-	0.000	0.000	TCONS_00029169
BGTCONS_00029538	Scaffold_21_1_contigs	23554773	23555172	-	0.000	0.000	TCONS_00029538
BGTCONS_00012865	Scaffold_15_1_contigs	22105616	22106015	+	0.000	0.000	TCONS_00012865
BGTCONS_00013185	Scaffold_15_1_contigs	32992800	32993199	+	0.000	0.000	TCONS_00013185
BGTCONS_00013490	Scaffold_15_1_contigs	3630004	3630403	-	0.000	0.000	TCONS_00013490
BGTCONS_00013589	Scaffold_15_1_contigs	6094010	6094409	-	0.000	0.000	TCONS_00013589
BGTCONS_00013938	Scaffold_15_1_contigs	17741478	17741877	-	0.000	0.000	TCONS_00013938
BGTCONS_00013942	Scaffold_15_1_contigs	17939047	17939446	-	0.000	0.000	TCONS_00013942
BGTCONS_00014018	Scaffold_15_1_contigs	20563489	20563888	-	0.000	0.000	TCONS_00014018
BGTCONS_00014200	Scaffold_15_1_contigs	26788276	26788675	-	0.000	0.000	TCONS_00014200
BGTCONS_00014201	Scaffold_15_1_contigs	26815006	26815405	-	0.000	0.000	TCONS_00014201
BGTCONS_00014283	Scaffold_15_1_contigs	29768618	29769017	-	0.000	0.000	TCONS_00014283
BGTCONS_00014632	Scaffold_16_1_contigs	34329	34728	+	0.000	0.000	TCONS_00014632
BGTCONS_00014720	Scaffold_16_1_contigs	3200647	3201046	+	0.000	0.000	TCONS_00014720
BGTCONS_00014873	Scaffold_16_1_contigs	9148302	9148701	+	0.000	0.000	TCONS_00014873
BGTCONS_00015072	Scaffold_16_1_contigs	18377627	18378026	+	0.000	0.000	TCONS_00015072
BGTCONS_00015537	Scaffold_16_1_contigs	35623033	35623432	+	0.000	0.000	TCONS_00015537
BGTCONS_00050507	Scaffold_7_1_contigs	19381932	19382331	+	0.000	0.000	TCONS_00050507
BGTCONS_00050802	Scaffold_7_1_contigs	33462324	33462723	+	0.000	0.000	TCONS_00050802
BGTCONS_00050966	Scaffold_7_1_contigs	39732990	39733389	+	0.000	0.000	TCONS_00050966
BGTCONS_00016186	Scaffold_16_1_contigs	19356980	19357379	-	0.000	0.000	TCONS_00016186
BGTCONS_00016445	Scaffold_16_1_contigs	27770619	27771018	-	0.000	0.000	TCONS_00016445
BGTCONS_00016829	Scaffold_17_1_contigs	2395054	2395453	+	0.000	0.000	TCONS_00016829
BGTCONS_00051239	Scaffold_7_1_contigs	3389653	3390052	-	0.000	0.000	TCONS_00051239
BGTCONS_00016925	Scaffold_17_1_contigs	5541455	5541854	+	0.000	0.000	TCONS_00016925
BGTCONS_00051744	Scaffold_7_1_contigs	27727000	27727399	-	0.000	0.000	TCONS_00051744
BGTCONS_00017300	Scaffold_17_1_contigs	17855646	17856045	+	0.000	0.000	TCONS_00017300
BGTCONS_00017977	Scaffold_17_1_contigs	5553347	5553746	-	0.000	0.000	TCONS_00017977
