target_id	length	eff_length	est_counts	tpm
rna-XM_035809314.1	4367	4168	1745	16.8795
rna-XM_035809311.1	7960	7761	3877	20.1405
rna-XM_035809312.1	2231	2032	1759	34.9007
rna-XM_035809927.1	1635	1436	26	0.729979
rna-XM_035843980.1	1957	1758	107.881	2.47411
rna-XM_035843291.1	2870	2671	5175	78.1138
rna-XM_035843288.1	8290	8091	7747	38.6032
rna-XM_035842700.1	6972	6773	2849	16.9591
rna-XM_035844125.1	7002	6803	4651.8	27.5684
rna-XR_004833096.1	2378	2179	174.757	3.23348
rna-XM_035844220.1	1276	1077	374	14.0006
rna-XR_004833035.1	888	689	46.5101	2.72157
rna-XM_035843555.1	7535	7336	1568	8.61744
rna-XM_035843558.1	1785	1586	364.168	9.25743
rna-XR_004833034.1	1816	1617	328.954	8.20193
rna-XM_035844186.1	2399	2200	8	0.146608
rna-XM_035843121.1	9611	9412	9652.02	41.3455
rna-XM_035843648.1	681	482	0	0
rna-XM_035844039.1	1277	1078	1	0.0374001
rna-XM_035843054.1	2787	2588	2300	35.8307
rna-XM_035843051.1	4058	3859	736	7.68944
rna-XM_035842353.1	3636	3437	11950	140.178
rna-XM_035842345.1	2562	2363	788.851	13.4593
rna-XM_035842347.1	2561	2362	4245	72.4585
rna-XR_004832958.1	1734	1535	4.73575	0.124386
rna-XR_004832955.1	2424	2225	32.2001	0.58347
rna-Trnad-guc-16	72	3.52559	0	0
rna-XM_035844096.1	1046	847	4119	196.065
rna-XM_035843374.1	8247	8048	2742	13.7363
rna-XM_035843375.1	7869	7670	317	1.66631
rna-XM_035843378.1	5092	4893	1861	15.3343
rna-XM_035843376.1	1108	909	692	30.6926
rna-XM_035844147.1	4071	3872	1030.97	10.735
rna-XM_035844146.1	5380	5181	4311	33.5472
rna-XR_004833092.1	1294	1095	6.13876	0.226026
rna-XR_004833093.1	941	742	1	0.054336
rna-XM_035843651.1	2352	2153	144.27	2.70162
rna-XM_035843693.1	1602	1403	188	5.40246
rna-XM_035843699.1	1894	1695	221.264	5.263
rna-XM_035843654.1	519	320	15	1.88987
rna-XR_004833074.1	339	140	19	5.47164
rna-XM_035843941.1	1880	1681	112.28	2.69294
rna-XR_004833047.1	1692	1493	0	0
rna-XM_035843767.1	721	522	0	0
rna-XM_035843655.1	1210	1011	0	0
rna-XM_035843037.1	997	798	0	0
rna-XM_035843038.1	487	288	0	0
gene-LOC118432129	2806	2607	0	0
rna-XM_035843033.1	1491	1292	0	0
rna-XM_035843036.1	844	645	0	0
rna-XM_035843039.1	476	277	0	0
rna-XM_035843032.1	789	590	0	0
rna-XM_035843034.1	931	732	12.5052	0.688765
rna-XM_035843035.1	906	707	0	0
rna-XM_035843041.1	487	288	0	0
rna-XM_035844128.1	2060	1861	202.734	4.39209
rna-XM_035843657.1	1111	912	33.6328	1.48682
rna-XM_035843624.1	2698	2499	158.132	2.5512
rna-XM_035844189.1	1731	1532	28	0.73687
rna-XM_035843659.1	2798	2599	275	4.26597
rna-XM_035844048.1	3748	3549	117	1.32914
rna-XM_035844265.1	409	210	0	0
rna-XM_035844256.1	799	600	0	0
rna-XM_035844245.1	1615	1416	0	0
rna-XM_035844269.1	405	206	11.1254	2.17741
rna-XM_035844248.1	719	520	1.19057	0.0923091
rna-XM_035844262.1	841	642	2.54537	0.159848
rna-XM_035843660.1	1019	820	6	0.295005
rna-XR_004833110.1	1293	1094	1	0.0368531
rna-XM_035844231.1	2144	1945	257.686	5.3415
rna-XM_035843661.1	2803	2604	484.736	7.50508
rna-XM_035844249.1	1418	1219	802.135	26.5299
rna-XM_035843662.1	5465	5266	631.61	4.8357
rna-XR_004833109.1	363	164	11	2.70421
rna-XM_035844246.1	2248	2049	1222.27	24.0501
rna-XM_035844230.1	4579	4380	5240	48.2335
rna-XR_004833108.1	1249	1050	5581.32	214.308
rna-XM_035844234.1	2145	1946	666	13.7982
rna-XM_035844235.1	2197	1998	1061	21.4097
rna-XM_035844236.1	2061	1862	271.135	5.8708
rna-XM_035844229.1	2417	2218	137	2.49029
rna-XM_035844247.1	1181	982	3010.17	123.586
rna-XM_035844228.1	4695	4496	2554.93	22.911
rna-XM_035844232.1	2074	1875	217.432	4.67535
rna-Trnaa-agc-3	73	3.5471	0	0
rna-XM_035844243.1	812	613	0	0
rna-XM_035843667.1	1246	1047	0	0
rna-XM_035844259.1	823	624	0	0
rna-XM_035844258.1	894	695	8.72731	0.506276
rna-XM_035844266.1	416	217	4.88978	0.908493
rna-XM_035843668.1	2536	2337	0	0
gene-LOC118432614	1378	1179	0	0
rna-XM_035844238.1	905	706	0	0
rna-XM_035844237.1	1349	1150	53.8775	1.88887
rna-XM_035843669.1	949	750	48.6905	2.61743
rna-Trnaa-agc-4	73	3.5471	0	0
rna-XM_035844241.1	1241	1042	0	0
rna-XM_035844253.1	966	767	0	0
rna-XM_035844261.1	502	303	0	0
