#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_05_promoters/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_05_promoters/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_05_promoters/0.0690283347657932.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_05_promoters/target.clean..pos
BGTCONS_00026020	Scaffold_20_1_contigs	4557848	4558247	+	0.000	0.000	TCONS_00026020
BGTCONS_00026219	Scaffold_20_1_contigs	11173400	11173799	+	0.000	0.000	TCONS_00026219
BGTCONS_00026220	Scaffold_20_1_contigs	11227102	11227501	+	0.000	0.000	TCONS_00026220
BGTCONS_00026293	Scaffold_20_1_contigs	14205812	14206211	+	0.000	0.000	TCONS_00026293
BGTCONS_00026398	Scaffold_20_1_contigs	17996890	17997289	+	0.000	0.000	TCONS_00026398
BGTCONS_00026447	Scaffold_20_1_contigs	19966179	19966578	+	0.000	0.000	TCONS_00026447
BGTCONS_00026465	Scaffold_20_1_contigs	20119739	20120138	+	0.000	0.000	TCONS_00026465
BGTCONS_00026543	Scaffold_20_1_contigs	23635697	23636096	+	0.000	0.000	TCONS_00026543
BGTCONS_00026616	Scaffold_20_1_contigs	26009786	26010185	+	0.000	0.000	TCONS_00026616
BGTCONS_00026721	Scaffold_20_1_contigs	29932564	29932963	+	0.000	0.000	TCONS_00026721
BGTCONS_00026722	Scaffold_20_1_contigs	29955405	29955804	+	0.000	0.000	TCONS_00026722
BGTCONS_00026867	Scaffold_20_1_contigs	35087014	35087413	+	0.000	0.000	TCONS_00026867
BGTCONS_00027134	Scaffold_20_1_contigs	9197213	9197612	-	0.000	0.000	TCONS_00027134
BGTCONS_00027148	Scaffold_20_1_contigs	9629268	9629667	-	0.000	0.000	TCONS_00027148
BGTCONS_00027429	Scaffold_20_1_contigs	21342457	21342856	-	0.000	0.000	TCONS_00027429
BGTCONS_00027531	Scaffold_20_1_contigs	26009704	26010103	-	0.000	0.000	TCONS_00026616
BGTCONS_00027737	Scaffold_20_1_contigs	33433878	33434277	-	0.000	0.000	TCONS_00027737
BGTCONS_00027784	Scaffold_20_1_contigs	35369968	35370367	-	0.000	0.000	TCONS_00027784
BGTCONS_00027788	Scaffold_20_1_contigs	35559354	35559753	-	0.000	0.000	TCONS_00027788
BGTCONS_00027882	Scaffold_21_1_contigs	1025165	1025564	+	0.000	0.000	TCONS_00027882
BGTCONS_00027894	Scaffold_21_1_contigs	1107152	1107551	+	0.000	0.000	TCONS_00027894
BGTCONS_00010127	Scaffold_14_1_contigs	20500480	20500879	+	0.000	0.000	TCONS_00010127
BGTCONS_00010204	Scaffold_14_1_contigs	23258486	23258885	+	0.000	0.000	TCONS_00010204
BGTCONS_00010351	Scaffold_14_1_contigs	27303436	27303835	+	0.000	0.000	TCONS_00010351
BGTCONS_00010490	Scaffold_14_1_contigs	31005138	31005537	+	0.000	0.000	TCONS_00010490
BGTCONS_00010541	Scaffold_14_1_contigs	32888800	32889199	+	0.000	0.000	TCONS_00010541
BGTCONS_00010667	Scaffold_14_1_contigs	37196700	37197099	+	0.000	0.000	TCONS_00010667
BGTCONS_00010677	Scaffold_14_1_contigs	37384997	37385396	+	0.000	0.000	TCONS_00010677
BGTCONS_00010782	Scaffold_14_1_contigs	40366796	40367195	+	0.000	0.000	TCONS_00010782
BGTCONS_00010845	Scaffold_14_1_contigs	945228	945627	-	0.000	0.000	TCONS_00010845
BGTCONS_00010941	Scaffold_14_1_contigs	3958571	3958970	-	0.000	0.000	TCONS_00010941
BGTCONS_00010948	Scaffold_14_1_contigs	4665098	4665497	-	0.000	0.000	TCONS_00010948
BGTCONS_00010996	Scaffold_14_1_contigs	6166549	6166948	-	0.000	0.000	TCONS_00010996
BGTCONS_00028069	Scaffold_21_1_contigs	6732971	6733370	+	0.000	0.000	TCONS_00028069
BGTCONS_00028264	Scaffold_21_1_contigs	13256128	13256527	+	0.000	0.000	TCONS_00028264
BGTCONS_00028270	Scaffold_21_1_contigs	13587207	13587606	+	0.000	0.000	TCONS_00028270
BGTCONS_00028745	Scaffold_21_1_contigs	29580499	29580898	+	0.000	0.000	TCONS_00028745
BGTCONS_00028861	Scaffold_21_1_contigs	36006094	36006493	+	0.000	0.000	TCONS_00028861
BGTCONS_00028926	Scaffold_21_1_contigs	1107138	1107537	-	0.000	0.000	TCONS_00027894
BGTCONS_00011066	Scaffold_14_1_contigs	8148537	8148936	-	0.000	0.000	TCONS_00011066
BGTCONS_00011107	Scaffold_14_1_contigs	9254039	9254438	-	0.000	0.000	TCONS_00011107
BGTCONS_00011408	Scaffold_14_1_contigs	18127651	18128050	-	0.000	0.000	TCONS_00011408
BGTCONS_00011590	Scaffold_14_1_contigs	23259382	23259781	-	0.000	0.000	TCONS_00011590
BGTCONS_00011625	Scaffold_14_1_contigs	24387943	24388342	-	0.000	0.000	TCONS_00011625
BGTCONS_00011640	Scaffold_14_1_contigs	25623068	25623467	-	0.000	0.000	TCONS_00011640
BGTCONS_00011667	Scaffold_14_1_contigs	26974204	26974603	-	0.000	0.000	TCONS_00011667
BGTCONS_00011725	Scaffold_14_1_contigs	28047541	28047940	-	0.000	0.000	TCONS_00011725
BGTCONS_00011769	Scaffold_14_1_contigs	29264521	29264920	-	0.000	0.000	TCONS_00011769
BGTCONS_00029035	Scaffold_21_1_contigs	4994107	4994506	-	0.000	0.000	TCONS_00029035
BGTCONS_00029167	Scaffold_21_1_contigs	10080205	10080604	-	0.000	0.000	TCONS_00029167
BGTCONS_00029168	Scaffold_21_1_contigs	10091245	10091644	-	0.000	0.000	TCONS_00029168
BGTCONS_00029174	Scaffold_21_1_contigs	10107235	10107634	-	0.000	0.000	TCONS_00029174
BGTCONS_00029282	Scaffold_21_1_contigs	14742222	14742621	-	0.000	0.000	TCONS_00029282
BGTCONS_00029368	Scaffold_21_1_contigs	17261293	17261692	-	0.000	0.000	TCONS_00029368
BGTCONS_00029623	Scaffold_21_1_contigs	25656569	25656968	-	0.000	0.000	TCONS_00029623
BGTCONS_00029681	Scaffold_21_1_contigs	28782587	28782986	-	0.000	0.000	TCONS_00029681
BGTCONS_00029711	Scaffold_21_1_contigs	29450269	29450668	-	0.000	0.000	TCONS_00029711
