#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_12_promoters/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_12_promoters/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_12_promoters/0.494095525079505.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_12_promoters/target.clean..pos
BGTCONS_00025949	Scaffold_20_1_contigs	1872608	1873007	+	0.000	0.000	TCONS_00025949
BGTCONS_00026063	Scaffold_20_1_contigs	6041358	6041757	+	0.000	0.000	TCONS_00026063
BGTCONS_00026236	Scaffold_20_1_contigs	11490956	11491355	+	0.000	0.000	TCONS_00026236
BGTCONS_00026249	Scaffold_20_1_contigs	11960775	11961174	+	0.000	0.000	TCONS_00026249
BGTCONS_00026387	Scaffold_20_1_contigs	17845438	17845837	+	0.000	0.000	TCONS_00026387
BGTCONS_00026475	Scaffold_20_1_contigs	20611840	20612239	+	0.000	0.000	TCONS_00026475
BGTCONS_00026631	Scaffold_20_1_contigs	26876348	26876747	+	0.000	0.000	TCONS_00026631
BGTCONS_00026632	Scaffold_20_1_contigs	26921099	26921498	+	0.000	0.000	TCONS_00026632
BGTCONS_00026633	Scaffold_20_1_contigs	27012217	27012616	+	0.000	0.000	TCONS_00026633
BGTCONS_00026749	Scaffold_20_1_contigs	30677197	30677596	+	0.000	0.000	TCONS_00026749
BGTCONS_00026915	Scaffold_20_1_contigs	37547590	37547989	+	0.000	0.000	TCONS_00026915
BGTCONS_00027144	Scaffold_20_1_contigs	9557343	9557742	-	0.000	0.000	TCONS_00027144
BGTCONS_00027193	Scaffold_20_1_contigs	11396106	11396505	-	0.000	0.000	TCONS_00027193
BGTCONS_00027569	Scaffold_20_1_contigs	26858801	26859200	-	0.000	0.000	TCONS_00027569
BGTCONS_00027570	Scaffold_20_1_contigs	26864160	26864559	-	0.000	0.000	TCONS_00027570
BGTCONS_00027677	Scaffold_20_1_contigs	30617864	30618263	-	0.000	0.000	TCONS_00027677
BGTCONS_00027701	Scaffold_20_1_contigs	31874192	31874591	-	0.000	0.000	TCONS_00027701
BGTCONS_00027795	Scaffold_20_1_contigs	35925192	35925591	-	0.000	0.000	TCONS_00027795
BGTCONS_00027854	Scaffold_21_1_contigs	223689	224088	+	0.000	0.000	TCONS_00027854
BGTCONS_00027994	Scaffold_21_1_contigs	4635206	4635605	+	0.000	0.000	TCONS_00027994
BGTCONS_00010052	Scaffold_14_1_contigs	17918971	17919370	+	0.000	0.000	TCONS_00010052
BGTCONS_00010072	Scaffold_14_1_contigs	18492413	18492812	+	0.000	0.000	TCONS_00010072
BGTCONS_00010089	Scaffold_14_1_contigs	19367416	19367815	+	0.000	0.000	TCONS_00010089
BGTCONS_00010191	Scaffold_14_1_contigs	22670610	22671009	+	0.000	0.000	TCONS_00010191
BGTCONS_00010220	Scaffold_14_1_contigs	23848831	23849230	+	0.000	0.000	TCONS_00010220
BGTCONS_00010700	Scaffold_14_1_contigs	38169538	38169937	+	0.000	0.000	TCONS_00010700
BGTCONS_00010775	Scaffold_14_1_contigs	39907399	39907798	+	0.000	0.000	TCONS_00010775
BGTCONS_00028126	Scaffold_21_1_contigs	9026544	9026943	+	0.000	0.000	TCONS_00028126
BGTCONS_00028315	Scaffold_21_1_contigs	16247871	16248270	+	0.000	0.000	TCONS_00028315
BGTCONS_00028393	Scaffold_21_1_contigs	19618218	19618617	+	0.000	0.000	TCONS_00028393
BGTCONS_00028396	Scaffold_21_1_contigs	19659609	19660008	+	0.000	0.000	TCONS_00028396
BGTCONS_00028398	Scaffold_21_1_contigs	19699077	19699476	+	0.000	0.000	TCONS_00028398
BGTCONS_00028441	Scaffold_21_1_contigs	21663207	21663606	+	0.000	0.000	TCONS_00028441
BGTCONS_00028459	Scaffold_21_1_contigs	22774015	22774414	+	0.000	0.000	TCONS_00028459
BGTCONS_00028742	Scaffold_21_1_contigs	29388887	29389286	+	0.000	0.000	TCONS_00029707
BGTCONS_00028780	Scaffold_21_1_contigs	31274671	31275070	+	0.000	0.000	TCONS_00028780
BGTCONS_00028883	Scaffold_21_1_contigs	36937229	36937628	+	0.000	0.000	TCONS_00028883
BGTCONS_00028997	Scaffold_21_1_contigs	3898384	3898783	-	0.000	0.000	TCONS_00028997
