#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_06_promoters/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_06_promoters/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_06_promoters/0.728376268948526.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_06_promoters/target.clean..pos
BGTCONS_00025963	Scaffold_20_1_contigs	2839027	2839426	+	0.000	0.000	TCONS_00025963
BGTCONS_00025975	Scaffold_20_1_contigs	3082032	3082431	+	0.000	0.000	TCONS_00025975,TCONS_00027011
BGTCONS_00026027	Scaffold_20_1_contigs	4666083	4666482	+	0.000	0.000	TCONS_00026027
BGTCONS_00026030	Scaffold_20_1_contigs	4693717	4694116	+	0.000	0.000	TCONS_00026030
BGTCONS_00026056	Scaffold_20_1_contigs	5735701	5736100	+	0.000	0.000	TCONS_00026056
BGTCONS_00026070	Scaffold_20_1_contigs	6172300	6172699	+	0.000	0.000	TCONS_00026070
BGTCONS_00026071	Scaffold_20_1_contigs	6185275	6185674	+	0.000	0.000	TCONS_00026071
BGTCONS_00026073	Scaffold_20_1_contigs	6231771	6232170	+	0.000	0.000	TCONS_00026073
BGTCONS_00026086	Scaffold_20_1_contigs	6450158	6450557	+	0.000	0.000	TCONS_00026086
BGTCONS_00026088	Scaffold_20_1_contigs	6465586	6465985	+	0.000	0.000	TCONS_00026088
BGTCONS_00026164	Scaffold_20_1_contigs	8823427	8823826	+	0.000	0.000	TCONS_00026164
BGTCONS_00026165	Scaffold_20_1_contigs	8865325	8865724	+	0.000	0.000	TCONS_00026165
BGTCONS_00026167	Scaffold_20_1_contigs	9014411	9014810	+	0.000	0.000	TCONS_00026167
BGTCONS_00026170	Scaffold_20_1_contigs	9248009	9248408	+	0.000	0.000	TCONS_00026170
BGTCONS_00026171	Scaffold_20_1_contigs	9259907	9260306	+	0.000	0.000	TCONS_00026171
BGTCONS_00026176	Scaffold_20_1_contigs	9414679	9415078	+	0.000	0.000	TCONS_00026176
BGTCONS_00026188	Scaffold_20_1_contigs	9807887	9808286	+	0.000	0.000	TCONS_00026188
BGTCONS_00026251	Scaffold_20_1_contigs	12082966	12083365	+	0.000	0.000	TCONS_00026251
BGTCONS_00026262	Scaffold_20_1_contigs	12428674	12429073	+	0.000	0.000	TCONS_00026262
BGTCONS_00026270	Scaffold_20_1_contigs	12941407	12941806	+	0.000	0.000	TCONS_00026270
BGTCONS_00026285	Scaffold_20_1_contigs	13706938	13707337	+	0.000	0.000	TCONS_00026285
BGTCONS_00026289	Scaffold_20_1_contigs	14102076	14102475	+	0.000	0.000	TCONS_00027256
BGTCONS_00026420	Scaffold_20_1_contigs	19338529	19338928	+	0.000	0.000	TCONS_00026420
BGTCONS_00026473	Scaffold_20_1_contigs	20539878	20540277	+	0.000	0.000	TCONS_00026473
BGTCONS_00026494	Scaffold_20_1_contigs	21362394	21362793	+	0.000	0.000	TCONS_00026494
BGTCONS_00026518	Scaffold_20_1_contigs	22627152	22627551	+	0.000	0.000	TCONS_00026518
BGTCONS_00026520	Scaffold_20_1_contigs	22723574	22723973	+	0.000	0.000	TCONS_00026520
BGTCONS_00026558	Scaffold_20_1_contigs	23878583	23878982	+	0.000	0.000	TCONS_00026558
BGTCONS_00026619	Scaffold_20_1_contigs	26064869	26065268	+	0.000	0.000	TCONS_00026619
BGTCONS_00026649	Scaffold_20_1_contigs	27612138	27612537	+	0.000	0.000	TCONS_00026649
BGTCONS_00026656	Scaffold_20_1_contigs	28218785	28219184	+	0.000	0.000	TCONS_00026656
BGTCONS_00026681	Scaffold_20_1_contigs	29002294	29002693	+	0.000	0.000	TCONS_00026681
BGTCONS_00026684	Scaffold_20_1_contigs	29102609	29103008	+	0.000	0.000	TCONS_00026684
BGTCONS_00026712	Scaffold_20_1_contigs	29715099	29715498	+	0.000	0.000	TCONS_00026712
BGTCONS_00026738	Scaffold_20_1_contigs	30333397	30333796	+	0.000	0.000	TCONS_00026738
BGTCONS_00026739	Scaffold_20_1_contigs	30431164	30431563	+	0.000	0.000	TCONS_00026739
BGTCONS_00026773	Scaffold_20_1_contigs	31537968	31538367	+	0.000	0.000	TCONS_00026773
BGTCONS_00026784	Scaffold_20_1_contigs	31758215	31758614	+	0.000	0.000	TCONS_00026784
BGTCONS_00026861	Scaffold_20_1_contigs	35027556	35027955	+	0.000	0.000	TCONS_00026861
BGTCONS_00026880	Scaffold_20_1_contigs	35487464	35487863	+	0.000	0.000	TCONS_00027786
BGTCONS_00026954	Scaffold_20_1_contigs	820586	820985	-	0.000	0.000	TCONS_00026954
BGTCONS_00026982	Scaffold_20_1_contigs	1535519	1535918	-	0.000	0.000	TCONS_00026982
BGTCONS_00027004	Scaffold_20_1_contigs	2873117	2873516	-	0.000	0.000	TCONS_00027004
BGTCONS_00027011	Scaffold_20_1_contigs	3082163	3082562	-	0.000	0.000	TCONS_00025975,TCONS_00027011
BGTCONS_00027016	Scaffold_20_1_contigs	3358566	3358965	-	0.000	0.000	TCONS_00027016
BGTCONS_00027064	Scaffold_20_1_contigs	6157861	6158260	-	0.000	0.000	TCONS_00027064
BGTCONS_00027067	Scaffold_20_1_contigs	6394601	6395000	-	0.000	0.000	TCONS_00027067
BGTCONS_00027076	Scaffold_20_1_contigs	6846447	6846846	-	0.000	0.000	TCONS_00027076
BGTCONS_00027123	Scaffold_20_1_contigs	8823558	8823957	-	0.000	0.000	TCONS_00026164
BGTCONS_00027133	Scaffold_20_1_contigs	9096899	9097298	-	0.000	0.000	TCONS_00027133
BGTCONS_00027158	Scaffold_20_1_contigs	9868161	9868560	-	0.000	0.000	TCONS_00027158
BGTCONS_00027244	Scaffold_20_1_contigs	13422639	13423038	-	0.000	0.000	TCONS_00027244
BGTCONS_00027248	Scaffold_20_1_contigs	13706481	13706880	-	0.000	0.000	TCONS_00027248
BGTCONS_00027256	Scaffold_20_1_contigs	14101901	14102300	-	0.000	0.000	TCONS_00027256
BGTCONS_00027285	Scaffold_20_1_contigs	15750991	15751390	-	0.000	0.000	TCONS_00027285
BGTCONS_00027287	Scaffold_20_1_contigs	15770919	15771318	-	0.000	0.000	TCONS_00027287
BGTCONS_00027293	Scaffold_20_1_contigs	16170295	16170694	-	0.000	0.000	TCONS_00027293
BGTCONS_00027331	Scaffold_20_1_contigs	17842426	17842825	-	0.000	0.000	TCONS_00027331
BGTCONS_00027474	Scaffold_20_1_contigs	23878535	23878934	-	0.000	0.000	TCONS_00026558
BGTCONS_00027477	Scaffold_20_1_contigs	23937143	23937542	-	0.000	0.000	TCONS_00027477
BGTCONS_00027565	Scaffold_20_1_contigs	26739017	26739416	-	0.000	0.000	TCONS_00027565
BGTCONS_00027634	Scaffold_20_1_contigs	29101918	29102317	-	0.000	0.000	TCONS_00027634
BGTCONS_00027657	Scaffold_20_1_contigs	29770784	29771183	-	0.000	0.000	TCONS_00027657
BGTCONS_00027675	Scaffold_20_1_contigs	30556843	30557242	-	0.000	0.000	TCONS_00027675
BGTCONS_00027696	Scaffold_20_1_contigs	31791270	31791669	-	0.000	0.000	TCONS_00027696
BGTCONS_00027731	Scaffold_20_1_contigs	33357918	33358317	-	0.000	0.000	TCONS_00027731
BGTCONS_00027740	Scaffold_20_1_contigs	33647563	33647962	-	0.000	0.000	TCONS_00027740
BGTCONS_00027746	Scaffold_20_1_contigs	33933701	33934100	-	0.000	0.000	TCONS_00027746
BGTCONS_00027786	Scaffold_20_1_contigs	35487564	35487963	-	0.000	0.000	TCONS_00027786
BGTCONS_00027853	Scaffold_21_1_contigs	192562	192961	+	0.000	0.000	TCONS_00027853
BGTCONS_00027881	Scaffold_21_1_contigs	992543	992942	+	0.000	0.000	TCONS_00027881
BGTCONS_00027950	Scaffold_21_1_contigs	3394595	3394994	+	0.000	0.000	TCONS_00027950
BGTCONS_00027968	Scaffold_21_1_contigs	3804618	3805017	+	0.000	0.000	TCONS_00027968
BGTCONS_00010019	Scaffold_14_1_contigs	17246821	17247220	+	0.000	0.000	TCONS_00010019
BGTCONS_00010038	Scaffold_14_1_contigs	17589317	17589716	+	0.000	0.000	TCONS_00010038
BGTCONS_00010053	Scaffold_14_1_contigs	17930159	17930558	+	0.000	0.000	TCONS_00010053
BGTCONS_00010056	Scaffold_14_1_contigs	17963861	17964260	+	0.000	0.000	TCONS_00010056
BGTCONS_00010086	Scaffold_14_1_contigs	19045833	19046232	+	0.000	0.000	TCONS_00010086
BGTCONS_00010113	Scaffold_14_1_contigs	20016406	20016805	+	0.000	0.000	TCONS_00010113
BGTCONS_00010119	Scaffold_14_1_contigs	20180070	20180469	+	0.000	0.000	TCONS_00010119
BGTCONS_00010161	Scaffold_14_1_contigs	22003576	22003975	+	0.000	0.000	TCONS_00010161
BGTCONS_00010184	Scaffold_14_1_contigs	22519801	22520200	+	0.000	0.000	TCONS_00010184
BGTCONS_00010185	Scaffold_14_1_contigs	22526556	22526955	+	0.000	0.000	TCONS_00010185
BGTCONS_00010190	Scaffold_14_1_contigs	22588415	22588814	+	0.000	0.000	TCONS_00010190
BGTCONS_00010218	Scaffold_14_1_contigs	23718670	23719069	+	0.000	0.000	TCONS_00010218
BGTCONS_00010279	Scaffold_14_1_contigs	25623435	25623834	+	0.000	0.000	TCONS_00010279
BGTCONS_00010330	Scaffold_14_1_contigs	27031767	27032166	+	0.000	0.000	TCONS_00010330
BGTCONS_00010339	Scaffold_14_1_contigs	27170784	27171183	+	0.000	0.000	TCONS_00010339
BGTCONS_00010344	Scaffold_14_1_contigs	27242485	27242884	+	0.000	0.000	TCONS_00010344
BGTCONS_00010379	Scaffold_14_1_contigs	27577868	27578267	+	0.000	0.000	TCONS_00011706
BGTCONS_00010397	Scaffold_14_1_contigs	27997714	27998113	+	0.000	0.000	TCONS_00010397
BGTCONS_00010398	Scaffold_14_1_contigs	28016571	28016970	+	0.000	0.000	TCONS_00010398
BGTCONS_00010423	Scaffold_14_1_contigs	28627227	28627626	+	0.000	0.000	TCONS_00010423
BGTCONS_00010442	Scaffold_14_1_contigs	29714260	29714659	+	0.000	0.000	TCONS_00010442
BGTCONS_00010463	Scaffold_14_1_contigs	30331613	30332012	+	0.000	0.000	TCONS_00010463
BGTCONS_00010472	Scaffold_14_1_contigs	30515225	30515624	+	0.000	0.000	TCONS_00011832
BGTCONS_00010498	Scaffold_14_1_contigs	31406151	31406550	+	0.000	0.000	TCONS_00010498
BGTCONS_00010499	Scaffold_14_1_contigs	31501684	31502083	+	0.000	0.000	TCONS_00010499
BGTCONS_00010515	Scaffold_14_1_contigs	32086148	32086547	+	0.000	0.000	TCONS_00010515
BGTCONS_00010518	Scaffold_14_1_contigs	32135761	32136160	+	0.000	0.000	TCONS_00010518
BGTCONS_00010526	Scaffold_14_1_contigs	32565618	32566017	+	0.000	0.000	TCONS_00010526
BGTCONS_00010597	Scaffold_14_1_contigs	35052918	35053317	+	0.000	0.000	TCONS_00010597
BGTCONS_00010639	Scaffold_14_1_contigs	36205375	36205774	+	0.000	0.000	TCONS_00010639
