#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_04_promoters/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_04_promoters/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_04_promoters/0.716306194038228.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_04_promoters/target.clean..pos
BGpeak2992	Scaffold_10_1_contigs	40289861	40290306	+	0.000	0.000	TCONS_00002310
BGpeak74548	Scaffold_7_1_contigs	41052311	41052483	+	0.000	0.000	TCONS_00051013
BGpeak74827	Scaffold_7_1_contigs	45779151	45779546	+	0.000	0.000	TCONS_00052194
BGpeak22393	Scaffold_15_1_contigs	3353296	3353802	+	0.000	0.000	TCONS_00012320
BGpeak23783	Scaffold_15_1_contigs	16595185	16595620	+	0.000	0.000	TCONS_00013910
BGpeak23812	Scaffold_15_1_contigs	17317855	17318340	+	0.000	0.000	TCONS_00013931
BGpeak76849	Scaffold_8_1_contigs	20356136	20356578	+	0.000	0.000	TCONS_00054105
BGpeak77226	Scaffold_8_1_contigs	26294455	26294735	+	0.000	0.000	TCONS_00054241
BGpeak77950	Scaffold_8_1_contigs	34969830	34970030	+	0.000	0.000	TCONS_00053361
BGpeak60195	Scaffold_4_1_contigs	10563051	10563444	+	0.000	0.000	TCONS_00043172
BGpeak78924	Scaffold_9_1_contigs	1762040	1762417	+	0.000	0.000	TCONS_00056089
BGpeak7263	Scaffold_1_1_contigs	12174278	12174554	+	0.000	0.000	TCONS_00024700
BGpeak7618	Scaffold_1_1_contigs	20527672	20527955	+	0.000	0.000	TCONS_00023466
BGpeak79221	Scaffold_9_1_contigs	4785504	4785769	+	0.000	0.000	TCONS_00054950
BGpeak79937	Scaffold_9_1_contigs	16477272	16477465	+	0.000	0.000	TCONS_00055275
BGpeak27547	Scaffold_16_1_contigs	14551241	14551621	+	0.000	0.000	TCONS_00014995
BGpeak63961	Scaffold_50_1_contigs	386482	386764	+	0.000	0.000	TCONS_00044315
BGpeak11377	Scaffold_12_1_contigs	16004454	16004788	+	0.000	0.000	TCONS_00005088
BGpeak29270	Scaffold_16_1_contigs	34265715	34265903	+	0.000	0.000	TCONS_00015512
BGpeak29914	Scaffold_17_1_contigs	2587787	2588071	+	0.000	0.000	TCONS_00016838
BGpeak65234	Scaffold_5_1_contigs	19524837	19525104	+	0.000	0.000	TCONS_00045049
BGpeak66482	Scaffold_5_1_contigs	33794771	33795326	+	0.000	0.000	TCONS_00045387
BGpeak66779	Scaffold_5_1_contigs	39690190	39690663	+	0.000	0.000	TCONS_00046654
BGpeak14361	Scaffold_13_1_contigs	9673414	9674106	+	0.000	0.000	TCONS_00007276
BGpeak14839	Scaffold_13_1_contigs	15441394	15441929	+	0.000	0.000	TCONS_00008717
BGpeak50148	Scaffold_2_1_contigs	44891244	44891496	+	0.000	0.000	TCONS_00038080
BGpeak16875	Scaffold_13_1_contigs	36745398	36745753	+	0.000	0.000	TCONS_00009324
BGpeak51319	Scaffold_22_1_contigs	10338520	10338782	+	0.000	0.000	TCONS_00030870
BGpeak51323	Scaffold_22_1_contigs	10401995	10402500	+	0.000	0.000	TCONS_00030871
BGpeak69623	Scaffold_6_1_contigs	24635762	24636357	+	0.000	0.000	TCONS_00047883
BGpeak69926	Scaffold_6_1_contigs	28061538	28061833	+	0.000	0.000	TCONS_00047984
BGpeak18067	Scaffold_14_1_contigs	5621238	5621549	+	0.000	0.000	TCONS_00009657
