#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_08_promoters/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_08_promoters/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_08_promoters/0.023197618619637.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_08_promoters/target.clean..pos
BGpeak73664	Scaffold_7_1_contigs	31859347	31859897	+	0.000	0.000	TCONS_00050758
BGpeak2275	Scaffold_10_1_contigs	32818452	32819050	+	0.000	0.000	TCONS_00000925
BGpeak2371	Scaffold_10_1_contigs	33959167	33959610	+	0.000	0.000	TCONS_00000959
BGpeak2658	Scaffold_10_1_contigs	37280356	37280618	+	0.000	0.000	TCONS_00002217
BGpeak2891	Scaffold_10_1_contigs	39515956	39516191	+	0.000	0.000	TCONS_00002286
BGpeak21774	Scaffold_14_1_contigs	39188541	39188819	+	0.000	0.000	TCONS_00010747
BGpeak39078	Scaffold_19_1_contigs	31292210	31292475	+	0.000	0.000	TCONS_00021620
BGpeak3096	Scaffold_10_1_contigs	41799546	41800424	+	0.000	0.000	TCONS_00002354
BGpeak22160	Scaffold_15_1_contigs	1314589	1315575	+	0.000	0.000	TCONS_00012270
BGpeak4030	Scaffold_11_1_contigs	7234989	7235807	+	0.000	0.000	TCONS_00003661
BGpeak4770	Scaffold_11_1_contigs	15878933	15879214	+	0.000	0.000	TCONS_00003868
BGpeak4928	Scaffold_11_1_contigs	17223171	17223473	+	0.000	0.000	TCONS_00002937
BGpeak4929	Scaffold_11_1_contigs	17223532	17223767	+	0.000	0.000	TCONS_00002937
BGpeak5097	Scaffold_11_1_contigs	19556793	19557228	+	0.000	0.000	TCONS_00003963
BGpeak24712	Scaffold_15_1_contigs	27063087	27063319	+	0.000	0.000	TCONS_00014211
BGpeak6471	Scaffold_11_1_contigs	42077583	42077789	+	0.000	0.000	TCONS_00003493
BGpeak6508	Scaffold_11_1_contigs	42410670	42411130	+	0.000	0.000	TCONS_00003503
BGpeak25194	Scaffold_15_1_contigs	31316210	31316415	+	0.000	0.000	TCONS_00014321
BGpeak25229	Scaffold_15_1_contigs	31985049	31985476	+	0.000	0.000	TCONS_00013141
BGpeak25744	Scaffold_15_1_contigs	37900065	37900266	+	0.000	0.000	TCONS_00013302
BGpeak25794	Scaffold_15_1_contigs	38685079	38685382	+	0.000	0.000	TCONS_00014559
BGpeak60306	Scaffold_4_1_contigs	12920385	12920590	+	0.000	0.000	TCONS_00043223
BGpeak60589	Scaffold_4_1_contigs	16043290	16043638	+	0.000	0.000	TCONS_00041938
BGpeak78466	Scaffold_8_1_contigs	40908632	40909038	+	0.000	0.000	TCONS_00053533
BGpeak7393	Scaffold_1_1_contigs	15241704	15242032	+	0.000	0.000	TCONS_00023337
BGpeak26043	Scaffold_155_1_contigs	64917	65093	+	0.000	0.000	TCONS_00012228
BGpeak26062	Scaffold_16_1_contigs	216186	216516	+	0.000	0.000	TCONS_00014638
BGpeak79539	Scaffold_9_1_contigs	10843257	10843497	+	0.000	0.000	TCONS_00056288
BGpeak27347	Scaffold_16_1_contigs	12452247	12452995	+	0.000	0.000	TCONS_00016024
BGpeak8864	Scaffold_1_1_contigs	44835952	44836226	+	0.000	0.000	TCONS_00024071
BGpeak8865	Scaffold_1_1_contigs	44836256	44836646	+	0.000	0.000	TCONS_00024071
BGpeak62589	Scaffold_4_1_contigs	39098903	39099070	+	0.000	0.000	TCONS_00043934
BGpeak10037	Scaffold_12_1_contigs	2654032	2654405	+	0.000	0.000	TCONS_00004650
BGpeak10353	Scaffold_12_1_contigs	5914760	5915595	+	0.000	0.000	TCONS_00004746
BGpeak10848	Scaffold_12_1_contigs	11406090	11406418	+	0.000	0.000	TCONS_00006191
BGpeak9437	Scaffold_1_1_contigs	52446285	52446510	+	0.000	0.000	TCONS_00025621
BGpeak9539	Scaffold_1_1_contigs	53981928	53982187	+	0.000	0.000	TCONS_00024263
BGpeak9914	Scaffold_12_1_contigs	831642	832006	+	0.000	0.000	TCONS_00004595
BGpeak28641	Scaffold_16_1_contigs	26150078	26150577	+	0.000	0.000	TCONS_00015326
BGpeak63127	Scaffold_4_1_contigs	43677018	43677187	+	0.000	0.000	TCONS_00042758
BGpeak63431	Scaffold_4_1_contigs	46697427	46697580	+	0.000	0.000	TCONS_00044155
BGpeak11405	Scaffold_12_1_contigs	16275446	16275719	+	0.000	0.000	TCONS_00006344
BGpeak11845	Scaffold_12_1_contigs	20214398	20214601	+	0.000	0.000	TCONS_00005265
BGpeak11977	Scaffold_12_1_contigs	21846638	21846867	+	0.000	0.000	TCONS_00006483
BGpeak29512	Scaffold_16_1_contigs	37162134	37162577	+	0.000	0.000	TCONS_00016669
BGpeak29590	Scaffold_16_1_contigs	37856887	37857579	+	0.000	0.000	TCONS_00015587
BGpeak29714	Scaffold_16_1_contigs	39463727	39464217	+	0.000	0.000	TCONS_00015628
BGpeak65899	Scaffold_5_1_contigs	28133492	28133676	+	0.000	0.000	TCONS_00046367
BGpeak13061	Scaffold_12_1_contigs	35782144	35782432	+	0.000	0.000	TCONS_00005681
BGpeak13221	Scaffold_12_1_contigs	38171571	38172160	+	0.000	0.000	TCONS_00005729
BGpeak13681	Scaffold_13_1_contigs	2790779	2791179	+	0.000	0.000	TCONS_00008368
BGpeak66676	Scaffold_5_1_contigs	38673174	38673533	+	0.000	0.000	TCONS_00046614
BGpeak67667	Scaffold_6_1_contigs	1224284	1224630	+	0.000	0.000	TCONS_00047231
BGpeak68991	Scaffold_6_1_contigs	16899518	16899765	+	0.000	0.000	TCONS_00047621
BGpeak16493	Scaffold_13_1_contigs	33333548	33333778	+	0.000	0.000	TCONS_00008009
BGpeak16961	Scaffold_13_1_contigs	37229919	37230126	+	0.000	0.000	TCONS_00008119
BGpeak51458	Scaffold_22_1_contigs	12275486	12275716	+	0.000	0.000	TCONS_00030925
BGpeak69651	Scaffold_6_1_contigs	24943854	24944075	+	0.000	0.000	TCONS_00049238
BGpeak17032	Scaffold_13_1_contigs	37808820	37809051	+	0.000	0.000	TCONS_00009353
BGpeak17095	Scaffold_13_1_contigs	38179022	38179474	+	0.000	0.000	TCONS_00009372
BGpeak17213	Scaffold_13_1_contigs	39095028	39095262	+	0.000	0.000	TCONS_00009405
BGpeak17998	Scaffold_14_1_contigs	5166641	5167364	+	0.000	0.000	TCONS_00009649
BGpeak18151	Scaffold_14_1_contigs	6087206	6087408	+	0.000	0.000	TCONS_00010994
BGpeak18225	Scaffold_14_1_contigs	6864621	6865273	+	0.000	0.000	TCONS_00011017
BGpeak18371	Scaffold_14_1_contigs	8078361	8078726	+	0.000	0.000	TCONS_00011064
BGpeak18772	Scaffold_14_1_contigs	11179252	11179765	+	0.000	0.000	TCONS_00009854
BGpeak53351	Scaffold_22_1_contigs	32819220	32819540	+	0.000	0.000	TCONS_00031434
BGpeak19265	Scaffold_14_1_contigs	15599654	15600089	+	0.000	0.000	TCONS_00011337
BGpeak327	Scaffold_10_1_contigs	3400802	3401206	+	0.000	0.000	TCONS_00000172
BGpeak54884	Scaffold_24_1_contigs	2397869	2398025	+	0.000	0.000	TCONS_00032738
BGpeak54885	Scaffold_24_1_contigs	2398886	2399216	+	0.000	0.000	TCONS_00032739
BGpeak57707	Scaffold_3_1_contigs	11308368	11308552	+	0.000	0.000	TCONS_00040382
BGpeak40087	Scaffold_20_1_contigs	519728	520057	+	0.000	0.000	TCONS_00025887
BGpeak40121	Scaffold_20_1_contigs	766092	766254	+	0.000	0.000	TCONS_00026953
BGpeak58080	Scaffold_3_1_contigs	17784188	17784431	+	0.000	0.000	TCONS_00040487
BGpeak58758	Scaffold_3_1_contigs	41705019	41705253	+	0.000	0.000	TCONS_00040015
BGpeak58805	Scaffold_3_1_contigs	43344609	43345221	+	0.000	0.000	TCONS_00040049
BGpeak58812	Scaffold_3_1_contigs	43491908	43492147	+	0.000	0.000	TCONS_00040052
BGpeak42748	Scaffold_20_1_contigs	25459964	25460362	+	0.000	0.000	TCONS_00027514
BGpeak43249	Scaffold_20_1_contigs	30638400	30639219	+	0.000	0.000	TCONS_00027679
BGpeak44890	Scaffold_21_1_contigs	7657338	7657621	+	0.000	0.000	TCONS_00029115
BGpeak45475	Scaffold_21_1_contigs	12901294	12901876	+	0.000	0.000	TCONS_00028260
BGpeak45746	Scaffold_21_1_contigs	15891918	15892282	+	0.000	0.000	TCONS_00029311
BGpeak45921	Scaffold_21_1_contigs	17897202	17897394	+	0.000	0.000	TCONS_00028360
BGpeak80916	Scaffold_9_1_contigs	27795617	27796087	+	0.000	0.000	TCONS_00056765
BGpeak81285	Scaffold_9_1_contigs	31196363	31196601	+	0.000	0.000	TCONS_00056864
BGpeak81445	Scaffold_9_1_contigs	33339575	33339808	+	0.000	0.000	TCONS_00055749
BGpeak47785	Scaffold_2_1_contigs	1361956	1362348	+	0.000	0.000	TCONS_00035931
BGpeak82261	Scaffold_9_1_contigs	40456500	40456777	+	0.000	0.000	TCONS_00057154
BGpeak30184	Scaffold_17_1_contigs	5422518	5422713	+	0.000	0.000	TCONS_00016922
BGpeak49445	Scaffold_2_1_contigs	33541817	33542091	+	0.000	0.000	TCONS_00036684
BGpeak32696	Scaffold_17_1_contigs	35704523	35704708	+	0.000	0.000	TCONS_00017750
BGpeak35571	Scaffold_18_1_contigs	29587029	29587479	+	0.000	0.000	TCONS_00020597
BGpeak70059	Scaffold_6_1_contigs	29633629	29633858	+	0.000	0.000	TCONS_00049340
BGpeak70342	Scaffold_6_1_contigs	33236827	33237027	+	0.000	0.000	TCONS_00049456
BGpeak36042	Scaffold_18_1_contigs	34136165	34136509	+	0.000	0.000	TCONS_00020721
BGpeak36215	Scaffold_18_1_contigs	35837707	35838005	+	0.000	0.000	TCONS_00019682
BGpeak36353	Scaffold_18_1_contigs	37507079	37507459	+	0.000	0.000	TCONS_00020796
BGpeak71560	Scaffold_6_1_contigs	45643464	45643815	+	0.000	0.000	TCONS_00049778
BGpeak37144	Scaffold_19_1_contigs	9800592	9800948	+	0.000	0.000	TCONS_00022104
BGpeak72429	Scaffold_7_1_contigs	11225140	11225345	+	0.000	0.000	TCONS_00051409
BGpeak1113	Scaffold_10_1_contigs	15066378	15067046	+	0.000	0.000	TCONS_00001656
BGpeak20087	Scaffold_14_1_contigs	22718289	22718824	+	0.000	0.000	TCONS_00010194
BGpeak20178	Scaffold_14_1_contigs	23578580	23578970	+	0.000	0.000	TCONS_00010212
BGpeak20479	Scaffold_14_1_contigs	26174097	26175082	+	0.000	0.000	TCONS_00011650
BGpeak20748	Scaffold_14_1_contigs	28391767	28392580	+	0.000	0.000	TCONS_00010413
BGpeak20759	Scaffold_14_1_contigs	28457893	28458261	+	0.000	0.000	TCONS_00011733
