#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_19_promoters/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_19_promoters/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_19_promoters/0.907699992022575.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_19_promoters/target.clean..pos
BGpeak38629	Scaffold_19_1_contigs	26406282	26406540	+	0.000	0.000	TCONS_00022587
BGpeak38880	Scaffold_19_1_contigs	29639619	29639836	+	0.000	0.000	TCONS_00022690
BGpeak21849	Scaffold_14_1_contigs	39798712	39799065	+	0.000	0.000	TCONS_00010768
BGpeak39579	Scaffold_19_1_contigs	36118954	36119141	+	0.000	0.000	TCONS_00022880
BGpeak74187	Scaffold_7_1_contigs	37099759	37099936	+	0.000	0.000	TCONS_00050905
BGpeak74419	Scaffold_7_1_contigs	39098863	39099092	+	0.000	0.000	TCONS_00050948
BGpeak74429	Scaffold_7_1_contigs	39141775	39142295	+	0.000	0.000	TCONS_00052054
BGpeak74568	Scaffold_7_1_contigs	41386491	41386682	+	0.000	0.000	TCONS_00052104
BGpeak3095	Scaffold_10_1_contigs	41798895	41799492	+	0.000	0.000	TCONS_00001170
BGpeak3877	Scaffold_11_1_contigs	5871813	5872037	+	0.000	0.000	TCONS_00002693
BGpeak75143	Scaffold_8_1_contigs	1475351	1476079	+	0.000	0.000	TCONS_00053654
BGpeak4218	Scaffold_11_1_contigs	8986450	8986665	+	0.000	0.000	TCONS_00003694
BGpeak4496	Scaffold_11_1_contigs	12808345	12808545	+	0.000	0.000	TCONS_00002835
BGpeak23606	Scaffold_15_1_contigs	15315916	15316312	+	0.000	0.000	TCONS_00013875
