trim_Bf_UFegg_1	01_UFegg	1
trim_Bf_UFegg_2	01_UFegg	2
trim_Bf_32-64_1	02_32-64	1
trim_Bf_32-64_2	02_32-64	2
trim_Bf_blastula_1	03_blastula	1
trim_Bf_blastula_2	03_blastula	2
trim_Bf_G1_1	04_G1	1
trim_Bf_G1_2	04_G1	2
trim_Bf_G5-6_1	05_G5-6	1
trim_Bf_G5-6_2	05_G5-6	2
trim_Bf_N1_1	06_N1	1
trim_Bf_N1_2	06_N1	2
trim_Bf_N3_1	07_N3	1
trim_Bf_N3_2	07_N3	2
trim_Bf_N3_3	07_N3	3
trim_Bf_L1_1	08_L1	1
trim_Bf_L1_2	08_L1	2
trim_Bf_L2_1	09_L2	1
trim_Bf_L2_2	09_L2	2
trim_Bf_L3_1	10_L3	1
trim_Bf_L3_2	10_L3	2
trim_Bf_Juvenile_1	11_Juvenile	1
trim_Bf_Juvenile_2	11_Juvenile	2
trim_Bf_MatureFemale_1	12_Adult	1
trim_Bf_MatureFemale_2	12_Adult	2
trim_Bf_MatureMale_1	12_Adult	3
trim_Bf_MatureMale_2	12_Adult	4
