Orthogroup	SACKO_ok	APOSC_ok
OG0000000	SACKO_12749	APOSC_11837, APOSC_12606
OG0000000	SACKO_25619	APOSC_11472, APOSC_29094
OG0000000	SACKO_25266	APOSC_19214
OG0000000	SACKO_05553	APOSC_25410
OG0000000	SACKO_16683	APOSC_11604
OG0000000	SACKO_25799	APOSC_28354
OG0000000	SACKO_08208, SACKO_08197	APOSC_19137
OG0000000	SACKO_32730, SACKO_17792	APOSC_11544
OG0000000	SACKO_03962	APOSC_13522
OG0000000	SACKO_19489	APOSC_06717
OG0000000	SACKO_31887	APOSC_04208
OG0000000	SACKO_26668	APOSC_11499
OG0000000	SACKO_24012	APOSC_22022
OG0000000	SACKO_11590	APOSC_04964
OG0000000	SACKO_24001	APOSC_22917
OG0000000	SACKO_11588	APOSC_16565
OG0000000	SACKO_24002	APOSC_27318
OG0000000	SACKO_24031	APOSC_06302
OG0000000	SACKO_24025	APOSC_14732
OG0000000	SACKO_26673	APOSC_24894
OG0000000	SACKO_06485	APOSC_24788
OG0000000	SACKO_31872	APOSC_28968
OG0000000	SACKO_24017	APOSC_18629
OG0000000	SACKO_23999	APOSC_01689
OG0000000	SACKO_23994, SACKO_24038	APOSC_01343
OG0000000	SACKO_11599	APOSC_10621
OG0000000	SACKO_22872	APOSC_22429
OG0000000	SACKO_31901	APOSC_04636
OG0000000	SACKO_31899	APOSC_18693
OG0000000	SACKO_11978	APOSC_00117
OG0000000	SACKO_12011	APOSC_08607
OG0000001	SACKO_00349	APOSC_11325, APOSC_21373
OG0000001	SACKO_04733	APOSC_14768, APOSC_07507, APOSC_17360
OG0000001	SACKO_14088	APOSC_02406
OG0000001	SACKO_30873	APOSC_22349, APOSC_16849
OG0000001	SACKO_18839	APOSC_27210
OG0000001	SACKO_32181, SACKO_32204, SACKO_09602, SACKO_09587, SACKO_09589, SACKO_09586, SACKO_09607, SACKO_09600, SACKO_09584, SACKO_09591, SACKO_09592	APOSC_12124, APOSC_24525, APOSC_00358, APOSC_15381, APOSC_11275, APOSC_07220, APOSC_02525, APOSC_09129, APOSC_04420, APOSC_26949, APOSC_05393, APOSC_00625, APOSC_18025, APOSC_02499, APOSC_01751, APOSC_07766
OG0000002	SACKO_14603	APOSC_17563
OG0000002	SACKO_11085	APOSC_09040, APOSC_26016
OG0000002	SACKO_06701, SACKO_06700, SACKO_21327, SACKO_06693, SACKO_17170, SACKO_06704, SACKO_06690, SACKO_06691, SACKO_06696, SACKO_12813, SACKO_06698, SACKO_21313, SACKO_21320, SACKO_08727, SACKO_08706	APOSC_00935
OG0000002	SACKO_18605, SACKO_04997, SACKO_05015, SACKO_02276	APOSC_18975, APOSC_26427, APOSC_18610, APOSC_20563, APOSC_04905
OG0000002	SACKO_21130	APOSC_26642
OG0000002	SACKO_00245, SACKO_00252	APOSC_19154, APOSC_21951
OG0000003	SACKO_16447	APOSC_21853
OG0000003	SACKO_32071	APOSC_02027
OG0000003	SACKO_05907	APOSC_06472
OG0000004	SACKO_02249	APOSC_21785
OG0000004	SACKO_16987	APOSC_18755
OG0000004	SACKO_20132	APOSC_28260, APOSC_25240
OG0000005	SACKO_14812	APOSC_24691
OG0000005	SACKO_15042	APOSC_28430, APOSC_12554
OG0000005	SACKO_08146	APOSC_26754
OG0000005	SACKO_00899, SACKO_02650, SACKO_00900	APOSC_15445, APOSC_13185, APOSC_03153
OG0000006	SACKO_21129	APOSC_21099
OG0000006	SACKO_11503	APOSC_10640
OG0000006	SACKO_02616	APOSC_17637
OG0000006	SACKO_13650	APOSC_08805
OG0000006	SACKO_23250	APOSC_25251, APOSC_25252
OG0000006	SACKO_15817	APOSC_19228
OG0000006	SACKO_32444	APOSC_11581
OG0000006	SACKO_14761, SACKO_02017	APOSC_02745
OG0000006	SACKO_32500	APOSC_10711
OG0000006	SACKO_06429	APOSC_28483, APOSC_20785, APOSC_25644
OG0000006	SACKO_20803	APOSC_06790, APOSC_06791
OG0000006	SACKO_22000	APOSC_23470
OG0000007	SACKO_33112	APOSC_04982
OG0000007	SACKO_16486	APOSC_19545
OG0000007	SACKO_25751	APOSC_11262
OG0000007	SACKO_30170	APOSC_11791
OG0000007	SACKO_17363	APOSC_29119
OG0000007	SACKO_03410	APOSC_07509
OG0000007	SACKO_33128	APOSC_11745
OG0000007	SACKO_15684	APOSC_20868
OG0000007	SACKO_15694	APOSC_21514
OG0000007	SACKO_22717	APOSC_25152
OG0000007	SACKO_04591	APOSC_15698
OG0000007	SACKO_27771	APOSC_04562
OG0000007	SACKO_27817	APOSC_09541, APOSC_09542
OG0000007	SACKO_00927	APOSC_22651
OG0000007	SACKO_02233	APOSC_10715
OG0000007	SACKO_03579	APOSC_26829
OG0000007	SACKO_31102, SACKO_31073	APOSC_17950
OG0000007	SACKO_11981	APOSC_07482
OG0000008	SACKO_09217	APOSC_02254, APOSC_22517
OG0000008	SACKO_31986, SACKO_33937, SACKO_05540	APOSC_29142
OG0000008	SACKO_07048	APOSC_21268, APOSC_17741, APOSC_28461, APOSC_04276, APOSC_07021, APOSC_04176, APOSC_04177
OG0000008	SACKO_00440, SACKO_12800	APOSC_03242, APOSC_29070, APOSC_27667, APOSC_17515, APOSC_10880, APOSC_20061, APOSC_27050, APOSC_00282, APOSC_13323, APOSC_01481, APOSC_20641
OG0000009	SACKO_01914	APOSC_16724, APOSC_19765
OG0000010	SACKO_14205, SACKO_26471	APOSC_28942, APOSC_04520
OG0000010	SACKO_23674	APOSC_12174
OG0000010	SACKO_12952, SACKO_12967, SACKO_01342, SACKO_30645	APOSC_11855
OG0000010	SACKO_22527, SACKO_09182	APOSC_26738, APOSC_01123, APOSC_00727
OG0000011	SACKO_22764	APOSC_25130, APOSC_25933, APOSC_01416, APOSC_25932, APOSC_00037, APOSC_04547, APOSC_10178, APOSC_13118, APOSC_19810, APOSC_13795, APOSC_12778, APOSC_01800, APOSC_24912, APOSC_04733, APOSC_09019, APOSC_09279, APOSC_11006, APOSC_12345, APOSC_11207, APOSC_13969, APOSC_10113, APOSC_25340, APOSC_02325, APOSC_08981, APOSC_17566, APOSC_17899, APOSC_24383, APOSC_27819, APOSC_02640, APOSC_01478, APOSC_01406
OG0000012	SACKO_25852, SACKO_05170, SACKO_05236, SACKO_05231, SACKO_27422, SACKO_01346, SACKO_05227, SACKO_05213, SACKO_06922, SACKO_10565	APOSC_26906, APOSC_13089
OG0000012	SACKO_06077	APOSC_13357
OG0000012	SACKO_01736	APOSC_26545
OG0000012	SACKO_05175	APOSC_14826
OG0000013	SACKO_02509, SACKO_16247	APOSC_25496, APOSC_21152, APOSC_27245, APOSC_17089
OG0000014	SACKO_03371, SACKO_03415, SACKO_03391, SACKO_22208, SACKO_17210, SACKO_07037	APOSC_12674
OG0000014	SACKO_08621	APOSC_23467, APOSC_12182, APOSC_12181, APOSC_04687, APOSC_28041, APOSC_18468, APOSC_13472
OG0000014	SACKO_13283	APOSC_00187
OG0000015	SACKO_31692	APOSC_08494
OG0000015	SACKO_07983	APOSC_12040
OG0000015	SACKO_01122, SACKO_01126	APOSC_14290, APOSC_28281, APOSC_03142
OG0000015	SACKO_09494	APOSC_28752
OG0000015	SACKO_31697	APOSC_04279
OG0000016	SACKO_08552, SACKO_02763, SACKO_27519	APOSC_05404
OG0000016	SACKO_31968	APOSC_06852, APOSC_19259
OG0000016	SACKO_06844	APOSC_09217
OG0000016	SACKO_19317, SACKO_06877, SACKO_04946	APOSC_26907
OG0000016	SACKO_23373, SACKO_07103, SACKO_18319	APOSC_26372, APOSC_26868, APOSC_26028
OG0000016	SACKO_14898	APOSC_14883
OG0000016	SACKO_26527	APOSC_28721
OG0000016	SACKO_06390	APOSC_05485
OG0000016	SACKO_10752, SACKO_25451, SACKO_06368, SACKO_16222, SACKO_01152, SACKO_01198, SACKO_02850, SACKO_02856, SACKO_23460, SACKO_02844, SACKO_00542, SACKO_04938, SACKO_04247, SACKO_12793, SACKO_30133, SACKO_06151, SACKO_06139, SACKO_16244, SACKO_18686, SACKO_27061, SACKO_06906, SACKO_06367, SACKO_06917	APOSC_19884
OG0000017	SACKO_32297	APOSC_14993, APOSC_04363, APOSC_10874, APOSC_19675, APOSC_17962, APOSC_16160, APOSC_27563, APOSC_14184, APOSC_24575, APOSC_11424, APOSC_16019, APOSC_08524
OG0000017	SACKO_00987, SACKO_29799	APOSC_17481, APOSC_14095
OG0000018	SACKO_12447	APOSC_17923
OG0000018	SACKO_21669, SACKO_17074	APOSC_18141
OG0000018	SACKO_20752	APOSC_26690, APOSC_28962, APOSC_22915, APOSC_22631, APOSC_07163, APOSC_26689
OG0000019	SACKO_29254	APOSC_17249, APOSC_17250, APOSC_21840
OG0000019	SACKO_34115	APOSC_11237
OG0000019	SACKO_17301	APOSC_11447
OG0000019	SACKO_10721	APOSC_10943, APOSC_07328, APOSC_07329, APOSC_13030, APOSC_10924, APOSC_18630, APOSC_20315
OG0000020	SACKO_22951	APOSC_14708
OG0000020	SACKO_32378	APOSC_13376
OG0000020	SACKO_15147	APOSC_27693
OG0000020	SACKO_20642	APOSC_28648
OG0000020	SACKO_26124	APOSC_26550
OG0000020	SACKO_23553	APOSC_09964
OG0000020	SACKO_16107, SACKO_20105	APOSC_00691
OG0000020	SACKO_15854	APOSC_03094
OG0000020	SACKO_29670	APOSC_05461
OG0000020	SACKO_04148	APOSC_07853
OG0000020	SACKO_24638	APOSC_14067
OG0000020	SACKO_04828	APOSC_25230
OG0000021	SACKO_17226, SACKO_17242, SACKO_17184	APOSC_23251, APOSC_13950, APOSC_23254, APOSC_23253
OG0000021	SACKO_24549	APOSC_11990
OG0000021	SACKO_04567	APOSC_13612
OG0000021	SACKO_15594	APOSC_02202
OG0000021	SACKO_33152	APOSC_26674
OG0000021	SACKO_29742	APOSC_27384
OG0000021	SACKO_31258, SACKO_00486, SACKO_14364, SACKO_10771, SACKO_11695, SACKO_09800, SACKO_24631	APOSC_09814
OG0000021	SACKO_25838	APOSC_03399, APOSC_23486, APOSC_20200, APOSC_20201, APOSC_00458, APOSC_17587, APOSC_13199, APOSC_11609, APOSC_23651, APOSC_17223, APOSC_20614
OG0000021	SACKO_24640	APOSC_04995, APOSC_08508, APOSC_08509, APOSC_11901, APOSC_23082
OG0000023	SACKO_10529	APOSC_14758
OG0000023	SACKO_06926	APOSC_23823, APOSC_12992, APOSC_08983, APOSC_08982
OG0000023	SACKO_14770	APOSC_18183, APOSC_27088, APOSC_07209, APOSC_18870
OG0000023	SACKO_29082, SACKO_29077	APOSC_12268
OG0000023	SACKO_02636, SACKO_32832, SACKO_04746, SACKO_21615, SACKO_02641, SACKO_06924	APOSC_15754, APOSC_15753
OG0000024	SACKO_13222	APOSC_18490, APOSC_18489, APOSC_21491
OG0000025	SACKO_19443	APOSC_07695, APOSC_28723, APOSC_05951, APOSC_03667, APOSC_14715, APOSC_08289, APOSC_16063, APOSC_22831, APOSC_28153, APOSC_04066, APOSC_17917, APOSC_10185
OG0000025	SACKO_21220	APOSC_22885, APOSC_25730, APOSC_26591, APOSC_16189, APOSC_04292, APOSC_05296, APOSC_23673
OG0000025	SACKO_13340	APOSC_16064, APOSC_13930, APOSC_14384, APOSC_20106, APOSC_27720, APOSC_16406, APOSC_27399, APOSC_26764, APOSC_02075, APOSC_16057, APOSC_04291, APOSC_13769, APOSC_15339, APOSC_09001, APOSC_10546, APOSC_03176
OG0000025	SACKO_20772, SACKO_33394, SACKO_06338	APOSC_26832, APOSC_25716, APOSC_04817, APOSC_15835, APOSC_10002, APOSC_03320, APOSC_08050, APOSC_11235, APOSC_13630, APOSC_13492, APOSC_02242
OG0000026	SACKO_19144	APOSC_12180
OG0000026	SACKO_23233	APOSC_13965
OG0000026	SACKO_29967, SACKO_25622	APOSC_06128
OG0000026	SACKO_15830	APOSC_19946, APOSC_16869, APOSC_02238, APOSC_26096, APOSC_26099, APOSC_26100, APOSC_26095, APOSC_02237, APOSC_26097, APOSC_26098, APOSC_26101, APOSC_29011, APOSC_29010
OG0000026	SACKO_19336, SACKO_18847	APOSC_17220
OG0000026	SACKO_24091	APOSC_14214
OG0000027	SACKO_16243, SACKO_16215, SACKO_20907, SACKO_20901, SACKO_20909, SACKO_20913, SACKO_20906, SACKO_20908, SACKO_20904, SACKO_01887, SACKO_01902, SACKO_24465, SACKO_19838, SACKO_12782, SACKO_13981	APOSC_00367, APOSC_04798, APOSC_15438, APOSC_25751, APOSC_07487, APOSC_07887, APOSC_13318, APOSC_08776, APOSC_13270
OG0000028	SACKO_00031, SACKO_00042, SACKO_00048, SACKO_00060	APOSC_18684
OG0000028	SACKO_21235	APOSC_14441
OG0000028	SACKO_11105, SACKO_11126	APOSC_06053
OG0000028	SACKO_32628	APOSC_22599
OG0000028	SACKO_00054, SACKO_29910	APOSC_17838, APOSC_17839
OG0000028	SACKO_21077, SACKO_21076, SACKO_18955, SACKO_29407	APOSC_22919, APOSC_22920
OG0000028	SACKO_04520	APOSC_04522
OG0000029	SACKO_12540, SACKO_04574	APOSC_07574, APOSC_20436
OG0000029	SACKO_07374	APOSC_04700
OG0000029	SACKO_14992, SACKO_14998, SACKO_15002	APOSC_18084
OG0000029	SACKO_16822, SACKO_04689, SACKO_33098, SACKO_33086, SACKO_33097, SACKO_33076	APOSC_20307, APOSC_21722, APOSC_14165, APOSC_23954, APOSC_24664, APOSC_08971
OG0000029	SACKO_26681, SACKO_26700, SACKO_26680, SACKO_26670, SACKO_26667, SACKO_25014, SACKO_14195	APOSC_15506
OG0000030	SACKO_19659, SACKO_06190, SACKO_06196	APOSC_06833, APOSC_14874, APOSC_04381
OG0000030	SACKO_06188, SACKO_06167, SACKO_15139, SACKO_15143	APOSC_23944, APOSC_11647, APOSC_21982
OG0000030	SACKO_15145, SACKO_06184, SACKO_15141, SACKO_15135, SACKO_06169, SACKO_06668, SACKO_06170	APOSC_21869, APOSC_21866, APOSC_21868, APOSC_21867
OG0000030	SACKO_23559	APOSC_00359
OG0000030	SACKO_16655, SACKO_09928, SACKO_09940	APOSC_18052, APOSC_19478
OG0000030	SACKO_34092, SACKO_34095	APOSC_12431, APOSC_12430
OG0000030	SACKO_33974	APOSC_27610
OG0000031	SACKO_18621	APOSC_14687
OG0000031	SACKO_18614	APOSC_14535
OG0000031	SACKO_16512	APOSC_00328
OG0000031	SACKO_26607, SACKO_21501	APOSC_01319
OG0000031	SACKO_14417	APOSC_17680
OG0000031	SACKO_32680	APOSC_02579
OG0000031	SACKO_03088	APOSC_22997
OG0000031	SACKO_31006	APOSC_06756, APOSC_06755
OG0000032	SACKO_02664	APOSC_24218, APOSC_15369, APOSC_23030, APOSC_14347, APOSC_17486, APOSC_15168, APOSC_06921, APOSC_26892, APOSC_15726
OG0000034	SACKO_08906	APOSC_28767, APOSC_28766
OG0000034	SACKO_15619	APOSC_01056
OG0000034	SACKO_19192	APOSC_00389
OG0000034	SACKO_16505	APOSC_10138
OG0000034	SACKO_05860	APOSC_10830
OG0000034	SACKO_29852	APOSC_23397
