Orthogroup	SACKO_ok	AMPFI_ok
OG0000000	SACKO_12749	AMPFI_12098
OG0000000	SACKO_19677	AMPFI_16114
OG0000000	SACKO_25619	AMPFI_11894
OG0000000	SACKO_05553	AMPFI_12336
OG0000000	SACKO_25799	AMPFI_16025
OG0000000	SACKO_08208, SACKO_08197	AMPFI_08228
OG0000000	SACKO_31887	AMPFI_02168
OG0000000	SACKO_11588	AMPFI_19781
OG0000000	SACKO_24031	AMPFI_22359
OG0000000	SACKO_31872	AMPFI_12478
OG0000000	SACKO_23999	AMPFI_25019
OG0000000	SACKO_23994, SACKO_24038	AMPFI_04297
OG0000000	SACKO_11599	AMPFI_20876
OG0000000	SACKO_31901	AMPFI_21326
OG0000000	SACKO_11978	AMPFI_01589
OG0000000	SACKO_12011	AMPFI_10655
OG0000001	SACKO_14088	AMPFI_21297
OG0000001	SACKO_30873	AMPFI_19631
OG0000001	SACKO_25200	AMPFI_17354
OG0000001	SACKO_18839	AMPFI_25090
OG0000001	SACKO_04743, SACKO_04719	AMPFI_18148, AMPFI_13477
OG0000001	SACKO_32181, SACKO_32204, SACKO_09602, SACKO_09587, SACKO_09589, SACKO_09586, SACKO_09607, SACKO_09600, SACKO_09584, SACKO_09591, SACKO_09592	AMPFI_00828, AMPFI_17788, AMPFI_06520, AMPFI_03907, AMPFI_04264, AMPFI_03487, AMPFI_00879
OG0000002	SACKO_14603	AMPFI_23102
OG0000002	SACKO_18256, SACKO_21544, SACKO_20829, SACKO_09450, SACKO_09460	AMPFI_05274, AMPFI_05275, AMPFI_21942
OG0000002	SACKO_18605, SACKO_04997, SACKO_05015, SACKO_02276	AMPFI_19052, AMPFI_09634, AMPFI_20301, AMPFI_00785, AMPFI_19979, AMPFI_18855, AMPFI_10028, AMPFI_14105
OG0000002	SACKO_13458	AMPFI_23105, AMPFI_23982, AMPFI_10257, AMPFI_10256, AMPFI_17364, AMPFI_17537, AMPFI_23709, AMPFI_23336
OG0000002	SACKO_00245, SACKO_00252	AMPFI_02191, AMPFI_00932, AMPFI_04499, AMPFI_00565, AMPFI_17812, AMPFI_23663, AMPFI_24271, AMPFI_17825, AMPFI_16931, AMPFI_22489, AMPFI_13725, AMPFI_24486, AMPFI_21278, AMPFI_04152
OG0000003	SACKO_19492	AMPFI_16631
OG0000003	SACKO_29380	AMPFI_04384
OG0000003	SACKO_27116	AMPFI_16139
OG0000003	SACKO_32071	AMPFI_14748, AMPFI_23185
OG0000003	SACKO_14086, SACKO_03045	AMPFI_04480
OG0000003	SACKO_05907	AMPFI_04899
OG0000004	SACKO_02249	AMPFI_07977
OG0000004	SACKO_32657, SACKO_20132	AMPFI_11893
OG0000005	SACKO_15042	AMPFI_18504
OG0000005	SACKO_08146	AMPFI_17853
OG0000005	SACKO_29311, SACKO_26465, SACKO_26431	AMPFI_00525
OG0000006	SACKO_25366	AMPFI_22255
OG0000006	SACKO_23311, SACKO_02952	AMPFI_24001
OG0000006	SACKO_15269	AMPFI_01603
OG0000006	SACKO_21953	AMPFI_22470
OG0000006	SACKO_13650	AMPFI_22262
OG0000006	SACKO_23250	AMPFI_02520
OG0000006	SACKO_32440	AMPFI_23503
OG0000006	SACKO_32500	AMPFI_09123
OG0000006	SACKO_06429, SACKO_06435	AMPFI_18507
OG0000006	SACKO_32477	AMPFI_06099
OG0000006	SACKO_20803	AMPFI_17130
OG0000006	SACKO_32388	AMPFI_12555
OG0000006	SACKO_22000	AMPFI_05072, AMPFI_22396
OG0000007	SACKO_16486	AMPFI_02812
OG0000007	SACKO_25751	AMPFI_07094
OG0000007	SACKO_30170	AMPFI_16775
OG0000007	SACKO_15684	AMPFI_15871
OG0000007	SACKO_27771	AMPFI_26059
OG0000007	SACKO_27817	AMPFI_15806
OG0000007	SACKO_00927	AMPFI_22204
OG0000007	SACKO_02233	AMPFI_08786
OG0000007	SACKO_03579	AMPFI_17089
OG0000007	SACKO_31102, SACKO_31073	AMPFI_21281
OG0000007	SACKO_11981	AMPFI_23280
OG0000008	SACKO_31986, SACKO_33937, SACKO_05540	AMPFI_24346
OG0000008	SACKO_00440, SACKO_12800	AMPFI_22833
OG0000009	SACKO_05381	AMPFI_04649
OG0000010	SACKO_14205, SACKO_26471	AMPFI_14170
OG0000011	SACKO_22764	AMPFI_19936, AMPFI_09932, AMPFI_21651, AMPFI_13004, AMPFI_17028, AMPFI_02695, AMPFI_10672, AMPFI_20419, AMPFI_21616, AMPFI_12025, AMPFI_12525, AMPFI_04893, AMPFI_09690, AMPFI_20832, AMPFI_15607, AMPFI_25605, AMPFI_02937, AMPFI_03824, AMPFI_05936, AMPFI_19795, AMPFI_03008, AMPFI_02519, AMPFI_18727, AMPFI_13344, AMPFI_21646, AMPFI_02603
OG0000012	SACKO_25852, SACKO_05170, SACKO_05236, SACKO_05231, SACKO_27422, SACKO_01346, SACKO_05227, SACKO_05213, SACKO_06922, SACKO_10565	AMPFI_05035, AMPFI_18913
OG0000013	SACKO_09997, SACKO_02509, SACKO_16247	AMPFI_15921, AMPFI_25074, AMPFI_24928, AMPFI_06132
OG0000014	SACKO_03371, SACKO_03415, SACKO_03391, SACKO_22208, SACKO_17210, SACKO_07037	AMPFI_10576, AMPFI_00293
OG0000014	SACKO_09441, SACKO_09449, SACKO_09439, SACKO_09461, SACKO_06966, SACKO_06947, SACKO_08105, SACKO_08147, SACKO_09870, SACKO_16092, SACKO_31551, SACKO_29003, SACKO_10634, SACKO_14937, SACKO_17414, SACKO_06936, SACKO_32656, SACKO_09455, SACKO_09442, SACKO_09453, SACKO_09445, SACKO_09444, SACKO_09452, SACKO_06943, SACKO_06984	AMPFI_03918, AMPFI_12155, AMPFI_04680
OG0000014	SACKO_08621	AMPFI_21375, AMPFI_08000, AMPFI_07725
OG0000014	SACKO_10784, SACKO_10786, SACKO_33738, SACKO_26423, SACKO_26460	AMPFI_05504, AMPFI_16319
OG0000014	SACKO_21227	AMPFI_18330
OG0000014	SACKO_13283	AMPFI_16339
OG0000014	SACKO_33008, SACKO_33001, SACKO_33229, SACKO_27033, SACKO_03881, SACKO_03885, SACKO_33003	AMPFI_02732
OG0000014	SACKO_06958	AMPFI_03612, AMPFI_14991, AMPFI_21256, AMPFI_03968
OG0000015	SACKO_01122, SACKO_01126	AMPFI_03480
OG0000015	SACKO_11254, SACKO_29684, SACKO_11255, SACKO_11287, SACKO_11889, SACKO_08390, SACKO_24547, SACKO_24571, SACKO_02855, SACKO_24548, SACKO_22485, SACKO_22502, SACKO_22509	AMPFI_23995
OG0000016	SACKO_31968	AMPFI_14639
OG0000016	SACKO_19317, SACKO_06877, SACKO_04946	AMPFI_13256, AMPFI_19016, AMPFI_14283, AMPFI_00661, AMPFI_20589, AMPFI_24031, AMPFI_06919
OG0000016	SACKO_23373, SACKO_07103, SACKO_18319	AMPFI_20923
OG0000016	SACKO_14898	AMPFI_06248
OG0000016	SACKO_26527	AMPFI_18220
OG0000016	SACKO_06390	AMPFI_20588, AMPFI_10703, AMPFI_18517, AMPFI_05465, AMPFI_00471, AMPFI_25144
OG0000016	SACKO_25497	AMPFI_11545
OG0000017	SACKO_32297	AMPFI_26001, AMPFI_24062, AMPFI_17267, AMPFI_03602, AMPFI_25087, AMPFI_10075, AMPFI_09589, AMPFI_13357, AMPFI_04506, AMPFI_25171
OG0000017	SACKO_17667	AMPFI_16384
OG0000017	SACKO_00987, SACKO_29799	AMPFI_03555, AMPFI_02100, AMPFI_22933, AMPFI_20010, AMPFI_04573, AMPFI_04127, AMPFI_13530, AMPFI_01348, AMPFI_00180, AMPFI_00815, AMPFI_23308
OG0000017	SACKO_25642, SACKO_32786, SACKO_07720	AMPFI_01137
OG0000018	SACKO_10156	AMPFI_19746, AMPFI_23087, AMPFI_06333
OG0000018	SACKO_21669, SACKO_17074	AMPFI_12214
OG0000018	SACKO_20752	AMPFI_19679, AMPFI_16987, AMPFI_22107, AMPFI_09593, AMPFI_03755, AMPFI_23574, AMPFI_02255, AMPFI_04146, AMPFI_25008
OG0000019	SACKO_05035	AMPFI_10151
OG0000019	SACKO_23880	AMPFI_01264
OG0000019	SACKO_20403, SACKO_20414	AMPFI_03780
OG0000019	SACKO_10721	AMPFI_24258
OG0000020	SACKO_34195	AMPFI_01847
OG0000020	SACKO_25295, SACKO_05608, SACKO_22951	AMPFI_07852
OG0000020	SACKO_26712	AMPFI_15880
OG0000020	SACKO_15147	AMPFI_20737
OG0000020	SACKO_20642	AMPFI_23773
OG0000020	SACKO_08732	AMPFI_11019
OG0000020	SACKO_10515	AMPFI_11933
OG0000020	SACKO_21519	AMPFI_06907
OG0000020	SACKO_08704	AMPFI_24792
OG0000020	SACKO_16107, SACKO_20105	AMPFI_07932
OG0000020	SACKO_15854	AMPFI_12343
OG0000020	SACKO_20295	AMPFI_25813
OG0000020	SACKO_29670	AMPFI_21494
OG0000020	SACKO_04148	AMPFI_06129
OG0000020	SACKO_24638	AMPFI_07388
OG0000020	SACKO_04828	AMPFI_13969
OG0000020	SACKO_14423	AMPFI_11845
OG0000021	SACKO_04567	AMPFI_23043, AMPFI_10198
OG0000021	SACKO_33152	AMPFI_04441
OG0000021	SACKO_12803	AMPFI_12629
OG0000021	SACKO_31258, SACKO_00486, SACKO_14364, SACKO_10771, SACKO_11695, SACKO_09800, SACKO_24631	AMPFI_24454
OG0000021	SACKO_25838	AMPFI_16391, AMPFI_25518, AMPFI_19616, AMPFI_08794, AMPFI_23196, AMPFI_19941
OG0000021	SACKO_24640	AMPFI_00389, AMPFI_07405, AMPFI_24716
OG0000023	SACKO_10529	AMPFI_05477
OG0000023	SACKO_06926	AMPFI_14885, AMPFI_23006, AMPFI_10764
OG0000023	SACKO_14770	AMPFI_05765, AMPFI_01138, AMPFI_10312
OG0000023	SACKO_29082, SACKO_29077	AMPFI_05031
OG0000024	SACKO_13222	AMPFI_18926, AMPFI_10659, AMPFI_09830
OG0000025	SACKO_19443	AMPFI_11202, AMPFI_14491, AMPFI_02470, AMPFI_17353, AMPFI_19073, AMPFI_18567, AMPFI_11662, AMPFI_06326, AMPFI_02796, AMPFI_22451, AMPFI_01773, AMPFI_15894, AMPFI_18568, AMPFI_07912, AMPFI_20624, AMPFI_08523, AMPFI_09101, AMPFI_18571, AMPFI_06549, AMPFI_02396, AMPFI_25559, AMPFI_14786
OG0000025	SACKO_21220	AMPFI_01136, AMPFI_02471, AMPFI_23714, AMPFI_19965, AMPFI_22886, AMPFI_01749, AMPFI_20213, AMPFI_20597, AMPFI_02104, AMPFI_17203, AMPFI_19993, AMPFI_02454
OG0000025	SACKO_13340	AMPFI_00908, AMPFI_05133, AMPFI_20652, AMPFI_14460, AMPFI_00775, AMPFI_15832, AMPFI_13916, AMPFI_08944, AMPFI_10285, AMPFI_14793, AMPFI_16797, AMPFI_18161, AMPFI_05200, AMPFI_07652, AMPFI_13290, AMPFI_19524, AMPFI_20440, AMPFI_23451, AMPFI_18570, AMPFI_06556, AMPFI_26017, AMPFI_00622, AMPFI_04387, AMPFI_23676, AMPFI_15176, AMPFI_09409, AMPFI_16846, AMPFI_09357, AMPFI_15300, AMPFI_10444, AMPFI_09920, AMPFI_09073, AMPFI_15352, AMPFI_02855, AMPFI_22218, AMPFI_21289, AMPFI_13275, AMPFI_10675, AMPFI_17235, AMPFI_02288
OG0000025	SACKO_20772, SACKO_33394, SACKO_06338	AMPFI_04900, AMPFI_07607, AMPFI_18572, AMPFI_12331, AMPFI_12110, AMPFI_04240, AMPFI_22001, AMPFI_12673
OG0000026	SACKO_19144	AMPFI_12171
OG0000026	SACKO_23233	AMPFI_01077, AMPFI_16904
OG0000026	SACKO_30546, SACKO_02606, SACKO_02595, SACKO_02609, SACKO_24097	AMPFI_25654, AMPFI_23954, AMPFI_09282
OG0000026	SACKO_19336, SACKO_18847	AMPFI_17661
OG0000026	SACKO_04619, SACKO_24091	AMPFI_08447, AMPFI_21379, AMPFI_14524, AMPFI_00667, AMPFI_07824, AMPFI_23957
OG0000026	SACKO_17435, SACKO_17896, SACKO_14191, SACKO_17424, SACKO_11660, SACKO_17379	AMPFI_09720, AMPFI_00659
OG0000027	SACKO_16243, SACKO_16215, SACKO_20907, SACKO_20901, SACKO_20909, SACKO_20913, SACKO_20906, SACKO_20908, SACKO_20904, SACKO_01887, SACKO_01902, SACKO_24465, SACKO_19838, SACKO_12782, SACKO_13981	AMPFI_23434
OG0000027	SACKO_20528	AMPFI_19869, AMPFI_04301
OG0000028	SACKO_00031, SACKO_00042, SACKO_00048, SACKO_00060	AMPFI_04239
OG0000028	SACKO_21235	AMPFI_04248
OG0000028	SACKO_11105, SACKO_11126	AMPFI_13861
OG0000028	SACKO_32628	AMPFI_21505
OG0000029	SACKO_10012, SACKO_10033	AMPFI_17682, AMPFI_23832
OG0000029	SACKO_12540, SACKO_04574	AMPFI_13521, AMPFI_10300, AMPFI_01562, AMPFI_19753
OG0000029	SACKO_07374	AMPFI_05500
OG0000029	SACKO_14992, SACKO_14998, SACKO_15002	AMPFI_18884
OG0000029	SACKO_26681, SACKO_26700, SACKO_26680, SACKO_26670, SACKO_26667, SACKO_25014, SACKO_14195	AMPFI_24440
OG0000030	SACKO_19659	AMPFI_04928
OG0000030	SACKO_06190, SACKO_06196	AMPFI_02183
OG0000030	SACKO_19506, SACKO_22667, SACKO_24779, SACKO_06416, SACKO_06421, SACKO_06188, SACKO_06167, SACKO_15139, SACKO_15143, SACKO_15145, SACKO_06184, SACKO_15141, SACKO_15135, SACKO_06169, SACKO_06668, SACKO_06170	AMPFI_03176
OG0000031	SACKO_18621	AMPFI_06256
OG0000031	SACKO_16512	AMPFI_10484
OG0000031	SACKO_21501	AMPFI_01333
OG0000031	SACKO_32680	AMPFI_05075
OG0000031	SACKO_14578	AMPFI_10833
OG0000031	SACKO_03088	AMPFI_02985
OG0000031	SACKO_31006	AMPFI_03768
OG0000032	SACKO_20615	AMPFI_06764, AMPFI_00055, AMPFI_06973, AMPFI_09679, AMPFI_00934
OG0000032	SACKO_02664	AMPFI_03594
OG0000032	SACKO_04047, SACKO_04056, SACKO_31787, SACKO_31778, SACKO_31779, SACKO_31775, SACKO_31777, SACKO_31788, SACKO_31776, SACKO_31785, SACKO_04038, SACKO_28244, SACKO_28242, SACKO_28243	AMPFI_03370
OG0000034	SACKO_08906	AMPFI_04753
OG0000034	SACKO_19192	AMPFI_00398
OG0000035	SACKO_02558	AMPFI_17275
OG0000035	SACKO_31936	AMPFI_24612, AMPFI_24508, AMPFI_00269, AMPFI_05651, AMPFI_21566
OG0000035	SACKO_19408	AMPFI_20705
OG0000035	SACKO_12639	AMPFI_13261
OG0000035	SACKO_13246	AMPFI_07620, AMPFI_08859, AMPFI_16822
OG0000035	SACKO_19307, SACKO_22660	AMPFI_12878
OG0000035	SACKO_07333, SACKO_04598	AMPFI_13349
OG0000035	SACKO_08422	AMPFI_11303
OG0000035	SACKO_31959, SACKO_06432	AMPFI_15071
OG0000036	SACKO_28321	AMPFI_11948
OG0000036	SACKO_21179, SACKO_14647	AMPFI_06932
OG0000036	SACKO_15030	AMPFI_06864
OG0000036	SACKO_09791, SACKO_09801, SACKO_09793, SACKO_25463, SACKO_16059, SACKO_11679, SACKO_11682, SACKO_11688	AMPFI_14775, AMPFI_19912
OG0000036	SACKO_28315	AMPFI_15407, AMPFI_19204, AMPFI_07474, AMPFI_19635, AMPFI_18831, AMPFI_22411
OG0000036	SACKO_14641	AMPFI_18710
OG0000037	SACKO_22630	AMPFI_11581
OG0000037	SACKO_05171	AMPFI_25668
OG0000037	SACKO_33312, SACKO_33301, SACKO_07664, SACKO_07652, SACKO_16025	AMPFI_08082, AMPFI_17087
OG0000038	SACKO_01199	AMPFI_07219, AMPFI_22293
OG0000038	SACKO_00016	AMPFI_17412, AMPFI_07007, AMPFI_22984, AMPFI_19985, AMPFI_07006, AMPFI_00855, AMPFI_03880
OG0000039	SACKO_16726, SACKO_16701, SACKO_22588	AMPFI_15658
OG0000039	SACKO_15245	AMPFI_01199
OG0000039	SACKO_26168, SACKO_17372	AMPFI_17767
OG0000040	SACKO_18377, SACKO_18375, SACKO_18381, SACKO_18372, SACKO_21524, SACKO_18370, SACKO_21492, SACKO_21526, SACKO_12837, SACKO_20866, SACKO_06279, SACKO_20851	AMPFI_02741
OG0000042	SACKO_09704, SACKO_06360, SACKO_13545, SACKO_01479, SACKO_01780, SACKO_01784, SACKO_06831, SACKO_06769, SACKO_11034, SACKO_11057, SACKO_23094, SACKO_05345, SACKO_01657, SACKO_14496	AMPFI_01541, AMPFI_11309
OG0000042	SACKO_19954, SACKO_07145, SACKO_08954, SACKO_26828, SACKO_11730	AMPFI_05668
OG0000042	SACKO_02400	AMPFI_19821
OG0000043	SACKO_11078	AMPFI_13817
OG0000043	SACKO_09694	AMPFI_04816
OG0000044	SACKO_25267, SACKO_00121	AMPFI_13059
OG0000044	SACKO_11589	AMPFI_02748
OG0000044	SACKO_12560, SACKO_18675	AMPFI_25440
OG0000044	SACKO_33185, SACKO_12809, SACKO_27728, SACKO_25979	AMPFI_03703
OG0000044	SACKO_13252, SACKO_02980, SACKO_02985, SACKO_02991, SACKO_02997, SACKO_02983, SACKO_02987, SACKO_02981, SACKO_13102, SACKO_01482	AMPFI_05987, AMPFI_21776
OG0000045	SACKO_32932	AMPFI_20949
OG0000045	SACKO_19853	AMPFI_24368
OG0000045	SACKO_32920	AMPFI_25297
OG0000046	SACKO_18448	AMPFI_02275, AMPFI_17068
OG0000046	SACKO_27244, SACKO_27309, SACKO_27311, SACKO_25196, SACKO_25208	AMPFI_00292
OG0000048	SACKO_10818	AMPFI_07263
OG0000048	SACKO_04413	AMPFI_06745
OG0000048	SACKO_24161	AMPFI_01185
OG0000048	SACKO_12018	AMPFI_17027, AMPFI_21987, AMPFI_06139
OG0000048	SACKO_03133	AMPFI_22758
OG0000048	SACKO_17673	AMPFI_10591, AMPFI_13556
