or	id_pfla	id_bflo	id_spur	PF_ 00_Uf	PF_ 01_16	PF_ 02_EB	PF_ 03_LB	PF_ 04_EG	PF_ 05_MG	PF_ 06_MG	PF_ 07_LG	PF_ 08_To	PF_ 09_He	PF_ 10_Me	PF_ 11_Kr	PF_ 12_Sp	PF_ 13_Ag	PF_ 14_TL	PF_ 15_Ad	SP_ 00_Uf_0h	SP_ 01_Cle_10h	SP_ 02_HaBl_18h	SP_ 03_MeBl_24h1	SP_ 03_MeBl_24h2	SP_ 04_EG_30h	SP_ 05_MG_40h	SP_ 06_LG_48h	SP_ 07_Pri_56h	SP_ 08_LPr_64h	SP_ 09_Plu_72h	SP_ 10_4arm	SP_ 11_VesInv	SP_ 12_PentDis	SP_ 13_TubFootPr	SP_ 14_Post_Met	SP_ 15_YoungJuv	BF_ 01_UFegg	BF_ 02_32.64	BF_ 03_blastula	BF_ 04_G1	BF_ 05_G5.6	BF_ 06_N1	BF_ 07_N3	BF_ 08_L1	BF_ 09_L2	BF_ 10_L3	BF_ 11_Juvenile	BF_ 12_Adult
O_0001	TCONS_00011196	bflo_17338	STRPU_21201	325.562751175856	81.6867412632222	248.734845730075	726.912205716061	1354.1106024159	1148.82963389865	1437.44055598964	2408.72031720892	2408.72031720892	3385.30366891999	2806.63314820782	2456.07386565504	2301.23778650472	2279.60588933276	2556.22830443716	1094.16731569599	1703.7609625234	328.896081121605	884.583497411816	4132.95923012759	4227.97039444356	9932.09099171312	11124.050290795	5514.3117400887	4933.29139056546	4457.6588641865	4536.42927077109	3154.72003478141	4132.95923012759	4868.85159020986	4536.42927077109	3561.15781947626	4739.84075144806	247.119109933943	211.484856365269	234.469288054625	147.945449195152	268.377008977964	1152.34848569275	1671.41855622173	1550.79637360091	4227.97039444356	3333.93158328214	3198.81082227558	2556.22830443716
O_0002	TCONS_00010080	bflo_15461	STRPU_20681	603.057493510146	279.337914672545	201.929058733662	235.487022015178	135.790606039254	129.184229293148	215.027866374471	352.308097968086	482.322866166688	620.575195007938	730.902791148393	534.323688994614	504.001802369029	315.390618076768	246.647735437444	177.945279996559	854.204546761896	84.933141606483	221.75301579655	797.752102290801	741.53208956727	925.380435997683	681.884689016665	628.970881578334	575.943248632341	622.936806440715	732.063556368115	651.232518038344	1066.85552778835	1692.808461802	1584.74652521303	98.9363253641055	173.748051795958	149.711444090368	48.259139028304	33.9722474723134	15.9675026740878	21.3976215591459	63.5368040035955	39.8505672603815	47.2599857970561	107.032333955976	113.060952796755	60.6639772161836	21.3030795561947
O_0003	TCONS_00010320	bflo_18674	STRPU_21762	598.68870651119	1342.54365969812	1808.33250066699	3594.43502770665	2456.07386565504	1655.32102863883	1530.36237506954	1589.07437155676	1573.58471712347	4227.97039444356	1442.45851467441	1504.66444898384	1834.93282043113	3198.81082227558	1752.69831356387	1402.39473978687	393.60394003159	365.001849145402	629.911383282901	557.345926578	571.317299480627	758.082200431085	722.061022648541	691.66900758594	644.897197540167	600.399227499209	584.461831372143	385.115810270002	692.271458259602	733.75872204045	723.88589497581	450.029840187027	474.10318217137	52.2340262830401	452.938624113274	540.041797535283	194.699474260071	3333.93158328214	4901.07149038766	2080.47087186084	2188.79223214223	2240.87957622667	2020.18736372036	1589.07437155676	1752.69831356387
O_0004	TCONS_00010889	bflo_19399	STRPU_20556	1685.78496709749	2020.18736372036	324.894316563642	390.74554061635	463.811739549453	370.700466337335	385.115810270002	386.144402287715	435.931081490486	549.409972181531	537.23683407837	553.838310477392	627.051723596461	447.360112780785	403.296525888991	572.787891862785	2556.22830443716	349.001294703784	200.854311965702	520.625530541706	537.23683407837	654.263812534457	647.112392401118	541.179310962235	520.209137564709	393.60394003159	470.313010011634	342.454660317657	421.43557615328	547.275597660172	477.154074037559	204.399011661236	266.872439509818	758.082200431085	681.09293477882	548.706345591993	197.970641988105	328.896081121605	482.991701919761	468.674460672814	465.045880221629	357.031663681584	242.094016695782	240.71349564858	190.763393902516
O_0005	TCONS_00010058	bflo_12226	STRPU_21313	1057.39759161503	3855.37426177153	4457.6588641865	9092.75251036135	9092.75251036135	2577.35637629486	2372.03270247182	3658.42630108159	4341.41295494032	4739.84075144806	3042.23337959936	3007.11358580987	4536.42927077109	18064.9788564881	16656.532786335	4536.42927077109	3154.72003478141	422.37815765214	1185.0818815068	938.109684432015	887.01198808154	1150.5890597957	2354.81613933906	3042.23337959936	2629.26674509797	3101.94753438196	3495.90698660225	2163.24119908369	4074.60732627513	4589.59966080159	4739.84075144806	3101.94753438196	4933.29139056546	776.133297506561	2673.97770079784	2426.90993439462	2240.87957622667	942.294465339531	3561.15781947626	2163.24119908369	8841.59914849569	18064.9788564881	14877.1813968877	10724.6399103883	2647.45843346087
O_0006	TCONS_00010775	bflo_11050	STRPU_20470	495.671042450097	304.485470529327	209.312841021179	372.186910805832	514.131768302528	414.984315741772	473.582555564259	573.937243460715	531.28036403703	873.79628080828	669.874766316017	453.512960354732	448.117703742815	305.258036274749	206.816853531433	251.339687927139	4868.85159020986	514.935018961682	1592.52657370374	1602.61463914922	1685.78496709749	2673.97770079784	1996.15388914206	1348.45492577017	1399.90544543074	1310.06982864142	1781.44862343958	1057.39759161503	2314.10663499582	2067.69579459609	1781.44862343958	300.023424406096	359.384971407393	190.106834174268	51.371004877464	27.8535913475596	22.1863902418655	42.6949978805841	42.6949978805841	201.198092774775	319.028339710955	1192.43084777758	703.748895459402	1222.00633266339	426.596393393567
O_0007	TCONS_00009899	bflo_16240	STRPU_21209	824.950555836667	1387.44396639513	441.354535131759	674.297053657888	645.742096123509	559.65483777474	621.531149222821	729.122137980873	1025.50049193943	1843.49335277582	1399.90544543074	1200.50089969152	1294.18136707955	1148.82963389865	1066.85552778835	1330.83079093691	2599.86511620571	327.887760485265	390.461894240534	964.030270166397	946.724599429618	1288.61051256386	1304.83618097475	1113.04290095716	1105.17389570498	931.569180226738	1166.07307709923	868.219126632767	1018.79398830556	1105.17389570498	1119.0112174322	450.029840187027	719.272032000564	917.330384386325	694.349007395493	535.94702699832	178.83697381652	190.625638470102	931.569180226738	632.421628796101	681.884689016665	637.084205364721	512.021011404876	565.325716207695	562.046137292619
O_0008	TCONS_00012087	bflo_07408	STRPU_20432	149.559955791894	105.175380158273	414.471633095136	551.902122038554	532.511186738515	816.242473151142	1416.91500144759	1956.90218638069	2577.35637629486	2673.97770079784	1996.15388914206	1947.17004640586	2883.60710424481	14877.1813968877	4457.6588641865	1871.64910012724	133.659072886607	70.4651466870668	155.951658684173	354.685031029918	359.384971407393	441.354535131759	687.106315322594	1595.97877585071	1204.73249390404	2146.29742364756	2135.21025560875	981.058551417884	2849.3716069823	3241.57684801438	2249.55024680409	1001.20526352841	1956.90218638069	245.86979876991	100.516054740518	92.7485542275143	81.3468433631658	1181.4489317843	1602.61463914922	173.24930019988	541.179310962235	2577.35637629486	1924.47685704734	2146.29742364756	815.305138859886
O_0009	TCONS_00011055	bflo_11595	STRPU_21245	1348.45492577017	710.150721445497	1166.07307709923	1041.0564259243	989.8625444469	631.405764308057	313.936474164017	282.083629827736	237.997151331728	229.184346886894	253.056620795838	216.718674443814	200.021061312076	148.841524287293	208.705549332078	166.421655631389	117.729904606885	641.922461869205	501.890708433798	586.558189011161	619.860279129913	695.359994801865	559.209883402963	421.741091674794	459.158014592753	500.944829692976	465.045880221629	776.89926746047	330.589181836108	302.96508449906	277.382959791433	548.271596060281	355.227183995553	342.689271647797	321.986651831758	388.357763836012	360.779127218922	400.909541410608	400.52707916534	276.842320766634	276.842320766634	151.433054632123	117.416180368707	102.931964112648	214.159077028807
O_0010	TCONS_00010948	bflo_21002	STRPU_20976	707.73013729146	1319.92300693785	1629.02235453666	1956.90218638069	1399.90544543074	797.752102290801	737.622543662544	754.718112010284	857.00954195658	1373.17273362247	1074.07978151748	1119.0112174322	1432.75372611865	1808.33250066699	1481.82151953457	1573.58471712347	1077.44572539497	1140.29906185738	378.571340100236	539.34509847501	490.031037430586	695.359994801865	857.00954195658	938.109684432015	838.031799171306	762.878507268594	804.531081827393	555.050969532635	889.377351795897	1098.27602443065	968.474269427599	424.740084764968	669.874766316017	1284.20114210696	2490.51401359956	1413.10343035728	703.748895459402	1703.7609625234	1413.10343035728	694.349007395493	949.355728527214	1079.91738735266	1348.45492577017	1314.83764930996	733.75872204045
