id	member	id_pfla	id_bflo	id_spur	PF_ 00_Uf	PF_ 01_16	PF_ 02_EB	PF_ 03_LB	PF_ 04_EG	PF_ 05_MG	PF_ 06_MG	PF_ 07_LG	PF_ 08_To	PF_ 09_He	PF_ 10_Me	PF_ 11_Kr	PF_ 12_Sp	PF_ 13_Ag	PF_ 14_TL	PF_ 15_Ad	SP_ 00_Uf_0h	SP_ 01_Cle_10h	SP_ 02_HaBl_18h	SP_ 03_MeBl_24h1	SP_ 03_MeBl_24h2	SP_ 04_EG_30h	SP_ 05_MG_40h	SP_ 06_LG_48h	SP_ 07_Pri_56h	SP_ 08_LPr_64h	SP_ 09_Plu_72h	SP_ 10_4arm	SP_ 11_VesInv	SP_ 12_PentDis	SP_ 13_TubFootPr	SP_ 14_Post_Met	SP_ 15_YoungJuv	BF_ 01_UFegg	BF_ 02_32.64	BF_ 03_blastula	BF_ 04_G1	BF_ 05_G5.6	BF_ 06_N1	BF_ 07_N3	BF_ 08_L1	BF_ 09_L2	BF_ 10_L3	BF_ 11_Juvenile	BF_ 12_Adult
O_0085	2	TCONS_00010522	bflo_10845	STRPU_21143	19.0174654317697	21.8162351950479	7.76126351657747	7.89752787394021	5.16650663827439	4.6990621482722	3.86400378748383	2.8801557457904	2.8801557457904	3.81175572427875	3.14444809405772	2.18765757500151	5.34791864460296	20.4792446930026	48.6278470486026	52.7213619320073	89.8021851414004	76.5982371583876	52.4802469932735	3.68079661773633	6.33064007363149	9.44206346563628	5.28596271561771	5.31694068011033	3.83787975588129	2.36798326090698	5.2524136547065	3.45420006772171	2.08041037131129	3.25554941802383	5.6619696964932	20.5423852116747	58.6692452763473	17.5044188903285	18.0257971557361	17.550697630946	11.3344916975947	21.4866356747481	29.4650071003149	11.1446252510287	13.6416693702559	16.424425312025	22.441859591167	196.59149940813	149.711444090368
O_0107	16	TCONS_00011650	bflo_17954	STRPU_21032	55.4943124955054	40.4211861651999	45.574682518169	212.90027749785	422.37815765214	120.459372067766	119.527693328173	123.516764447103	110.59585370179	44.3774952388748	66.6934191867866	51.9143380695743	89.9899542338087	103.520696169717	77.0562820168549	67.3678485247919	23.7567893721141	16.587532738169	6.16940116028087	12.7589673001643	13.8495077593856	43.4247600349418	87.6900738653438	104.016070821429	115.833142303464	72.3698401747598	81.0739916350532	19.0780431033858	28.3757902587349	37.1415063459452	100.516054740518	163.526761371131	130.05704174899	4.00274595729241	17.4581401497109	15.9070485265976	18.9145984614411	15.4324141809584	148.278033211346	266.146111579752	195.651170615847	122.839718581884	144.910958731408	70.9267337587672	10.8338033245259
O_0117	10	TCONS_00011867	bflo_12661	STRPU_21206	70.6803742177985	64.2408679149114	31.2638150087249	44.3774952388748	51.4672417174226	42.5765970493901	33.8178687949053	51.2667950969672	90.8546058421085	258.933856404803	176.615959408649	370.993008536962	681.884689016665	2740.15823768809	2146.29742364756	2279.60588933276	120.174805926521	40.2060888617078	38.3738548568443	31.9179825549042	30.9750841141269	39.2169360364018	43.4058141580097	29.1557263388488	37.5708902402568	17.5947187589775	25.8049404411872	26.2951320925785	50.6920603120063	69.1025723797698	97.1253351359395	275.994964438487	762.878507268594	1595.97877585071	777.665237414379	863.693453960244	455.459634883036	291.969342177347	351.281770148335	355.506377930376	506.049353591272	586.558189011161	1079.91738735266	11124.050290795	9092.75251036135
O_0125	5	TCONS_00011478	bflo_17556	STRPU_21550	3042.23337959936	1680.79081411687	2673.97770079784	3953.69279552863	2314.10663499582	1781.44862343958	1276.88126814603	1137.20232857308	1069.64584888957	644.897197540167	644.897197540167	736.806325738578	615.829214643044	754.718112010284	785.8608864841	548.706345591993	413.057275308091	408.017139364561	459.158014592753	253.237414435901	224.70719929946	169.534448140635	141.735345595334	126.535487708089	121.214105066596	112.340531821287	136.47148773899	128.13677401555	102.726864419253	103.583409109771	83.6458937457151	148.333648654284	103.409427142584	142.881268233296	1015.72519661036	1314.83764930996	1061.68412740575	3283.75049029692	1196.12980188487	787.81389917879	835.766744948825	638.784102772403	474.10318217137	336.113877638173	489.278605759384
O_0128	9	TCONS_00011772	bflo_23568	STRPU_20664	366.192312621148	155.951658684173	422.37815765214	333.934668031353	229.184346886894	238.595118972124	236.786420150487	181.982091094749	167.954542917451	177.660711732959	163.202651646468	148.389264097222	199.87687675282	211.750821137695	178.636641008426	134.741349631321	218.458081594704	324.338803276856	132.961634429497	85.9235190046489	97.508977954336	74.1529419174516	53.2799960782863	35.7729028484682	39.235774442235	33.1937766449176	29.2306011535891	17.0189801329333	46.3541983541252	73.0243303995229	66.6007311805441	33.465115877036	53.607904496451	485.698374843737	265.62660109339	245.86979876991	213.497955147857	289.120474771149	420.330913293979	399.281524786434	400.52707916534	323.224464897137	297.160940312225	280.155603897596	178.636641008426
O_0150	14	TCONS_00009689	bflo_11392	STRPU_21559	9.27086724740787	12.1722542769534	10.0333962620322	105.001007228742	427.807183996967	429.339112036146	510.023035914245	472.636445503508	365.491603529405	138.164977701955	146.630205618647	121.473965577918	129.705236522905	53.082983614933	39.6368817313048	34.8127581658149	11.928229582617	8.36783371078225	173.682218981055	604.117634818376	592.31471188535	742.407954075162	764.052426672237	623.521994794569	680.257654820612	645.319646831838	585.800806009162	413.713807223204	938.109684432015	774.893133160367	549.058158886762	124.029857245493	129.316270205815	4.00274595729241	3.36314458798484	22.1118923143391	30.6048550664101	31.7318242176421	36.4481801630357	52.1164772895067	53.082983614933	40.5781601730553	43.7160168330287	79.0073379128528	13.3386933238862
O_0199	9	TCONS_00011911	bflo_10882	STRPU_20508	162.699803929828	88.7098529262137	122.956993509312	118.290328813818	115.833142303464	103.520696169717	99.4393117116147	70.774892849881	83.1742749046802	76.1494823448026	81.3468433631658	83.0502852592308	116.641504384012	173.124012232034	157.93835204902	83.1400308641696	198.286992742576	146.774414379182	53.9683549548805	65.7120025698016	68.937227935941	74.6286967861198	77.0562820168549	66.140667255098	91.1123968114884	41.766881679997	54.6001072593667	40.8289766337167	112.392605894239	75.4700185489685	62.7439241264152	34.6207836897832	80.4610997285735	33.8567616024776	59.8953014459956	67.4050667423778	98.7792020457339	137.329766136522	309.313245184943	590.447382755283	643.597726377019	395.081667561876	373.924250227665	229.184346886894	152.586206039941
O_0202	10	TCONS_00011411	bflo_15589	STRPU_21310	4.93241217271661	4.03564715495965	3.25554941802383	4.4007010481958	9.58753809569944	52.5057379578044	14.6200313148953	6.11638009294125	3.14444809405772	2.56015864423049	2.77667701951311	5.28596271561771	12.7209490322592	16.2478381816087	12.8518646523781	55.8908154436331	5.00597854652426	4.6990621482722	24.713941685224	6.65426848432916	3.52111685011186	9.44206346563628	4.75345125721969	2.99814179287321	3.06609648087123	2.36798326090698	2.74201226709674	3.10527228746448	3.02657593271032	2.02075342789725	2.11695337217283	31.4555875209989	53.607904496451	4.00274595729241	13.9824028645825	174.266136653857	388.357763836012	432.79819095931	349.610557958213	303.95701337852	264.46459515856	265.203315183191	259.800781865468	244.119899733856	75.9238974254492
O_0206	14	TCONS_00009611	bflo_15598	STRPU_21427	10.7698598622507	8.03692082666217	345.796864288382	1781.44862343958	689.890710755621	911.904079098342	920.235880441763	1348.45492577017	1298.83898449199	884.583497411816	525.113004452679	416.809389937793	500.944829692976	555.40914653951	584.461831372143	358.666850161475	19.5773123757936	71.8042090966674	4341.41295494032	10724.6399103883	11124.050290795	10724.6399103883	5342.34889538746	3953.69279552863	4457.6588641865	2740.15823768809	2783.7618830839	1314.83764930996	1088.6789005484	509.162217871065	715.865270055373	839.314446824143	785.8608864841	20.243822782391	14.1649683514463	9.68667696146569	11.6502447699709	1077.44572539497	2740.15823768809	1098.27602443065	1178.58902355426	931.569180226738	964.030270166397	202.569208661599	106.79430637532
O_0207	12	TCONS_00010068	bflo_17912	STRPU_21308	373.45763012929	432.297744451603	6899.49231707673	6026.49949014914	2372.03270247182	2783.7618830839	2031.80747509462	1584.74652521303	964.030270166397	399.826866684775	312.083187906437	507.631854839474	812.517657632104	1655.32102863883	1271.74553536974	357.299981834634	5.00597854652426	229.00351421453	189.749532945182	290.60183033397	280.945528484046	217.924966355745	220.121684398161	253.237414435901	242.576827593768	228.736599048992	291.074918592349	101.367407302968	135.656331816107	135.849687216733	95.1964023389584	136.282318333152	182.333020751542	4.00274595729241	2.11695337217283	22.5875160196413	35.2967920156354	627.051723596461	273.539853660599	204.695706927076	133.037489713198	88.3440211625589	90.7592334387073	32.5187066798523	4.4007010481958
