or	id_pfla	id_bflo	id_spur	PF_e1	PF_e2	PF_e3	PF_e4	PF_e5	PF_e6	PF_mid	PF_l8	PF_l9	PF_l10	PF_l11	PF_l12	PF_l13	SP_e1	SP_e2	SP_e3	SP_e4	SP_e5	SP_e6	SP_mid	SP_l8	SP_l9	SP_l10	SP_l11	SP_l12	SP_l13	BF_e1	BF_e2	BF_e3	BF_e4	BF_e5	BF_e6	BF_mid	BF_l8	BF_l9	BF_l10	BF_l11	BF_l12	BF_l13
O_0001	TCONS_00011196	bflo_17338	STRPU_21201	296.685137198484	126.785135253837	267.390028580792	903.133804954504	1193.13996011257	1305.58060585608	2139.40246725012	2476.23763697711	2621.1870449727	2225.22042463259	2313.12785199854	1953.85346029095	994.297273431462	1516.07745714376	794.800446199202	1277.54691497659	2824.20471016982	8195.46845341504	7569.38799908511	4558.94042181717	4096.36687740874	3111.86685698595	3381.75958537788	4167.98993286177	3641.13667064777	4001.19417362443	226.289015349781	209.840995167841	199.186889410708	215.207830089485	153.823117240414	155.540908991075	245.805153884181	927.347662438352	1551.71177500351	1971.63499283448	3322.07598310555	3322.07598310555	2261.45182613124
O_0002	TCONS_00010080	bflo_15461	STRPU_20681	552.152781477356	289.649116706508	202.487750488813	158.739825397884	125.064749197198	158.626756765483	320.056397044636	516.837314536722	612.380232203619	552.152781477356	380.952315700485	248.782887561892	164.016133137446	781.011465643806	244.888162753049	282.637773500508	686.283897655433	775.358742483659	687.300058399203	575.79369734212	552.922942012429	610.193648519945	781.011465643806	1472.95884510379	900.901837825332	159.732467521275	137.78659477975	53.8794689871737	40.5809973587108	31.2436773349916	16.9939670777112	14.2790470206869	19.6796199645758	37.3465226095229	46.4560616909407	68.3741551927901	99.6575136715329	66.8511689083155	19.6259099093371
O_0003	TCONS_00010320	bflo_18674	STRPU_21762	548.108829943972	1386.50335569825	2261.45182613124	2524.82658241435	1777.6744535135	1342.67553407516	1411.65313275271	1935.02441153461	1764.06968752457	1250.82691023372	1764.06968752457	1878.55808174437	1267.58871458126	357.308914527587	418.106381168018	532.294941970214	544.043769376532	622.618702917083	660.988998797099	631.961386211491	567.338610055195	460.289035484555	491.506132154462	709.767547657693	571.99273296784	434.650768870618	47.9710840807627	248.95011851471	430.716022475484	493.921655687194	227.732856034627	313.173726895199	2891.43476359134	3226.92804710926	1953.85346029095	1893.83263293336	1791.68192901594	1617.06463401945	1557.73457593753
O_0004	TCONS_00010889	bflo_19399	STRPU_20556	1501.92652696584	907.158536543782	431.559858297601	335.460658779976	376.619871324938	351.771727812047	350.971060222246	444.352141950291	498.446415407836	523.596702196149	487.920751518014	412.952945943369	523.596702196149	2261.45182613124	627.018068456973	53.5938895995589	456.004759587793	583.532777447395	582.135404642411	494.831180530405	430.716022475484	376.106317227024	362.328190442716	491.506132154462	345.778497314607	244.269992475612	688.037403963645	686.283897655433	587.842221823819	500.413165866778	231.141065406278	210.086233235126	299.936790853089	440.619779503409	440.619779503409	358.547907861043	261.10524164362	216.167840241054	176.039194048277
O_0005	TCONS_00010058	bflo_12226	STRPU_21313	963.689744006044	3226.92804710926	6792.44694350346	7231.54745230229	3742.91630232395	2245.17755286568	3171.4093847027	4481.67861186856	2824.20471016982	2445.9483718815	9939.4308691774	14363.5109480871	3874.06118836515	2717.79241838239	1196.85295006133	680.621793423481	832.981589530674	1007.86172701168	1800.5213536554	2648.2378042298	2524.82658241435	2524.82658241435	2648.2378042298	4419.77663940111	3562.17748753757	4167.98993286177	708.37380027711	1935.02441153461	2339.62936255563	2162.95108509258	1953.85346029095	1791.68192901594	857.695726411673	2040.68752758244	3641.13667064777	8492.02495822609	15007.4889468038	9536.80588956899	2356.51559152725
O_0006	TCONS_00010775	bflo_11050	STRPU_20470	455.17802303244	267.804928710839	255.7599382942	368.838267533616	424.529431897388	440.032301295629	525.158894414596	666.563038213737	642.102729039798	459.667834574087	333.781902428458	235.462975792248	230.198420426888	4096.36687740874	1481.23725994469	1039.19351565197	1532.96746091756	2100.59125323236	1855.22150776715	1219.01666172304	1244.01764307403	1244.01764307403	1501.92652696584	2040.68752758244	1137.96424878978	325.957597458786	175.274346373048	60.6566355035396	40.2884764172887	25.843795288645	21.099071458213	21.1442069701915	39.221981954424	60.6566355035396	191.40055384248	581.031521393882	952.864341623208	955.698095145373	389.27300927207
O_0007	TCONS_00009899	bflo_16240	STRPU_21209	752.185808320502	827.130698412923	604.588344250712	547.370258037518	554.523805004075	548.108829943972	663.466659376853	1266.02022471604	1382.0974955822	1155.01774865888	1155.01774865888	1058.53112846889	1202.76265995754	2313.12785199854	723.433167118902	302.223083190014	836.455646689816	1066.22951912607	1155.01774865888	1013.57049207952	963.689744006044	922.290978187907	867.502685588434	1085.85807238431	759.223080910818	654.549053071503	836.455646689816	718.610402289141	593.748419110576	490.188013942845	213.741456505445	167.474399952363	175.858269770773	598.519511916305	725.500147508783	593.748419110576	531.271120752436	514.769144568706	513.777815487253
O_0008	TCONS_00012087	bflo_07408	STRPU_20432	137.681043247219	170.093542247306	352.222044196828	544.043769376532	654.549053071503	1106.05126040937	1739.37414900501	2313.12785199854	1867.44706410492	1750.98850157123	6792.44694350346	8035.2215647306	1661.86438659136	123.091594113651	85.3806900215197	197.833783475729	305.98802015314	347.300050560139	636.904806420575	1417.6988929715	1539.83842493096	1566.03826746442	1739.37414900501	2750.33593643621	1817.4152074372	1739.37414900501	225.3418242941	110.021635946928	90.9473655885143	85.3806900215197	77.4304851227059	121.83495396153	1078.67560500034	439.260134703615	305.528924017377	860.989517523219	2339.62936255563	1878.55808174437	743.051226246533
O_0009	TCONS_00011055	bflo_11595	STRPU_21245	1219.01666172304	973.985418686415	1044.18606170109	979.360604806357	639.666079137574	368.838267533616	258.093686691872	225.850519680984	221.056068327902	207.861886648523	163.820163329669	159.101641022434	153.059733628007	108.301425583881	400.826129636786	546.159389107949	548.108829943972	604.588344250712	540.907586561056	384.165957013404	440.032301295629	523.596702196149	493.921655687194	235.723134208099	298.28512964427	322.138127339649	312.409221345296	319.804813963733	312.409221345296	352.688690505859	343.393362246884	377.698551660273	363.996413282633	338.789480168363	266.639093650443	183.459954447845	110.091701036444	104.607217791162	197.234694592852
O_0010	TCONS_00010948	bflo_21002	STRPU_20976	646.111449770288	1359.46975179207	1708.19994817969	1476.88561186305	890.302661285707	666.563038213737	686.283897655433	1007.86172701168	1048.52688067746	1016.31828891166	1428.90730009957	1539.83842493096	1394.41870346064	979.360604806357	709.767547657693	412.291426076715	427.449081938174	585.366747954501	737.670672758322	855.890220082327	743.051226246533	635.60201677578	647.834767522731	1030.58649898957	729.006412585242	610.193648519945	1170.15455850853	2139.40246725012	1777.6744535135	1274.05705524333	782.499646776862	857.695726411673	1516.07745714376	991.67611573063	768.044414086913	900.901837825332	1173.26618878003	1189.00703161362	668.049987744853
O_0011	TCONS_00010367	bflo_14027	STRPU_20989	362.02646339886	475.72755360209	740.83836836383	723.433167118902	472.37848783919	360.18194592143	403.894871011944	684.507703721662	784.992291253606	651.381356126655	903.133804954504	955.698095145373	1134.04004326359	233.928697631292	222.662729370753	355.961454588153	483.076342612328	512.377806382902	464.372788861899	414.045673434078	392.921287409811	360.595355268362	304.435844093103	530.232830322782	639.666079137574	707.077144970831	970.77130857791	1472.95884510379	1244.01764307403	946.904706476168	438.250313729604	454.993596635905	1044.18606170109	574.282024499266	557.46502384438	1207.44843961559	1617.06463401945	1353.17854437121	723.433167118902
O_0013	TCONS_00011077	bflo_23778	STRPU_21112	6597.10230554761	2313.12785199854	903.133804954504	454.328819793911	433.605564234554	430.716022475484	353.110896402946	426.283548253575	350.324459833605	288.907361852425	327.799059456567	395.872865379312	792.317967350209	1386.50335569825	2339.62936255563	1294.88344966117	594.742430868452	460.289035484555	430.17488599124	362.577913385272	346.450587370777	368.838267533616	396.38544456906	340.16121152102	272.985941658838	444.599455777441	426.283548253575	1070.56809646592	1207.44843961559	1200.20064942367	1257.40607283233	1130.52743835261	421.292740618606	351.319474656666	355.449382628868	541.785763749598	832.981589530674	1074.13963380459	977.359806629235
O_0014	TCONS_00009920	bflo_16554	STRPU_21130	314.582701535956	371.4781875878	364.635693550285	225.131544929793	165.854608542258	225.3418242941	492.381234328667	500.413165866778	549.7520679478	576.313532479294	362.328190442716	247.388873063654	209.840995167841	336.641922193713	537.964040168648	729.865471463418	607.236963999681	436.898110500791	428.71056876942	475.212629053469	535.817987293502	689.714517042041	729.006412585242	846.703425164764	441.062205700194	140.987675227773	324.692067924469	380.952315700485	375.244460764978	426.283548253575	387.763287079605	410.063447947179	355.449382628868	226.416057123302	162.109745274138	206.385209256151	227.486853144969	158.626756765483	156.047831017003
O_0015	TCONS_00009804	bflo_19216	STRPU_20983	128.312662269137	178.631549841768	192.629532035407	192.444970414277	176.26122111342	148.206716919411	144.891105916447	194.079814104448	245.805153884181	316.024855304531	290.00933068988	232.691444455282	269.261661137528	99.4823282068478	60.0948073797454	123.509291363006	205.22458043981	246.735209896092	270.763547886995	288.625765497262	295.647927968422	284.490784473195	323.108321563776	423.794161329715	528.944490790524	782.499646776862	375.244460764978	182.981594078203	127.572582449105	90.7941059064661	64.1922434458129	67.4047075279883	122.811769694698	172.391795102281	205.797685783243	224.391441865025	278.188017429184	284.249702611308	150.406773827086
O_0016	TCONS_00009979	bflo_09733	STRPU_21833	118.344204892127	124.619870998768	116.991112979798	113.29632485447	124.289790429134	133.53610167302	145.897328777261	239.017022579294	270.548488784194	263.755119737986	347.577637232843	331.28959373356	336.980262085529	1055.0185521979	507.671784436944	182.721249742417	230.911668073647	287.456030821566	321.616337785773	386.01577364045	323.54418336397	302.223083190014	764.790751456027	1353.17854437121	850.226125194342	649.971271893244	186.068191741424	141.041550282545	122.498847016887	101.942317309917	72.5979248378991	76.948209613737	172.391795102281	303.501820778871	412.952945943369	480.60928839901	561.85462001376	610.193648519945	408.935030559083
O_0017	TCONS_00011019	bflo_07506	STRPU_21836	285.722432583322	391.840326958623	273.371390609503	147.996644351777	100.570476422932	85.6246549672617	91.2091483566464	33.6599206613445	13.4398578464562	12.5488507032664	6.73573746299263	5.00621219141046	27.7766239141641	86.6995399419479	58.2897963334252	127.739152285949	225.3418242941	262.130412358144	225.850519680984	144.333270318949	150.406773827086	142.299405474297	112.712810702399	80.7227488450805	92.0206005780997	110.188093903967	34.1814036242949	65.8792123341457	90.8684454891472	101.550109884556	101.990922624093	114.452542297706	184.917968742604	182.981594078203	132.163509192414	90.3413752181248	46.3204232113648	34.8929633165321	86.5161146587237
O_0018	TCONS_00010295	bflo_09946	STRPU_21031	46.4255396690306	36.4534703285522	59.1771473268009	112.93733145177	92.3560444119398	76.5882134768276	83.3319687112309	140.933800173002	179.323293516858	145.584578478406	222.191954578883	290.00933068988	178.895855417106	346.450587370777	91.7873615533233	80.1804813916029	196.670398697908	198.258307474217	184.103660088353	178.631549841768	148.206716919411	120.376781662026	143.044475497162	279.797753427662	187.927515008095	99.2574135179433	40.7684958291042	56.8758791476153	63.1725053546521	50.533024550287	29.2233639467805	31.6037331561779	114.952503542354	148.470826241314	169.806625788309	194.883774660416	250.850542183063	279.408976304853	251.876837425165
O_0019	TCONS_00009996	bflo_16668	STRPU_20683	27.7766239141641	53.7085807114469	135.648633428007	195.508819717764	150.406773827086	153.546736658067	207.400490757222	230.549857677352	205.797685783243	220.659837562705	236.644235360903	215.881693717972	156.391915074541	169.23012557683	275.157783128057	548.108829943972	713.046180502002	726.84012579623	748.662633720544	811.43159236938	851.958231501402	846.703425164764	709.767547657693	988.159319117506	844.108394377165	1093.94965136065	78.9366444887976	241.671017750977	308.471639801569	253.105243829437	187.05361600543	170.431511268151	178.394483246061	339.830145538331	439.260134703615	407.568142831263	368.241465016523	389.27300927207	429.201100193634
