#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_14_promoters/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_14_promoters/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_14_promoters/0.36650041311896.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_14_promoters/target.clean..pos
BGpeak73193	Scaffold_7_1_contigs	22709424	22709792	+	0.000	0.000	TCONS_00051658
BGpeak73683	Scaffold_7_1_contigs	32008594	32009060	+	0.000	0.000	TCONS_00051871
BGpeak21933	Scaffold_14_1_contigs	40752968	40753295	+	0.000	0.000	TCONS_00012196
BGpeak39958	Scaffold_19_1_contigs	39142786	39143163	+	0.000	0.000	TCONS_00021829
BGpeak74492	Scaffold_7_1_contigs	40508342	40508526	+	0.000	0.000	TCONS_00052084
BGpeak74636	Scaffold_7_1_contigs	42724905	42726068	+	0.000	0.000	TCONS_00052139
BGpeak74830	Scaffold_7_1_contigs	45806431	45806650	+	0.000	0.000	TCONS_00051124
BGpeak74877	Scaffold_7_1_contigs	46187246	46187420	+	0.000	0.000	TCONS_00052207
BGpeak22029	Scaffold_15_1_contigs	251142	251585	+	0.000	0.000	TCONS_00013377
BGpeak3619	Scaffold_11_1_contigs	3216596	3217106	+	0.000	0.000	TCONS_00003595
BGpeak22219	Scaffold_15_1_contigs	1881750	1882147	+	0.000	0.000	TCONS_00012288
BGpeak22379	Scaffold_15_1_contigs	3139333	3139638	+	0.000	0.000	TCONS_00012317
BGpeak22545	Scaffold_15_1_contigs	4367160	4367466	+	0.000	0.000	TCONS_00013518
BGpeak22868	Scaffold_15_1_contigs	6954414	6954653	+	0.000	0.000	TCONS_00013618
BGpeak75763	Scaffold_8_1_contigs	7091854	7092074	+	0.000	0.000	TCONS_00052715
BGpeak4631	Scaffold_11_1_contigs	14562787	14562991	+	0.000	0.000	TCONS_00002873
BGpeak4992	Scaffold_11_1_contigs	18494296	18494583	+	0.000	0.000	TCONS_00003927
BGpeak23936	Scaffold_15_1_contigs	18163891	18164201	+	0.000	0.000	TCONS_00012754
BGpeak5345	Scaffold_11_1_contigs	21979230	21979528	+	0.000	0.000	TCONS_00004057
BGpeak77912	Scaffold_8_1_contigs	33697006	33697217	+	0.000	0.000	TCONS_00053324
BGpeak6045	Scaffold_11_1_contigs	34155448	34155707	+	0.000	0.000	TCONS_00003307
BGpeak6372	Scaffold_11_1_contigs	40936914	40937164	+	0.000	0.000	TCONS_00003478
BGpeak25410	Scaffold_15_1_contigs	33925641	33925853	+	0.000	0.000	TCONS_00014401
BGpeak25758	Scaffold_15_1_contigs	38091130	38091711	+	0.000	0.000	TCONS_00013313
BGpeak60795	Scaffold_4_1_contigs	18288016	18288236	+	0.000	0.000	TCONS_00043380
BGpeak78421	Scaffold_8_1_contigs	40059884	40060548	+	0.000	0.000	TCONS_00054609
BGpeak78478	Scaffold_8_1_contigs	40978782	40978965	+	0.000	0.000	TCONS_00053552
