#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_08_promoters/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_08_promoters/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_08_promoters/0.953910716650174.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_08_promoters/target.clean..pos
BGTCONS_00025800	Scaffold_1_1_contigs	60087878	60088277	-	0.000	0.000	TCONS_00025800
BGTCONS_00025883	Scaffold_20_1_contigs	396226	396625	+	0.000	0.000	TCONS_00025883
BGTCONS_00025887	Scaffold_20_1_contigs	520637	521036	+	0.000	0.000	TCONS_00025887
BGTCONS_00025889	Scaffold_20_1_contigs	559421	559820	+	0.000	0.000	TCONS_00025889
BGTCONS_00025891	Scaffold_20_1_contigs	617241	617640	+	0.000	0.000	TCONS_00025891
BGTCONS_00025905	Scaffold_20_1_contigs	765181	765580	+	0.000	0.000	TCONS_00026953
BGTCONS_00026085	Scaffold_20_1_contigs	6439668	6440067	+	0.000	0.000	TCONS_00026085,TCONS_00027069
BGTCONS_00026109	Scaffold_20_1_contigs	7556023	7556422	+	0.000	0.000	TCONS_00026109
BGTCONS_00026190	Scaffold_20_1_contigs	9831512	9831911	+	0.000	0.000	TCONS_00026190
BGTCONS_00026247	Scaffold_20_1_contigs	11908376	11908775	+	0.000	0.000	TCONS_00026247
BGTCONS_00026375	Scaffold_20_1_contigs	16855887	16856286	+	0.000	0.000	TCONS_00026375
BGTCONS_00026427	Scaffold_20_1_contigs	19350519	19350918	+	0.000	0.000	TCONS_00026427
BGTCONS_00026500	Scaffold_20_1_contigs	21843151	21843550	+	0.000	0.000	TCONS_00026500
BGTCONS_00026608	Scaffold_20_1_contigs	25335029	25335428	+	0.000	0.000	TCONS_00026608
BGTCONS_00026610	Scaffold_20_1_contigs	25422011	25422410	+	0.000	0.000	TCONS_00026610
BGTCONS_00026648	Scaffold_20_1_contigs	27604012	27604411	+	0.000	0.000	TCONS_00026648
BGTCONS_00026669	Scaffold_20_1_contigs	28805206	28805605	+	0.000	0.000	TCONS_00026669
BGTCONS_00026713	Scaffold_20_1_contigs	29747536	29747935	+	0.000	0.000	TCONS_00027650
BGTCONS_00026748	Scaffold_20_1_contigs	30637590	30637989	+	0.000	0.000	TCONS_00027679
BGTCONS_00026758	Scaffold_20_1_contigs	31049002	31049401	+	0.000	0.000	TCONS_00026758
BGTCONS_00026780	Scaffold_20_1_contigs	31690439	31690838	+	0.000	0.000	TCONS_00026780
BGTCONS_00026840	Scaffold_20_1_contigs	33834090	33834489	+	0.000	0.000	TCONS_00026840
BGTCONS_00026850	Scaffold_20_1_contigs	34465826	34466225	+	0.000	0.000	TCONS_00026850
BGTCONS_00026882	Scaffold_20_1_contigs	35953045	35953444	+	0.000	0.000	TCONS_00026882
BGTCONS_00026940	Scaffold_20_1_contigs	559587	559986	-	0.000	0.000	TCONS_00025889
BGTCONS_00026953	Scaffold_20_1_contigs	765273	765672	-	0.000	0.000	TCONS_00026953
BGTCONS_00026989	Scaffold_20_1_contigs	2025908	2026307	-	0.000	0.000	TCONS_00026989
BGTCONS_00027024	Scaffold_20_1_contigs	3837849	3838248	-	0.000	0.000	TCONS_00027024
BGTCONS_00027055	Scaffold_20_1_contigs	5519795	5520194	-	0.000	0.000	TCONS_00027055
BGTCONS_00027069	Scaffold_20_1_contigs	6439800	6440199	-	0.000	0.000	TCONS_00026085,TCONS_00027069
BGTCONS_00027122	Scaffold_20_1_contigs	8811055	8811454	-	0.000	0.000	TCONS_00027122
BGTCONS_00027138	Scaffold_20_1_contigs	9295579	9295978	-	0.000	0.000	TCONS_00027138
BGTCONS_00027168	Scaffold_20_1_contigs	10219174	10219573	-	0.000	0.000	TCONS_00027168
BGTCONS_00027209	Scaffold_20_1_contigs	12130797	12131196	-	0.000	0.000	TCONS_00027209
BGTCONS_00027216	Scaffold_20_1_contigs	12319615	12320014	-	0.000	0.000	TCONS_00027216
BGTCONS_00027303	Scaffold_20_1_contigs	16413415	16413814	-	0.000	0.000	TCONS_00027303
BGTCONS_00027397	Scaffold_20_1_contigs	19831534	19831933	-	0.000	0.000	TCONS_00027397
BGTCONS_00027442	Scaffold_20_1_contigs	22269321	22269720	-	0.000	0.000	TCONS_00027442
BGTCONS_00027514	Scaffold_20_1_contigs	25459069	25459468	-	0.000	0.000	TCONS_00027514
BGTCONS_00027650	Scaffold_20_1_contigs	29747481	29747880	-	0.000	0.000	TCONS_00027650
BGTCONS_00027658	Scaffold_20_1_contigs	29805942	29806341	-	0.000	0.000	TCONS_00027658
BGTCONS_00027659	Scaffold_20_1_contigs	29846888	29847287	-	0.000	0.000	TCONS_00027659
BGTCONS_00027679	Scaffold_20_1_contigs	30637711	30638110	-	0.000	0.000	TCONS_00027679
BGTCONS_00027709	Scaffold_20_1_contigs	32297227	32297626	-	0.000	0.000	TCONS_00027709
BGTCONS_00027762	Scaffold_20_1_contigs	34545761	34546160	-	0.000	0.000	TCONS_00027762
BGTCONS_00027764	Scaffold_20_1_contigs	34643321	34643720	-	0.000	0.000	TCONS_00027764
BGTCONS_00027781	Scaffold_20_1_contigs	35252890	35253289	-	0.000	0.000	TCONS_00027781
BGTCONS_00027785	Scaffold_20_1_contigs	35384271	35384670	-	0.000	0.000	TCONS_00027785
BGTCONS_00027843	Scaffold_20_1_contigs	38276133	38276532	-	0.000	0.000	TCONS_00027843
BGTCONS_00027913	Scaffold_21_1_contigs	1980839	1981238	+	0.000	0.000	TCONS_00027913
BGTCONS_00027914	Scaffold_21_1_contigs	2005021	2005420	+	0.000	0.000	TCONS_00027914
BGTCONS_00027915	Scaffold_21_1_contigs	2017639	2018038	+	0.000	0.000	TCONS_00027915
BGTCONS_00027937	Scaffold_21_1_contigs	2789390	2789789	+	0.000	0.000	TCONS_00027937
BGTCONS_00027986	Scaffold_21_1_contigs	4417460	4417859	+	0.000	0.000	TCONS_00027986
BGTCONS_00010056	Scaffold_14_1_contigs	17963861	17964260	+	0.000	0.000	TCONS_00011402
BGTCONS_00010168	Scaffold_14_1_contigs	22289510	22289909	+	0.000	0.000	TCONS_00010168
BGTCONS_00010186	Scaffold_14_1_contigs	22556920	22557319	+	0.000	0.000	TCONS_00010186
BGTCONS_00010189	Scaffold_14_1_contigs	22569230	22569629	+	0.000	0.000	TCONS_00010189
BGTCONS_00010194	Scaffold_14_1_contigs	22719242	22719641	+	0.000	0.000	TCONS_00010194
BGTCONS_00010212	Scaffold_14_1_contigs	23579283	23579682	+	0.000	0.000	TCONS_00010212
BGTCONS_00010413	Scaffold_14_1_contigs	28392742	28393141	+	0.000	0.000	TCONS_00010413
BGTCONS_00010440	Scaffold_14_1_contigs	29659259	29659658	+	0.000	0.000	TCONS_00010440
BGTCONS_00010501	Scaffold_14_1_contigs	31570642	31571041	+	0.000	0.000	TCONS_00010501
BGTCONS_00010576	Scaffold_14_1_contigs	34364032	34364431	+	0.000	0.000	TCONS_00010576
BGTCONS_00010585	Scaffold_14_1_contigs	34544262	34544661	+	0.000	0.000	TCONS_00010585
BGTCONS_00010611	Scaffold_14_1_contigs	35587060	35587459	+	0.000	0.000	TCONS_00010611
BGTCONS_00010646	Scaffold_14_1_contigs	36517986	36518385	+	0.000	0.000	TCONS_00010646
BGTCONS_00010701	Scaffold_14_1_contigs	38190827	38191226	+	0.000	0.000	TCONS_00010701
BGTCONS_00010737	Scaffold_14_1_contigs	39032841	39033240	+	0.000	0.000	TCONS_00010737
BGTCONS_00010739	Scaffold_14_1_contigs	39077698	39078097	+	0.000	0.000	TCONS_00010739
