#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_06_promoters/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_06_promoters/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_06_promoters/0.392107620908977.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_06_promoters/target.clean..pos
BGpeak38755	Scaffold_19_1_contigs	28205986	28206442	+	0.000	0.000	TCONS_00022627
BGpeak73306	Scaffold_7_1_contigs	25486076	25486317	+	0.000	0.000	TCONS_00051707
BGpeak73896	Scaffold_7_1_contigs	34115657	34115979	+	0.000	0.000	TCONS_00050826
BGpeak2571	Scaffold_10_1_contigs	36175078	36175275	+	0.000	0.000	TCONS_00002188
BGpeak2893	Scaffold_10_1_contigs	39545167	39545371	+	0.000	0.000	TCONS_00001126
BGpeak21828	Scaffold_14_1_contigs	39591438	39591612	+	0.000	0.000	TCONS_00012152
BGpeak74348	Scaffold_7_1_contigs	38322757	38323033	+	0.000	0.000	TCONS_00050937
BGpeak74814	Scaffold_7_1_contigs	45693421	45693845	+	0.000	0.000	TCONS_00051121
BGpeak74969	Scaffold_7_1_contigs	47268869	47269028	+	0.000	0.000	TCONS_00052265
BGpeak22088	Scaffold_15_1_contigs	776145	776620	+	0.000	0.000	TCONS_00012251
BGpeak3676	Scaffold_11_1_contigs	4035334	4035548	+	0.000	0.000	TCONS_00002645
BGpeak22348	Scaffold_15_1_contigs	2977607	2977894	+	0.000	0.000	TCONS_00013482
BGpeak75088	Scaffold_8_1_contigs	735273	735495	+	0.000	0.000	TCONS_00052472
BGpeak75089	Scaffold_8_1_contigs	735516	735737	+	0.000	0.000	TCONS_00052472
BGpeak4510	Scaffold_11_1_contigs	12967716	12968556	+	0.000	0.000	TCONS_00003794
BGpeak23327	Scaffold_15_1_contigs	13044767	13045277	+	0.000	0.000	TCONS_00012572
BGpeak23416	Scaffold_15_1_contigs	13775976	13776128	+	0.000	0.000	TCONS_00013802
BGpeak23779	Scaffold_15_1_contigs	16593909	16594108	+	0.000	0.000	TCONS_00012686
BGpeak76726	Scaffold_8_1_contigs	17654015	17654326	+	0.000	0.000	TCONS_00054049
BGpeak76847	Scaffold_8_1_contigs	20354871	20355086	+	0.000	0.000	TCONS_00053007
BGpeak24002	Scaffold_15_1_contigs	18775640	18776108	+	0.000	0.000	TCONS_00013963
BGpeak24704	Scaffold_15_1_contigs	26986175	26987936	+	0.000	0.000	TCONS_00013004
BGpeak24773	Scaffold_15_1_contigs	27892222	27892460	+	0.000	0.000	TCONS_00014227
BGpeak6848	Scaffold_1_1_contigs	3201653	3201836	+	0.000	0.000	TCONS_00023049
BGpeak6889	Scaffold_1_1_contigs	4535849	4536076	+	0.000	0.000	TCONS_00024544
BGpeak60833	Scaffold_4_1_contigs	19427737	19428002	+	0.000	0.000	TCONS_00043405
BGpeak78422	Scaffold_8_1_contigs	40174724	40175065	+	0.000	0.000	TCONS_00054613
BGpeak7463	Scaffold_1_1_contigs	17393894	17394108	+	0.000	0.000	TCONS_00023388
BGpeak61903	Scaffold_4_1_contigs	33129150	33129373	+	0.000	0.000	TCONS_00042417
BGpeak79682	Scaffold_9_1_contigs	13473721	13473897	+	0.000	0.000	TCONS_00056343
BGpeak79803	Scaffold_9_1_contigs	14945438	14945665	+	0.000	0.000	TCONS_00055234
BGpeak79956	Scaffold_9_1_contigs	16742688	16743293	+	0.000	0.000	TCONS_00056454
BGpeak27343	Scaffold_16_1_contigs	12408024	12408207	+	0.000	0.000	TCONS_00014958
BGpeak62675	Scaffold_4_1_contigs	40082307	40082876	+	0.000	0.000	TCONS_00043959
BGpeak10334	Scaffold_12_1_contigs	5811349	5811758	+	0.000	0.000	TCONS_00004745
BGpeak28064	Scaffold_16_1_contigs	19693110	19693905	+	0.000	0.000	TCONS_00016197
BGpeak28489	Scaffold_16_1_contigs	23352868	23353131	+	0.000	0.000	TCONS_00016338
BGpeak28746	Scaffold_16_1_contigs	27817013	27817260	+	0.000	0.000	TCONS_00015362
BGpeak63363	Scaffold_4_1_contigs	46161980	46162358	+	0.000	0.000	TCONS_00042821
BGpeak63622	Scaffold_4_1_contigs	48396205	48396638	+	0.000	0.000	TCONS_00044220
BGpeak63951	Scaffold_49_1_contigs	824616	824825	+	0.000	0.000	TCONS_00041553
BGpeak11419	Scaffold_12_1_contigs	16388559	16389067	+	0.000	0.000	TCONS_00006348
BGpeak11685	Scaffold_12_1_contigs	18609074	18609293	+	0.000	0.000	TCONS_00005197
BGpeak11752	Scaffold_12_1_contigs	19354041	19354226	+	0.000	0.000	TCONS_00006437
BGpeak29685	Scaffold_16_1_contigs	39029037	39029342	+	0.000	0.000	TCONS_00016722
BGpeak29750	Scaffold_17_1_contigs	116563	116780	+	0.000	0.000	TCONS_00016765
BGpeak64104	Scaffold_5_1_contigs	1660965	1661507	+	0.000	0.000	TCONS_00045738
BGpeak64106	Scaffold_5_1_contigs	1725525	1726079	+	0.000	0.000	TCONS_00044660
BGpeak65437	Scaffold_5_1_contigs	21249174	21249409	+	0.000	0.000	TCONS_00046195
BGpeak65530	Scaffold_5_1_contigs	22921863	22922767	+	0.000	0.000	TCONS_00046235
BGpeak65717	Scaffold_5_1_contigs	25682368	25682969	+	0.000	0.000	TCONS_00045219
BGpeak13285	Scaffold_12_1_contigs	38826045	38826429	+	0.000	0.000	TCONS_00006842
BGpeak66699	Scaffold_5_1_contigs	38781754	38782479	+	0.000	0.000	TCONS_00045500
BGpeak66833	Scaffold_5_1_contigs	40222806	40223324	+	0.000	0.000	TCONS_00045536
BGpeak67045	Scaffold_5_1_contigs	43584568	43584760	+	0.000	0.000	TCONS_00046777
BGpeak67046	Scaffold_5_1_contigs	43584772	43585086	+	0.000	0.000	TCONS_00046777
BGpeak67060	Scaffold_5_1_contigs	43671826	43672255	+	0.000	0.000	TCONS_00046779
BGpeak67222	Scaffold_5_1_contigs	44847908	44848034	+	0.000	0.000	TCONS_00046850
BGpeak67669	Scaffold_6_1_contigs	1225447	1225848	+	0.000	0.000	TCONS_00048562
BGpeak67858	Scaffold_6_1_contigs	3219548	3219990	+	0.000	0.000	TCONS_00047282
BGpeak67860	Scaffold_6_1_contigs	3221191	3221731	+	0.000	0.000	TCONS_00048618
BGpeak67936	Scaffold_6_1_contigs	4048679	4048851	+	0.000	0.000	TCONS_00047299
BGpeak15255	Scaffold_13_1_contigs	19387589	19387833	+	0.000	0.000	TCONS_00008816
BGpeak15328	Scaffold_13_1_contigs	19889852	19890125	+	0.000	0.000	TCONS_00008833
