#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_16_promoters/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_16_promoters/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_16_promoters/0.229968722983362.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_16_promoters/target.clean..pos
BGpeak73971	Scaffold_7_1_contigs	34558648	34559215	+	0.000	0.000	TCONS_00051926
BGpeak21137	Scaffold_14_1_contigs	32445655	32445867	+	0.000	0.000	TCONS_00011905
BGpeak2863	Scaffold_10_1_contigs	39172937	39173170	+	0.000	0.000	TCONS_00002283
BGpeak21724	Scaffold_14_1_contigs	38824640	38825005	+	0.000	0.000	TCONS_00010728
BGpeak21750	Scaffold_14_1_contigs	39024400	39024676	+	0.000	0.000	TCONS_00010736
BGpeak39629	Scaffold_19_1_contigs	36365999	36366168	+	0.000	0.000	TCONS_00022892
BGpeak74169	Scaffold_7_1_contigs	36732204	36732481	+	0.000	0.000	TCONS_00051990
BGpeak39943	Scaffold_19_1_contigs	39094828	39095315	+	0.000	0.000	TCONS_00022935
BGpeak3092	Scaffold_10_1_contigs	41773905	41774351	+	0.000	0.000	TCONS_00002353
BGpeak3098	Scaffold_10_1_contigs	41844014	41844404	+	0.000	0.000	TCONS_00001171
BGpeak3447	Scaffold_11_1_contigs	1898367	1899308	+	0.000	0.000	TCONS_00003563
BGpeak22127	Scaffold_15_1_contigs	1111838	1112317	+	0.000	0.000	TCONS_00012263
BGpeak22771	Scaffold_15_1_contigs	6307368	6307706	+	0.000	0.000	TCONS_00012402
BGpeak75117	Scaffold_8_1_contigs	1052201	1052365	+	0.000	0.000	TCONS_00052479
BGpeak23155	Scaffold_15_1_contigs	11061234	11061558	+	0.000	0.000	TCONS_00012515
BGpeak4734	Scaffold_11_1_contigs	15381736	15381891	+	0.000	0.000	TCONS_00002888
BGpeak23914	Scaffold_15_1_contigs	18020807	18021176	+	0.000	0.000	TCONS_00013946
BGpeak76303	Scaffold_8_1_contigs	13628686	13629103	+	0.000	0.000	TCONS_00052872
BGpeak5006	Scaffold_11_1_contigs	18588395	18588759	+	0.000	0.000	TCONS_00003928
BGpeak24020	Scaffold_15_1_contigs	19162339	19162701	+	0.000	0.000	TCONS_00013968
BGpeak77519	Scaffold_8_1_contigs	28938911	28939086	+	0.000	0.000	TCONS_00053191
BGpeak25228	Scaffold_15_1_contigs	31959594	31959882	+	0.000	0.000	TCONS_00014343
BGpeak78928	Scaffold_9_1_contigs	1808979	1809381	+	0.000	0.000	TCONS_00054877
BGpeak7443	Scaffold_1_1_contigs	16109220	16109460	+	0.000	0.000	TCONS_00024769
BGpeak7444	Scaffold_1_1_contigs	16186808	16187757	+	0.000	0.000	TCONS_00023366
BGpeak26024	Scaffold_15_1_contigs	41064557	41064887	+	0.000	0.000	TCONS_00013366
BGpeak26600	Scaffold_16_1_contigs	5228862	5229357	+	0.000	0.000	TCONS_00014777
BGpeak61482	Scaffold_4_1_contigs	27006586	27006952	+	0.000	0.000	TCONS_00043600
BGpeak61759	Scaffold_4_1_contigs	31322706	31322963	+	0.000	0.000	TCONS_00043700
BGpeak61876	Scaffold_4_1_contigs	32230692	32231130	+	0.000	0.000	TCONS_00042396
BGpeak61881	Scaffold_4_1_contigs	32345697	32346209	+	0.000	0.000	TCONS_00043731
BGpeak79831	Scaffold_9_1_contigs	15327873	15328118	+	0.000	0.000	TCONS_00056410
BGpeak27267	Scaffold_16_1_contigs	11884088	11884377	+	0.000	0.000	TCONS_00014948
BGpeak27765	Scaffold_16_1_contigs	15791113	15791488	+	0.000	0.000	TCONS_00016120
BGpeak62744	Scaffold_4_1_contigs	40824290	40824796	+	0.000	0.000	TCONS_00042661
BGpeak62748	Scaffold_4_1_contigs	40825573	40825685	+	0.000	0.000	TCONS_00043975
BGpeak28781	Scaffold_16_1_contigs	28115137	28115394	+	0.000	0.000	TCONS_00016456
BGpeak11129	Scaffold_12_1_contigs	13729236	13729861	+	0.000	0.000	TCONS_00005016
BGpeak11863	Scaffold_12_1_contigs	20415847	20416330	+	0.000	0.000	TCONS_00005275
BGpeak29107	Scaffold_16_1_contigs	32524441	32525046	+	0.000	0.000	TCONS_00016566
BGpeak29117	Scaffold_16_1_contigs	32623613	32623883	+	0.000	0.000	TCONS_00015485
BGpeak29395	Scaffold_16_1_contigs	36022505	36022699	+	0.000	0.000	TCONS_00015546
BGpeak64771	Scaffold_5_1_contigs	12040228	12040758	+	0.000	0.000	TCONS_00044903
BGpeak64905	Scaffold_5_1_contigs	13764973	13765096	+	0.000	0.000	TCONS_00044929
BGpeak12163	Scaffold_12_1_contigs	23272766	23273111	+	0.000	0.000	TCONS_00006506
BGpeak12615	Scaffold_12_1_contigs	30515681	30516588	+	0.000	0.000	TCONS_00006668
BGpeak12795	Scaffold_12_1_contigs	32992957	32993212	+	0.000	0.000	TCONS_00006726
BGpeak65579	Scaffold_5_1_contigs	23873791	23874267	+	0.000	0.000	TCONS_00045187
BGpeak13589	Scaffold_13_1_contigs	1746883	1747095	+	0.000	0.000	TCONS_00007023
BGpeak13618	Scaffold_13_1_contigs	2280410	2280708	+	0.000	0.000	TCONS_00007036
BGpeak66344	Scaffold_5_1_contigs	32808902	32809088	+	0.000	0.000	TCONS_00045363
BGpeak66473	Scaffold_5_1_contigs	33739595	33739981	+	0.000	0.000	TCONS_00046519
