St_blastula	St_gastrula	St_elongation	St_early_larva	St_mature_larva	St_competent_larva	St_juvenile
1	0.535510864	74.34106048	505.796632	3478.905347	3015.2851585	2043.07306455	2399.033997
2	0	0	0	4630.0183	5037.6660045	9015.5760825	463.6755761
3	5.223346025	92.813274705	619.8632443	148.6304021	1335.7568935	3522.6307345	935.7088894
4	0	21.88554536	151.4990285545	19.034395355	75.5046444	684.55990795	4016.482838
5	0	0	565.23125925	610.65295345	656.68384245	1401.99975675	2.009797976
6	14.376867535	28.86919099	52.680835805	75.842044085	32.1767154	131.64558745	119.5322385
7	258.44037435	278.1641347	332.25417185	271.0881309	375.08448645	483.70077485	465.5930142
8	332.98738025	346.00187045	314.6924462	311.4665257	458.29361235	525.7878225	331.9293692
9	7.9837638895	5.425387686	7.226574603	1.5965955505	2.375790746	7.766410972	75.02109324
10	14.508258383	4.059960993	1.092558599	0	0	0.8834240855	0
11	23259.07346	11083.031591	9579.4906035	6600.428758	5156.1363635	2050.0616535	2748.656356
12	530.73555105	1000.4991474	1122.26262195	1221.359425	1852.4685955	1719.0740905	2098.141715
13	1535.0647615	364.29505295	465.81996315	389.3519475	391.160333	645.422286	732.4830246
14	800.7333517	307.5264293	334.8899534	236.46980925	236.4997151	68.114648	50.34972005
15	9.411429703	24.297511735	31.752287755	20.412522605	13.9052523475	12.21724886	9.468897154
16	7.451093119	9.488254071	11.6719671555	8.534872179	5.280126779	8.2322279145	8.091686232
17	1955.5083325	1076.4523575	611.6986348	453.69347435	388.42743685	453.40155055	525.5795376
18	1451.8295555	1818.854588	1224.240737	869.0451407	655.0599304	916.25483125	919.6791306
19	276.33463915	271.38631065	335.791193	512.2907106	532.4681767	653.6925217	747.673148
20	6.857590577	297.96629545	217.9045197	257.9892861	498.40083085	841.0481476	201.6104891
21	0.5215393595	16.5220627855	20.694742585	5.723297515	164.76472365	479.45845635	601.944715
22	459.45109095	434.80709945	627.84612205	753.56430595	583.67798815	435.72353655	555.6054737
23	40.5799808875	31.1120750005	10.771431225	7.050794712	2.892416208	3.7464588485	4.640407529
24	65.05163722	213.3383379	279.3326481	484.5260979	291.2503449	82.59459997	26.33980928
25	3836.172028	953.6285808	588.7711914	446.0690208	324.32430665	505.705964	466.9222918
26	138.8457883	963.12428035	1000.6036112	793.52970035	819.5576473	839.2524874	1121.046905
27	1036.2177605	1028.6929972	822.00324345	788.770037	879.8960789	642.0833234	623.7259359
28	315.70422175	272.3394654	316.209687	301.4921857	246.2791373	204.8281274	262.9755425
29	39.641537565	64.43985353	87.01375912	96.50805299	181.700098055	221.277384175	1219.794184
30	133.2477324	161.78284635	196.579247	194.69118605	194.23878025	235.29790555	458.878581
31	10032.848881	9215.059841	6161.26136	5077.34907	3487.842557	3310.947077	3723.560691
32	2560.7129155	3209.0497535	3704.0737875	5450.073592	6988.4555195	2038.5842695	983.4419199
33	1701.531879	2747.4845815	3221.023885	3437.507542	3397.926413	1199.5114854	663.0751571
34	478.5028765	591.0187636	738.93471205	790.91266015	800.27127285	230.3155771	161.475115
35	10.1322519655	15.10748182	17.16651628	12.850533755	10.105686761	19.63627886	51.51731303
36	62.81733647	129.22791084	410.19657	898.3948649	1156.968491	725.8629771	1130.429804
37	365.42595695	534.38857155	1181.26474955	3595.9129485	4905.7980245	3672.26756	3527.198651
38	1120.40144255	987.69293815	778.45156415	1128.9153925	1180.700992	1329.1006815	1448.335521
39	0	0	0	0	0	24.517157075	63.13336046
40	271.4380913	3254.749302	3886.77187	2779.45581	1946.355444	1593.868906	1708.911457
41	32.675209505	53.4087556	539.16718975	1039.2939825	2357.185509	2492.533788	1918.101055
42	10441.242145	13340.158605	11939.207935	14141.944525	13512.56216	21840.312145	26000.3496
43	1530.8055855	2296.2702395	1886.016636	1384.221535	1028.47184835	892.4415049	854.7260652
44	873.3976477	560.65321095	421.93642615	577.6157174	955.57705015	789.1849286	343.4809624
45	21.875766745	83.123286225	63.287970365	79.95018242	125.3341578	103.54966319	96.90449026
46	55.14645642	53.769270005	672.2547169	2199.65368	1260.81536	678.2887811	1384.552446
47	323.613448	318.0835081	267.6817782	290.2318652	189.18728425	188.17472815	266.9452881
48	145.268777511	255.104438755	288.7313999	282.157153155	411.053155885	226.71589402	122.5181467
49	573.18668855	1014.0331285	980.68399395	1327.848456	1654.3560855	887.4533429	368.7070952
50	2719.7969805	2288.758194	3656.182745	3108.997347	3905.002216	1885.2977105	852.7530507
51	0.546123355	2.620519587	0.5631616225	0.564318672	1.4234341195	0.234789431	30.6788958
52	10.128557291	45.870137005	62.85670253	42.00320053	85.26343789	124.39858325	362.8856352
53	0	0	0	0	2.907287226	12.023439405	12.45991256
54	2.7116465585	5.578100525	25.84833934	28.9525951725	90.99020353	291.7641438	0
55	0	0	3.964925449	17.16228126	65.661900025	57.373627955	99.08256839
56	32.627607435	24.11534307	48.914233425	111.751386	334.76432065	441.01874905	510.9326704
57	34.22009813	18.3768919	10.8975629245	12.2606563255	30.669683455	14.661976825	8.178614727
58	2656.557731	3214.8119565	2653.6609615	1947.756143	1910.5071835	2679.4835525	2944.23069
59	8605.6835275	5094.201037	5481.7236215	9222.8514275	10359.044795	6001.7701	4880.370134
60	5.875578705	47.3558128765	48.08855807	41.784724515	22.6917180415	20.921417275	188.6577206
61	3.7453760945	83.574315935	510.3277172	825.72835735	1153.1169535	3865.798	127.4424493
62	2606.9106575	1044.22556895	709.2305217	439.70909845	277.913359	194.4938746	252.5893708
63	178.595771	122.66004028	151.01395506	108.47336873	173.80178587	74.41477267	0
64	1508.3042255	1247.5328365	1217.8262625	1303.6118785	1021.5168833	777.38655135	874.481333
65	284.89780605	441.5223766	864.90368055	955.7112773	823.5755557	592.9505127	335.7210415
66	40.420389575	75.269951702	30.0887091485	38.115098185	44.186587814	42.120965056	68.54004915
67	703.5755955	373.3738147	353.35420335	476.94685455	469.22389525	343.6657112	211.4647839
68	3126.2293275	1295.69061065	1577.937054	1518.2199125	1498.251889	723.45746965	490.9209432
69	379.99185945	406.8656731	467.96699505	591.31707615	588.49767345	551.9054992	749.5614383
70	2361.862507	2813.1509705	3318.2519465	3541.461046	3181.2872185	2760.757666	2220.401541
71	15.1822294405	35.160848995	15.244981995	25.26174245	38.27906444	390.03860545	932.3768504
72	0	0	0	0	0	0	0
73	1.0320713175	4.506211327	0.5306197315	0	1.419689145	29.674395835	81.56865412
74	34.724381955	23.181028145	11.455855905	9.0966113115	7.2158456	4.2365429605	7.546638156
75	1110.9629411	326.99576155	508.12107915	472.5489932	315.2410871	220.1539093	257.2805067
76	9828.3692345	4259.840457	3516.495535	3616.5293905	3594.2354915	2117.825836	1877.877301
77	321.85411435	224.92646745	408.62425895	740.27969325	1067.8702945	991.51029645	1019.350776
78	1110.212173	2376.390472	3527.088778	5613.3880235	8488.75049	9731.071807	3286.073027
79	6.2578627	0	2.8544852905	2.288929114	15.3009959825	3.796791904	0
80	201.90906615	387.58464155	600.1065753	875.9231883	2162.6664425	3070.992183	1306.786918
81	0	0	0	0	0	0	0
82	320.28545015	451.22350785	564.10589745	772.53744665	1031.9489805	1947.0230255	262.6442806
83	214.06303425	401.55773035	510.3760826	803.89745305	1280.374253	1628.5775045	549.7029061
84	6.3366454835	34.214503905	62.236832365	87.21218238	71.3441269	51.80104479	51.57872978
85	1237.70538825	820.8083393	618.42879005	724.9551209	833.83842435	434.1774015	325.7522382
86	25056.490535	34138.32709	32429.331085	25714.966675	13465.65054	6788.352837	4996.602473
87	577.2659863	452.35199275	413.35563665	511.89990195	619.7013889	414.1005811	480.322191
88	2.155965567	5.22144274	17.82617735	15.0021087335	4.3097488375	12.4122137795	31.03833988
89	8.942412934	334.14187065	156.84035465	137.21648705	88.28538993	141.13606753	265.3273221
90	108.17955895	295.487066	747.040574	1220.381696	709.3741747	641.043255	958.0713858
91	1.5803746715	59.817700385	869.61202865	3097.834898	4482.855698	1302.2559284	148.4460233
92	0	2.7239761015	1.060557944	1.124956167	2.3665741305	2.9005250525	3.354673798
93	4.698716718	7.8294382695	4.4046064385	0.573369676	7.9048608945	37.71374502	34.84957032
94	20.4122573415	11.217551534	9.2035540935	9.4356646105	8.856047295	6.7961860145	5.353330499
95	115.887751	221.50511845	215.39978315	204.77389505	141.11532345	131.8885157	128.105432
96	924.60053365	815.80349125	752.10851355	811.993802	709.2605136	571.16779725	621.0985907
97	25.91474227	81.388915265	94.367842425	144.5365916	314.3648523	2132.9231285	601.6458692
98	1591.773765	2540.025781	3407.959652	5787.5145245	7423.736033	5717.7628415	2081.311909
99	2.101183142	2.233644841	7.694884935	9.7843954085	5.033647934	10.6645243005	41.47656072
100	100.89228258	234.4395755	283.603603	354.1466351	853.95737905	1156.95053785	1326.745152
101	118.77978298	324.5003109	787.54702815	1516.0962745	2257.34271	5755.988483	325.2863817
102	44.420449533	77.33836793	76.371298285	122.86084263	117.4460657	157.7719993	40.62254428
103	7.3187254745	9.416268956	287.2873855	593.0757947	570.6429032	1090.4932575	194.8743946
104	8098.7004925	8761.238924	5365.5713785	4299.594943	3123.0563685	4959.725088	5549.003149
105	1278.200606	922.34391955	814.19669785	578.365324	719.35149205	744.98515415	826.623483
106	13.148750213	36.91434075	369.478138	1021.0875275	1434.840675	3635.989269	9760.587846
107	1.61897749	979.77558575	2227.22809	1884.0600615	2935.744716	1794.74423645	155.1320932
108	16.827334546	109.288483045	606.6618702	1531.6352285	1184.2759985	1083.411565	2040.456325
109	11.70740654	11.217136047	5.9915171595	1.124488335	1.419515099	22.402354435	95.91316961
110	40.51703558	533.75153745	427.6255764	89.251290375	52.762453745	3384.3840705	7669.886682
111	142.22458355	1818.321737	1434.544174	322.18670085	228.1434856	1328.599831	2049.621494
112	5.2178920175	7.202056318	3.781860634	1.1375409755	1.456615554	42.313693855	182.67811
113	106.565856045	285.77249995	445.06004985	663.0560571	578.6780933	609.9605608	669.9273083
114	131.6641828	1493.29825585	2898.068715	2120.944574	1194.3160685	684.792949	958.6614124
115	20.901574528	22.195871465	21.66870072	26.82440561	10.536869315	42.49946683	100.3652139
116	5.7801748875	16.811506835	26.22067372	15.6969402	20.267234655	30.28498235	33.81577359
117	82.291029945	100.91522598	64.501284205	14.102908555	17.10169653	13.056159765	30.63551473
118	367.26512175	112.74248375	245.40354805	251.1731264	381.75481905	230.9576235	11.38230653
119	0	13.556471755	0	6.349346725	0	32.985668335	68.86552083
120	210.96826035	162.5472473	167.3902821	203.4962757	264.1417091	193.5225759	81.03995409
121	9.5683351375	2.173423852	3.705821488	0.796145225	0.477524765	186.79961288	418.9754285
122	1.5548910725	1.2288297005	3.2114550205	1.363973874	0.9515535745	5.421370178	1.905845048
123	0	0.52029253	0	0	0.481713112	1.0882676785	3.571009555
124	0.5407416035	1.6488951595	2.761656727	3.640443776	3.5949063385	4.170368337	9.909940387
125	39.575128245	27.50359831	30.5280678	23.464297825	17.02299684	78.581396035	127.2880227
126	63.81783182	41.255526695	34.660550805	43.472318535	20.90341972	41.24307809	253.5154054
127	6.9683080795	12.563762885	15.87947969	10.553058962	7.137397295	4.568610143	57.18132707
128	18614.79046	28725.73132	16712.16653	8008.5320895	4803.29515	10116.055679	5095.849509
129	32.01956158	58.863248135	56.89277425	26.121549525	12.567152505	26.393860745	26.86635657
130	28.26761769	23.225497975	15.31256043	10.705822825	29.001440695	29.659584125	106.5446406
131	1023.24774775	582.93897055	527.7814908	833.696873	1149.4817655	745.73446625	1396.077023
132	5522.626501	1363.0996676	1126.741016	1374.8762393	2784.9659705	2329.6274905	3921.103805
133	28.631289815	79.39996915	117.253062245	65.4529561895	62.31943884	64.608466805	56.68370827
134	4060.321608	1434.2693875	1115.198723	992.3274556	1195.308069	654.5549987	836.5165107
135	48.772474175	205.00996965	65.57831051	4.6592152615	1.9041213245	9.7433290875	4.013902071
136	6.2753661045	278.5557964	1065.9406793	1360.102822	547.1965739	156.321723	595.803053
137	2.6923989135	33.474925575	86.006372975	255.5039814	124.26877795	57.561000395	131.6468301
138	0	2.6097248885	10.42137759	51.007892365	25.411666715	12.09685171	22.88649846
139	5.9502051	21.560124977	21.708267015	19.221602975	79.124904932	327.9796457	5122.954332
140	59.407843392	717.60335115	968.5566626	1306.621016	1410.176703	3748.560518	4549.080759
141	4547.040133	4703.3042435	3151.510772	2346.2613955	1191.181543	1493.0555665	1724.915396
142	23.324542705	625.11095985	1596.96144	1986.311924	1348.7903465	1030.6813755	434.403824
143	76.41838871	81.760725055	65.93310934	72.428956235	71.618571545	173.3924175	235.1571143
144	117.45406185	193.3381554	250.8222443	416.0527901	361.91938005	219.6716917	457.5870066
145	72.990056305	62.91198654	46.941381815	84.17395753	100.72239421	152.58809355	135.7023987
146	6.791208407	29.817957985	19.707780675	29.479508945	26.600781485	6.6397380415	48.4444249
147	39.28783936	19.087112905	36.268138575	40.79022282	63.91265377	103.26515407	66.07502102
148	0	1.811718268	1.7026898495	2.275314907	14.0386583885	1.264967147	2.524695778
149	29.062263455	66.10533881	115.130015395	75.61308514	54.61280071	89.02545757	94.89896614
150	6.8030201525	21.155805825	16.258639543	17.52432936	21.138986455	24.71537988	27.03131754
151	0	0	10.079282396	16.58531741	9.334281953	2.414160571	1.483840805
152	0.542558467	2.6162821195	11.0242146865	27.17785388	21.793136865	19.0207788855	2.111589828
153	0.5435111525	0.6132461585	20.263360055	43.606356915	27.97263223	6.57588898	3.056326571
154	2593.045925	5184.4265225	5098.1397555	5032.523111	6175.21213	6500.41513	6842.871373
155	0	5.326473225	9.704803715	11.11677044	0	4.5271252325	0
156	0	4.6920896955	13.72107415	77.37056697	50.94485027	31.1922786	11.59207616
157	305.54033285	1951.367343	3563.354595	4938.2976095	7481.9366915	8659.8909845	2308.499647
158	1998.542589	3552.906765	3500.1858555	2213.1271835	1004.19786275	636.43364085	583.926294
159	60.762506435	104.08392482	134.4534611	472.0139622	1072.2131533	3128.617535	8387.660266
160	8.303435839	97.621053465	126.627001555	48.912307705	17.07877937	13.38433392	14.50515084
161	297.84746065	367.4789445	331.8842018	242.3661315	155.15123295	149.43862245	116.7186279
162	2.639684002	15.222611745	13.962006415	9.3350399075	3.601729554	11.8524165855	10.61999795
163	1026.7164665	2683.169729	2158.462181	1400.5267343	1488.2699285	2614.53136	1964.326805
164	494.4081266	60.40975756	54.585713235	80.255019965	125.8588881	182.82799445	114.1896988
165	61.5361091	97.34095283	211.707659	345.97494745	1009.25534895	1360.10918945	1950.606403
166	0	0	6.35203545	0	21.14033005	147.5968174	127.0824536
167	17.4241539575	31.96315596	58.421230035	107.093538545	229.80169015	253.3814353	306.6614032
168	26.51937679	104.280347905	135.51831945	187.7270586	138.01656992	159.12810875	154.5801251
169	265.61930505	69.88916256	49.674614395	89.195196705	120.818920945	153.11621435	103.7527423
170	79.4816435405	383.822061705	197.123007305	160.83799721	57.89276142	27.014613205	29.11676129
171	127.01323845	83.494367145	98.14836409	152.4587067	249.794372	136.7314212	86.61920698
172	825.0477482	853.79592845	615.87688785	532.4314127	272.40288715	183.7195879	192.4136668
173	48.533882725	15.326001275	13.4780033765	16.392787575	6.7117901205	21.26960384	104.9806753
174	22.33611598	139.636170165	513.13535775	649.6504528	487.32546185	53.112831625	16.63664196
175	194.4183053	1321.3945379	2155.2438755	1708.090367	1124.375609	787.98191815	564.8375178
176	42.574543055	60.114722995	79.769506055	72.03966546	125.84018896	297.4181712	151.5559882
177	30.794188425	27.177960835	34.898918645	38.198356365	2.1560719155	9.3067883645	7.155025257
178	60.89967197	293.8288112	549.10278925	449.9939385	293.53195795	181.33343085	106.2783867
179	4.6934698235	31.85688119	70.787530235	47.434994165	47.896102985	36.3444646	23.81758935
180	8.7838516795	64.132052125	109.13848857	67.61044817	49.00508166	67.88628399	52.74030717
181	391.0011065	1658.4179015	2243.8910605	1564.1820595	1510.16809	1899.196879	1067.977464
182	1.0783593145	6.2013092595	19.293459626	6.82727746	8.1760761455	45.155225685	136.1724379
183	5.20076562	5.41188102	2.23412968	0	0.7256173285	11.91621999	140.4999409
184	1449.0088165	544.02018225	542.9458842	499.7490996	455.57883745	530.02781945	411.0469741
185	17.990052135	15.90409824	17.394302895	11.143553704	15.6353018	8.851444576	9.10433805
186	3.2506628855	16.98670591	9.037470639	5.112526415	5.563593048	742.66412685	859.2517821
187	793.43139905	505.0100596	609.2160659	1220.3368275	2536.2403365	2345.218191	1291.330678
188	117.2267756	441.84069225	347.56798815	246.0290102	168.0138183	251.29114015	196.4691427
189	165.5868742	350.5244508	708.94998015	1360.584382	1498.8875575	857.17729255	820.1221645
190	2272.7292315	885.05581715	320.24508115	186.8013445	151.64242885	614.7994038	734.0563018
191	3921.7925755	3146.8001655	2299.5596025	1783.1808715	1177.194324	1605.2009795	1828.011369
192	79.628869855	91.76288135	85.27397857	107.93465458	92.94229175	128.652897925	239.1833123
193	2.6205697175	5.458561852	4.920475559	0	3.8564754285	0.7492296	6.44807673
194	15228.779085	15724.2564695	6722.5162455	1926.702729	869.95772945	1637.254624	4046.368461
195	322.83833205	1217.395055	509.2387869	67.003580745	363.06563225	388.0614905	597.6401625
196	4.7255659275	9.137538624	10.223435868	53.204101235	20.825796605	101.903852235	172.3681526
197	4585.247103	380.95266145	150.16682495	57.09095441	13.3643151335	0	0
198	1387.764385	2244.188117	2428.2499745	2114.7990275	2326.8114985	519.3981507	142.5870675
199	3.7148939865	0.5218176925	2.281027022	1.365989911	0.4795098055	2.688596336	36.79843503
200	8.960737661	25.7344286485	18.5375560385	15.469279965	11.774136195	49.76504432	12.15593887
201	20.642287195	182.46321215	252.21382205	223.10543555	195.3691148	344.5106311	682.4418277
202	94.12455835	172.33006121	65.686796945	26.89025301	21.50985671	928.16514135	4959.669172
203	459.53557815	413.93072465	89.22658307	8.642689497	1.4340807515	0.6867079865	2.920292007
204	42.50368622	25.86439417	15.149877402	7.180770341	3.8330901945	2768.6686725	3331.310907
205	4573.3263895	9207.4729685	10764.74135	10346.114926	10123.6483775	5127.4287905	5387.310261
206	661.03919875	458.5764789	582.1436555	514.9511671	462.9608232	470.4217656	286.0524736
207	9592.4063815	4412.620978	4440.2600705	3873.253739	2953.356978	1484.5378275	1299.342775
208	54.29555164	44.94146843	20.893964315	42.091884165	13.4113285005	7.936110858	12.08454615
209	1256.4367293	1152.939497	1362.941147	2014.4748025	3248.826506	4609.7953835	4091.671094
210	41.354674155	607.24965255	2176.4149195	3784.0416915	4233.8177975	2994.329765	1534.612601
211	488.7099806	316.99103165	223.7791196	129.187793505	93.791700755	291.2762285	1001.667845
212	5.2291805865	15.2059314725	5.5400649235	1.5885118535	4.3059214645	14.9465401965	19.02828124
213	43.35674571	72.582922235	53.953864965	148.79419841	117.40588258	315.61150505	1542.503914
214	1425.3068465	352.84224015	385.43838375	507.0509346	626.10021545	243.02153655	153.3407153
215	10.55295383	7.383117881	8.0651549505	11.3740151085	9.5505019565	7.2395893355	3.99860334
216	19.77383726	20.74542619	18.612595005	12.745397951	8.644702783	27.249294012	21.00219752
217	0	39.861127675	72.55826788	120.06791775	158.5964736	139.16285515	93.58699196
218	3169.888061	1743.9812765	1841.2720155	1146.5025455	733.62067315	834.9933371	1206.752893
219	394.5111695	630.96579685	634.60295855	642.00851645	567.57672455	496.2484651	527.2261032
220	10.6138640825	217.12888265	3131.71801	2653.3635455	732.7914698	643.1100326	38.12608228
221	921.43001085	984.3424502	780.03441985	560.4115133	414.03710645	486.2920168	601.0668122
222	2818.089723	2026.1253285	1455.949107	1043.8230968	891.4623589	1517.25487	1643.272863
223	5454.7783745	1478.1131835	1121.66544	1041.07081075	1792.2732465	1875.5886215	1364.003633
224	46.900726685	38.62461487	179.4449765	413.34593025	592.0559383	618.59165875	174.530466
225	1520.97771765	1219.708456	1307.809998	1390.1379355	2046.104032	1854.2550865	1769.353477
226	2.082196607	36.722692665	29.5098625	8.5209527025	15.364788735	367.88638915	2073.124785
227	3.718959751	8.6646684785	44.77006731	97.26952569	183.62253505	196.6556714	239.5445761
228	16.68379963	3.4610070865	0.5304881745	0	0	0.2893713545	0.554512371
229	9.082350801	33.588394088	32.977730791	16.1194333605	21.112348923	21.55745797	108.0321927
230	3536.4349275	4272.6046565	3934.4709825	3869.646836	3522.2694175	5763.2354935	4312.292631
231	40435.86125	45098.19502	49741.06883	50391.184125	44493.91023	60116.287025	44275.65885
232	1146.362363	950.7890482	794.8648081	610.5076697	564.54450175	468.19779785	429.8204101
233	1259.7720865	588.3833635	549.80847745	610.039795	666.8494219	664.84895875	613.7902125
234	59.839265055	237.99692556	166.463285835	96.773858815	39.404028595	65.79690092	187.6404553
235	895.7441769	129.90221025	36.374069295	31.109258555	4.7850794935	25.931392576	30.80251426
236	10.61130186	15.239363143	14.51648805	8.747009902	4.580467913	3.5036067235	2.506741038
237	2230.7307815	860.0341345	522.54349285	333.0823011	218.81917705	199.19177015	167.5783669
238	36.00151668	96.298702005	71.23534411	54.345309775	53.08926405	201.75788735	646.5757516
239	19.11999944	24.941804635	23.994607085	26.164022655	17.2655391305	31.048637985	47.86840701
240	9.0474431305	17.50804656	15.305885665	11.9689637725	22.77251959	2094.6864012	7519.508832
241	264.21852795	515.04014795	633.1988759	632.67514775	952.45831355	1200.0617935	1337.047076
242	1629.8360055	2260.5792955	2101.8507055	1924.057751	1559.815434	971.6402214	783.3117231
243	4.3101499615	61.357791565	69.046039941	138.66839064	51.6349820555	34.119582755	8.123917388
244	1663.7478355	1069.2050545	519.4838313	305.90386345	273.13947885	227.80216555	208.9852846
245	101.20091609	101.313965525	54.101844455	83.463564145	97.581280235	50.10284963	39.26004928
246	2094.8992035	1721.2760565	1700.797264	2024.3113185	2148.285252	1766.8871775	1732.056464
247	19.88717571	97.344877535	58.083490175	61.92297481	47.19850818	146.122909835	399.1878624
248	664.36901075	751.385369	777.9929921	710.271682	1317.50670685	2916.211246	2628.740861
249	821.37103115	3661.138083	3080.3580555	2235.55373	1823.2805295	4222.312896	3379.335643
250	830.89450935	434.47004745	284.57642115	200.9371016	207.17734795	104.9919984	78.69860202
251	268.46139025	230.70474035	151.188924	91.434258535	81.197986425	84.57125201	56.09749323
252	125.94102215	205.18624985	270.9860691	380.17317695	708.3405204	972.61901875	225.4736586
253	4344.3034535	6469.606985	6746.4436915	9706.5076555	11368.283225	6763.8522095	2390.598466
254	6.321231231	17.0744703	20.6196503415	52.047371515	125.32279554	59.352883625	150.5191627
255	1602.379223	675.82188125	455.05758115	327.7637687	176.38906815	214.246892	127.7625886
256	91.981313255	78.49253675	38.00356359	34.89331269	26.55377542	38.55019586	44.11991484
257	831.3956203	401.56678225	186.22992765	209.95410805	219.76714215	217.8992409	172.8988622
258	356.687568925	89.534142145	64.399880075	15.24561079	59.469805625	56.97148125	88.05925281
259	12309.712845	11410.642145	6579.516186	6103.785188	6674.6047025	9454.9144905	8519.946308
260	1.6147583125	231.5331669	1322.956896	4470.4174365	8223.0879515	1265.0058	782.7184257
261	76.977887615	19.181818262	31.56974412	63.368186835	80.879713225	41.201681665	23.52638717
262	110.49345235	347.64612835	527.92437745	963.40716965	1139.2800185	243.71862125	166.7194236
263	1684.3462945	742.6031701	828.43749905	1115.23447075	1066.8042325	428.5083203	398.6596442
264	2294.251447	3289.409819	3533.374927	2942.1161555	1724.1662925	1829.287862	2151.221021
265	13.247484715	22.28470314	13.644767755	3.951062959	3.18433391	2.241190575	9.78861652
266	6.4634711	9.69470355	9.8090419415	36.324667965	102.423710965	426.8763133	852.5754355
267	10.71929192	0	66.4551136	156.4164674	497.18682605	560.662439	600.2851511
268	5.220535265	28.17214302	0	36.119114775	60.57208182	696.1971367	2052.807215
269	1.0415976725	17.52167537	17.824096535	26.720614755	20.63689543	119.09927545	30.9211929
270	123.01232101	197.149910915	140.50716925	276.1626657	782.4657268	632.8863942	1061.67458
271	1404.28149315	2392.809289	2209.8724795	1809.166871	937.36530905	803.4085594	824.5493937
272	112.30309975	236.31636435	260.59355245	486.70468715	868.88780425	1534.4651	2290.335007
273	61.24869237	109.58364825	155.0067348	297.8364164	342.5649198	719.4128095	1158.208754
274	6.9333021945	7.843259908	51.425788745	132.70669689	344.49224425	78.157432225	109.1739288
275	2.143511236	5.44925613	8.205211391	4.547472617	0	3.8922799685	4.2600325
276	82.56524135	69.753607645	273.56943215	82.391306755	66.098555555	62.540600655	44.28070304
277	2258.018998	1219.855609	1230.765383	1441.7691747	1027.43395175	678.0376777	463.4870953
278	3138.3025085	1408.6125145	1120.3409695	985.57885235	840.5152423	572.1910374	578.4563183
279	15.944569885	5.461994402	16.505322232	13.059985792	9.254601948	240.91766042	928.8403381
280	1.0428059235	0.5216625555	0	3.4324089705	7.914119239	71.57508355	65.90300592
