target_id	length	eff_length	est_counts	tpm
rna-XM_035809314.1	4367	4168	138.368	1.01654
rna-XM_035809311.1	7960	7761	441.632	1.74244
rna-XM_035809312.1	2231	2032	1276	19.2283
rna-XM_035809927.1	1635	1436	10	0.213236
rna-XM_035843980.1	1957	1758	118.171	2.05828
rna-XM_035843291.1	2870	2671	2748	31.5034
rna-XM_035843288.1	8290	8091	3667	13.8779
rna-XM_035842700.1	6972	6773	1452	6.56447
rna-XM_035844125.1	7002	6803	4825.61	21.7203
rna-XR_004833096.1	2378	2179	156.604	2.20069
rna-XM_035844220.1	1276	1077	36	1.02353
rna-XR_004833035.1	888	689	4.82938	0.214628
rna-XM_035843555.1	7535	7336	1440	6.01059
rna-XM_035843558.1	1785	1586	889.576	17.1749
rna-XR_004833034.1	1816	1617	552.836	10.4689
rna-XM_035844186.1	2399	2200	7	0.0974293
rna-XM_035843121.1	9611	9412	4768.14	15.5125
rna-XM_035843648.1	681	482	1	0.0635283
rna-XM_035844039.1	1277	1078	3	0.0852151
rna-XM_035843054.1	2787	2588	1362	16.1149
rna-XM_035843051.1	4058	3859	468	3.71352
rna-XM_035842353.1	3636	3437	26801	238.773
rna-XM_035842345.1	2562	2363	2314.22	29.9886
rna-XM_035842347.1	2561	2362	3962.95	51.3751
rna-XR_004832958.1	1734	1535	259.197	5.17053
rna-XR_004832955.1	2424	2225	97.4128	1.3406
rna-Trnad-guc-16	72	3.52559	0	0
rna-XM_035844096.1	1046	847	6	0.216911
rna-XM_035843374.1	8247	8048	2024.46	7.70256
rna-XM_035843375.1	7869	7670	187	0.746553
rna-XM_035843378.1	5092	4893	969	6.06405
rna-XM_035843376.1	1108	909	122	4.1097
rna-XM_035844147.1	4071	3872	868.947	6.87183
rna-XM_035844146.1	5380	5181	5607	33.1384
rna-XR_004833092.1	1294	1095	23.525	0.657856
rna-XR_004833093.1	941	742	0	0
rna-XM_035843651.1	2352	2153	54.574	0.776168
rna-XM_035843693.1	1602	1403	72	1.57141
rna-XM_035843699.1	1894	1695	194.997	3.52267
rna-XM_035843654.1	519	320	9	0.861206
rna-XR_004833074.1	339	140	15	3.28078
rna-XM_035843941.1	1880	1681	66.2914	1.20755
rna-XR_004833047.1	1692	1493	0	0
rna-XM_035843767.1	721	522	0	0
rna-XM_035843655.1	1210	1011	0	0
rna-XM_035843037.1	997	798	0	0
rna-XM_035843038.1	487	288	0	0
gene-LOC118432129	2806	2607	0	0
rna-XM_035843033.1	1491	1292	0	0
rna-XM_035843036.1	844	645	1.00161	0.0475501
rna-XM_035843039.1	476	277	1	0.110544
rna-XM_035843032.1	789	590	0	0
rna-XM_035843034.1	931	732	5.2932	0.221422
rna-XM_035843035.1	906	707	0	0
rna-XM_035843041.1	487	288	0	0
rna-XM_035844128.1	2060	1861	189.563	3.11904
rna-XM_035843657.1	1111	912	16.7634	0.562834
rna-XM_035843624.1	2698	2499	60.5097	0.741435
rna-XM_035844189.1	1731	1532	29	0.579634
rna-XM_035843659.1	2798	2599	76.9871	0.907039
rna-XM_035844048.1	3748	3549	15	0.129419
rna-XM_035844265.1	409	210	0	0
rna-XM_035844256.1	799	600	0	0
rna-XM_035844245.1	1615	1416	0	0
rna-XM_035844269.1	405	206	0	0
rna-XM_035844248.1	719	520	0	0
rna-XM_035844262.1	841	642	2.76909	0.132074
rna-XM_035843660.1	1019	820	0	0
rna-XR_004833110.1	1293	1094	0	0
rna-XM_035844231.1	2144	1945	150.318	2.3665
rna-XM_035843661.1	2803	2604	214.003	2.51648
rna-XM_035844249.1	1418	1219	882.479	22.1674
rna-XM_035843662.1	5465	5266	460.868	2.67985
rna-XR_004833109.1	363	164	1	0.186711
rna-XM_035844246.1	2248	2049	1193.73	17.8393
rna-XM_035844230.1	4579	4380	5554	38.8281
rna-XR_004833108.1	1249	1050	5061.93	147.619
rna-XM_035844234.1	2145	1946	892	14.0358
rna-XM_035844235.1	2197	1998	799	12.2452
rna-XM_035844236.1	2061	1862	2687.91	44.2027
rna-XM_035844229.1	2417	2218	162	2.23649
rna-XM_035844247.1	1181	982	1222.84	38.1304
rna-XM_035844228.1	4695	4496	1765.46	12.0239
rna-XM_035844232.1	2074	1875	478.833	7.81983
rna-Trnaa-agc-3	73	3.5471	0	0
rna-XM_035844243.1	812	613	0	0
rna-XM_035843667.1	1246	1047	24.7425	0.723622
rna-XM_035844259.1	823	624	0	0
rna-XM_035844258.1	894	695	0	0
rna-XM_035844266.1	416	217	0	0
rna-XM_035843668.1	2536	2337	0	0
gene-LOC118432614	1378	1179	0	0
rna-XM_035844238.1	905	706	0	0
rna-XM_035844237.1	1349	1150	86.5028	2.30328
rna-XM_035843669.1	949	750	118.664	4.84475
rna-Trnaa-agc-4	73	3.5471	0	0
rna-XM_035844241.1	1241	1042	0	0
rna-XM_035844253.1	966	767	1.35293	0.0540125
rna-XM_035844261.1	502	303	1.4042	0.141906
rna-XM_035844267.1	606	407	7.87313e-05	5.92335e-06
rna-XM_035844270.1	1373	1174	3.11783	0.0813202
rna-XM_035844240.1	1400	1201	0	0
rna-XM_035844257.1	841	642	0	0
rna-XM_035844268.1	603	404	0.151314	0.0114686
rna-XM_035844242.1	1362	1163	0	0
rna-XM_035844252.1	965	766	5.13257	0.205173
rna-XM_035844260.1	894	695	4.84316	0.213382
rna-XM_035844263.1	602	403	1.90492	0.144739
rna-XM_035843670.1	2044	1845	0	0
rna-XM_035844239.1	1379	1180	0	0
gene-LOC118432631	619	420	0	0
rna-XM_035844255.1	793	594	0	0
rna-XM_035844029.1	560	361	0	0
rna-XM_035843671.1	3400	3201	9.19486	0.0879577
rna-XR_004833040.1	873	674	52.5172	2.38592
rna-XM_035843643.1	2059	1860	1	0.0164627
rna-XM_035843672.1	735	536	0	0
rna-XM_035844288.1	1096	897	40.016	1.36602
rna-XM_035843674.1	501	302	1.03522	0.104964
rna-XM_035842344.1	826	627	16.3185	0.796942
rna-XM_035843568.1	1595	1396	6.37808	0.1399
rna-XM_035843566.1	1992	1793	99.0744	1.69198
rna-XR_004833113.1	1795	1596	21.138	0.40555
rna-XR_004833111.1	154	7.38779	1.6	6.63162
rna-XR_004833114.1	3891	3692	5.26566	0.0436723
rna-XM_035843563.1	3856	3657	145.933	1.22192
rna-XM_035843565.1	2398	2199	20.5238	0.285789
rna-XM_035843569.1	2245	2046	33.7403	0.50496
rna-XM_035844043.1	928	729	12.1901	0.512028
rna-XM_035844073.1	1785	1586	84.3749	1.62901
rna-XR_004832965.1	870	671	1	0.0456343
rna-XM_035843340.1	2045	1846	1859.84	30.8502
rna-XM_035844184.1	1632	1433	0	0
rna-XM_035842343.1	5554	5355	8	0.0457451
rna-XM_035844127.1	7039	6840	6.68788	0.0299397
rna-XM_035843637.1	3606	3407	68	0.611155
