#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_17_promoters/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_17_promoters/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_17_promoters/0.953465746323676.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_17_promoters/target.clean..pos
BGTCONS_00025858	Scaffold_1_1_contigs	62679279	62679678	-	0.000	0.000	TCONS_00025858
BGTCONS_00026055	Scaffold_20_1_contigs	5657191	5657590	+	0.000	0.000	TCONS_00026055
BGTCONS_00026077	Scaffold_20_1_contigs	6305329	6305728	+	0.000	0.000	TCONS_00026077
BGTCONS_00026084	Scaffold_20_1_contigs	6432401	6432800	+	0.000	0.000	TCONS_00026084
BGTCONS_00026212	Scaffold_20_1_contigs	10869591	10869990	+	0.000	0.000	TCONS_00026212
BGTCONS_00026413	Scaffold_20_1_contigs	18751243	18751642	+	0.000	0.000	TCONS_00026413
BGTCONS_00026431	Scaffold_20_1_contigs	19422209	19422608	+	0.000	0.000	TCONS_00026431
BGTCONS_00026432	Scaffold_20_1_contigs	19462709	19463108	+	0.000	0.000	TCONS_00026432
BGTCONS_00026587	Scaffold_20_1_contigs	24843928	24844327	+	0.000	0.000	TCONS_00026587
BGTCONS_00026630	Scaffold_20_1_contigs	26801050	26801449	+	0.000	0.000	TCONS_00026630
BGTCONS_00026711	Scaffold_20_1_contigs	29680394	29680793	+	0.000	0.000	TCONS_00026711
BGTCONS_00026723	Scaffold_20_1_contigs	29959615	29960014	+	0.000	0.000	TCONS_00026723
BGTCONS_00026789	Scaffold_20_1_contigs	31986890	31987289	+	0.000	0.000	TCONS_00026789
BGTCONS_00026790	Scaffold_20_1_contigs	32018245	32018644	+	0.000	0.000	TCONS_00026790
BGTCONS_00026819	Scaffold_20_1_contigs	33056202	33056601	+	0.000	0.000	TCONS_00026819
BGTCONS_00026828	Scaffold_20_1_contigs	33342895	33343294	+	0.000	0.000	TCONS_00026828
BGTCONS_00026986	Scaffold_20_1_contigs	1868956	1869355	-	0.000	0.000	TCONS_00026986
BGTCONS_00027018	Scaffold_20_1_contigs	3617165	3617564	-	0.000	0.000	TCONS_00027018
BGTCONS_00027043	Scaffold_20_1_contigs	4642115	4642514	-	0.000	0.000	TCONS_00027043
BGTCONS_00027161	Scaffold_20_1_contigs	10142104	10142503	-	0.000	0.000	TCONS_00027161
BGTCONS_00027185	Scaffold_20_1_contigs	10896292	10896691	-	0.000	0.000	TCONS_00027185
BGTCONS_00027196	Scaffold_20_1_contigs	11408193	11408592	-	0.000	0.000	TCONS_00027196
BGTCONS_00027243	Scaffold_20_1_contigs	13317377	13317776	-	0.000	0.000	TCONS_00027243
BGTCONS_00027247	Scaffold_20_1_contigs	13685071	13685470	-	0.000	0.000	TCONS_00027247
BGTCONS_00027270	Scaffold_20_1_contigs	14451087	14451486	-	0.000	0.000	TCONS_00027270
BGTCONS_00027280	Scaffold_20_1_contigs	15029499	15029898	-	0.000	0.000	TCONS_00027280
BGTCONS_00027302	Scaffold_20_1_contigs	16373893	16374292	-	0.000	0.000	TCONS_00027302
