#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_07_promoters/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_07_promoters/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_07_promoters/0.292844074153439.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_07_promoters/target.clean..pos
BGTCONS_00025856	Scaffold_1_1_contigs	62554162	62554561	-	0.000	0.000	TCONS_00025856
BGTCONS_00025906	Scaffold_20_1_contigs	826155	826554	+	0.000	0.000	TCONS_00025906
BGTCONS_00025937	Scaffold_20_1_contigs	1538267	1538666	+	0.000	0.000	TCONS_00025937
BGTCONS_00025939	Scaffold_20_1_contigs	1557043	1557442	+	0.000	0.000	TCONS_00026983
BGTCONS_00025974	Scaffold_20_1_contigs	3034343	3034742	+	0.000	0.000	TCONS_00025974
BGTCONS_00026052	Scaffold_20_1_contigs	5483395	5483794	+	0.000	0.000	TCONS_00026052
BGTCONS_00026075	Scaffold_20_1_contigs	6260831	6261230	+	0.000	0.000	TCONS_00026075
BGTCONS_00026115	Scaffold_20_1_contigs	7865499	7865898	+	0.000	0.000	TCONS_00026115
BGTCONS_00026134	Scaffold_20_1_contigs	8300251	8300650	+	0.000	0.000	TCONS_00026134
BGTCONS_00026143	Scaffold_20_1_contigs	8572389	8572788	+	0.000	0.000	TCONS_00026143
BGTCONS_00026194	Scaffold_20_1_contigs	10182501	10182900	+	0.000	0.000	TCONS_00026194
BGTCONS_00026246	Scaffold_20_1_contigs	11907278	11907677	+	0.000	0.000	TCONS_00026246
BGTCONS_00026255	Scaffold_20_1_contigs	12258287	12258686	+	0.000	0.000	TCONS_00026255
BGTCONS_00026284	Scaffold_20_1_contigs	13581776	13582175	+	0.000	0.000	TCONS_00026284
BGTCONS_00026349	Scaffold_20_1_contigs	15777242	15777641	+	0.000	0.000	TCONS_00026349
BGTCONS_00026360	Scaffold_20_1_contigs	16175236	16175635	+	0.000	0.000	TCONS_00026360
BGTCONS_00026389	Scaffold_20_1_contigs	17875675	17876074	+	0.000	0.000	TCONS_00026389
BGTCONS_00026474	Scaffold_20_1_contigs	20557204	20557603	+	0.000	0.000	TCONS_00026474
BGTCONS_00026493	Scaffold_20_1_contigs	21319840	21320239	+	0.000	0.000	TCONS_00026493
BGTCONS_00026582	Scaffold_20_1_contigs	24736814	24737213	+	0.000	0.000	TCONS_00026582
BGTCONS_00026609	Scaffold_20_1_contigs	25381339	25381738	+	0.000	0.000	TCONS_00026609
BGTCONS_00026634	Scaffold_20_1_contigs	27103532	27103931	+	0.000	0.000	TCONS_00026634
BGTCONS_00026655	Scaffold_20_1_contigs	28084189	28084588	+	0.000	0.000	TCONS_00026655
BGTCONS_00026683	Scaffold_20_1_contigs	29071308	29071707	+	0.000	0.000	TCONS_00026683
BGTCONS_00026744	Scaffold_20_1_contigs	30556633	30557032	+	0.000	0.000	TCONS_00026744
BGTCONS_00026748	Scaffold_20_1_contigs	30637590	30637989	+	0.000	0.000	TCONS_00026748
BGTCONS_00026781	Scaffold_20_1_contigs	31700683	31701082	+	0.000	0.000	TCONS_00026781
BGTCONS_00026852	Scaffold_20_1_contigs	34632471	34632870	+	0.000	0.000	TCONS_00026852
BGTCONS_00026876	Scaffold_20_1_contigs	35402383	35402782	+	0.000	0.000	TCONS_00026876
BGTCONS_00026885	Scaffold_20_1_contigs	36135183	36135582	+	0.000	0.000	TCONS_00026885
BGTCONS_00026916	Scaffold_20_1_contigs	37685504	37685903	+	0.000	0.000	TCONS_00026916
BGTCONS_00026983	Scaffold_20_1_contigs	1557193	1557592	-	0.000	0.000	TCONS_00026983
BGTCONS_00027054	Scaffold_20_1_contigs	5477259	5477658	-	0.000	0.000	TCONS_00027054
BGTCONS_00027101	Scaffold_20_1_contigs	7970290	7970689	-	0.000	0.000	TCONS_00027101
BGTCONS_00027112	Scaffold_20_1_contigs	8300153	8300552	-	0.000	0.000	TCONS_00026134
BGTCONS_00027156	Scaffold_20_1_contigs	9784684	9785083	-	0.000	0.000	TCONS_00027156
BGTCONS_00027167	Scaffold_20_1_contigs	10182539	10182938	-	0.000	0.000	TCONS_00026194
BGTCONS_00027197	Scaffold_20_1_contigs	11652123	11652522	-	0.000	0.000	TCONS_00027197
BGTCONS_00027204	Scaffold_20_1_contigs	11957934	11958333	-	0.000	0.000	TCONS_00027204
BGTCONS_00027286	Scaffold_20_1_contigs	15760217	15760616	-	0.000	0.000	TCONS_00027286
BGTCONS_00027291	Scaffold_20_1_contigs	16142251	16142650	-	0.000	0.000	TCONS_00027291
BGTCONS_00027292	Scaffold_20_1_contigs	16152067	16152466	-	0.000	0.000	TCONS_00027292
BGTCONS_00027319	Scaffold_20_1_contigs	17594839	17595238	-	0.000	0.000	TCONS_00027319
BGTCONS_00027321	Scaffold_20_1_contigs	17611781	17612180	-	0.000	0.000	TCONS_00027321
BGTCONS_00027322	Scaffold_20_1_contigs	17635600	17635999	-	0.000	0.000	TCONS_00027322
BGTCONS_00027327	Scaffold_20_1_contigs	17783491	17783890	-	0.000	0.000	TCONS_00027327
BGTCONS_00027342	Scaffold_20_1_contigs	18157128	18157527	-	0.000	0.000	TCONS_00027342
BGTCONS_00027359	Scaffold_20_1_contigs	18998733	18999132	-	0.000	0.000	TCONS_00027359
BGTCONS_00027490	Scaffold_20_1_contigs	24476093	24476492	-	0.000	0.000	TCONS_00027490
BGTCONS_00027499	Scaffold_20_1_contigs	24736954	24737353	-	0.000	0.000	TCONS_00026582
BGTCONS_00027640	Scaffold_20_1_contigs	29344347	29344746	-	0.000	0.000	TCONS_00027640
BGTCONS_00027676	Scaffold_20_1_contigs	30606721	30607120	-	0.000	0.000	TCONS_00027676
BGTCONS_00027679	Scaffold_20_1_contigs	30637711	30638110	-	0.000	0.000	TCONS_00026748
BGTCONS_00027694	Scaffold_20_1_contigs	31685330	31685729	-	0.000	0.000	TCONS_00027694
BGTCONS_00027751	Scaffold_20_1_contigs	34328265	34328664	-	0.000	0.000	TCONS_00027751
BGTCONS_00027763	Scaffold_20_1_contigs	34640266	34640665	-	0.000	0.000	TCONS_00027763
BGTCONS_00027776	Scaffold_20_1_contigs	35087298	35087697	-	0.000	0.000	TCONS_00027776
BGTCONS_00027822	Scaffold_20_1_contigs	36693355	36693754	-	0.000	0.000	TCONS_00027822
BGTCONS_00027844	Scaffold_20_1_contigs	38330891	38331290	-	0.000	0.000	TCONS_00027844
BGTCONS_00027850	Scaffold_20_1_contigs	38969093	38969492	-	0.000	0.000	TCONS_00027850
BGTCONS_00027856	Scaffold_21_1_contigs	500949	501348	+	0.000	0.000	TCONS_00027856
BGTCONS_00027945	Scaffold_21_1_contigs	3087312	3087711	+	0.000	0.000	TCONS_00027945
BGTCONS_00027971	Scaffold_21_1_contigs	3853140	3853539	+	0.000	0.000	TCONS_00027971
BGTCONS_00010019	Scaffold_14_1_contigs	17246821	17247220	+	0.000	0.000	TCONS_00011383
BGTCONS_00010042	Scaffold_14_1_contigs	17634892	17635291	+	0.000	0.000	TCONS_00010042
BGTCONS_00010043	Scaffold_14_1_contigs	17734399	17734798	+	0.000	0.000	TCONS_00010043
BGTCONS_00010068	Scaffold_14_1_contigs	18345431	18345830	+	0.000	0.000	TCONS_00010068
BGTCONS_00010102	Scaffold_14_1_contigs	19659732	19660131	+	0.000	0.000	TCONS_00010102
BGTCONS_00010106	Scaffold_14_1_contigs	19863209	19863608	+	0.000	0.000	TCONS_00010106
BGTCONS_00010208	Scaffold_14_1_contigs	23445905	23446304	+	0.000	0.000	TCONS_00010208
BGTCONS_00010219	Scaffold_14_1_contigs	23743028	23743427	+	0.000	0.000	TCONS_00010219
BGTCONS_00010243	Scaffold_14_1_contigs	24587285	24587684	+	0.000	0.000	TCONS_00010243
BGTCONS_00010290	Scaffold_14_1_contigs	25909272	25909671	+	0.000	0.000	TCONS_00010290
BGTCONS_00010320	Scaffold_14_1_contigs	26725439	26725838	+	0.000	0.000	TCONS_00010320
BGTCONS_00010343	Scaffold_14_1_contigs	27237781	27238180	+	0.000	0.000	TCONS_00010343
BGTCONS_00010346	Scaffold_14_1_contigs	27285218	27285617	+	0.000	0.000	TCONS_00010346
BGTCONS_00010384	Scaffold_14_1_contigs	27755177	27755576	+	0.000	0.000	TCONS_00010384
BGTCONS_00010468	Scaffold_14_1_contigs	30459704	30460103	+	0.000	0.000	TCONS_00010468
BGTCONS_00010481	Scaffold_14_1_contigs	30753546	30753945	+	0.000	0.000	TCONS_00010481
BGTCONS_00010482	Scaffold_14_1_contigs	30786957	30787356	+	0.000	0.000	TCONS_00010482
BGTCONS_00010515	Scaffold_14_1_contigs	32086148	32086547	+	0.000	0.000	TCONS_00011902
BGTCONS_00010608	Scaffold_14_1_contigs	35477232	35477631	+	0.000	0.000	TCONS_00010608
BGTCONS_00010698	Scaffold_14_1_contigs	38133235	38133634	+	0.000	0.000	TCONS_00010698
BGTCONS_00010712	Scaffold_14_1_contigs	38473077	38473476	+	0.000	0.000	TCONS_00010712
BGTCONS_00010744	Scaffold_14_1_contigs	39123834	39124233	+	0.000	0.000	TCONS_00012131
BGTCONS_00010774	Scaffold_14_1_contigs	39894755	39895154	+	0.000	0.000	TCONS_00010774
BGTCONS_00010805	Scaffold_14_1_contigs	41043551	41043950	+	0.000	0.000	TCONS_00010805
BGTCONS_00010841	Scaffold_14_1_contigs	746958	747357	-	0.000	0.000	TCONS_00010841
BGTCONS_00010944	Scaffold_14_1_contigs	4552111	4552510	-	0.000	0.000	TCONS_00009629
BGTCONS_00010970	Scaffold_14_1_contigs	5716764	5717163	-	0.000	0.000	TCONS_00009660
BGTCONS_00028047	Scaffold_21_1_contigs	5918729	5919128	+	0.000	0.000	TCONS_00028047
BGTCONS_00028099	Scaffold_21_1_contigs	7879724	7880123	+	0.000	0.000	TCONS_00028099
BGTCONS_00028112	Scaffold_21_1_contigs	8445358	8445757	+	0.000	0.000	TCONS_00028112
BGTCONS_00028156	Scaffold_21_1_contigs	9807554	9807953	+	0.000	0.000	TCONS_00028156
BGTCONS_00028162	Scaffold_21_1_contigs	10035049	10035448	+	0.000	0.000	TCONS_00028162
BGTCONS_00028473	Scaffold_21_1_contigs	23159473	23159872	+	0.000	0.000	TCONS_00028473
BGTCONS_00028488	Scaffold_21_1_contigs	23645809	23646208	+	0.000	0.000	TCONS_00028488
BGTCONS_00028720	Scaffold_21_1_contigs	28865937	28866336	+	0.000	0.000	TCONS_00028720
BGTCONS_00028730	Scaffold_21_1_contigs	29136536	29136935	+	0.000	0.000	TCONS_00028730
BGTCONS_00028749	Scaffold_21_1_contigs	29831570	29831969	+	0.000	0.000	TCONS_00029721
BGTCONS_00028766	Scaffold_21_1_contigs	30279596	30279995	+	0.000	0.000	TCONS_00028766
BGTCONS_00028768	Scaffold_21_1_contigs	30382155	30382554	+	0.000	0.000	TCONS_00028768
BGTCONS_00028790	Scaffold_21_1_contigs	31660009	31660408	+	0.000	0.000	TCONS_00028790
BGTCONS_00028822	Scaffold_21_1_contigs	33787677	33788076	+	0.000	0.000	TCONS_00028822
BGTCONS_00028826	Scaffold_21_1_contigs	34127495	34127894	+	0.000	0.000	TCONS_00028826
BGTCONS_00028837	Scaffold_21_1_contigs	34494925	34495324	+	0.000	0.000	TCONS_00028837
BGTCONS_00028838	Scaffold_21_1_contigs	34524978	34525377	+	0.000	0.000	TCONS_00028838
BGTCONS_00028868	Scaffold_21_1_contigs	36276981	36277380	+	0.000	0.000	TCONS_00028868
BGTCONS_00028885	Scaffold_21_1_contigs	37041196	37041595	+	0.000	0.000	TCONS_00028885
BGTCONS_00028927	Scaffold_21_1_contigs	1152847	1153246	-	0.000	0.000	TCONS_00028927
BGTCONS_00028954	Scaffold_21_1_contigs	2673260	2673659	-	0.000	0.000	TCONS_00028954
BGTCONS_00028996	Scaffold_21_1_contigs	3885341	3885740	-	0.000	0.000	TCONS_00028996
BGTCONS_00011010	Scaffold_14_1_contigs	6721469	6721868	-	0.000	0.000	TCONS_00011010
BGTCONS_00011021	Scaffold_14_1_contigs	7072499	7072898	-	0.000	0.000	TCONS_00011021
BGTCONS_00011046	Scaffold_14_1_contigs	7579516	7579915	-	0.000	0.000	TCONS_00011046
