#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_03_promoters/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_03_promoters/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_03_promoters/0.109829028676362.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_03_promoters/target.clean..pos
BGTCONS_00025838	Scaffold_1_1_contigs	61388380	61388779	-	0.000	0.000	TCONS_00025838
BGTCONS_00025849	Scaffold_1_1_contigs	62308949	62309348	-	0.000	0.000	TCONS_00025849
BGTCONS_00025856	Scaffold_1_1_contigs	62554162	62554561	-	0.000	0.000	TCONS_00024462
BGTCONS_00025986	Scaffold_20_1_contigs	3580830	3581229	+	0.000	0.000	TCONS_00025986
BGTCONS_00025991	Scaffold_20_1_contigs	4007627	4008026	+	0.000	0.000	TCONS_00025991
BGTCONS_00026066	Scaffold_20_1_contigs	6106388	6106787	+	0.000	0.000	TCONS_00026066
BGTCONS_00026141	Scaffold_20_1_contigs	8546151	8546550	+	0.000	0.000	TCONS_00026141
BGTCONS_00026356	Scaffold_20_1_contigs	16029182	16029581	+	0.000	0.000	TCONS_00026356
BGTCONS_00026362	Scaffold_20_1_contigs	16192869	16193268	+	0.000	0.000	TCONS_00026362
BGTCONS_00026383	Scaffold_20_1_contigs	17650327	17650726	+	0.000	0.000	TCONS_00026383
BGTCONS_00026468	Scaffold_20_1_contigs	20354912	20355311	+	0.000	0.000	TCONS_00026468
BGTCONS_00026713	Scaffold_20_1_contigs	29747536	29747935	+	0.000	0.000	TCONS_00026713
BGTCONS_00026853	Scaffold_20_1_contigs	34730719	34731118	+	0.000	0.000	TCONS_00026853
BGTCONS_00026896	Scaffold_20_1_contigs	36374087	36374486	+	0.000	0.000	TCONS_00026896
BGTCONS_00026939	Scaffold_20_1_contigs	520181	520580	-	0.000	0.000	TCONS_00026939
BGTCONS_00027034	Scaffold_20_1_contigs	3906852	3907251	-	0.000	0.000	TCONS_00027034
BGTCONS_00027036	Scaffold_20_1_contigs	3933855	3934254	-	0.000	0.000	TCONS_00027036
BGTCONS_00027040	Scaffold_20_1_contigs	4210973	4211372	-	0.000	0.000	TCONS_00027040
BGTCONS_00027118	Scaffold_20_1_contigs	8602948	8603347	-	0.000	0.000	TCONS_00027118
BGTCONS_00027130	Scaffold_20_1_contigs	9013838	9014237	-	0.000	0.000	TCONS_00027130
BGTCONS_00027139	Scaffold_20_1_contigs	9446938	9447337	-	0.000	0.000	TCONS_00027139
BGTCONS_00027155	Scaffold_20_1_contigs	9680456	9680855	-	0.000	0.000	TCONS_00027155
BGTCONS_00027315	Scaffold_20_1_contigs	17543199	17543598	-	0.000	0.000	TCONS_00027315
BGTCONS_00027367	Scaffold_20_1_contigs	19258806	19259205	-	0.000	0.000	TCONS_00027367
BGTCONS_00027377	Scaffold_20_1_contigs	19584580	19584979	-	0.000	0.000	TCONS_00027377
BGTCONS_00027404	Scaffold_20_1_contigs	20284831	20285230	-	0.000	0.000	TCONS_00027404
BGTCONS_00027407	Scaffold_20_1_contigs	20531584	20531983	-	0.000	0.000	TCONS_00027407
BGTCONS_00027426	Scaffold_20_1_contigs	21142772	21143171	-	0.000	0.000	TCONS_00027426
BGTCONS_00027498	Scaffold_20_1_contigs	24714047	24714446	-	0.000	0.000	TCONS_00027498
BGTCONS_00027585	Scaffold_20_1_contigs	27285338	27285737	-	0.000	0.000	TCONS_00027585
BGTCONS_00027650	Scaffold_20_1_contigs	29747481	29747880	-	0.000	0.000	TCONS_00026713
BGTCONS_00027725	Scaffold_20_1_contigs	33073831	33074230	-	0.000	0.000	TCONS_00027725
BGTCONS_00027918	Scaffold_21_1_contigs	2156424	2156823	+	0.000	0.000	TCONS_00027918
BGTCONS_00027928	Scaffold_21_1_contigs	2385820	2386219	+	0.000	0.000	TCONS_00027928
BGTCONS_00010057	Scaffold_14_1_contigs	17990159	17990558	+	0.000	0.000	TCONS_00010057
BGTCONS_00010058	Scaffold_14_1_contigs	18049783	18050182	+	0.000	0.000	TCONS_00010058
BGTCONS_00010070	Scaffold_14_1_contigs	18460258	18460657	+	0.000	0.000	TCONS_00010070
BGTCONS_00010148	Scaffold_14_1_contigs	21800780	21801179	+	0.000	0.000	TCONS_00010148
BGTCONS_00010389	Scaffold_14_1_contigs	27903143	27903542	+	0.000	0.000	TCONS_00010389
BGTCONS_00010403	Scaffold_14_1_contigs	28280295	28280694	+	0.000	0.000	TCONS_00010403
BGTCONS_00010417	Scaffold_14_1_contigs	28480817	28481216	+	0.000	0.000	TCONS_00010417
BGTCONS_00010420	Scaffold_14_1_contigs	28565396	28565795	+	0.000	0.000	TCONS_00010420
BGTCONS_00010434	Scaffold_14_1_contigs	29215783	29216182	+	0.000	0.000	TCONS_00010434
BGTCONS_00010485	Scaffold_14_1_contigs	30892898	30893297	+	0.000	0.000	TCONS_00010485
BGTCONS_00010492	Scaffold_14_1_contigs	31099738	31100137	+	0.000	0.000	TCONS_00010492
BGTCONS_00010514	Scaffold_14_1_contigs	31898383	31898782	+	0.000	0.000	TCONS_00010514
BGTCONS_00010540	Scaffold_14_1_contigs	32827114	32827513	+	0.000	0.000	TCONS_00010540
BGTCONS_00010549	Scaffold_14_1_contigs	33068786	33069185	+	0.000	0.000	TCONS_00010549
