#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_18_promoters/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_18_promoters/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_18_promoters/0.898208835235895.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_18_promoters/target.clean..pos
BGpeak38641	Scaffold_19_1_contigs	26488567	26488909	+	0.000	0.000	TCONS_00021480
BGpeak38825	Scaffold_19_1_contigs	29048308	29048511	+	0.000	0.000	TCONS_00021546
BGpeak22485	Scaffold_15_1_contigs	4102982	4103233	+	0.000	0.000	TCONS_00013509
BGpeak75639	Scaffold_8_1_contigs	6268162	6268393	+	0.000	0.000	TCONS_00053751
BGpeak4757	Scaffold_11_1_contigs	15573327	15573602	+	0.000	0.000	TCONS_00002898
BGpeak23630	Scaffold_15_1_contigs	15481604	15482051	+	0.000	0.000	TCONS_00012643
BGpeak5198	Scaffold_11_1_contigs	20403490	20403910	+	0.000	0.000	TCONS_00003991
BGpeak6764	Scaffold_1_1_contigs	1385530	1385845	+	0.000	0.000	TCONS_00024481
BGpeak78397	Scaffold_8_1_contigs	39533015	39533238	+	0.000	0.000	TCONS_00054598
BGpeak78431	Scaffold_8_1_contigs	40369459	40369931	+	0.000	0.000	TCONS_00054621
BGpeak8594	Scaffold_1_1_contigs	41263136	41263528	+	0.000	0.000	TCONS_00025333
BGpeak65719	Scaffold_5_1_contigs	25690856	25691195	+	0.000	0.000	TCONS_00045220
BGpeak14573	Scaffold_13_1_contigs	12204550	12205311	+	0.000	0.000	TCONS_00007361
BGpeak67196	Scaffold_5_1_contigs	44789783	44790006	+	0.000	0.000	TCONS_00045650
BGpeak67405	Scaffold_5_1_contigs	46561443	46561646	+	0.000	0.000	TCONS_00046892
BGpeak51055	Scaffold_22_1_contigs	7350646	7350935	+	0.000	0.000	TCONS_00030024
BGpeak69337	Scaffold_6_1_contigs	20755358	20755941	+	0.000	0.000	TCONS_00049090
BGpeak17370	Scaffold_13_1_contigs	41893732	41893998	+	0.000	0.000	TCONS_00008291
BGpeak53909	Scaffold_23_1_contigs	5899609	5900022	+	0.000	0.000	TCONS_00031632
BGpeak53949	Scaffold_23_1_contigs	6616010	6616192	+	0.000	0.000	TCONS_00032298
BGpeak54774	Scaffold_23_1_contigs	28862577	28862772	+	0.000	0.000	TCONS_00032693
BGpeak56277	Scaffold_25_1_contigs	11696161	11696483	+	0.000	0.000	TCONS_00033992
BGpeak56536	Scaffold_26_1_contigs	6063640	6063813	+	0.000	0.000	TCONS_00034820
BGpeak57561	Scaffold_3_1_contigs	6885457	6885684	+	0.000	0.000	TCONS_00040296
BGpeak40547	Scaffold_20_1_contigs	5258405	5258671	+	0.000	0.000	TCONS_00027053
BGpeak43005	Scaffold_20_1_contigs	28036699	28037066	+	0.000	0.000	TCONS_00027603
BGpeak44641	Scaffold_21_1_contigs	5344282	5344448	+	0.000	0.000	TCONS_00029044
BGpeak81299	Scaffold_9_1_contigs	31293927	31294297	+	0.000	0.000	TCONS_00055685
BGpeak32168	Scaffold_17_1_contigs	26859729	26860312	+	0.000	0.000	TCONS_00017533
BGpeak32786	Scaffold_17_1_contigs	36853234	36853530	+	0.000	0.000	TCONS_00017766
BGpeak32882	Scaffold_17_1_contigs	37637502	37637679	+	0.000	0.000	TCONS_00018845
BGpeak33547	Scaffold_18_1_contigs	7327815	7328368	+	0.000	0.000	TCONS_00019034
BGpeak35973	Scaffold_18_1_contigs	33385099	33385759	+	0.000	0.000	TCONS_00019643
BGpeak70661	Scaffold_6_1_contigs	36933140	36933390	+	0.000	0.000	TCONS_00048215
BGpeak36320	Scaffold_18_1_contigs	36864135	36864473	+	0.000	0.000	TCONS_00019727
BGpeak37957	Scaffold_19_1_contigs	20648546	20648950	+	0.000	0.000	TCONS_00022426
BGpeak72957	Scaffold_7_1_contigs	19157264	19157528	+	0.000	0.000	TCONS_00051574
