#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_16_promoters/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_16_promoters/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_16_promoters/0.524234110795991.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_16_promoters/target.clean..pos
BGTCONS_00025808	Scaffold_1_1_contigs	60578599	60578998	-	0.000	0.000	TCONS_00025808
BGTCONS_00025837	Scaffold_1_1_contigs	61330307	61330706	-	0.000	0.000	TCONS_00025837
BGTCONS_00025907	Scaffold_20_1_contigs	837593	837992	+	0.000	0.000	TCONS_00025907
BGTCONS_00025915	Scaffold_20_1_contigs	1247843	1248242	+	0.000	0.000	TCONS_00025915
BGTCONS_00025996	Scaffold_20_1_contigs	4106096	4106495	+	0.000	0.000	TCONS_00025996
BGTCONS_00026026	Scaffold_20_1_contigs	4648792	4649191	+	0.000	0.000	TCONS_00026026
BGTCONS_00026133	Scaffold_20_1_contigs	8259647	8260046	+	0.000	0.000	TCONS_00026133
BGTCONS_00026135	Scaffold_20_1_contigs	8340281	8340680	+	0.000	0.000	TCONS_00026135
BGTCONS_00026281	Scaffold_20_1_contigs	13538946	13539345	+	0.000	0.000	TCONS_00026281
BGTCONS_00026344	Scaffold_20_1_contigs	15595672	15596071	+	0.000	0.000	TCONS_00026344
BGTCONS_00026364	Scaffold_20_1_contigs	16205960	16206359	+	0.000	0.000	TCONS_00026364
BGTCONS_00026517	Scaffold_20_1_contigs	22583501	22583900	+	0.000	0.000	TCONS_00026517
BGTCONS_00026519	Scaffold_20_1_contigs	22650684	22651083	+	0.000	0.000	TCONS_00026519
BGTCONS_00026523	Scaffold_20_1_contigs	22863639	22864038	+	0.000	0.000	TCONS_00026523
BGTCONS_00026524	Scaffold_20_1_contigs	22892046	22892445	+	0.000	0.000	TCONS_00026524
BGTCONS_00026628	Scaffold_20_1_contigs	26743701	26744100	+	0.000	0.000	TCONS_00026628
BGTCONS_00026654	Scaffold_20_1_contigs	28048315	28048714	+	0.000	0.000	TCONS_00026654
BGTCONS_00026718	Scaffold_20_1_contigs	29810053	29810452	+	0.000	0.000	TCONS_00026718
BGTCONS_00026768	Scaffold_20_1_contigs	31472620	31473019	+	0.000	0.000	TCONS_00026768
BGTCONS_00026820	Scaffold_20_1_contigs	33091749	33092148	+	0.000	0.000	TCONS_00026820
BGTCONS_00026836	Scaffold_20_1_contigs	33590824	33591223	+	0.000	0.000	TCONS_00026836
BGTCONS_00026890	Scaffold_20_1_contigs	36182700	36183099	+	0.000	0.000	TCONS_00026890
BGTCONS_00026945	Scaffold_20_1_contigs	674612	675011	-	0.000	0.000	TCONS_00026945
BGTCONS_00026979	Scaffold_20_1_contigs	1479356	1479755	-	0.000	0.000	TCONS_00026979
BGTCONS_00027015	Scaffold_20_1_contigs	3261985	3262384	-	0.000	0.000	TCONS_00027015
BGTCONS_00027068	Scaffold_20_1_contigs	6404282	6404681	-	0.000	0.000	TCONS_00027068
BGTCONS_00027086	Scaffold_20_1_contigs	7388121	7388520	-	0.000	0.000	TCONS_00027086
BGTCONS_00027140	Scaffold_20_1_contigs	9476541	9476940	-	0.000	0.000	TCONS_00027140
BGTCONS_00027188	Scaffold_20_1_contigs	11004740	11005139	-	0.000	0.000	TCONS_00027188
BGTCONS_00027189	Scaffold_20_1_contigs	11034027	11034426	-	0.000	0.000	TCONS_00027189
BGTCONS_00027272	Scaffold_20_1_contigs	14724561	14724960	-	0.000	0.000	TCONS_00027272
BGTCONS_00027283	Scaffold_20_1_contigs	15681036	15681435	-	0.000	0.000	TCONS_00027283
BGTCONS_00027288	Scaffold_20_1_contigs	16083840	16084239	-	0.000	0.000	TCONS_00027288
BGTCONS_00027289	Scaffold_20_1_contigs	16115817	16116216	-	0.000	0.000	TCONS_00027289
BGTCONS_00027360	Scaffold_20_1_contigs	19022465	19022864	-	0.000	0.000	TCONS_00027360
BGTCONS_00027403	Scaffold_20_1_contigs	20237810	20238209	-	0.000	0.000	TCONS_00027403
BGTCONS_00027405	Scaffold_20_1_contigs	20410389	20410788	-	0.000	0.000	TCONS_00027405
BGTCONS_00027455	Scaffold_20_1_contigs	22801156	22801555	-	0.000	0.000	TCONS_00027455
BGTCONS_00027456	Scaffold_20_1_contigs	22805102	22805501	-	0.000	0.000	TCONS_00027456
BGTCONS_00027475	Scaffold_20_1_contigs	23888677	23889076	-	0.000	0.000	TCONS_00027475
BGTCONS_00027527	Scaffold_20_1_contigs	25871313	25871712	-	0.000	0.000	TCONS_00027527
BGTCONS_00027536	Scaffold_20_1_contigs	26031764	26032163	-	0.000	0.000	TCONS_00027536
BGTCONS_00027586	Scaffold_20_1_contigs	27352494	27352893	-	0.000	0.000	TCONS_00027586
BGTCONS_00027619	Scaffold_20_1_contigs	28551780	28552179	-	0.000	0.000	TCONS_00027619
BGTCONS_00027623	Scaffold_20_1_contigs	28712009	28712408	-	0.000	0.000	TCONS_00027623
BGTCONS_00027625	Scaffold_20_1_contigs	28743066	28743465	-	0.000	0.000	TCONS_00027625
BGTCONS_00027626	Scaffold_20_1_contigs	28772258	28772657	-	0.000	0.000	TCONS_00027626
BGTCONS_00027627	Scaffold_20_1_contigs	28794377	28794776	-	0.000	0.000	TCONS_00027627
BGTCONS_00027628	Scaffold_20_1_contigs	28851537	28851936	-	0.000	0.000	TCONS_00027628
BGTCONS_00027639	Scaffold_20_1_contigs	29309589	29309988	-	0.000	0.000	TCONS_00027639
BGTCONS_00027705	Scaffold_20_1_contigs	31967725	31968124	-	0.000	0.000	TCONS_00027705
BGTCONS_00027726	Scaffold_20_1_contigs	33160306	33160705	-	0.000	0.000	TCONS_00027726
BGTCONS_00027729	Scaffold_20_1_contigs	33190629	33191028	-	0.000	0.000	TCONS_00027729
BGTCONS_00027741	Scaffold_20_1_contigs	33695054	33695453	-	0.000	0.000	TCONS_00027741
BGTCONS_00027742	Scaffold_20_1_contigs	33757397	33757796	-	0.000	0.000	TCONS_00027742
BGTCONS_00027743	Scaffold_20_1_contigs	33788131	33788530	-	0.000	0.000	TCONS_00027743
