#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_02_promoters/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_02_promoters/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_02_promoters/0.300061322356672.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_02_promoters/target.clean..pos
BGpeak2871	Scaffold_10_1_contigs	39189421	39189641	+	0.000	0.000	TCONS_00001112
BGpeak2872	Scaffold_10_1_contigs	39189663	39189864	+	0.000	0.000	TCONS_00001112
BGpeak39408	Scaffold_19_1_contigs	35018601	35019054	+	0.000	0.000	TCONS_00022854
BGpeak39729	Scaffold_19_1_contigs	37510425	37510774	+	0.000	0.000	TCONS_00022901
BGpeak39808	Scaffold_19_1_contigs	38169433	38169629	+	0.000	0.000	TCONS_00022913
BGpeak74209	Scaffold_7_1_contigs	37351624	37351767	+	0.000	0.000	TCONS_00051999
BGpeak3003	Scaffold_10_1_contigs	40340453	40340892	+	0.000	0.000	TCONS_00001144
BGpeak22003	Scaffold_14_1_contigs	41685021	41685224	+	0.000	0.000	TCONS_00012213
BGpeak22039	Scaffold_15_1_contigs	368064	368409	+	0.000	0.000	TCONS_00012239
BGpeak3696	Scaffold_11_1_contigs	4206576	4207270	+	0.000	0.000	TCONS_00003609
BGpeak22214	Scaffold_15_1_contigs	1828077	1828885	+	0.000	0.000	TCONS_00013433
BGpeak22342	Scaffold_15_1_contigs	2944866	2945215	+	0.000	0.000	TCONS_00012311
BGpeak75456	Scaffold_8_1_contigs	4110006	4110465	+	0.000	0.000	TCONS_00052574
BGpeak75700	Scaffold_8_1_contigs	6770230	6770565	+	0.000	0.000	TCONS_00052700
BGpeak23626	Scaffold_15_1_contigs	15448424	15448784	+	0.000	0.000	TCONS_00012639
BGpeak23749	Scaffold_15_1_contigs	16233103	16233502	+	0.000	0.000	TCONS_00012670
BGpeak76022	Scaffold_8_1_contigs	9316266	9316526	+	0.000	0.000	TCONS_00053834
BGpeak76825	Scaffold_8_1_contigs	20126779	20127157	+	0.000	0.000	TCONS_00054098
BGpeak24164	Scaffold_15_1_contigs	20640859	20641155	+	0.000	0.000	TCONS_00014019
BGpeak24576	Scaffold_15_1_contigs	25353900	25354363	+	0.000	0.000	TCONS_00014163
BGpeak24710	Scaffold_15_1_contigs	27061792	27062000	+	0.000	0.000	TCONS_00013016
BGpeak24842	Scaffold_15_1_contigs	28477159	28477401	+	0.000	0.000	TCONS_00013056
