target_id	length	eff_length	est_counts	tpm
BL61971_cuf3	3279	3078.32	8.69368	0.329516
BL20828_cuf0	402	205.175	0	0
BL20825_cuf0	589	388.6	10	3.00251
BL20824_cuf0	216	56.5389	0	0
BL20827_cuf0	5602	5401.32	467.11	10.0903
BL20826_evm0	1244	1043.32	0	0
BL20821_evm1	874	673.36	0	0
BL20820_evm0	1221	1020.32	1.02571	0.117294
BL20822_cuf1	2019	1818.32	5	0.320839
BL09205_cuf1	351	158.169	0	0
BL09206_cuf9	4026	3825.32	330.67	10.0859
BL09207_evm0	1189	988.319	319.364	37.703
BL09200_evm0	681	480.454	1.0995	0.267011
BL09201_cuf0	3942	3741.32	260	8.10841
BL09202_evm3	3098	2897.32	1299	52.3118
BL09203_evm0	1775	1574.32	24	1.77871
BL09208_evm0	2300	2099.32	1099.87	61.1293
BL09209_evm1	3501	3300.32	531.401	18.7868
BL12125_cuf0	3516	3315.32	110	3.87128
BL12124_evm0	4709	4508.32	660.203	17.0864
BL12127_cuf0	2242	2041.32	32	1.82905
BL12121_cuf0	666	465.475	34.1931	8.57095
BL12120_cuf0	1768	1567.32	42	3.12665
BL12123_cuf0	829	628.398	20.9959	3.89841
BL12122_cuf0	3021	2820.32	767	31.731
BL12129_evm0	2139	1938.32	2028	122.076
BL12128_evm3	3083	2882.32	2805.97	113.587
BL13654_cuf0	3748	3547.32	1161	38.1873
BL13655_evm0	1580	1379.32	383	32.3982
BL13656_cuf0	2326	2125.32	28.5987	1.57004
BL13657_cuf1	256	81.6327	2	2.8586
BL13650_cuf5	3170	2969.32	635	24.9519
BL13651_cuf0	1268	1067.32	0	0
BL19276_evm18	873	672.36	264	45.813
BL13653_cuf0	1477	1276.32	1	0.0914172
BL19278_evm0	258	83.0528	0	0
BL13658_cuf0	163	31.0109	0	0
BL13659_evm0	3078	2877.32	447.562	18.149
BL26939_evm0	422	224.184	1	0.520454
BL28959_evm0	675	474.475	0	0
BL26289_evm0	258	83.0528	19.6542	27.6113
BL26288_evm0	7877	7676.32	0	0
BL26283_evm0	1287	1086.32	0	0
BL26282_evm0	1085	884.319	0	0
BL26281_evm0	444	245.387	0	0
BL26280_evm0	1056	855.319	1	0.136414
BL26287_evm0	375	179.909	0	0
BL26286_evm0	306	119.589	2	1.95131
BL26285_evm0	207	51.4977	1	2.26568
BL26284_evm0	901	700.351	4	0.666395
BL25956_evm0	441	242.464	0	0
BL25957_evm0	2055	1854.32	0	0
BL25954_evm0	270	91.7359	0	0
BL25955_evm0	402	205.175	0	0
BL25952_evm0	303	117.166	0	0
BL25953_evm0	552	351.762	0	0
BL25950_evm0	1290	1089.32	0	0
BL20829_cuf0	1316	1115.32	289	30.2333
BL25958_evm0	243	72.9771	0	0
BL25959_evm0	537	336.885	16.8201	5.82553
BL60005_cuf0	1407	1206.32	14	1.35411
BL21392_evm0	1191	990.319	40	4.71272
BL21393_cuf0	7086	6885.32	156.04	2.64422
BL21394_cuf3	1643	1442.32	1022	82.6755
BL21395_cuf1	1295	1094.32	96.5978	10.2994
BL21396_evm7	2878	2677.32	907	39.527
BL21398_cuf1	5644	5443.32	179.966	3.85756
BL21399_cuf0	2975	2774.32	562.155	23.6421
BL03046_evm1	1044	843.319	0	0
BL02957_cuf0	2710	2509.32	1	0.0464977
BL03047_evm0	6367	6166.32	0	0
BL02951_cuf8	2687	2486.32	385	18.0672
BL23507_evm0	3265	3064.32	1	0.0380762
BL23506_cuf0	2684	2483.32	11.3232	0.532013
BL23505_cuf0	248	76.2188	0	0
BL23504_evm1	3706	3505.32	341.239	11.3584
BL23503_cuf1	1278	1077.32	0.287487	0.0311359
BL23502_evm0	1068	867.319	70	9.41686
BL23501_cuf0	2997	2796.32	114.629	4.78293
BL23500_cuf4	4772	4571.32	2592	66.1577
BL23509_cuf5	4710	4509.32	623	16.12
BL23508_cuf0	1000	799.319	6.13254	0.895173
BL11458_cuf6	8723	8522.32	1429.35	19.5689
BL84988_cuf0	1466	1265.32	18.5029	1.70619
BL07349_cuf7	3533	3332.32	523.117	18.3164
BL07348_cuf0	1570	1369.32	1555	132.499
BL07347_evm2	1942	1741.32	22.5185	1.50886
BL07346_cuf0	4685	4484.32	1359	35.3598
BL07345_evm0	1686	1485.32	1248	98.0352
BL07344_cuf0	1970	1769.32	0	0
BL07343_cuf5	3249	3048.32	1433.9	54.884
BL07342_cuf2	4526	4325.32	0	0
BL07340_cuf0	2085	1884.32	0	0
BL23594_evm1	1551	1350.32	1380	119.242
BL23595_cuf3	1248	1047.32	785	87.4536
