target_id	length	eff_length	est_counts	tpm
rna-XM_035809314.1	4367	4168	253	2.59613
rna-XM_035809311.1	7960	7761	893	4.92115
rna-XM_035809312.1	2231	2032	12386.3	260.705
rna-XM_035809927.1	1635	1436	43	1.2807
rna-XM_035843980.1	1957	1758	75.0708	1.82636
rna-XM_035843291.1	2870	2671	506	8.10233
rna-XM_035843288.1	8290	8091	10303	54.4621
rna-XM_035842700.1	6972	6773	338	2.13437
rna-XM_035844125.1	7002	6803	2924.95	18.3887
rna-XR_004833096.1	2378	2179	9.68558	0.190109
rna-XM_035844220.1	1276	1077	59	2.34298
rna-XR_004833035.1	888	689	97.02	6.02248
rna-XM_035843555.1	7535	7336	5052	29.4535
rna-XM_035843558.1	1785	1586	1000.62	26.9834
rna-XR_004833034.1	1816	1617	729.037	19.2829
rna-XM_035844186.1	2399	2200	3	0.0583219
rna-XM_035843121.1	9611	9412	365.754	1.66204
rna-XM_035843648.1	681	482	2	0.177466
rna-XM_035844039.1	1277	1078	10	0.396748
rna-XM_035843054.1	2787	2588	2643	43.6783
rna-XM_035843051.1	4058	3859	388	4.30021
rna-XM_035842353.1	3636	3437	33894	421.771
rna-XM_035842345.1	2562	2363	384.556	6.96032
rna-XM_035842347.1	2561	2362	574.675	10.4058
rna-XR_004832958.1	1734	1535	98.2662	2.73797
rna-XR_004832955.1	2424	2225	260.956	5.01616
rna-Trnad-guc-16	72	3.52559	0	0
rna-XM_035844096.1	1046	847	2	0.10099
rna-XM_035843374.1	8247	8048	616	3.2736
rna-XM_035843375.1	7869	7670	20	0.111524
rna-XM_035843378.1	5092	4893	1177	10.2881
rna-XM_035843376.1	1108	909	818	38.4878
rna-XM_035844147.1	4071	3872	335.793	3.70911
rna-XM_035844146.1	5380	5181	11856	97.8718
rna-XR_004833092.1	1294	1095	197.977	7.73273
rna-XR_004833093.1	941	742	0	0
rna-XM_035843651.1	2352	2153	231.976	4.60822
rna-XM_035843693.1	1602	1403	341	10.3951
rna-XM_035843699.1	1894	1695	96.0143	2.4227
rna-XM_035843654.1	519	320	9	1.20289
rna-XR_004833074.1	339	140	10	3.05496
rna-XM_035843941.1	1880	1681	63.6929	1.62053
rna-XR_004833047.1	1692	1493	1	0.0286466
rna-XM_035843767.1	721	522	0	0
rna-XM_035843655.1	1210	1011	0	0
rna-XM_035843037.1	997	798	10.4211	0.558529
rna-XM_035843038.1	487	288	0	0
gene-LOC118432129	2806	2607	49.6314	0.814233
rna-XM_035843033.1	1491	1292	67.8052	2.24457
rna-XM_035843036.1	844	645	0.119703	0.00793741
rna-XM_035843039.1	476	277	16.9193	2.61238
rna-XM_035843032.1	789	590	2.76225	0.200237
rna-XM_035843034.1	931	732	18.8124	1.09917
rna-XM_035843035.1	906	707	0	0
rna-XM_035843041.1	487	288	0	0
rna-XM_035844128.1	2060	1861	119.931	2.75625
rna-XM_035843657.1	1111	912	30.1071	1.41191
rna-XM_035843624.1	2698	2499	306.78	5.25041
rna-XM_035844189.1	1731	1532	17	0.474595
rna-XM_035843659.1	2798	2599	8	0.131649
rna-XM_035844048.1	3748	3549	33	0.397687
rna-XM_035844265.1	409	210	0	0
rna-XM_035844256.1	799	600	6.13124	0.437049
rna-XM_035844245.1	1615	1416	8.62635	0.260554
rna-XM_035844269.1	405	206	53.4457	11.0963
rna-XM_035844248.1	719	520	62.9164	5.1748
rna-XM_035844262.1	841	642	45.6115	3.03859
rna-XM_035843660.1	1019	820	5.26531	0.274627
rna-XR_004833110.1	1293	1094	1	0.0390945
rna-XM_035844231.1	2144	1945	130.601	2.87183
rna-XM_035843661.1	2803	2604	358.986	5.89616
rna-XM_035844249.1	1418	1219	288.829	10.1337
rna-XM_035843662.1	5465	5266	8364.64	67.9359
rna-XR_004833109.1	363	164	240	62.5894
rna-XM_035844246.1	2248	2049	739.454	15.4349
rna-XM_035844230.1	4579	4380	8996	87.8433
rna-XR_004833108.1	1249	1050	1443.82	58.8109
rna-XM_035844234.1	2145	1946	0	0
rna-XM_035844235.1	2197	1998	424	9.07619
rna-XM_035844236.1	2061	1862	679.22	15.6014
rna-XM_035844229.1	2417	2218	11	0.212112
rna-XM_035844247.1	1181	982	15207.3	662.329
rna-XM_035844228.1	4695	4496	4794.05	45.6046
rna-XM_035844232.1	2074	1875	444.144	10.1311
rna-Trnaa-agc-3	73	3.5471	0	0
rna-XM_035844243.1	812	613	0	0
rna-XM_035843667.1	1246	1047	26.4991	1.08248
rna-XM_035844259.1	823	624	0	0
rna-XM_035844258.1	894	695	11.4624	0.70538
rna-XM_035844266.1	416	217	0	0
rna-XM_035843668.1	2536	2337	194.618	3.56169
gene-LOC118432614	1378	1179	0	0
rna-XM_035844238.1	905	706	34.2723	2.07621
rna-XM_035844237.1	1349	1150	86.8686	3.23071
rna-XM_035843669.1	949	750	93.9875	5.35972
rna-Trnaa-agc-4	73	3.5471	0	0
rna-XM_035844241.1	1241	1042	0	0
rna-XM_035844253.1	966	767	20.3633	1.1355
