#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_19_promoters/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_19_promoters/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_19_promoters/0.172947466214286.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_19_promoters/target.clean..pos
BGTCONS_00025829	Scaffold_1_1_contigs	61290453	61290852	-	0.000	0.000	TCONS_00024426
BGTCONS_00025848	Scaffold_1_1_contigs	62211177	62211576	-	0.000	0.000	TCONS_00025848
BGTCONS_00025871	Scaffold_1_1_contigs	62849810	62850209	-	0.000	0.000	TCONS_00025871
BGTCONS_00025880	Scaffold_20_1_contigs	229645	230044	+	0.000	0.000	TCONS_00025880
BGTCONS_00025884	Scaffold_20_1_contigs	409899	410298	+	0.000	0.000	TCONS_00025884
BGTCONS_00025909	Scaffold_20_1_contigs	894849	895248	+	0.000	0.000	TCONS_00025909
BGTCONS_00025941	Scaffold_20_1_contigs	1624661	1625060	+	0.000	0.000	TCONS_00025941
BGTCONS_00025942	Scaffold_20_1_contigs	1678409	1678808	+	0.000	0.000	TCONS_00025942
BGTCONS_00025956	Scaffold_20_1_contigs	2293262	2293661	+	0.000	0.000	TCONS_00025956
BGTCONS_00025965	Scaffold_20_1_contigs	2882078	2882477	+	0.000	0.000	TCONS_00025965
BGTCONS_00025966	Scaffold_20_1_contigs	2885078	2885477	+	0.000	0.000	TCONS_00025966
BGTCONS_00025978	Scaffold_20_1_contigs	3367563	3367962	+	0.000	0.000	TCONS_00025978
BGTCONS_00025979	Scaffold_20_1_contigs	3375623	3376022	+	0.000	0.000	TCONS_00025979
BGTCONS_00025982	Scaffold_20_1_contigs	3393653	3394052	+	0.000	0.000	TCONS_00025982
