target_id	length	eff_length	est_counts	tpm
rna-XM_035809314.1	4367	4168	18	0.17451
rna-XM_035809311.1	7960	7761	206	1.07257
rna-XM_035809312.1	2231	2032	8	0.159089
rna-XM_035809927.1	1635	1436	0	0
rna-XM_035843980.1	1957	1758	7.69295	0.176827
rna-XM_035843291.1	2870	2671	1992	30.1363
rna-XM_035843288.1	8290	8091	3746	18.7086
rna-XM_035842700.1	6972	6773	5580	33.2911
rna-XM_035844125.1	7002	6803	4577.81	27.1914
rna-XR_004833096.1	2378	2179	24.9582	0.462839
rna-XM_035844220.1	1276	1077	15	0.562795
rna-XR_004833035.1	888	689	0	0
rna-XM_035843555.1	7535	7336	8986	49.4973
rna-XM_035843558.1	1785	1586	68.0689	1.73428
rna-XR_004833034.1	1816	1617	13.0194	0.325352
rna-XM_035844186.1	2399	2200	4	0.0734703
rna-XM_035843121.1	9611	9412	0	0
rna-XM_035843648.1	681	482	0	0
rna-XM_035844039.1	1277	1078	0	0
rna-XM_035843054.1	2787	2588	1109	17.3158
rna-XM_035843051.1	4058	3859	1607	16.8273
rna-XM_035842353.1	3636	3437	926	10.8869
rna-XM_035842345.1	2562	2363	478.325	8.17964
rna-XM_035842347.1	2561	2362	615	10.5213
rna-XR_004832958.1	1734	1535	51.7109	1.36128
rna-XR_004832955.1	2424	2225	1436.95	26.0967
rna-Trnad-guc-16	72	3.52559	0	0
rna-XM_035844096.1	1046	847	0	0
rna-XM_035843374.1	8247	8048	1322	6.63771
rna-XM_035843375.1	7869	7670	3	0.0158052
rna-XM_035843378.1	5092	4893	79	0.652419
rna-XM_035843376.1	1108	909	0	0
rna-XM_035844147.1	4071	3872	62.5701	0.652989
rna-XM_035844146.1	5380	5181	8347	65.1016
rna-XR_004833092.1	1294	1095	134.037	4.94635
rna-XR_004833093.1	941	742	1	0.0544591
rna-XM_035843651.1	2352	2153	0	0
rna-XM_035843693.1	1602	1403	2	0.0576032
rna-XM_035843699.1	1894	1695	20.0311	0.477541
rna-XM_035843654.1	519	320	1	0.126277
rna-XR_004833074.1	339	140	1	0.288633
rna-XM_035843941.1	1880	1681	18.1664	0.436693
rna-XR_004833047.1	1692	1493	0	0
rna-XM_035843767.1	721	522	0	0
rna-XM_035843655.1	1210	1011	0	0
rna-XM_035843037.1	997	798	0	0
rna-XM_035843038.1	487	288	0	0
gene-LOC118432129	2806	2607	0	0
rna-XM_035843033.1	1491	1292	0	0
rna-XM_035843036.1	844	645	0	0
rna-XM_035843039.1	476	277	1	0.14588
rna-XM_035843032.1	789	590	0	0
rna-XM_035843034.1	931	732	1.27908	0.070609
rna-XM_035843035.1	906	707	0	0
rna-XM_035843041.1	487	288	0	0
rna-XM_035844128.1	2060	1861	336.141	7.29877
rna-XM_035843657.1	1111	912	15.3403	0.679695
rna-XM_035843624.1	2698	2499	44.6091	0.721327
rna-XM_035844189.1	1731	1532	2	0.0527528
rna-XM_035843659.1	2798	2599	0	0
rna-XM_035844048.1	3748	3549	1	0.0113859
rna-XM_035844265.1	409	210	7	1.34696
rna-XM_035844256.1	799	600	0	0
rna-XM_035844245.1	1615	1416	0	0
rna-XM_035844269.1	405	206	0.898575	0.176263
rna-XM_035844248.1	719	520	0	0
rna-XM_035844262.1	841	642	0	0
rna-XM_035843660.1	1019	820	1	0.0492789
rna-XR_004833110.1	1293	1094	0	0
rna-XM_035844231.1	2144	1945	31.7056	0.658704
rna-XM_035843661.1	2803	2604	38.9689	0.604716
rna-XM_035844249.1	1418	1219	2195.14	72.7667
rna-XM_035843662.1	5465	5266	1882.79	14.4476
rna-XR_004833109.1	363	164	12	2.95673
rna-XM_035844246.1	2248	2049	733	14.4556
rna-XM_035844230.1	4579	4380	11420	105.358
rna-XR_004833108.1	1249	1050	254.912	9.81017
rna-XM_035844234.1	2145	1946	1	0.020765
rna-XM_035844235.1	2197	1998	0	0
rna-XM_035844236.1	2061	1862	6392	138.718
rna-XM_035844229.1	2417	2218	6	0.109311
rna-XM_035844247.1	1181	982	0	0
rna-XM_035844228.1	4695	4496	90.8252	0.816309
rna-XM_035844232.1	2074	1875	15.1781	0.327108
rna-Trnaa-agc-3	73	3.5471	0	0
rna-XM_035844243.1	812	613	0	0
rna-XM_035843667.1	1246	1047	0	0
rna-XM_035844259.1	823	624	0	0
rna-XM_035844258.1	894	695	0	0
rna-XM_035844266.1	416	217	0	0
rna-XM_035843668.1	2536	2337	1.13272	0.0195857
gene-LOC118432614	1378	1179	0	0
rna-XM_035844238.1	905	706	0	0
rna-XM_035844237.1	1349	1150	6.40769	0.225153
rna-XM_035843669.1	949	750	5.41419	0.291707
rna-Trnaa-agc-4	73	3.5471	0	0
