#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_20_promoters/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_20_promoters/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_20_promoters/0.188377743893401.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_20_promoters/target.clean..pos
BGpeak38390	Scaffold_19_1_contigs	24511820	24512131	+	0.000	0.000	TCONS_00022536
BGpeak38499	Scaffold_19_1_contigs	25452209	25452482	+	0.000	0.000	TCONS_00021428
BGpeak38798	Scaffold_19_1_contigs	28722357	28722667	+	0.000	0.000	TCONS_00022661
BGpeak38816	Scaffold_19_1_contigs	28887153	28887422	+	0.000	0.000	TCONS_00021542
BGpeak2139	Scaffold_10_1_contigs	31277660	31278056	+	0.000	0.000	TCONS_00002059
BGpeak2711	Scaffold_10_1_contigs	37811792	37812081	+	0.000	0.000	TCONS_00001067
BGpeak39292	Scaffold_19_1_contigs	33765606	33765869	+	0.000	0.000	TCONS_00021686
BGpeak22893	Scaffold_15_1_contigs	7332432	7332863	+	0.000	0.000	TCONS_00012420
BGpeak75937	Scaffold_8_1_contigs	8432744	8433129	+	0.000	0.000	TCONS_00052734
BGpeak4005	Scaffold_11_1_contigs	7142643	7142872	+	0.000	0.000	TCONS_00003659
BGpeak23556	Scaffold_15_1_contigs	15034959	15035203	+	0.000	0.000	TCONS_00013870
BGpeak77086	Scaffold_8_1_contigs	25074441	25074784	+	0.000	0.000	TCONS_00054197
BGpeak77361	Scaffold_8_1_contigs	27955943	27956417	+	0.000	0.000	TCONS_00054271
BGpeak77623	Scaffold_8_1_contigs	29861659	29861944	+	0.000	0.000	TCONS_00054325
BGpeak26542	Scaffold_16_1_contigs	4810533	4810731	+	0.000	0.000	TCONS_00015803
BGpeak8375	Scaffold_1_1_contigs	38111736	38112487	+	0.000	0.000	TCONS_00023867
BGpeak8415	Scaffold_1_1_contigs	38842506	38842987	+	0.000	0.000	TCONS_00025265
BGpeak62362	Scaffold_4_1_contigs	36830751	36831097	+	0.000	0.000	TCONS_00042552
BGpeak62363	Scaffold_4_1_contigs	36833245	36833426	+	0.000	0.000	TCONS_00042553
BGpeak62702	Scaffold_4_1_contigs	40285497	40285814	+	0.000	0.000	TCONS_00043963
BGpeak10601	Scaffold_12_1_contigs	8763769	8764098	+	0.000	0.000	TCONS_00004829
BGpeak9236	Scaffold_1_1_contigs	48939868	48940206	+	0.000	0.000	TCONS_00024164
BGpeak9369	Scaffold_1_1_contigs	50433966	50434181	+	0.000	0.000	TCONS_00024197
BGpeak28044	Scaffold_16_1_contigs	18673380	18673619	+	0.000	0.000	TCONS_00015085
BGpeak28343	Scaffold_16_1_contigs	22101492	22101681	+	0.000	0.000	TCONS_00016288
BGpeak28418	Scaffold_16_1_contigs	22812656	22812969	+	0.000	0.000	TCONS_00015233
BGpeak28873	Scaffold_16_1_contigs	30112338	30113114	+	0.000	0.000	TCONS_00016497
BGpeak11042	Scaffold_12_1_contigs	12904047	12904237	+	0.000	0.000	TCONS_00006231
BGpeak12698	Scaffold_12_1_contigs	31142702	31142920	+	0.000	0.000	TCONS_00005551
BGpeak12794	Scaffold_12_1_contigs	32991994	32992261	+	0.000	0.000	TCONS_00005612
