target_id	length	eff_length	est_counts	tpm
rna-XM_035809314.1	4367	4168	1028.07	8.83877
rna-XM_035809311.1	7960	7761	2479.56	11.4487
rna-XM_035809312.1	2231	2032	518	9.13492
rna-XM_035809927.1	1635	1436	331	8.25985
rna-XM_035843980.1	1957	1758	69.8854	1.42451
rna-XM_035843291.1	2870	2671	4399	59.0172
rna-XM_035843288.1	8290	8091	5510	24.4033
rna-XM_035842700.1	6972	6773	1441	7.62398
rna-XM_035844125.1	7002	6803	4361.43	22.9735
rna-XR_004833096.1	2378	2179	530.165	8.71873
rna-XM_035844220.1	1276	1077	828	27.5495
rna-XR_004833035.1	888	689	0	0
rna-XM_035843555.1	7535	7336	1498	7.31731
rna-XM_035843558.1	1785	1586	340.148	7.68534
rna-XR_004833034.1	1816	1617	309.193	6.85201
rna-XM_035844186.1	2399	2200	21	0.342055
rna-XM_035843121.1	9611	9412	262.806	1.00058
rna-XM_035843648.1	681	482	1	0.074345
rna-XM_035844039.1	1277	1078	11	0.365656
rna-XM_035843054.1	2787	2588	1442	19.9664
rna-XM_035843051.1	4058	3859	444	4.12294
rna-XM_035842353.1	3636	3437	10451	108.963
rna-XM_035842345.1	2562	2363	471.553	7.15097
rna-XM_035842347.1	2561	2362	3182.86	48.2877
rna-XR_004832958.1	1734	1535	280.215	6.54156
rna-XR_004832955.1	2424	2225	224.761	3.61985
rna-Trnad-guc-16	72	3.52559	0	0
rna-XM_035844096.1	1046	847	1566	66.2532
rna-XM_035843374.1	8247	8048	3290	14.649
rna-XM_035843375.1	7869	7670	52	0.242944
rna-XM_035843378.1	5092	4893	832	6.09322
rna-XM_035843376.1	1108	909	18	0.70959
rna-XM_035844147.1	4071	3872	1510.47	13.979
rna-XM_035844146.1	5380	5181	10950	75.7355
rna-XR_004833092.1	1294	1095	879.964	28.7971
rna-XR_004833093.1	941	742	39.5817	1.91157
rna-XM_035843651.1	2352	2153	357.29	5.94669
rna-XM_035843693.1	1602	1403	588	15.0182
rna-XM_035843699.1	1894	1695	392.881	8.30597
rna-XM_035843654.1	519	320	24.2382	2.71424
rna-XR_004833074.1	339	140	36	9.21453
rna-XM_035843941.1	1880	1681	191.849	4.08969
rna-XR_004833047.1	1692	1493	96.1068	2.30671
rna-XM_035843767.1	721	522	0	0
rna-XM_035843655.1	1210	1011	0	0
rna-XM_035843037.1	997	798	0	0
rna-XM_035843038.1	487	288	0	0
gene-LOC118432129	2806	2607	0	0
