target_id	length	eff_length	est_counts	tpm
rna-XM_035809314.1	4367	4168	1797.97	21.4511
rna-XM_035809311.1	7960	7761	4301	27.5579
rna-XM_035809312.1	2231	2032	880	21.5354
rna-XM_035809927.1	1635	1436	33.4249	1.15747
rna-XM_035843980.1	1957	1758	106.015	2.99877
rna-XM_035843291.1	2870	2671	3034	56.4854
rna-XM_035843288.1	8290	8091	10541	64.7849
rna-XM_035842700.1	6972	6773	2581	18.9497
rna-XM_035844125.1	7002	6803	5245.02	38.3391
rna-XR_004833096.1	2378	2179	126.696	2.89134
rna-XM_035844220.1	1276	1077	354	16.3449
rna-XR_004833035.1	888	689	22.5307	1.62611
rna-XM_035843555.1	7535	7336	1916	12.9877
rna-XM_035843558.1	1785	1586	685.477	21.4924
rna-XR_004833034.1	1816	1617	481.609	14.8108
rna-XM_035844186.1	2399	2200	18	0.406859
rna-XM_035843121.1	9611	9412	17077.2	90.2254
rna-XM_035843648.1	681	482	0	0
rna-XM_035844039.1	1277	1078	0	0
rna-XM_035843054.1	2787	2588	950	18.2538
rna-XM_035843051.1	4058	3859	391	5.03844
rna-XM_035842353.1	3636	3437	15343	221.986
rna-XM_035842345.1	2562	2363	1575.99	33.1653
rna-XM_035842347.1	2561	2362	2637	55.5168
rna-XR_004832958.1	1734	1535	23.2049	0.751736
rna-XR_004832955.1	2424	2225	86.0471	1.92309
rna-Trnad-guc-16	72	3.52559	0	0
rna-XM_035844096.1	1046	847	169	9.92197
rna-XM_035843374.1	8247	8048	2708	16.7323
rna-XM_035843375.1	7869	7670	188	1.21887
rna-XM_035843378.1	5092	4893	1089	11.0674
rna-XM_035843376.1	1108	909	442	24.1798
rna-XM_035844147.1	4071	3872	1110.04	14.256
rna-XM_035844146.1	5380	5181	2980	28.602
rna-XR_004833092.1	1294	1095	4.93619	0.224167
rna-XR_004833093.1	941	742	0	0
rna-XM_035843651.1	2352	2153	272.092	6.28444
rna-XM_035843693.1	1602	1403	426	15.0989
rna-XM_035843699.1	1894	1695	197.805	5.80312
rna-XM_035843654.1	519	320	23	3.57415
rna-XR_004833074.1	339	140	10	3.55195
rna-XM_035843941.1	1880	1681	115.958	3.43025
rna-XR_004833047.1	1692	1493	1	0.0333069
rna-XM_035843767.1	721	522	0	0
rna-XM_035843655.1	1210	1011	0	0
rna-XM_035843037.1	997	798	0	0
rna-XM_035843038.1	487	288	0	0
gene-LOC118432129	2806	2607	0	0
rna-XM_035843033.1	1491	1292	0	0
rna-XM_035843036.1	844	645	0	0
rna-XM_035843039.1	476	277	0	0
rna-XM_035843032.1	789	590	0	0
rna-XM_035843034.1	931	732	1.37607	0.0934812
rna-XM_035843035.1	906	707	0	0
rna-XM_035843041.1	487	288	0	0
rna-XM_035844128.1	2060	1861	138.131	3.69096
rna-XM_035843657.1	1111	912	21.0765	1.14921
rna-XM_035843624.1	2698	2499	126.242	2.51207
rna-XM_035844189.1	1731	1532	47	1.52558
rna-XM_035843659.1	2798	2599	90.7242	1.73585
rna-XM_035844048.1	3748	3549	52.0919	0.729893
rna-XM_035844265.1	409	210	0	0
rna-XM_035844256.1	799	600	0	0
rna-XM_035844245.1	1615	1416	0	0
rna-XM_035844269.1	405	206	0.213907	0.051636
rna-XM_035844248.1	719	520	0	0
rna-XM_035844262.1	841	642	19.1533	1.48355
rna-XM_035843660.1	1019	820	0	0
rna-XR_004833110.1	1293	1094	0	0
rna-XM_035844231.1	2144	1945	175.921	4.49773
rna-XM_035843661.1	2803	2604	374.195	7.14581
rna-XM_035844249.1	1418	1219	553.734	22.5887
rna-XM_035843662.1	5465	5266	725.31	6.84916
rna-XR_004833109.1	363	164	9	2.72893
rna-XM_035844246.1	2248	2049	885.638	21.4936
rna-XM_035844230.1	4579	4380	4579	51.9866
rna-XR_004833108.1	1249	1050	2474.48	117.19
rna-XM_035844234.1	2145	1946	1112	28.4156
rna-XM_035844235.1	2197	1998	1778	44.2518
rna-XM_035844236.1	2061	1862	849.693	22.6922
rna-XM_035844229.1	2417	2218	217	4.86511
rna-XM_035844247.1	1181	982	1643.35	83.2174
rna-XM_035844228.1	4695	4496	2373.62	26.253
rna-XM_035844232.1	2074	1875	348.086	9.23166
rna-Trnaa-agc-3	73	3.5471	0	0
rna-XM_035844243.1	812	613	0	0
rna-XM_035843667.1	1246	1047	0	0
rna-XM_035844259.1	823	624	0	0
rna-XM_035844258.1	894	695	18.1286	1.2971
rna-XM_035844266.1	416	217	2.84806	0.652656
rna-XM_035843668.1	2536	2337	4.01879	0.0855129
gene-LOC118432614	1378	1179	4.02506e-05	1.69767e-06
rna-XM_035844238.1	905	706	0	0
rna-XM_035844237.1	1349	1150	60.0743	2.59768
rna-XM_035843669.1	949	750	64.8394	4.29905
rna-Trnaa-agc-4	73	3.5471	0	0
rna-XM_035844241.1	1241	1042	0	0
rna-XM_035844253.1	966	767	0	0
rna-XM_035844261.1	502	303	0	0
rna-XM_035844267.1	606	407	0.000363449	4.44062e-05
rna-XM_035844270.1	1373	1174	2.59079	0.109738
rna-XM_035844240.1	1400	1201	0	0
rna-XM_035844257.1	841	642	0	0
rna-XM_035844268.1	603	404	0.225205	0.0277199
rna-XM_035844242.1	1362	1163	0	0
rna-XM_035844252.1	965	766	0	0
rna-XM_035844260.1	894	695	0	0
rna-XM_035844263.1	602	403	1.94044	0.239436
rna-XM_035843670.1	2044	1845	0	0
rna-XM_035844239.1	1379	1180	1.92666e-05	8.11927e-07
gene-LOC118432631	619	420	0	0
rna-XM_035844255.1	793	594	0	0
rna-XM_035844029.1	560	361	0	0
rna-XM_035843671.1	3400	3201	18.6831	0.29024
rna-XR_004833040.1	873	674	75.9858	5.60618
rna-XM_035843643.1	2059	1860	0	0
rna-XM_035843672.1	735	536	5.54781	0.514697
rna-XM_035844288.1	1096	897	38.2587	2.12096
rna-XM_035843674.1	501	302	0	0
rna-XM_035842344.1	826	627	15.3599	1.21819
rna-XM_035843568.1	1595	1396	4.41165	0.157149
rna-XM_035843566.1	1992	1793	85	2.3574
rna-XR_004833113.1	1795	1596	0	0
rna-XR_004833111.1	154	7.38779	1.8	12.1158
rna-XR_004833114.1	3891	3692	11.0316	0.148583
rna-XM_035843563.1	3856	3657	131.618	1.78972
rna-XM_035843565.1	2398	2199	53.0835	1.20041
rna-XM_035843569.1	2245	2046	30.9714	0.752748
rna-XM_035844043.1	928	729	7.22265	0.492678
rna-XM_035844073.1	1785	1586	65.7916	2.06282
rna-XR_004832965.1	870	671	0	0
rna-XM_035843340.1	2045	1846	1073.08	28.9065
rna-XM_035844184.1	1632	1433	75.6411	2.62486
rna-XM_035842343.1	5554	5355	52.1338	0.484122
rna-XM_035844127.1	7039	6840	40.6619	0.295615
rna-XM_035843637.1	3606	3407	196	2.86074
rna-XM_035843642.1	1130	931	49.9114	2.6659
rna-XM_035843639.1	1743	1544	5.78233	0.18623
rna-XM_035842412.1	1090	891	1.30626	0.0729031
rna-XR_004832964.1	471	272	2	0.365642
rna-XM_035842427.1	1472	1273	17.9908	0.702776
rna-XM_035843675.1	1038	839	1	0.0592697
rna-XM_035843676.1	3452	3253	9	0.137579
rna-XM_035843895.1	1922	1723	39.7513	1.14726
rna-XR_004833062.1	984	785	41.3702	2.62067
rna-XR_004833054.1	760	561	0	0
rna-XM_035843678.1	927	728	17	1.16121
rna-XM_035843680.1	1143	944	0	0
rna-XM_035843890.1	1915	1716	47779.6	1384.58
rna-XM_035843886.1	937	738	1415.67	95.3894
rna-XM_035843869.1	1049	850	380	22.231
rna-XM_035843681.1	7270	7071	2238	15.7389
rna-XM_035843682.1	1344	1145	81	3.51782
rna-XM_035843683.1	10252	10053	795.06	3.93277
rna-XM_035843684.1	1136	937	8	0.424566
rna-XM_035843856.1	2402	2203	41.9402	0.946695
rna-XM_035843685.1	1665	1466	22	0.746248
rna-XM_035843686.1	3033	2834	14	0.245653
rna-XM_035843688.1	2386	2187	82	1.86449
rna-Trnas-aga-4	82	3.75521	0	0
rna-XM_035843689.1	2448	2249	2	0.0442217
rna-XM_035843690.1	5148	4949	1225	12.3087
rna-XM_035843882.1	4833	4634	2150.45	23.0763
rna-XR_004833064.1	2504	2305	54.5548	1.17695
rna-XM_035843868.1	1557	1358	106.906	3.91469
rna-XM_035843860.1	1779	1580	232.298	7.3111
rna-XR_004833059.1	2173	1974	2.2988	0.0579094
rna-XM_035843691.1	6438	6239	1363.57	10.8682
rna-XM_035843881.1	1137	938	374	19.8273
