target_id	length	eff_length	est_counts	tpm
rna-XM_035809314.1	4367	4168	51	0.525952
rna-XM_035809311.1	7960	7761	194	1.07445
rna-XM_035809312.1	2231	2032	362	7.65753
rna-XM_035809927.1	1635	1436	95	2.84363
rna-XM_035843980.1	1957	1758	45.7199	1.11787
rna-XM_035843291.1	2870	2671	1841	29.6267
rna-XM_035843288.1	8290	8091	51533	273.771
rna-XM_035842700.1	6972	6773	4041	25.6455
rna-XM_035844125.1	7002	6803	1355.36	8.56364
rna-XR_004833096.1	2378	2179	10.6463	0.210012
rna-XM_035844220.1	1276	1077	5	0.199553
rna-XR_004833035.1	888	689	38.1312	2.37884
rna-XM_035843555.1	7535	7336	11931	69.9071
rna-XM_035843558.1	1785	1586	185.49	5.02713
rna-XR_004833034.1	1816	1617	101.535	2.69905
rna-XM_035844186.1	2399	2200	14	0.273533
rna-XM_035843121.1	9611	9412	19.4052	0.0886216
rna-XM_035843648.1	681	482	1	0.0891778
rna-XM_035844039.1	1277	1078	6	0.239241
rna-XM_035843054.1	2787	2588	1459	24.2323
rna-XM_035843051.1	4058	3859	292	3.25246
rna-XM_035842353.1	3636	3437	2672	33.4165
rna-XM_035842345.1	2562	2363	1574.5	28.6406
rna-XM_035842347.1	2561	2362	711.954	12.9561
rna-XR_004832958.1	1734	1535	73.2661	2.05163
rna-XR_004832955.1	2424	2225	1145.69	22.133
rna-Trnad-guc-16	72	3.52559	0	0
rna-XM_035844096.1	1046	847	0	0
rna-XM_035843374.1	8247	8048	1953	10.4308
rna-XM_035843375.1	7869	7670	9	0.0504372
rna-XM_035843378.1	5092	4893	933	8.19615
rna-XM_035843376.1	1108	909	60	2.83721
rna-XM_035844147.1	4071	3872	1337.3	14.8456
rna-XM_035844146.1	5380	5181	7365	61.103
rna-XR_004833092.1	1294	1095	49.993	1.96245
rna-XR_004833093.1	941	742	0	0
rna-XM_035843651.1	2352	2153	14.4297	0.288083
rna-XM_035843693.1	1602	1403	27	0.827199
rna-XM_035843699.1	1894	1695	204.442	5.18447
rna-XM_035843654.1	519	320	23	3.08945
rna-XR_004833074.1	339	140	21	6.44755
rna-XM_035843941.1	1880	1681	141.498	3.61814
rna-XR_004833047.1	1692	1493	8.71628	0.250943
rna-XM_035843767.1	721	522	0	0
rna-XM_035843655.1	1210	1011	54.1857	2.30376
rna-XM_035843037.1	997	798	26.0784	1.4047
rna-XM_035843038.1	487	288	486.482	72.6069
gene-LOC118432129	2806	2607	1061.11	17.4954
rna-XM_035843033.1	1491	1292	427.175	14.2117
rna-XM_035843036.1	844	645	15.8602	1.05695
rna-XM_035843039.1	476	277	44.4587	6.89892
rna-XM_035843032.1	789	590	0	0
rna-XM_035843034.1	931	732	185.881	10.9151
rna-XM_035843035.1	906	707	0	0
rna-XM_035843041.1	487	288	486.482	72.6069
rna-XM_035844128.1	2060	1861	69.8441	1.6132
rna-XM_035843657.1	1111	912	54.1385	2.55161
rna-XM_035843624.1	2698	2499	124.011	2.13303
rna-XM_035844189.1	1731	1532	7.30006	0.20482
rna-XM_035843659.1	2798	2599	1	0.0165385
rna-XM_035844048.1	3748	3549	6	0.072669
rna-XM_035844265.1	409	210	0	0
rna-XM_035844256.1	799	600	9.37906	0.671911
rna-XM_035844245.1	1615	1416	171.194	5.1967
rna-XM_035844269.1	405	206	90.5304	18.89
rna-XM_035844248.1	719	520	681.386	56.324
rna-XM_035844262.1	841	642	62.1212	4.15919
rna-XM_035843660.1	1019	820	68.296	3.58002
rna-XR_004833110.1	1293	1094	10.1368	0.39828
rna-XM_035844231.1	2144	1945	113.996	2.51926
rna-XM_035843661.1	2803	2604	305.558	5.04378
rna-XM_035844249.1	1418	1219	1377.11	48.5589
rna-XM_035843662.1	5465	5266	438.132	3.57625
rna-XR_004833109.1	363	164	2	0.524191
rna-XM_035844246.1	2248	2049	1195.79	25.0852
rna-XM_035844230.1	4579	4380	11439	112.258
rna-XR_004833108.1	1249	1050	1302.54	53.3219
rna-XM_035844234.1	2145	1946	7	0.154618
rna-XM_035844235.1	2197	1998	28	0.602374
rna-XM_035844236.1	2061	1862	3652.76	84.3228
rna-XM_035844229.1	2417	2218	61	1.18215
rna-XM_035844247.1	1181	982	24.6102	1.07723
rna-XM_035844228.1	4695	4496	830.83	7.94309
rna-XM_035844232.1	2074	1875	1151.08	26.3881
rna-Trnaa-agc-3	73	3.5471	0	0
rna-XM_035844243.1	812	613	0	0
rna-XM_035843667.1	1246	1047	84.0676	3.45132
rna-XM_035844259.1	823	624	0	0
rna-XM_035844258.1	894	695	2.70702	0.167421
rna-XM_035844266.1	416	217	5.81989	1.15281
rna-XM_035843668.1	2536	2337	1082.62	19.9123
gene-LOC118432614	1378	1179	0	0
rna-XM_035844238.1	905	706	118.381	7.20742
rna-XM_035844237.1	1349	1150	192.573	7.19782
rna-XM_035843669.1	949	750	226.346	12.9723
rna-Trnaa-agc-4	73	3.5471	0	0
rna-XM_035844241.1	1241	1042	0.000510977	2.10784e-05
rna-XM_035844253.1	966	767	380.007	21.2961
rna-XM_035844261.1	502	303	13.0211	1.84717
rna-XM_035844267.1	606	407	0.498016	0.052596
rna-XM_035844270.1	1373	1174	0	0
rna-XM_035844240.1	1400	1201	188.495	6.74622
rna-XM_035844257.1	841	642	137.896	9.23251
rna-XM_035844268.1	603	404	391.017	41.6024
rna-XM_035844242.1	1362	1163	0	0
rna-XM_035844252.1	965	766	0.445381	0.0249923
rna-XM_035844260.1	894	695	18.6812	1.15538
rna-XM_035844263.1	602	403	0	0
rna-XM_035843670.1	2044	1845	43.9336	1.02354
rna-XM_035844239.1	1379	1180	517.076	18.8355
gene-LOC118432631	619	420	14.0058	1.43338
rna-XM_035844255.1	793	594	62.2554	4.50499
rna-XM_035844029.1	560	361	1.64443	0.1958
rna-XM_035843671.1	3400	3201	2.0243	0.0271827
