#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_18_promoters/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_18_promoters/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_18_promoters/0.212410420020209.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_18_promoters/target.clean..pos
BGTCONS_00025957	Scaffold_20_1_contigs	2350039	2350438	+	0.000	0.000	TCONS_00025957
BGTCONS_00025972	Scaffold_20_1_contigs	2985510	2985909	+	0.000	0.000	TCONS_00025972
BGTCONS_00025989	Scaffold_20_1_contigs	3870771	3871170	+	0.000	0.000	TCONS_00025989
BGTCONS_00026119	Scaffold_20_1_contigs	8032562	8032961	+	0.000	0.000	TCONS_00026119
BGTCONS_00026129	Scaffold_20_1_contigs	8211474	8211873	+	0.000	0.000	TCONS_00026129
BGTCONS_00026144	Scaffold_20_1_contigs	8603191	8603590	+	0.000	0.000	TCONS_00026144
BGTCONS_00026214	Scaffold_20_1_contigs	10959775	10960174	+	0.000	0.000	TCONS_00026214
BGTCONS_00026296	Scaffold_20_1_contigs	14261063	14261462	+	0.000	0.000	TCONS_00026296
BGTCONS_00026377	Scaffold_20_1_contigs	16960094	16960493	+	0.000	0.000	TCONS_00026377
BGTCONS_00026440	Scaffold_20_1_contigs	19720907	19721306	+	0.000	0.000	TCONS_00026440
BGTCONS_00026528	Scaffold_20_1_contigs	22991320	22991719	+	0.000	0.000	TCONS_00026528
BGTCONS_00026565	Scaffold_20_1_contigs	24110788	24111187	+	0.000	0.000	TCONS_00026565
