#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_14_promoters/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_14_promoters/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_14_promoters/0.82923346741973.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_14_promoters/target.clean..pos
BGTCONS_00025827	Scaffold_1_1_contigs	61234439	61234838	-	0.000	0.000	TCONS_00025827
BGTCONS_00025948	Scaffold_20_1_contigs	1832084	1832483	+	0.000	0.000	TCONS_00025948
BGTCONS_00025969	Scaffold_20_1_contigs	2952449	2952848	+	0.000	0.000	TCONS_00025969
BGTCONS_00026040	Scaffold_20_1_contigs	5167910	5168309	+	0.000	0.000	TCONS_00026040
BGTCONS_00026041	Scaffold_20_1_contigs	5301491	5301890	+	0.000	0.000	TCONS_00026041
BGTCONS_00026060	Scaffold_20_1_contigs	5834299	5834698	+	0.000	0.000	TCONS_00026060
BGTCONS_00026068	Scaffold_20_1_contigs	6128061	6128460	+	0.000	0.000	TCONS_00026068
BGTCONS_00026076	Scaffold_20_1_contigs	6285575	6285974	+	0.000	0.000	TCONS_00026076
BGTCONS_00026114	Scaffold_20_1_contigs	7837155	7837554	+	0.000	0.000	TCONS_00026114
BGTCONS_00026139	Scaffold_20_1_contigs	8520114	8520513	+	0.000	0.000	TCONS_00026139
BGTCONS_00026172	Scaffold_20_1_contigs	9304915	9305314	+	0.000	0.000	TCONS_00026172
BGTCONS_00026173	Scaffold_20_1_contigs	9385969	9386368	+	0.000	0.000	TCONS_00026173
BGTCONS_00026174	Scaffold_20_1_contigs	9394967	9395366	+	0.000	0.000	TCONS_00026174
BGTCONS_00026252	Scaffold_20_1_contigs	12130073	12130472	+	0.000	0.000	TCONS_00026252
BGTCONS_00026254	Scaffold_20_1_contigs	12156340	12156739	+	0.000	0.000	TCONS_00026254
