#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_10_promoters/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_10_promoters/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_10_promoters/0.290576249434711.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_10_promoters/target.clean..pos
BGTCONS_00026072	Scaffold_20_1_contigs	6201790	6202189	+	0.000	0.000	TCONS_00026072
BGTCONS_00026164	Scaffold_20_1_contigs	8823427	8823826	+	0.000	0.000	TCONS_00027123
BGTCONS_00026168	Scaffold_20_1_contigs	9066686	9067085	+	0.000	0.000	TCONS_00026168
BGTCONS_00026187	Scaffold_20_1_contigs	9797911	9798310	+	0.000	0.000	TCONS_00026187
BGTCONS_00026267	Scaffold_20_1_contigs	12591205	12591604	+	0.000	0.000	TCONS_00026267
BGTCONS_00026359	Scaffold_20_1_contigs	16160254	16160653	+	0.000	0.000	TCONS_00026359
BGTCONS_00026417	Scaffold_20_1_contigs	19169293	19169692	+	0.000	0.000	TCONS_00026417
BGTCONS_00026418	Scaffold_20_1_contigs	19178221	19178620	+	0.000	0.000	TCONS_00026418
BGTCONS_00026419	Scaffold_20_1_contigs	19300682	19301081	+	0.000	0.000	TCONS_00026419
BGTCONS_00026601	Scaffold_20_1_contigs	25164043	25164442	+	0.000	0.000	TCONS_00026601
BGTCONS_00026635	Scaffold_20_1_contigs	27135331	27135730	+	0.000	0.000	TCONS_00026635
BGTCONS_00026697	Scaffold_20_1_contigs	29391888	29392287	+	0.000	0.000	TCONS_00026697
BGTCONS_00026716	Scaffold_20_1_contigs	29796860	29797259	+	0.000	0.000	TCONS_00026716
BGTCONS_00026733	Scaffold_20_1_contigs	30221018	30221417	+	0.000	0.000	TCONS_00026733
BGTCONS_00026815	Scaffold_20_1_contigs	32490325	32490724	+	0.000	0.000	TCONS_00026815
BGTCONS_00026817	Scaffold_20_1_contigs	32718484	32718883	+	0.000	0.000	TCONS_00026817
BGTCONS_00026834	Scaffold_20_1_contigs	33562430	33562829	+	0.000	0.000	TCONS_00026834
BGTCONS_00026880	Scaffold_20_1_contigs	35487464	35487863	+	0.000	0.000	TCONS_00026880
BGTCONS_00026918	Scaffold_20_1_contigs	37773179	37773578	+	0.000	0.000	TCONS_00026918
BGTCONS_00027023	Scaffold_20_1_contigs	3789751	3790150	-	0.000	0.000	TCONS_00027023
BGTCONS_00027025	Scaffold_20_1_contigs	3858821	3859220	-	0.000	0.000	TCONS_00027025
BGTCONS_00027029	Scaffold_20_1_contigs	3890243	3890642	-	0.000	0.000	TCONS_00027029
BGTCONS_00027039	Scaffold_20_1_contigs	4087182	4087581	-	0.000	0.000	TCONS_00027039
BGTCONS_00027041	Scaffold_20_1_contigs	4262530	4262929	-	0.000	0.000	TCONS_00027041
BGTCONS_00027098	Scaffold_20_1_contigs	7866205	7866604	-	0.000	0.000	TCONS_00027098
BGTCONS_00027114	Scaffold_20_1_contigs	8327046	8327445	-	0.000	0.000	TCONS_00027114
BGTCONS_00027123	Scaffold_20_1_contigs	8823558	8823957	-	0.000	0.000	TCONS_00027123
BGTCONS_00027214	Scaffold_20_1_contigs	12154880	12155279	-	0.000	0.000	TCONS_00027214
BGTCONS_00027226	Scaffold_20_1_contigs	12845088	12845487	-	0.000	0.000	TCONS_00027226
BGTCONS_00027268	Scaffold_20_1_contigs	14427421	14427820	-	0.000	0.000	TCONS_00027268
BGTCONS_00027269	Scaffold_20_1_contigs	14429905	14430304	-	0.000	0.000	TCONS_00027269
BGTCONS_00027341	Scaffold_20_1_contigs	18114615	18115014	-	0.000	0.000	TCONS_00027341
BGTCONS_00027346	Scaffold_20_1_contigs	18398858	18399257	-	0.000	0.000	TCONS_00027346
BGTCONS_00027439	Scaffold_20_1_contigs	22176711	22177110	-	0.000	0.000	TCONS_00027439
BGTCONS_00027699	Scaffold_20_1_contigs	31830171	31830570	-	0.000	0.000	TCONS_00027699
BGTCONS_00027745	Scaffold_20_1_contigs	33921754	33922153	-	0.000	0.000	TCONS_00027745
BGTCONS_00027760	Scaffold_20_1_contigs	34479808	34480207	-	0.000	0.000	TCONS_00027760
BGTCONS_00027786	Scaffold_20_1_contigs	35487564	35487963	-	0.000	0.000	TCONS_00026880
BGTCONS_00027814	Scaffold_20_1_contigs	36488241	36488640	-	0.000	0.000	TCONS_00027814
BGTCONS_00027879	Scaffold_21_1_contigs	873968	874367	+	0.000	0.000	TCONS_00027879
BGTCONS_00027930	Scaffold_21_1_contigs	2467136	2467535	+	0.000	0.000	TCONS_00027930
BGTCONS_00027931	Scaffold_21_1_contigs	2469302	2469701	+	0.000	0.000	TCONS_00027931
BGTCONS_00027932	Scaffold_21_1_contigs	2633961	2634360	+	0.000	0.000	TCONS_00027932
BGTCONS_00027991	Scaffold_21_1_contigs	4565773	4566172	+	0.000	0.000	TCONS_00027991
BGTCONS_00027992	Scaffold_21_1_contigs	4576499	4576898	+	0.000	0.000	TCONS_00027992
BGTCONS_00010125	Scaffold_14_1_contigs	20398972	20399371	+	0.000	0.000	TCONS_00010125
BGTCONS_00010143	Scaffold_14_1_contigs	21558871	21559270	+	0.000	0.000	TCONS_00010143
BGTCONS_00010164	Scaffold_14_1_contigs	22118237	22118636	+	0.000	0.000	TCONS_00010164
BGTCONS_00010165	Scaffold_14_1_contigs	22271334	22271733	+	0.000	0.000	TCONS_00010165
BGTCONS_00010166	Scaffold_14_1_contigs	22274770	22275169	+	0.000	0.000	TCONS_00010166
BGTCONS_00010265	Scaffold_14_1_contigs	25542206	25542605	+	0.000	0.000	TCONS_00010265
BGTCONS_00010329	Scaffold_14_1_contigs	27011110	27011509	+	0.000	0.000	TCONS_00010329,TCONS_00011678
BGTCONS_00010419	Scaffold_14_1_contigs	28536613	28537012	+	0.000	0.000	TCONS_00010419
BGTCONS_00010453	Scaffold_14_1_contigs	30040820	30041219	+	0.000	0.000	TCONS_00010453
BGTCONS_00010495	Scaffold_14_1_contigs	31321686	31322085	+	0.000	0.000	TCONS_00010495
BGTCONS_00010503	Scaffold_14_1_contigs	31705536	31705935	+	0.000	0.000	TCONS_00010503
BGTCONS_00010531	Scaffold_14_1_contigs	32735756	32736155	+	0.000	0.000	TCONS_00010531
BGTCONS_00010544	Scaffold_14_1_contigs	32943152	32943551	+	0.000	0.000	TCONS_00010544
BGTCONS_00010670	Scaffold_14_1_contigs	37333526	37333925	+	0.000	0.000	TCONS_00010670
BGTCONS_00010756	Scaffold_14_1_contigs	39232308	39232707	+	0.000	0.000	TCONS_00010756
BGTCONS_00010760	Scaffold_14_1_contigs	39311003	39311402	+	0.000	0.000	TCONS_00010760
BGTCONS_00010766	Scaffold_14_1_contigs	39631542	39631941	+	0.000	0.000	TCONS_00010766
BGTCONS_00010852	Scaffold_14_1_contigs	1464280	1464679	-	0.000	0.000	TCONS_00010852
BGTCONS_00010910	Scaffold_14_1_contigs	3096943	3097342	-	0.000	0.000	TCONS_00010910
BGTCONS_00010930	Scaffold_14_1_contigs	3633591	3633990	-	0.000	0.000	TCONS_00010930
BGTCONS_00010956	Scaffold_14_1_contigs	5258287	5258686	-	0.000	0.000	TCONS_00010956
BGTCONS_00028034	Scaffold_21_1_contigs	5724710	5725109	+	0.000	0.000	TCONS_00028034
BGTCONS_00028058	Scaffold_21_1_contigs	6441804	6442203	+	0.000	0.000	TCONS_00028058
BGTCONS_00028102	Scaffold_21_1_contigs	7936044	7936443	+	0.000	0.000	TCONS_00028102
BGTCONS_00028130	Scaffold_21_1_contigs	9104964	9105363	+	0.000	0.000	TCONS_00028130
BGTCONS_00028179	Scaffold_21_1_contigs	10303341	10303740	+	0.000	0.000	TCONS_00028179
BGTCONS_00028213	Scaffold_21_1_contigs	11314723	11315122	+	0.000	0.000	TCONS_00028213
BGTCONS_00028305	Scaffold_21_1_contigs	15870671	15871070	+	0.000	0.000	TCONS_00028305
BGTCONS_00028312	Scaffold_21_1_contigs	16145647	16146046	+	0.000	0.000	TCONS_00028312
BGTCONS_00028541	Scaffold_21_1_contigs	25736375	25736774	+	0.000	0.000	TCONS_00028541
BGTCONS_00028638	Scaffold_21_1_contigs	28025061	28025460	+	0.000	0.000	TCONS_00028638
BGTCONS_00028723	Scaffold_21_1_contigs	28997688	28998087	+	0.000	0.000	TCONS_00028723
BGTCONS_00028782	Scaffold_21_1_contigs	31338661	31339060	+	0.000	0.000	TCONS_00028782
BGTCONS_00028795	Scaffold_21_1_contigs	31826416	31826815	+	0.000	0.000	TCONS_00028795
BGTCONS_00028797	Scaffold_21_1_contigs	31915613	31916012	+	0.000	0.000	TCONS_00028797
BGTCONS_00028799	Scaffold_21_1_contigs	32290394	32290793	+	0.000	0.000	TCONS_00028799
BGTCONS_00028932	Scaffold_21_1_contigs	1249379	1249778	-	0.000	0.000	TCONS_00028932
BGTCONS_00028935	Scaffold_21_1_contigs	1609562	1609961	-	0.000	0.000	TCONS_00028935
BGTCONS_00028948	Scaffold_21_1_contigs	2150859	2151258	-	0.000	0.000	TCONS_00028948
BGTCONS_00011028	Scaffold_14_1_contigs	7162781	7163180	-	0.000	0.000	TCONS_00011028
BGTCONS_00011049	Scaffold_14_1_contigs	7636101	7636500	-	0.000	0.000	TCONS_00011049
BGTCONS_00011075	Scaffold_14_1_contigs	8247261	8247660	-	0.000	0.000	TCONS_00011075
BGTCONS_00011172	Scaffold_14_1_contigs	11010406	11010805	-	0.000	0.000	TCONS_00011172
BGTCONS_00011228	Scaffold_14_1_contigs	12956025	12956424	-	0.000	0.000	TCONS_00011228
BGTCONS_00011381	Scaffold_14_1_contigs	17219606	17220005	-	0.000	0.000	TCONS_00011381
BGTCONS_00011384	Scaffold_14_1_contigs	17362448	17362847	-	0.000	0.000	TCONS_00011384
BGTCONS_00011424	Scaffold_14_1_contigs	18808246	18808645	-	0.000	0.000	TCONS_00011424
BGTCONS_00011489	Scaffold_14_1_contigs	20560825	20561224	-	0.000	0.000	TCONS_00011489
BGTCONS_00011491	Scaffold_14_1_contigs	20628992	20629391	-	0.000	0.000	TCONS_00011491
BGTCONS_00011576	Scaffold_14_1_contigs	22518990	22519389	-	0.000	0.000	TCONS_00011576
BGTCONS_00011607	Scaffold_14_1_contigs	23829904	23830303	-	0.000	0.000	TCONS_00011607
BGTCONS_00011661	Scaffold_14_1_contigs	26698690	26699089	-	0.000	0.000	TCONS_00011661
BGTCONS_00011678	Scaffold_14_1_contigs	27011260	27011659	-	0.000	0.000	TCONS_00010329,TCONS_00011678
BGTCONS_00011689	Scaffold_14_1_contigs	27231503	27231902	-	0.000	0.000	TCONS_00011689
