#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_05_promoters/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_05_promoters/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_05_promoters/0.989082328583212.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_05_promoters/target.clean..pos
BGpeak74261	Scaffold_7_1_contigs	37788702	37788930	+	0.000	0.000	TCONS_00050923
BGpeak74272	Scaffold_7_1_contigs	37894656	37894829	+	0.000	0.000	TCONS_00050927
BGpeak5063	Scaffold_11_1_contigs	19454764	19455527	+	0.000	0.000	TCONS_00003958
BGpeak5448	Scaffold_11_1_contigs	22815555	22815800	+	0.000	0.000	TCONS_00004072
BGpeak24000	Scaffold_15_1_contigs	18774342	18774553	+	0.000	0.000	TCONS_00012778
BGpeak5685	Scaffold_11_1_contigs	25723995	25724310	+	0.000	0.000	TCONS_00003127
BGpeak24433	Scaffold_15_1_contigs	23823587	23823985	+	0.000	0.000	TCONS_00012910
BGpeak24740	Scaffold_15_1_contigs	27202828	27202935	+	0.000	0.000	TCONS_00014217
BGpeak77392	Scaffold_8_1_contigs	28320250	28320755	+	0.000	0.000	TCONS_00053183
BGpeak77615	Scaffold_8_1_contigs	29754942	29755407	+	0.000	0.000	TCONS_00054323
BGpeak25211	Scaffold_15_1_contigs	31707057	31707311	+	0.000	0.000	TCONS_00013136
BGpeak25531	Scaffold_15_1_contigs	35297523	35298400	+	0.000	0.000	TCONS_00014435
BGpeak25626	Scaffold_15_1_contigs	36370806	36371070	+	0.000	0.000	TCONS_00013272
BGpeak25963	Scaffold_15_1_contigs	40297743	40298143	+	0.000	0.000	TCONS_00014590
BGpeak78914	Scaffold_9_1_contigs	1704701	1704961	+	0.000	0.000	TCONS_00054875
BGpeak7068	Scaffold_1_1_contigs	6778823	6779157	+	0.000	0.000	TCONS_00024598
BGpeak27457	Scaffold_16_1_contigs	13401500	13402217	+	0.000	0.000	TCONS_00016058
BGpeak62152	Scaffold_4_1_contigs	34951442	34951772	+	0.000	0.000	TCONS_00042481
BGpeak62466	Scaffold_4_1_contigs	37758502	37758778	+	0.000	0.000	TCONS_00042584
BGpeak62570	Scaffold_4_1_contigs	38882974	38883200	+	0.000	0.000	TCONS_00043928
BGpeak28662	Scaffold_16_1_contigs	26509696	26509990	+	0.000	0.000	TCONS_00016413
BGpeak28664	Scaffold_16_1_contigs	26527171	26527900	+	0.000	0.000	TCONS_00016414
BGpeak28701	Scaffold_16_1_contigs	27411214	27411452	+	0.000	0.000	TCONS_00015352
BGpeak63485	Scaffold_4_1_contigs	47036508	47037053	+	0.000	0.000	TCONS_00042854
BGpeak63741	Scaffold_4_1_contigs	49333608	49334053	+	0.000	0.000	TCONS_00042907
BGpeak65124	Scaffold_5_1_contigs	16598467	16598898	+	0.000	0.000	TCONS_00044994
BGpeak13087	Scaffold_12_1_contigs	36903124	36903393	+	0.000	0.000	TCONS_00005698
BGpeak14208	Scaffold_13_1_contigs	6981440	6982203	+	0.000	0.000	TCONS_00008504
BGpeak15291	Scaffold_13_1_contigs	19587192	19587414	+	0.000	0.000	TCONS_00008823
BGpeak15419	Scaffold_13_1_contigs	21139464	21139725	+	0.000	0.000	TCONS_00007649
BGpeak68506	Scaffold_6_1_contigs	11700446	11700727	+	0.000	0.000	TCONS_00047508
BGpeak16694	Scaffold_13_1_contigs	35318409	35318653	+	0.000	0.000	TCONS_00009277
BGpeak16982	Scaffold_13_1_contigs	37323016	37323464	+	0.000	0.000	TCONS_00009342
BGpeak51780	Scaffold_22_1_contigs	14974247	14974860	+	0.000	0.000	TCONS_00030207
BGpeak69123	Scaffold_6_1_contigs	18181314	18181524	+	0.000	0.000	TCONS_00047658
BGpeak17536	Scaffold_14_1_contigs	1263304	1263950	+	0.000	0.000	TCONS_00009528
BGpeak18381	Scaffold_14_1_contigs	8149057	8149924	+	0.000	0.000	TCONS_00011066
BGpeak18501	Scaffold_14_1_contigs	9126511	9126679	+	0.000	0.000	TCONS_00009763
BGpeak19462	Scaffold_14_1_contigs	18128683	18128922	+	0.000	0.000	TCONS_00011408
BGpeak54374	Scaffold_23_1_contigs	16658070	16658364	+	0.000	0.000	TCONS_00032490
BGpeak54384	Scaffold_23_1_contigs	16708999	16709351	+	0.000	0.000	TCONS_00032491
BGpeak839	Scaffold_10_1_contigs	11273050	11273383	+	0.000	0.000	TCONS_00000395
BGpeak59745	Scaffold_4_1_contigs	3501279	3501671	+	0.000	0.000	TCONS_00041648
BGpeak43212	Scaffold_20_1_contigs	29931899	29932128	+	0.000	0.000	TCONS_00026721
BGpeak43453	Scaffold_20_1_contigs	33434432	33435242	+	0.000	0.000	TCONS_00027737
BGpeak80344	Scaffold_9_1_contigs	21220180	21220401	+	0.000	0.000	TCONS_00056576
BGpeak80921	Scaffold_9_1_contigs	27818221	27818404	+	0.000	0.000	TCONS_00056768
BGpeak80941	Scaffold_9_1_contigs	27976811	27976977	+	0.000	0.000	TCONS_00055605
BGpeak30894	Scaffold_17_1_contigs	13361616	13362091	+	0.000	0.000	TCONS_00018221
BGpeak48236	Scaffold_2_1_contigs	10102542	10102693	+	0.000	0.000	TCONS_00036150
BGpeak32449	Scaffold_17_1_contigs	29719082	29719288	+	0.000	0.000	TCONS_00018655
BGpeak32620	Scaffold_17_1_contigs	34539857	34540113	+	0.000	0.000	TCONS_00018761
BGpeak34837	Scaffold_18_1_contigs	20324982	20325851	+	0.000	0.000	TCONS_00020336
BGpeak35986	Scaffold_18_1_contigs	33566825	33567145	+	0.000	0.000	TCONS_00019650
BGpeak36440	Scaffold_18_1_contigs	38296055	38296657	+	0.000	0.000	TCONS_00019761
BGpeak36686	Scaffold_19_1_contigs	1704391	1704586	+	0.000	0.000	TCONS_00021887
BGpeak71083	Scaffold_6_1_contigs	41200140	41200755	+	0.000	0.000	TCONS_00048367
BGpeak36763	Scaffold_19_1_contigs	2354546	2354985	+	0.000	0.000	TCONS_00021900
BGpeak20117	Scaffold_14_1_contigs	23260283	23260684	+	0.000	0.000	TCONS_00011590
BGpeak20723	Scaffold_14_1_contigs	28048247	28048770	+	0.000	0.000	TCONS_00011725
