target_id	length	eff_length	est_counts	tpm
rna-XM_035809314.1	4367	4168	19	0.179456
rna-XM_035809311.1	7960	7761	94	0.476807
rna-XM_035809312.1	2231	2032	289	5.59895
rna-XM_035809927.1	1635	1436	13	0.356387
rna-XM_035843980.1	1957	1758	49.7814	1.11476
rna-XM_035843291.1	2870	2671	1798	26.5001
rna-XM_035843288.1	8290	8091	22569	109.81
rna-XM_035842700.1	6972	6773	1872	10.8807
rna-XM_035844125.1	7002	6803	936.803	5.42101
rna-XR_004833096.1	2378	2179	7.40968	0.133867
rna-XM_035844220.1	1276	1077	48	1.75452
rna-XR_004833035.1	888	689	18	1.02846
rna-XM_035843555.1	7535	7336	6684	35.8682
rna-XM_035843558.1	1785	1586	99.0647	2.45894
rna-XR_004833034.1	1816	1617	160.173	3.89952
rna-XM_035844186.1	2399	2200	1	0.0178941
rna-XM_035843121.1	9611	9412	11	0.046009
rna-XM_035843648.1	681	482	0	0
rna-XM_035844039.1	1277	1078	2	0.0730371
rna-XM_035843054.1	2787	2588	1643	24.9923
rna-XM_035843051.1	4058	3859	217	2.21369
rna-XM_035842353.1	3636	3437	1809	20.7201
rna-XM_035842345.1	2562	2363	1702.75	28.3674
rna-XM_035842347.1	2561	2362	315.796	5.26331
rna-XR_004832958.1	1734	1535	146.705	3.76243
rna-XR_004832955.1	2424	2225	2021.71	35.7702
rna-Trnad-guc-16	72	3.52559	0	0
rna-XM_035844096.1	1046	847	0	0
rna-XM_035843374.1	8247	8048	1057	5.17034
rna-XM_035843375.1	7869	7670	9	0.0461934
rna-XM_035843378.1	5092	4893	1065	8.56854
rna-XM_035843376.1	1108	909	23	0.996085
rna-XM_035844147.1	4071	3872	353.312	3.59216
rna-XM_035844146.1	5380	5181	7525	57.1775
rna-XR_004833092.1	1294	1095	48.8495	1.75622
rna-XR_004833093.1	941	742	1.02366	0.0543104
rna-XM_035843651.1	2352	2153	16.7035	0.30542
rna-XM_035843693.1	1602	1403	15	0.420887
rna-XM_035843699.1	1894	1695	190.187	4.41715
rna-XM_035843654.1	519	320	22	2.70648
rna-XR_004833074.1	339	140	9	2.53074
rna-XM_035843941.1	1880	1681	142.84	3.34515
rna-XR_004833047.1	1692	1493	14	0.369148
rna-XM_035843767.1	721	522	0	0
rna-XM_035843655.1	1210	1011	37.0536	1.44282
rna-XM_035843037.1	997	798	52.6154	2.59563
rna-XM_035843038.1	487	288	575.724	78.6962
gene-LOC118432129	2806	2607	1394.91	21.0639
rna-XM_035843033.1	1491	1292	1470.97	44.8203
rna-XM_035843036.1	844	645	76.8511	4.69054
rna-XM_035843039.1	476	277	0.0329214	0.00467876
rna-XM_035843032.1	789	590	0	0
rna-XM_035843034.1	931	732	249.349	13.41
rna-XM_035843035.1	906	707	16.6036	0.924518
rna-XM_035843041.1	487	288	575.724	78.6962
rna-XM_035844128.1	2060	1861	81.1048	1.71567
rna-XM_035843657.1	1111	912	84.0351	3.62742
rna-XM_035843624.1	2698	2499	138.022	2.17428
rna-XM_035844189.1	1731	1532	7	0.179875
rna-XM_035843659.1	2798	2599	0	0
rna-XM_035844048.1	3748	3549	0	0
rna-XM_035844265.1	409	210	0	0
rna-XM_035844256.1	799	600	14.1035	0.925351
rna-XM_035844245.1	1615	1416	228.707	6.3584
rna-XM_035844269.1	405	206	302.531	57.8143
rna-XM_035844248.1	719	520	214.539	16.2418
rna-XM_035844262.1	841	642	38.0471	2.33303
rna-XM_035843660.1	1019	820	26.4589	1.27025
rna-XR_004833110.1	1293	1094	15	0.539767
rna-XM_035844231.1	2144	1945	120.627	2.44151
rna-XM_035843661.1	2803	2604	257.813	3.8976
rna-XM_035844249.1	1418	1219	2547.34	82.265
rna-XM_035843662.1	5465	5266	211.552	1.5815
rna-XR_004833109.1	363	164	0	0
rna-XM_035844246.1	2248	2049	1586	30.4715
rna-XM_035844230.1	4579	4380	8887	79.8755
rna-XR_004833108.1	1249	1050	1524.07	57.1409
rna-XM_035844234.1	2145	1946	4	0.0809188
rna-XM_035844235.1	2197	1998	10	0.197032
rna-XM_035844236.1	2061	1862	2723.86	57.5888
rna-XM_035844229.1	2417	2218	91	1.61515
rna-XM_035844247.1	1181	982	8	0.320709
rna-XM_035844228.1	4695	4496	385.841	3.37843
rna-XM_035844232.1	2074	1875	2216.22	46.5311
rna-Trnaa-agc-3	73	3.5471	0	0
rna-XM_035844243.1	812	613	0	0
rna-XM_035843667.1	1246	1047	78.2196	2.94104
rna-XM_035844259.1	823	624	0	0
rna-XM_035844258.1	894	695	47.6808	2.70079
rna-XM_035844266.1	416	217	0	0
rna-XM_035843668.1	2536	2337	2021.14	34.0462
gene-LOC118432614	1378	1179	0	0
rna-XM_035844238.1	905	706	131.767	7.34742
rna-XM_035844237.1	1349	1150	353.136	12.0886
rna-XM_035843669.1	949	750	461.649	24.2316
rna-Trnaa-agc-4	73	3.5471	0	0
rna-XM_035844241.1	1241	1042	0	0
rna-XM_035844253.1	966	767	96.6153	4.95887
rna-XM_035844261.1	502	303	61.5112	7.99179
rna-XM_035844267.1	606	407	272.594	26.3666
rna-XM_035844270.1	1373	1174	0	0
rna-XM_035844240.1	1400	1201	268.37	8.79677
rna-XM_035844257.1	841	642	230.638	14.1426
rna-XM_035844268.1	603	404	611.349	59.5717
rna-XM_035844242.1	1362	1163	0	0
rna-XM_035844252.1	965	766	368.925	18.9602
rna-XM_035844260.1	894	695	0	0
rna-XM_035844263.1	602	403	0	0
rna-XM_035843670.1	2044	1845	82.4797	1.75988
rna-XM_035844239.1	1379	1180	699.337	23.3312
gene-LOC118432631	619	420	1.14765	0.10757
rna-XM_035844255.1	793	594	35.9294	2.3812
rna-XM_035844029.1	560	361	14.6883	1.60175
rna-XM_035843671.1	3400	3201	0	0
rna-XR_004833040.1	873	674	0	0
rna-XM_035843643.1	2059	1860	1	0.0211651
rna-XM_035843672.1	735	536	0	0
rna-XM_035844288.1	1096	897	60.5068	2.65549
rna-XM_035843674.1	501	302	3.16932	0.413135
rna-XM_035842344.1	826	627	42.5817	2.67354
rna-XM_035843568.1	1595	1396	867.576	24.4655
rna-XM_035843566.1	1992	1793	398.533	8.75017
rna-XR_004833113.1	1795	1596	0	0
rna-XR_004833111.1	154	7.38779	4.6	24.5118
rna-XR_004833114.1	3891	3692	14.7977	0.157785
rna-XM_035843563.1	3856	3657	777.003	8.36431
rna-XM_035843565.1	2398	2199	475.068	8.50478
rna-XM_035843569.1	2245	2046	160.086	3.08021
rna-XM_035844043.1	928	729	40.3783	2.18049
rna-XM_035844073.1	1785	1586	81.6123	2.02575
rna-XR_004832965.1	870	671	8.55973	0.502192
rna-XM_035843340.1	2045	1846	31.9914	0.682236
rna-XM_035844184.1	1632	1433	2.41071	0.0662263
rna-XM_035842343.1	5554	5355	1	0.00735145
rna-XM_035844127.1	7039	6840	11.1492	0.0641685
rna-XM_035843637.1	3606	3407	4	0.046219
rna-XM_035843642.1	1130	931	9	0.380562
rna-XM_035843639.1	1743	1544	0	0
rna-XM_035842412.1	1090	891	7	0.309281
rna-XR_004832964.1	471	272	11	1.59205
rna-XM_035842427.1	1472	1273	48.762	1.50794
rna-XM_035843675.1	1038	839	0	0
rna-XM_035843676.1	3452	3253	3	0.0363053
rna-XM_035843895.1	1922	1723	11.0097	0.251549
rna-XR_004833062.1	984	785	0	0
rna-XR_004833054.1	760	561	28.7298	2.01606
rna-XM_035843678.1	927	728	1	0.0540756
rna-XM_035843680.1	1143	944	3	0.125107
rna-XM_035843890.1	1915	1716	433.108	9.936
rna-XM_035843886.1	937	738	2267.41	120.95
rna-XM_035843869.1	1049	850	13	0.602084
rna-XM_035843681.1	7270	7071	1	0.00556739
rna-XM_035843682.1	1344	1145	0	0
rna-XM_035843683.1	10252	10053	0	0
rna-XM_035843684.1	1136	937	0	0
rna-XM_035843856.1	2402	2203	1	0.0178697
rna-XM_035843685.1	1665	1466	1	0.0268533
rna-XM_035843686.1	3033	2834	1	0.013891
rna-XM_035843688.1	2386	2187	201	3.61809
rna-Trnas-aga-4	82	3.75521	0	0
rna-XM_035843689.1	2448	2249	3.07288	0.0537883
rna-XM_035843690.1	5148	4949	663	5.27386
rna-XM_035843882.1	4833	4634	384.496	3.26639
rna-XR_004833064.1	2504	2305	145.504	2.48505
rna-XM_035843868.1	1557	1358	36.9828	1.07209
rna-XM_035843860.1	1779	1580	23.0417	0.574104
rna-XR_004833059.1	2173	1974	175.412	3.49821
rna-XM_035843691.1	6438	6239	294.048	1.85539
rna-XM_035843881.1	1137	938	1088	45.6624
rna-XM_035843853.1	4413	4214	98	0.915512
rna-XM_035843692.1	2610	2411	0	0
rna-XM_035843694.1	2010	1811	14.1082	0.306681
rna-XR_004833066.1	1044	845	9	0.419294
rna-XM_035843878.1	1019	820	316.071	15.1741
rna-XM_035843888.1	664	465	38.3173	3.24395
rna-XR_004833057.1	1137	938	1.0439	0.0438114
rna-XM_035843865.1	2966	2767	247.945	3.52759
rna-XR_004833056.1	1838	1639	71.039	1.70628
rna-XR_004833071.1	986	787	54.1532	2.70883
rna-XM_035843892.1	628	429	4.9091	0.450482
rna-XR_004833051.1	1094	895	0	0
rna-XM_035843695.1	1102	903	517.383	22.5557
rna-XM_035843696.1	2580	2381	2	0.0330676
rna-XM_035843893.1	535	336	6	0.702982
rna-XM_035843875.1	1192	993	27.3651	1.08487
rna-XM_035843697.1	360	161	0	0
rna-XM_035843700.1	747	548	0	0
rna-XM_035843701.1	1397	1198	0	0
rna-XM_035843702.1	471	272	0	0
rna-XM_035843703.1	1061	862	0	0
rna-XR_004833055.1	735	536	16.1134	1.18346
rna-XM_035843857.1	2817	2618	1454.91	21.8776
rna-XM_035843704.1	1527	1328	9	0.266794
rna-XM_035843705.1	1692	1493	3	0.0791032
rna-XM_035843706.1	1302	1103	0	0
rna-XM_035843707.1	813	614	0	0
rna-XM_035843709.1	1236	1037	1	0.0379624
rna-XM_035843711.1	588	389	0	0
rna-XM_035843887.1	1243	1044	0	0
rna-XM_035843712.1	693	494	0	0
rna-XM_035843889.1	673	474	0	0
rna-XM_035843713.1	1779	1580	21	0.523232
rna-XM_035843861.1	1943	1744	13.5008	0.304752
rna-XM_035843870.1	1772	1573	12.5808	0.314855
rna-XM_035843714.1	734	535	8.14072	0.59902
rna-XM_035843715.1	1104	905	1	0.0434995
rna-XR_004833063.1	373	174	0	0
rna-XM_035843716.1	3573	3374	5	0.0583388
rna-XM_035843859.1	2068	1869	0	0
rna-XM_035843880.1	1623	1424	60.6546	1.67682
rna-XM_035843717.1	1735	1536	9	0.230666
rna-XM_035843867.1	2601	2402	9.81257	0.160821
rna-XR_004833067.1	738	539	0	0
rna-XM_035843719.1	636	437	0	0
rna-XM_035843894.1	569	370	3	0.319192
rna-XM_035843722.1	2325	2126	1	0.0185169
rna-XM_035843723.1	628	429	10	0.917646
rna-XM_035843885.1	3020	2821	1120.36	15.6347
rna-XM_035843724.1	711	512	115.658	8.89283
rna-XM_035843725.1	861	662	0	0
rna-XM_035843726.1	1170	971	0	0
gene-LOC118432198	1634	1435	5	0.137167
rna-XM_035843727.1	1182	983	0.5	0.0200239
rna-XM_035843729.1	1338	1139	0	0
rna-XM_035843730.1	4421	4222	0	0
rna-XM_035843731.1	1038	839	0	0
rna-XM_035843732.1	1008	809	0	0
rna-XR_004833070.1	3087	2888	26.0642	0.355287
rna-XM_035843864.1	2689	2490	40.535	0.64086
rna-XR_004833058.1	366	167	0	0
rna-XR_004833061.1	325	126	0	0
rna-XM_035843851.1	6043	5844	18	0.121254
rna-XM_035843733.1	1840	1641	9	0.215907
rna-XM_035843873.1	1336	1137	3	0.103871
rna-XM_035843734.1	1260	1061	0	0
rna-XM_035843735.1	831	632	5	0.311448
rna-XM_035843737.1	1503	1304	0	0
rna-XR_004833069.1	407	208	0	0
rna-XM_035843872.1	1340	1141	149.666	5.16379
rna-XM_035843858.1	1817	1618	2	0.0486613
rna-XR_004833068.1	424	225	0	0
rna-XM_035843738.1	1062	863	18	0.821096
rna-XR_004833065.1	438	239	0	0
rna-XM_035843740.1	1422	1223	1	0.0321889
rna-XM_035843879.1	1064	865	29.121	1.32532
rna-XM_035844272.1	865	666	1	0.0591096
rna-XM_035843741.1	1908	1709	100.338	2.3113
rna-XM_035843742.1	2376	2177	7.37331	0.133333
rna-XM_035843746.1	3816	3617	172.7	1.87965
rna-XM_035843283.1	3536	3337	499	5.88677
rna-XM_035844049.1	892	693	366.966	20.8461
rna-XR_004833037.1	1150	951	4.46506	0.184833
rna-XM_035843306.1	1223	1024	902	34.6768
rna-XM_035843303.1	1903	1704	3655	84.4404
rna-XM_035843305.1	1461	1262	14	0.436718
rna-XM_035843061.1	1076	877	1	0.0448883
rna-XM_035843064.1	1096	897	176	7.72418
rna-XM_035843062.1	2301	2102	310.314	5.81168
rna-XM_035843067.1	1491	1292	1	0.0304698
rna-XM_035843066.1	1152	953	64	2.64374
rna-XM_035843134.1	4012	3813	925	9.55009
rna-XM_035843137.1	1389	1190	1798	59.4806
rna-XM_035843130.1	2260	2061	165.407	3.15942
rna-XR_004833008.1	3411	3212	858.7	10.5244
rna-XM_035843400.1	2593	2394	0	0
rna-XM_035843401.1	1305	1106	20	0.711881
rna-XR_004833022.1	364	165	2	0.477176
rna-XM_035844291.1	1924	1725	3	0.0684644
rna-Trnas-uga-5	82	3.75521	0	0
rna-XM_035844136.1	798	599	433	28.4573
rna-XM_035843747.1	1262	1063	408.784	15.1389
rna-XR_004833097.1	1489	1290	183.321	5.59442
rna-XM_035844143.1	1398	1199	4.67886	0.153622
rna-XM_035844138.1	4586	4387	7916	71.0347
rna-XM_035842951.1	3645	3446	33952	387.867
rna-XM_035844055.1	4847	4648	25.0672	0.212311
rna-XM_035843622.1	3133	2934	0	0
rna-XM_035843620.1	2421	2222	1	0.0177169
rna-XM_035843748.1	2669	2470	2.05909	0.0328179
rna-XM_035843749.1	1941	1742	0	0
rna-XM_035844151.1	3869	3670	429	4.60176
rna-XM_035844157.1	1240	1041	1134	42.8839
rna-XM_035844152.1	3412	3213	4377	53.6288
rna-XM_035843278.1	3448	3249	587	7.11248
rna-XM_035843281.1	1554	1355	171	4.96809
rna-XM_035843751.1	573	374	5	0.526297
rna-XR_004833078.1	486	287	0	0
rna-XM_035843934.1	673	474	23	1.91021
rna-XM_035843937.1	908	709	14	0.777346
rna-XM_035843752.1	923	724	17	0.924363
rna-XM_035843936.1	697	498	33	2.60866
rna-XM_035843962.1	2176	1977	5	0.0995625
rna-XM_035844167.1	5536	5337	3745	27.624
rna-XM_035844169.1	2721	2522	860	13.4241
rna-XM_035844168.1	2015	1816	114.882	2.49039
rna-XR_004833105.1	1166	967	273.118	11.1188
rna-XM_035844171.1	1250	1051	6	0.22474
