#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_15_promoters/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_15_promoters/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_15_promoters/0.222796629023836.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_15_promoters/target.clean..pos
BGTCONS_00025900	Scaffold_20_1_contigs	674074	674473	+	0.000	0.000	TCONS_00025900
BGTCONS_00026034	Scaffold_20_1_contigs	4926507	4926906	+	0.000	0.000	TCONS_00026034
BGTCONS_00026046	Scaffold_20_1_contigs	5381919	5382318	+	0.000	0.000	TCONS_00026046
BGTCONS_00026065	Scaffold_20_1_contigs	6076504	6076903	+	0.000	0.000	TCONS_00026065
BGTCONS_00026125	Scaffold_20_1_contigs	8119666	8120065	+	0.000	0.000	TCONS_00026125
BGTCONS_00026137	Scaffold_20_1_contigs	8384638	8385037	+	0.000	0.000	TCONS_00026137
BGTCONS_00026150	Scaffold_20_1_contigs	8628028	8628427	+	0.000	0.000	TCONS_00026150
BGTCONS_00026194	Scaffold_20_1_contigs	10182501	10182900	+	0.000	0.000	TCONS_00027167
BGTCONS_00026199	Scaffold_20_1_contigs	10531772	10532171	+	0.000	0.000	TCONS_00026199
BGTCONS_00026237	Scaffold_20_1_contigs	11554292	11554691	+	0.000	0.000	TCONS_00026237
BGTCONS_00026244	Scaffold_20_1_contigs	11648933	11649332	+	0.000	0.000	TCONS_00026244
BGTCONS_00026354	Scaffold_20_1_contigs	15877297	15877696	+	0.000	0.000	TCONS_00026354
BGTCONS_00026376	Scaffold_20_1_contigs	16911273	16911672	+	0.000	0.000	TCONS_00026376
BGTCONS_00026394	Scaffold_20_1_contigs	17923949	17924348	+	0.000	0.000	TCONS_00026394
BGTCONS_00026401	Scaffold_20_1_contigs	18045232	18045631	+	0.000	0.000	TCONS_00027339
BGTCONS_00026476	Scaffold_20_1_contigs	20657505	20657904	+	0.000	0.000	TCONS_00026476
BGTCONS_00026488	Scaffold_20_1_contigs	20977628	20978027	+	0.000	0.000	TCONS_00026488
BGTCONS_00026510	Scaffold_20_1_contigs	22443620	22444019	+	0.000	0.000	TCONS_00026510
BGTCONS_00026671	Scaffold_20_1_contigs	28829858	28830257	+	0.000	0.000	TCONS_00026671
BGTCONS_00026696	Scaffold_20_1_contigs	29373654	29374053	+	0.000	0.000	TCONS_00026696
BGTCONS_00026715	Scaffold_20_1_contigs	29788305	29788704	+	0.000	0.000	TCONS_00026715
BGTCONS_00026747	Scaffold_20_1_contigs	30618191	30618590	+	0.000	0.000	TCONS_00026747
BGTCONS_00026775	Scaffold_20_1_contigs	31615529	31615928	+	0.000	0.000	TCONS_00026775
BGTCONS_00026932	Scaffold_20_1_contigs	354976	355375	-	0.000	0.000	TCONS_00026932
BGTCONS_00027063	Scaffold_20_1_contigs	6098199	6098598	-	0.000	0.000	TCONS_00027063
BGTCONS_00027142	Scaffold_20_1_contigs	9523091	9523490	-	0.000	0.000	TCONS_00027142
BGTCONS_00027167	Scaffold_20_1_contigs	10182539	10182938	-	0.000	0.000	TCONS_00027167
BGTCONS_00027199	Scaffold_20_1_contigs	11727223	11727622	-	0.000	0.000	TCONS_00027199
BGTCONS_00027206	Scaffold_20_1_contigs	12035982	12036381	-	0.000	0.000	TCONS_00027206
BGTCONS_00027306	Scaffold_20_1_contigs	16760785	16761184	-	0.000	0.000	TCONS_00027306
BGTCONS_00027339	Scaffold_20_1_contigs	18045209	18045608	-	0.000	0.000	TCONS_00027339
BGTCONS_00027371	Scaffold_20_1_contigs	19376094	19376493	-	0.000	0.000	TCONS_00027371
BGTCONS_00027372	Scaffold_20_1_contigs	19455016	19455415	-	0.000	0.000	TCONS_00027372
BGTCONS_00027373	Scaffold_20_1_contigs	19501093	19501492	-	0.000	0.000	TCONS_00027373
BGTCONS_00027411	Scaffold_20_1_contigs	20591606	20592005	-	0.000	0.000	TCONS_00027411
BGTCONS_00027441	Scaffold_20_1_contigs	22228119	22228518	-	0.000	0.000	TCONS_00027441
BGTCONS_00027505	Scaffold_20_1_contigs	25059504	25059903	-	0.000	0.000	TCONS_00027505
BGTCONS_00027508	Scaffold_20_1_contigs	25069407	25069806	-	0.000	0.000	TCONS_00027508
BGTCONS_00027525	Scaffold_20_1_contigs	25831768	25832167	-	0.000	0.000	TCONS_00027525
BGTCONS_00027526	Scaffold_20_1_contigs	25843709	25844108	-	0.000	0.000	TCONS_00027526
BGTCONS_00027595	Scaffold_20_1_contigs	27686809	27687208	-	0.000	0.000	TCONS_00027595
BGTCONS_00027636	Scaffold_20_1_contigs	29154848	29155247	-	0.000	0.000	TCONS_00027636
BGTCONS_00027706	Scaffold_20_1_contigs	32070686	32071085	-	0.000	0.000	TCONS_00027706
BGTCONS_00027828	Scaffold_20_1_contigs	37066146	37066545	-	0.000	0.000	TCONS_00027828
BGTCONS_00027829	Scaffold_20_1_contigs	37089592	37089991	-	0.000	0.000	TCONS_00027829
BGTCONS_00027895	Scaffold_21_1_contigs	1168202	1168601	+	0.000	0.000	TCONS_00027895
BGTCONS_00027906	Scaffold_21_1_contigs	1438459	1438858	+	0.000	0.000	TCONS_00027906
BGTCONS_00027935	Scaffold_21_1_contigs	2695498	2695897	+	0.000	0.000	TCONS_00027935
BGTCONS_00027949	Scaffold_21_1_contigs	3372238	3372637	+	0.000	0.000	TCONS_00027949
BGTCONS_00027980	Scaffold_21_1_contigs	4122090	4122489	+	0.000	0.000	TCONS_00027980
BGTCONS_00010035	Scaffold_14_1_contigs	17545437	17545836	+	0.000	0.000	TCONS_00010035
BGTCONS_00010111	Scaffold_14_1_contigs	19961105	19961504	+	0.000	0.000	TCONS_00010111
BGTCONS_00010112	Scaffold_14_1_contigs	19971401	19971800	+	0.000	0.000	TCONS_00010112
BGTCONS_00010188	Scaffold_14_1_contigs	22562846	22563245	+	0.000	0.000	TCONS_00010188
BGTCONS_00010193	Scaffold_14_1_contigs	22685280	22685679	+	0.000	0.000	TCONS_00010193
BGTCONS_00010281	Scaffold_14_1_contigs	25680810	25681209	+	0.000	0.000	TCONS_00010281
BGTCONS_00010293	Scaffold_14_1_contigs	25989385	25989784	+	0.000	0.000	TCONS_00010293
BGTCONS_00010298	Scaffold_14_1_contigs	26275279	26275678	+	0.000	0.000	TCONS_00010298
BGTCONS_00010299	Scaffold_14_1_contigs	26288303	26288702	+	0.000	0.000	TCONS_00010299
