#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_21_promoters/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_21_promoters/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_21_promoters/0.51777283389038.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/stage_specific_gene_clusters/motif_enrichments_promoters/homer_outputs//homer_output_clu_21_promoters/target.clean..pos
BGpeak73976	Scaffold_7_1_contigs	34862649	34862795	+	0.000	0.000	TCONS_00051929
BGpeak2198	Scaffold_10_1_contigs	31607436	31607636	+	0.000	0.000	TCONS_00002077
BGpeak2208	Scaffold_10_1_contigs	31638019	31638644	+	0.000	0.000	TCONS_00000895
BGpeak21506	Scaffold_14_1_contigs	36989202	36989456	+	0.000	0.000	TCONS_00010655
BGpeak39312	Scaffold_19_1_contigs	33941689	33941919	+	0.000	0.000	TCONS_00021697
BGpeak74950	Scaffold_7_1_contigs	47050004	47050317	+	0.000	0.000	TCONS_00052251
BGpeak23297	Scaffold_15_1_contigs	12876034	12876355	+	0.000	0.000	TCONS_00013741
BGpeak76971	Scaffold_8_1_contigs	22874513	22874741	+	0.000	0.000	TCONS_00054152
BGpeak77521	Scaffold_8_1_contigs	28939707	28939972	+	0.000	0.000	TCONS_00054301
BGpeak25823	Scaffold_15_1_contigs	38932270	38932546	+	0.000	0.000	TCONS_00013333
BGpeak78437	Scaffold_8_1_contigs	40499415	40499568	+	0.000	0.000	TCONS_00054625
BGpeak78453	Scaffold_8_1_contigs	40799451	40799864	+	0.000	0.000	TCONS_00053523
BGpeak61565	Scaffold_4_1_contigs	29199558	29199797	+	0.000	0.000	TCONS_00042304
BGpeak61889	Scaffold_4_1_contigs	32457273	32457702	+	0.000	0.000	TCONS_00043739
BGpeak8170	Scaffold_1_1_contigs	33349786	33350032	+	0.000	0.000	TCONS_00023763
BGpeak27388	Scaffold_16_1_contigs	12990481	12991145	+	0.000	0.000	TCONS_00016046
BGpeak62118	Scaffold_4_1_contigs	34785728	34785991	+	0.000	0.000	TCONS_00043771
BGpeak27869	Scaffold_16_1_contigs	16654449	16654692	+	0.000	0.000	TCONS_00016132
BGpeak62236	Scaffold_4_1_contigs	36024337	36024592	+	0.000	0.000	TCONS_00042531
BGpeak62346	Scaffold_4_1_contigs	36698841	36699070	+	0.000	0.000	TCONS_00043843
BGpeak63467	Scaffold_4_1_contigs	46915658	46915811	+	0.000	0.000	TCONS_00044174
BGpeak29916	Scaffold_17_1_contigs	2614948	2615620	+	0.000	0.000	TCONS_00016839
BGpeak66925	Scaffold_5_1_contigs	40934446	40934681	+	0.000	0.000	TCONS_00046694
BGpeak67957	Scaffold_6_1_contigs	4254742	4254965	+	0.000	0.000	TCONS_00047318
BGpeak15215	Scaffold_13_1_contigs	18940224	18940475	+	0.000	0.000	TCONS_00007582
BGpeak15599	Scaffold_13_1_contigs	22739628	22739949	+	0.000	0.000	TCONS_00007698
BGpeak16274	Scaffold_13_1_contigs	30822014	30822165	+	0.000	0.000	TCONS_00007935
BGpeak52873	Scaffold_22_1_contigs	28577942	28578452	+	0.000	0.000	TCONS_00030494
BGpeak18926	Scaffold_14_1_contigs	12550619	12551020	+	0.000	0.000	TCONS_00011217
BGpeak19475	Scaffold_14_1_contigs	18185942	18186244	+	0.000	0.000	TCONS_00011411
BGpeak54206	Scaffold_23_1_contigs	12280095	12280531	+	0.000	0.000	TCONS_00032434
BGpeak54458	Scaffold_23_1_contigs	17355272	17355436	+	0.000	0.000	TCONS_00032508
BGpeak55285	Scaffold_24_1_contigs	8079303	8079595	+	0.000	0.000	TCONS_00032893
BGpeak56948	Scaffold_27_1_contigs	5618061	5618274	+	0.000	0.000	TCONS_00035376
BGpeak58540	Scaffold_3_1_contigs	35218572	35219082	+	0.000	0.000	TCONS_00040801
BGpeak58547	Scaffold_3_1_contigs	35407857	35408225	+	0.000	0.000	TCONS_00039843
BGpeak59869	Scaffold_4_1_contigs	5366520	5366901	+	0.000	0.000	TCONS_00041683
BGpeak42179	Scaffold_20_1_contigs	20159353	20159640	+	0.000	0.000	TCONS_00026467
BGpeak44150	Scaffold_21_1_contigs	2300819	2301071	+	0.000	0.000	TCONS_00027923
BGpeak46193	Scaffold_21_1_contigs	21081474	21081711	+	0.000	0.000	TCONS_00028429
BGpeak46334	Scaffold_21_1_contigs	22972828	22973197	+	0.000	0.000	TCONS_00029517
BGpeak46343	Scaffold_21_1_contigs	23042915	23043213	+	0.000	0.000	TCONS_00029524
BGpeak81533	Scaffold_9_1_contigs	34149827	34150048	+	0.000	0.000	TCONS_00056956
BGpeak81899	Scaffold_9_1_contigs	37574533	37574883	+	0.000	0.000	TCONS_00057063
BGpeak82395	Scaffold_9_1_contigs	41375197	41375366	+	0.000	0.000	TCONS_00055973
BGpeak30874	Scaffold_17_1_contigs	12931020	12931438	+	0.000	0.000	TCONS_00018213
BGpeak30925	Scaffold_17_1_contigs	13640172	13640454	+	0.000	0.000	TCONS_00018225
BGpeak48424	Scaffold_2_1_contigs	13197010	13197444	+	0.000	0.000	TCONS_00037372
BGpeak48425	Scaffold_2_1_contigs	13197461	13197678	+	0.000	0.000	TCONS_00037372
BGpeak48774	Scaffold_2_1_contigs	22168637	22169078	+	0.000	0.000	TCONS_00037571
BGpeak31397	Scaffold_17_1_contigs	17730352	17730607	+	0.000	0.000	TCONS_00017296
BGpeak31398	Scaffold_17_1_contigs	17730636	17730779	+	0.000	0.000	TCONS_00017296
BGpeak31537	Scaffold_17_1_contigs	18648172	18648377	+	0.000	0.000	TCONS_00017320
BGpeak31683	Scaffold_17_1_contigs	21443373	21443738	+	0.000	0.000	TCONS_00018432
BGpeak32261	Scaffold_17_1_contigs	27593565	27593886	+	0.000	0.000	TCONS_00017560
BGpeak33488	Scaffold_18_1_contigs	6703875	6704074	+	0.000	0.000	TCONS_00019987
